PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
842	Hmel201007	290982	291252	+	0	NA	Intergenic	Intergenic	-12025	ID=HMEL030088g1.t1-E1;Parent=HMEL030088g1.t1								
511	Hmel217004	930948	931312	+	0	NA	Intergenic	Intergenic	-2397	ID=HMEL007101g1.t1-E3;Parent=HMEL007101g1.t1								
665	Hmel219003	6368329	6368498	+	0	NA	Intergenic	Intergenic	-10690	ID=HMEL002697g1.t1-E4;Parent=HMEL002697g1.t1								
434	Hmel214029	53601	54338	+	0	NA	Intergenic	Intergenic	9311	ID=HMEL032584g1.t1-E4;Parent=HMEL032584g1.t1								
93	Hmel207014	318382	318617	+	0	NA	Intergenic	Intergenic	-3780	ID=HMEL037621g1.t1-E1;Parent=HMEL037621g1.t1								
865	Hmel205012	993050	993654	+	0	NA	Intergenic	Intergenic	-10106	ID=HMEL017894g2.t1-E1;Parent=HMEL017894g2.t1								
292	Hmel212001	3077792	3078053	+	0	NA	Intergenic	Intergenic	-16793	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
291	Hmel212001	3074180	3075047	+	0	NA	Intergenic	Intergenic	-13484	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
374	Hmel213036	99119	99663	+	0	NA	Intergenic	Intergenic	-13020	ID=HMEL032011g1.t1-E1;Parent=HMEL032011g1.t1								
114	Hmel208019	247386	248019	+	0	NA	TTS (ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1)	-TTS (ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1)	575	ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1								
199	Hmel210011	2918840	2919055	+	0	NA	Intergenic	Intergenic	11207	ID=HMEL030883g1.t1-E3;Parent=HMEL030883g1.t1								
442	Hmel215006	1240952	1241515	+	0	NA	Intergenic	Intergenic	2206	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
429	Hmel214024	289745	290854	+	0	NA	Intergenic	Intergenic	3643	ID=HMEL032509g1.t1-E6;Parent=HMEL032509g1.t1								
649	Hmel219003	3592237	3592492	+	0	NA	Intergenic	Intergenic	-29995	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
689	Hmel219014	755648	756011	+	0	NA	Intergenic	Intergenic	-1131	ID=HMEL005413g1.t1-E3;Parent=HMEL005413g1.t1								
648	Hmel219003	3392176	3392524	+	0	NA	Intergenic	Intergenic	-8951	ID=HMEL006183g1.t1-E1;Parent=HMEL006183g1.t1								
642	Hmel219003	1529652	1530099	+	0	NA	Intergenic	Intergenic	1268	ID=HMEL008626g1.t1-E2;Parent=HMEL008626g1.t1								
73	Hmel207002	6289179	6289430	+	0	NA	Intergenic	Intergenic	-12307	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
409	Hmel213069	276350	277743	+	0	NA	Intergenic	Intergenic	-6024	ID=HMEL032210g1.t1-E1;Parent=HMEL032210g1.t1								
67	Hmel207002	5859587	5859754	+	0	NA	Intergenic	Intergenic	-13696	ID=HMEL037488g1.t1-E1;Parent=HMEL037488g1.t1								
812	Hmel203049	79386	80166	+	0	NA	Intergenic	Intergenic	-4238	ID=HMEL036100g1.t1-E1;Parent=HMEL036100g1.t1								
795	Hmel221015	874615	875042	+	0	NA	Intergenic	Intergenic	24359	ID=HMEL035661g1.t1-E5;Parent=HMEL035661g1.t1								
241	Hmel211004	3000807	3001505	+	0	NA	Intergenic	Intergenic	4762	ID=HMEL003351g1.t2-E1;Parent=HMEL003351g1.t2								
198	Hmel210011	2769919	2770371	+	0	NA	Intergenic	Intergenic	-8072	ID=HMEL030881g1.t1-E1;Parent=HMEL030881g1.t1								
489	Hmel216012	7682	7852	+	0	NA	Intergenic	Intergenic	-47535	ID=HMEL033593g1.t1-E1;Parent=HMEL033593g1.t1								
794	Hmel221015	733544	734026	+	0	NA	Intergenic	Intergenic	1772	ID=HMEL008471g6.t1-E3;Parent=HMEL008471g6.t1								
585	Hmel218018	480465	481112	+	0	NA	Intergenic	Intergenic	6353	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
727	Hmel220005	2297060	2297617	+	0	NA	promoter-TSS (ID=HMEL035136g1.t1-E1;Parent=HMEL035136g1.t1)	-promoter-TSS (ID=HMEL035136g1.t1-E1;Parent=HMEL035136g1.t1)	-259	ID=HMEL035136g1.t1-E1;Parent=HMEL035136g1.t1								
327	Hmel212009	1189097	1189409	+	0	NA	promoter-TSS (ID=HMEL011940g1.t1-E8;Parent=HMEL011940g1.t1)	-promoter-TSS (ID=HMEL011940g1.t1-E8;Parent=HMEL011940g1.t1)	-61	ID=HMEL011940g1.t1-E8;Parent=HMEL011940g1.t1								
320	Hmel212006	535857	536053	+	0	NA	Intergenic	Intergenic	7139	ID=HMEL031544g1.t1-E3;Parent=HMEL031544g1.t1								
732	Hmel202006	6038887	6040099	+	0	NA	Intergenic	Intergenic	-23997	ID=HMEL004565g1.t1-E1;Parent=HMEL004565g1.t1								
674	Hmel219005	238924	239244	+	0	NA	Intergenic	Intergenic	-1415	ID=HMEL009286g1.t1-E1;Parent=HMEL009286g1.t1								
811	Hmel203048	415406	416409	+	0	NA	Intergenic	Intergenic	-11088	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
280	Hmel212001	1858383	1858979	+	0	NA	Intergenic	Intergenic	-8922	ID=HMEL031357g1.t1-E1;Parent=HMEL031357g1.t1								
273	Hmel211016	16079	16442	+	0	NA	Intergenic	Intergenic	-5628	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
471	Hmel216006	868243	868641	+	0	NA	Intergenic	Intergenic	-2300	ID=HMEL033477g1.t1-E1;Parent=HMEL033477g1.t1								
622	Hmel218018	7533590	7534204	+	0	NA	Intergenic	Intergenic	3060	ID=HMEL034482g1.t1-E2;Parent=HMEL034482g1.t1								
202	Hmel210011	3133866	3134077	+	0	NA	promoter-TSS (ID=HMEL015972g1.t1-E1;Parent=HMEL015972g1.t1)	-promoter-TSS (ID=HMEL015972g1.t1-E1;Parent=HMEL015972g1.t1)	-16	ID=HMEL015972g1.t1-E1;Parent=HMEL015972g1.t1								
249	Hmel211009	362969	363773	+	0	NA	promoter-TSS (ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1)	-promoter-TSS (ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1)	-109	ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1								
361	Hmel213013	137468	137839	+	0	NA	Intergenic	Intergenic	10791	ID=HMEL015354g1.t1-E7;Parent=HMEL015354g1.t1								
465	Hmel215047	546427	547322	+	0	NA	promoter-TSS (ID=HMEL007739g1.t1-E1;Parent=HMEL007739g1.t1)	-promoter-TSS (ID=HMEL007739g1.t1-E1;Parent=HMEL007739g1.t1)	-841	ID=HMEL007739g1.t2-E1;Parent=HMEL007739g1.t2								
184	Hmel210005	1166118	1166479	+	0	NA	Intergenic	Intergenic	-1717	ID=HMEL005816g1.t1-E1;Parent=HMEL005816g1.t1								
819	Hmel203067	616267	616613	+	0	NA	Intergenic	Intergenic	-4727	ID=HMEL036144g1.t1-E1;Parent=HMEL036144g1.t1								
776	Hmel221012	1916643	1917224	+	0	NA	Intergenic	Intergenic	-3330	ID=HMEL035594g1.t1-E1;Parent=HMEL035594g1.t1								
24	Hmel206009	3754434	3754833	+	0	NA	Intergenic	Intergenic	-12237	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
858	Hmel205005	1078676	1079331	+	0	NA	Intergenic	Intergenic	-2043	ID=HMEL016251g1.t1-E5;Parent=HMEL016251g1.t1								
140	Hmel209005	307114	307533	+	0	NA	Intergenic	Intergenic	-6741	ID=HMEL018069g1.t1-E1;Parent=HMEL018069g1.t1								
104	Hmel207021	2180657	2180917	+	0	NA	Intergenic	Intergenic	-17104	ID=HMEL013372g1.t1-E1;Parent=HMEL013372g1.t1								
131	Hmel208051	564680	564852	+	0	NA	Intergenic	Intergenic	-5321	ID=HMEL008165g1.t1-E1;Parent=HMEL008165g1.t1								
181	Hmel210005	835161	836205	+	0	NA	promoter-TSS (ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1)	-promoter-TSS (ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1)	-207	ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1								
412	Hmel213069	1302072	1302556	+	0	NA	Intergenic	Intergenic	-38611	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
385	Hmel213051	136557	136783	+	0	NA	promoter-TSS (ID=HMEL032085g1.t1-E3;Parent=HMEL032085g1.t1)	-promoter-TSS (ID=HMEL032085g1.t1-E3;Parent=HMEL032085g1.t1)	6	ID=HMEL032085g1.t1-E3;Parent=HMEL032085g1.t1								
502	Hmel217001	922193	922609	+	0	NA	Intergenic	Intergenic	9200	ID=HMEL017727g1.t1-E3;Parent=HMEL017727g1.t1								
307	Hmel201019	20456	21360	+	0	NA	Intergenic	Intergenic	-18237	ID=HMEL033098g1.t1-E1;Parent=HMEL033098g1.t1								
314	Hmel212006	316297	316683	+	0	NA	Intergenic	Intergenic	-14582	ID=HMEL031532g1.t1-E1;Parent=HMEL031532g1.t1								
801	Hmel221036	677028	677693	+	0	NA	Intergenic	Intergenic	-7895	ID=HMEL035763g1.t1-E1;Parent=HMEL035763g1.t1								
830	Hmel204001	1041695	1042429	+	0	NA	Intergenic	Intergenic	-4729	ID=HMEL036324g1.t1-E1;Parent=HMEL036324g1.t1								
154	Hmel210004	350116	351039	+	0	NA	Intergenic	Intergenic	-4036	ID=HMEL007550-RA-E1;Parent=HMEL007550-RA								
754	Hmel220014	32361	32858	+	0	NA	promoter-TSS (ID=HMEL003491g1.t1-E2;Parent=HMEL003491g1.t1)	-promoter-TSS (ID=HMEL003491g1.t1-E2;Parent=HMEL003491g1.t1)	-388	ID=HMEL003491g1.t1-E2;Parent=HMEL003491g1.t1								
355	Hmel213004	1482018	1482597	+	0	NA	TTS (ID=HMEL013359g1.t1-E3;Parent=HMEL013359g1.t1)	-TTS (ID=HMEL013359g1.t1-E3;Parent=HMEL013359g1.t1)	227	ID=HMEL013359g1.t1-E3;Parent=HMEL013359g1.t1								
847	Hmel204017	106751	107476	+	0	NA	TTS (ID=HMEL036415g1.t1-E2;Parent=HMEL036415g1.t1)	-TTS (ID=HMEL036415g1.t1-E2;Parent=HMEL036415g1.t1)	916	ID=HMEL036415g1.t1-E2;Parent=HMEL036415g1.t1								
747	Hmel220005	5550062	5551131	+	0	NA	promoter-TSS (ID=HMEL035241g1.t1-E2;Parent=HMEL035241g1.t1)	-promoter-TSS (ID=HMEL035241g1.t1-E2;Parent=HMEL035241g1.t1)	-110	ID=HMEL035241g1.t1-E2;Parent=HMEL035241g1.t1								
553	Hmel218003	1475617	1475904	+	0	NA	Intergenic	Intergenic	18099	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
159	Hmel210004	1848570	1849281	+	0	NA	promoter-TSS (ID=HMEL018100g1.t1-E2;Parent=HMEL018100g1.t1)	-promoter-TSS (ID=HMEL018100g1.t1-E2;Parent=HMEL018100g1.t1)	259	ID=HMEL018100g1.t1-E1;Parent=HMEL018100g1.t1								
479	Hmel216011	647325	648239	+	0	NA	Intergenic	Intergenic	-10609	ID=HMEL011155g1.t1-E2;Parent=HMEL011155g1.t1								
704	Hmel220003	1174428	1174938	+	0	NA	Intergenic	Intergenic	-2891	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
326	Hmel212009	1067353	1067607	+	0	NA	Intergenic	Intergenic	-4962	ID=HMEL031569g1.t1-E1;Parent=HMEL031569g1.t1								
555	Hmel218004	182964	184313	+	0	NA	Intergenic	Intergenic	-1054	ID=HMEL034238g1.t1-E1;Parent=HMEL034238g1.t1								
681	Hmel219012	65253	65714	+	0	NA	TTS (ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1)	-TTS (ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1)	995	ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1								
47	Hmel201009	1869149	1869416	+	0	NA	TTS (ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1)	-TTS (ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1)	980	ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1								
619	Hmel202006	2451986	2452664	+	0	NA	Intergenic	Intergenic	4193	ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1								
37	Hmel206019	1499164	1500170	+	0	NA	Intergenic	Intergenic	-4081	ID=HMEL037238g1.t1-E1;Parent=HMEL037238g1.t1								
335	Hmel212013	318580	319027	+	0	NA	Intergenic	Intergenic	-8021	ID=HMEL017580g1.t1-E1;Parent=HMEL017580g1.t1								
855	Hmel205005	785017	785227	+	0	NA	TTS (ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1)	-TTS (ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1)	1202	ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1								
270	Hmel201011	2535566	2535819	+	0	NA	TTS (ID=HMEL033076g1.t1-E1;Parent=HMEL033076g1.t1)	-TTS (ID=HMEL033076g1.t1-E1;Parent=HMEL033076g1.t1)	570	ID=HMEL033076g1.t1-E1;Parent=HMEL033076g1.t1								
698	Hmel219018	1102341	1102811	+	0	NA	Intergenic	Intergenic	-9365	ID=HMEL034908g1.t1-E1;Parent=HMEL034908g1.t1								
5	Hmel206006	1684400	1684910	+	0	NA	Intergenic	Intergenic	8074	ID=HMEL008984g1.t1-E1;Parent=HMEL008984g1.t1								
195	Hmel210011	745215	745712	+	0	NA	promoter-TSS (ID=HMEL013355-RA-E2;Parent=HMEL013355-RA)	-promoter-TSS (ID=HMEL013355-RA-E2;Parent=HMEL013355-RA)	-110	ID=HMEL013355-RA-E2;Parent=HMEL013355-RA								
621	Hmel218018	7298733	7300352	+	0	NA	Intergenic	Intergenic	58780	ID=HMEL034478g1.t1-E2;Parent=HMEL034478g1.t1								
538	Hmel217004	4399518	4399922	+	0	NA	Intergenic	Intergenic	22799	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
524	Hmel217004	1681062	1681286	+	0	NA	Intergenic	Intergenic	2032	ID=HMEL006827g1.t1-E1;Parent=HMEL006827g1.t1								
554	Hmel218004	175913	176713	+	0	NA	Intergenic	Intergenic	-2175	ID=HMEL034238g1.t1-E2;Parent=HMEL034238g1.t1								
680	Hmel219012	63312	63594	+	0	NA	Intergenic	Intergenic	3025	ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1								
679	Hmel219012	61069	61294	+	0	NA	Intergenic	Intergenic	5297	ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1								
831	Hmel204001	1079211	1079703	+	0	NA	Intergenic	Intergenic	-1769	ID=HMEL017422g2.t1-E2;Parent=HMEL017422g2.t1								
552	Hmel218003	1382777	1383360	+	0	NA	Intergenic	Intergenic	-21619	ID=HMEL003383g1.t2-E1;Parent=HMEL003383g1.t2								
521	Hmel217004	1262976	1264069	+	0	NA	promoter-TSS (ID=HMEL006592g1.t1-E1;Parent=HMEL006592g1.t1)	-promoter-TSS (ID=HMEL006592g1.t1-E1;Parent=HMEL006592g1.t1)	82	ID=HMEL006592g1.t1-E1;Parent=HMEL006592g1.t1								
598	Hmel218018	2062453	2062853	+	0	NA	TTS (ID=HMEL016189g1.t1-E4;Parent=HMEL016189g1.t1)	-TTS (ID=HMEL016189g1.t1-E4;Parent=HMEL016189g1.t1)	1014	ID=HMEL016189g1.t1-E4;Parent=HMEL016189g1.t1								
162	Hmel210004	2387520	2388255	+	0	NA	Intergenic	Intergenic	-5015	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
780	Hmel221012	2636235	2636530	+	0	NA	promoter-TSS (ID=HMEL008790g1.t1-E2;Parent=HMEL008790g1.t1)	-promoter-TSS (ID=HMEL008790g1.t1-E2;Parent=HMEL008790g1.t1)	-607	ID=HMEL008790g1.t1-E2;Parent=HMEL008790g1.t1								
433	Hmel202004	1276534	1277648	+	0	NA	Intergenic	Intergenic	-7614	ID=HMEL003562g1.t2-E1;Parent=HMEL003562g1.t2								
647	Hmel219003	3390914	3391916	+	0	NA	Intergenic	Intergenic	-9886	ID=HMEL006183g1.t1-E1;Parent=HMEL006183g1.t1								
74	Hmel207002	6330280	6330605	+	0	NA	Intergenic	Intergenic	-7941	ID=HMEL037497g1.t1-E1;Parent=HMEL037497g1.t1								
240	Hmel211004	2712602	2713708	+	0	NA	Intergenic	Intergenic	-2684	ID=HMEL011754g1.t1-E4;Parent=HMEL011754g1.t1								
334	Hmel212011	1573558	1573862	+	0	NA	Intergenic	Intergenic	3595	ID=HMEL031620g1.t1-E2;Parent=HMEL031620g1.t1								
786	Hmel221014	20690	21001	+	0	NA	Intergenic	Intergenic	2434	ID=HMEL013915g4.t1-E1;Parent=HMEL013915g4.t1								
440	Hmel215006	1210952	1211887	+	0	NA	promoter-TSS (ID=HMEL000025-RA-E4;Parent=HMEL000025-RA)	-promoter-TSS (ID=HMEL000025-RA-E4;Parent=HMEL000025-RA)	-784	ID=HMEL000025-RI-E4;Parent=HMEL000025-RI								
740	Hmel220005	4259030	4259232	+	0	NA	Intergenic	Intergenic	10795	ID=HMEL035201g1.t1-E2;Parent=HMEL035201g1.t1								
230	Hmel211004	850465	850675	+	0	NA	Intergenic	Intergenic	-2232	ID=HMEL031039g1.t1-E1;Parent=HMEL031039g1.t1								
115	Hmel208019	256871	257592	+	0	NA	Intergenic	Intergenic	3489	ID=HMEL037908g1.t1-E2;Parent=HMEL037908g1.t1								
299	Hmel212001	3730545	3731022	+	0	NA	Intergenic	Intergenic	-1552	ID=HMEL031391g1.t2-E1;Parent=HMEL031391g1.t2								
377	Hmel213049	430150	430573	+	0	NA	Intergenic	Intergenic	-12929	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
103	Hmel207021	2020597	2021133	+	0	NA	Intergenic	Intergenic	1550	ID=HMEL037714g1.t1-E1;Parent=HMEL037714g1.t1								
602	Hmel218018	2666821	2667459	+	0	NA	promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	-promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	-963	ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1								
201	Hmel210011	2955834	2956195	+	0	NA	Intergenic	Intergenic	9971	ID=HMEL015955g1.t1-E2;Parent=HMEL015955g1.t1								
871	Hmel205020	223795	225957	+	0	NA	promoter-TSS (ID=HMEL036791g1.t1-E2;Parent=HMEL036791g1.t1)	-promoter-TSS (ID=HMEL036791g1.t1-E2;Parent=HMEL036791g1.t1)	-51	ID=HMEL036791g1.t1-E2;Parent=HMEL036791g1.t1								
841	Hmel204001	1324015	1324662	+	0	NA	Intergenic	Intergenic	-4273	ID=HMEL003672g1.t1-E1;Parent=HMEL003672g1.t1								
423	Hmel214008	2270113	2270555	+	0	NA	Intergenic	Intergenic	1997	ID=HMEL032376g1.t1-E1;Parent=HMEL032376g1.t1								
719	Hmel220005	753698	754677	+	0	NA	Intergenic	Intergenic	-3367	ID=HMEL035059g1.t1-E1;Parent=HMEL035059g1.t1								
612	Hmel218018	6086554	6087782	+	0	NA	Intergenic	Intergenic	25734	ID=HMEL007354g1.t1-E149;Parent=HMEL007354g1.t1								
827	Hmel203069	2326027	2326291	+	0	NA	Intergenic	Intergenic	20349	ID=HMEL036264g1.t1-E5;Parent=HMEL036264g1.t1								
91	Hmel207014	190140	190558	+	0	NA	Intergenic	Intergenic	1403	ID=HMEL037603g1.t1-E2;Parent=HMEL037603g1.t1								
266	Hmel211012	840495	840852	+	0	NA	Intergenic	Intergenic	4855	ID=HMEL031224g1.t1-E2;Parent=HMEL031224g1.t1								
701	Hmel220003	382401	382736	+	0	NA	Intergenic	Intergenic	-38823	ID=HMEL016468g1.t1-E1;Parent=HMEL016468g1.t1								
467	Hmel215047	1346417	1346661	+	0	NA	TTS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	-TTS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	630	ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1								
820	Hmel203067	633363	634075	+	0	NA	Intergenic	Intergenic	12552	ID=HMEL036144g1.t1-E1;Parent=HMEL036144g1.t1								
174	Hmel210004	7004004	7004295	+	0	NA	Intergenic	Intergenic	-5458	ID=HMEL004071g1.t1-E3;Parent=HMEL004071g1.t1								
474	Hmel216009	440068	440419	+	0	NA	Intergenic	Intergenic	25128	ID=HMEL033488g1.t1-E2;Parent=HMEL033488g1.t1								
481	Hmel216011	908466	909763	+	0	NA	Intergenic	Intergenic	-3888	ID=HMEL011145g1.t1-E1;Parent=HMEL011145g1.t1								
867	Hmel205017	123743	124846	+	0	NA	Intergenic	Intergenic	-4122	ID=HMEL036719g1.t1-E1;Parent=HMEL036719g1.t1								
214	Hmel210011	4120674	4121088	+	0	NA	Intergenic	Intergenic	14407	ID=HMEL030911g1.t1-E1;Parent=HMEL030911g1.t1								
422	Hmel214008	2257796	2258598	+	0	NA	Intergenic	Intergenic	1545	ID=HMEL005632g2.t1-E3;Parent=HMEL005632g2.t1								
564	Hmel218005	576526	576724	+	0	NA	promoter-TSS (ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1)	-promoter-TSS (ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1)	-369	ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1								
817	Hmel203067	466884	467044	+	0	NA	promoter-TSS (ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1)	-promoter-TSS (ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1)	-556	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
563	Hmel218005	521524	522163	+	0	NA	Intergenic	Intergenic	-2066	ID=HMEL034258g1.t1-E1;Parent=HMEL034258g1.t1								
97	Hmel207021	807108	808136	+	0	NA	Intergenic	Intergenic	6879	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
731	Hmel220005	3055712	3056213	+	0	NA	Intergenic	Intergenic	1325	ID=HMEL035167g1.t2-E8;Parent=HMEL035167g1.t2								
41	Hmel207002	520013	520752	+	0	NA	Intergenic	Intergenic	10765	ID=HMEL009519g1.t1-E4;Parent=HMEL009519g1.t1								
668	Hmel219003	6454395	6454861	+	0	NA	Intergenic	Intergenic	12671	ID=HMEL034694g1.t1-E1;Parent=HMEL034694g1.t1								
52	Hmel207002	2300728	2301464	+	0	NA	Intergenic	Intergenic	2776	ID=HMEL037400g1.t1-E1;Parent=HMEL037400g1.t1								
750	Hmel220009	551670	552124	+	0	NA	Intergenic	Intergenic	11580	ID=HMEL022429g1.t1-E5;Parent=HMEL022429g1.t1								
688	Hmel219014	518857	519756	+	0	NA	Intergenic	Intergenic	12527	ID=HMEL014652g1.t1-E2;Parent=HMEL014652g1.t1								
657	Hmel219003	5032617	5033560	+	0	NA	Intergenic	Intergenic	2697	ID=HMEL016906g1.t1-E1;Parent=HMEL016906g1.t1								
302	Hmel212001	4136379	4136954	+	0	NA	Intergenic	Intergenic	-3249	ID=HMEL031402g1.t1-E1;Parent=HMEL031402g1.t1								
774	Hmel221012	1762509	1762794	+	0	NA	Intergenic	Intergenic	-1088	ID=HMEL012071g4.t1-E1;Parent=HMEL012071g4.t1								
229	Hmel211004	617609	617761	+	0	NA	promoter-TSS (ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1)	-promoter-TSS (ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1)	-290	ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1								
866	Hmel205012	1139348	1139530	+	0	NA	Intergenic	Intergenic	58353	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
768	Hmel221009	339860	340290	+	0	NA	promoter-TSS (ID=HMEL002823g1.t1-E6;Parent=HMEL002823g1.t1)	-promoter-TSS (ID=HMEL002823g1.t1-E6;Parent=HMEL002823g1.t1)	-87	ID=HMEL002823g1.t1-E6;Parent=HMEL002823g1.t1								
693	Hmel219014	1794948	1795376	+	0	NA	Intergenic	Intergenic	32028	ID=HMEL004932g1.t1-E1;Parent=HMEL004932g1.t1								
673	Hmel219005	105791	106268	+	0	NA	Intergenic	Intergenic	2274	ID=HMEL009277g2.t1-E28;Parent=HMEL009277g2.t1								
503	Hmel217001	923245	923744	+	0	NA	Intergenic	Intergenic	10293	ID=HMEL017727g1.t1-E3;Parent=HMEL017727g1.t1								
770	Hmel221012	432626	433329	+	0	NA	Intergenic	Intergenic	-8667	ID=HMEL012076g1.t1-E1;Parent=HMEL012076g1.t1								
593	Hmel218018	1089108	1089439	+	0	NA	Intergenic	Intergenic	39575	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
68	Hmel207002	5974968	5975244	+	0	NA	Intergenic	Intergenic	-11421	ID=HMEL037490g1.t1-E5;Parent=HMEL037490g1.t1								
188	Hmel210009	367368	368631	+	0	NA	Intergenic	Intergenic	-17043	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
315	Hmel212006	321921	322264	+	0	NA	Intergenic	Intergenic	-8980	ID=HMEL031532g1.t1-E1;Parent=HMEL031532g1.t1								
402	Hmel213067	622693	622955	+	0	NA	Intergenic	Intergenic	54064	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
641	Hmel219003	1345691	1346780	+	0	NA	TTS (ID=HMEL034598g1.t1-E1;Parent=HMEL034598g1.t1)	-TTS (ID=HMEL034598g1.t1-E1;Parent=HMEL034598g1.t1)	175	ID=HMEL034598g1.t1-E2;Parent=HMEL034598g1.t1								
338	Hmel212013	965428	965686	+	0	NA	Intergenic	Intergenic	1553	ID=HMEL011981g2.t1-E2;Parent=HMEL011981g2.t1								
838	Hmel204001	1260469	1262009	+	0	NA	promoter-TSS (ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1)	-promoter-TSS (ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1)	-618	ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1								
761	Hmel221001	405400	406119	+	0	NA	Intergenic	Intergenic	-1774	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
576	Hmel218011	287015	287971	+	0	NA	Intergenic	Intergenic	-3472	ID=HMEL011010-RA-E1;Parent=HMEL011010-RA								
616	Hmel218018	6277321	6277763	+	0	NA	promoter-TSS (ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1)	-promoter-TSS (ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1)	60	ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1								
222	Hmel211002	1372427	1373465	+	0	NA	Intergenic	Intergenic	-24173	ID=HMEL003689g1.t1-E1;Parent=HMEL003689g1.t1								
640	Hmel219003	1295276	1295547	+	0	NA	Intergenic	Intergenic	1974	ID=HMEL016967g1.t2-E1;Parent=HMEL016967g1.t2								
