PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
368	Herato1108	5326337	5326647	+	0	NA	Intergenic	Intergenic	1170	ID=evm.model.Herato1108.232-E2;Parent=evm.model.Herato1108.232								
316	Herato1007	1967544	1967749	+	0	NA	Intergenic	Intergenic	-28988	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
994	Herato2001	8557717	8558432	+	0	NA	Intergenic	Intergenic	-17189	ID=evm.model.Herato2001.361-E1;Parent=evm.model.Herato2001.361								
611	Herato1301	17143005	17143452	+	0	NA	Intergenic	Intergenic	-4923	ID=evm.model.Herato1301.610-E2;Parent=evm.model.Herato1301.610								
849	Herato1807	447631	447982	+	0	NA	Intergenic	Intergenic	-15339	ID=evm.model.Herato1807.7-E1;Parent=evm.model.Herato1807.7								
11	Herato0601	2796166	2796820	+	0	NA	Intergenic	Intergenic	-10826	ID=evm.model.Herato0601.63-E1;Parent=evm.model.Herato0601.63								
492	Herato0101	20368935	20369274	+	0	NA	Intergenic	Intergenic	66825	ID=evm.model.Herato0101.780-E1;Parent=evm.model.Herato0101.780								
208	Herato0901	70428	70672	+	0	NA	Intergenic	Intergenic	2465	ID=evm.model.Herato0901.2.1-E1;Parent=evm.model.Herato0901.2.1								
511	Herato1202	14886234	14886574	+	0	NA	Intergenic	Intergenic	-21096	ID=evm.model.Herato1202.575.1-E1;Parent=evm.model.Herato1202.575.1								
842	Herato1805	9389011	9389343	+	0	NA	Intergenic	Intergenic	-12303	ID=evm.model.Herato1805.285-E1;Parent=evm.model.Herato1805.285								
93	Herato0701	2776649	2776915	+	0	NA	TTS (ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154)	-TTS (ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154)	740	ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154								
899	Herato1904	1252731	1253135	+	0	NA	Intergenic	Intergenic	42922	ID=evm.model.Herato1904.43-E2;Parent=evm.model.Herato1904.43								
292	Herato1005	2353459	2354113	+	0	NA	Intergenic	Intergenic	1779	ID=evm.model.Herato1005.116-E3;Parent=evm.model.Herato1005.116								
291	Herato1005	1683145	1683544	+	0	NA	Intergenic	Intergenic	4086	ID=evm.model.Herato1005.83-E2;Parent=evm.model.Herato1005.83								
374	Herato1108	6196873	6197650	+	0	NA	Intergenic	Intergenic	-1054	ID=evm.model.Herato1108.263-E2;Parent=evm.model.Herato1108.263								
199	Herato0101	13360506	13361266	+	0	NA	promoter-TSS (ID=novel_model_8-E1;Parent=novel_model_8)	-promoter-TSS (ID=novel_model_8-E1;Parent=novel_model_8)	-132	ID=novel_model_8-E1;Parent=novel_model_8								
114	Herato0701	8101274	8101831	+	0	NA	Intergenic	Intergenic	-9074	ID=novel_model_76-E1;Parent=novel_model_76								
429	Herato1202	2208608	2209221	+	0	NA	Intergenic	Intergenic	-3151	ID=evm.model.Herato1202.75-E2;Parent=evm.model.Herato1202.75								
1091	Herato0301	3377634	3377831	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88)	-promoter-TSS (ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88)	-961	ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88								
409	Herato1108	13235266	13235634	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562)	-promoter-TSS (ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562)	-933	ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562								
73	Herato0701	429169	430084	+	0	NA	Intergenic	Intergenic	-2286	ID=evm.model.Herato0701.14.2-E1;Parent=evm.model.Herato0701.14.2								
67	Herato0101	9926233	9927410	+	0	NA	Intergenic	Intergenic	-3078	ID=evm.model.Herato0101.288-E2;Parent=evm.model.Herato0101.288								
241	Herato0901	9303721	9304345	+	0	NA	Intergenic	Intergenic	-22227	ID=evm.model.Herato0901.298_evm.model.Herato0901.299-E6;Parent=evm.model.Herato0901.298_evm.model.Herato0901.299								
795	Herato1801	4194456	4195038	+	0	NA	Intergenic	Intergenic	1406	ID=evm.model.Herato1801.145-E8;Parent=evm.model.Herato1801.145								
812	Herato1805	2543585	2543918	+	0	NA	Intergenic	Intergenic	-67369	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
489	Herato1202	11508134	11508749	+	0	NA	Intergenic	Intergenic	-33316	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
585	Herato1301	7546145	7546659	+	0	NA	Intergenic	Intergenic	-1037	ID=evm.model.Herato1301.300-E1;Parent=evm.model.Herato1301.300								
794	Herato1801	4189147	4189675	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.146-E2;Parent=evm.model.Herato1801.146)	-promoter-TSS (ID=evm.model.Herato1801.146-E2;Parent=evm.model.Herato1801.146)	-939	ID=evm.model.Herato1801.146-E2;Parent=evm.model.Herato1801.146								
327	Herato1007	3397758	3398559	+	0	NA	Intergenic	Intergenic	5123	ID=evm.model.Herato1007.127-E1;Parent=evm.model.Herato1007.127								
1080	Herato2101	16386669	16387729	+	0	NA	exon (ID=evm.model.Herato2101.507-E1;Parent=evm.model.Herato2101.507, exon 1 of 1)	-exon (ID=evm.model.Herato2101.507-E1;Parent=evm.model.Herato2101.507, exon 1 of 1)	106	ID=evm.model.Herato2101.507.1.3-E1;Parent=evm.model.Herato2101.507.1.3								
944	Herato1908	2354014	2354264	+	0	NA	Intergenic	Intergenic	-2726	ID=evm.model.Herato1908.81-E2;Parent=evm.model.Herato1908.81								
1113	Herato0310	5206213	5206836	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123)	-promoter-TSS (ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123)	-732	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
674	Herato1505	2803836	2805218	+	0	NA	Intergenic	Intergenic	2299	ID=evm.model.Herato1505.118-E5;Parent=evm.model.Herato1505.118								
732	Herato1605	4036621	4037465	+	0	NA	Intergenic	Intergenic	-21053	ID=evm.model.Herato1605.120-E9;Parent=evm.model.Herato1605.120								
280	Herato1003	6891377	6891913	+	0	NA	Intergenic	Intergenic	-20492	ID=evm.model.Herato1003.246-E1;Parent=evm.model.Herato1003.246								
957	Herato2001	1484340	1485005	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.28-E5;Parent=evm.model.Herato2001.28)	-promoter-TSS (ID=evm.model.Herato2001.28-E5;Parent=evm.model.Herato2001.28)	61	ID=evm.model.Herato2001.28-E5;Parent=evm.model.Herato2001.28								
273	Herato1003	5457552	5457978	+	0	NA	Intergenic	Intergenic	14497	ID=evm.model.Herato1003.176.1-E6;Parent=evm.model.Herato1003.176.1								
471	Herato0101	19948774	19949120	+	0	NA	Intergenic	Intergenic	-9582	ID=evm.model.Herato0101.768-E2;Parent=evm.model.Herato0101.768								
622	Herato1301	18320115	18320912	+	0	NA	Intergenic	Intergenic	18182	ID=evm.model.Herato1301.631-E15;Parent=evm.model.Herato1301.631								
970	Herato2001	3222768	3223319	+	0	NA	Intergenic	Intergenic	1480	ID=evm.model.Herato2001.91-E1;Parent=evm.model.Herato2001.91								
24	Herato0606	2073654	2074589	+	0	NA	Intergenic	Intergenic	10032	ID=evm.model.Herato0606.64-E3;Parent=evm.model.Herato0606.64								
104	Herato0701	4521727	4522138	+	0	NA	Intergenic	Intergenic	7287	ID=evm.model.Herato0701.218-E6;Parent=evm.model.Herato0701.218								
131	Herato0701	9640048	9640884	+	0	NA	Intergenic	Intergenic	-7672	ID=evm.model.Herato0701.399-E1;Parent=evm.model.Herato0701.399								
502	Herato1202	13203703	13204220	+	0	NA	Intergenic	Intergenic	11933	ID=evm.model.Herato1202.497.1-E4;Parent=evm.model.Herato1202.497.1								
314	Herato1007	1461963	1462284	+	0	NA	Intergenic	Intergenic	-1200	ID=evm.model.Herato1007.60.1-E1;Parent=evm.model.Herato1007.60.1								
355	Herato1108	4083101	4083716	+	0	NA	Intergenic	Intergenic	-22612	ID=evm.model.Herato1108.155-E4;Parent=evm.model.Herato1108.155								
159	Herato0701	16236612	16237218	+	0	NA	Intergenic	Intergenic	44026	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
553	Herato1301	1490694	1491244	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37)	-promoter-TSS (ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37)	-88	ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37								
747	Herato1701	5563783	5564037	+	0	NA	Intergenic	Intergenic	-1036	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
555	Herato1301	1962009	1963274	+	0	NA	Intergenic	Intergenic	-14489	ID=evm.model.Herato1301.52-E4;Parent=evm.model.Herato1301.52								
1037	Herato2101	3079726	3080948	+	0	NA	Intergenic	Intergenic	-1758	ID=evm.model.Herato2101.111-E1;Parent=evm.model.Herato2101.111								
47	Herato0606	5471916	5472097	+	0	NA	Intergenic	Intergenic	-1074	ID=evm.model.Herato0606.182.1-E1;Parent=evm.model.Herato0606.182.1								
37	Herato0606	3853507	3854543	+	0	NA	Intergenic	Intergenic	-11878	ID=evm.model.Herato0606.118-E1;Parent=evm.model.Herato0606.118								
1017	Herato2001	15437167	15437553	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604)	-promoter-TSS (ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604)	-373	ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604								
855	Herato1807	997807	998687	+	0	NA	Intergenic	Intergenic	17561	ID=evm.model.Herato1807.18-E1;Parent=evm.model.Herato1807.18								
270	Herato1003	5415230	5415911	+	0	NA	Intergenic	Intergenic	5320	ID=evm.model.Herato1003.175-E1;Parent=evm.model.Herato1003.175								
195	Herato0821	912430	912876	+	0	NA	Intergenic	Intergenic	11063	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
1057	Herato2101	8878299	8878760	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307)	-promoter-TSS (ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307)	-500	ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307								
538	Herato1202	19635326	19636168	+	0	NA	Intergenic	Intergenic	7044	ID=evm.model.Herato1202.798-E4;Parent=evm.model.Herato1202.798								
679	Herato1505	3032042	3032774	+	0	NA	Intergenic	Intergenic	-12324	ID=evm.model.Herato1505.132-E1;Parent=evm.model.Herato1505.132								
680	Herato1505	3137037	3137630	+	0	NA	Intergenic	Intergenic	-30919	ID=evm.model.Herato1505.136-E1;Parent=evm.model.Herato1505.136								
831	Herato1805	5768689	5768913	+	0	NA	Intergenic	Intergenic	51407	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
1147	Herato0411	5457759	5458016	+	0	NA	Intergenic	Intergenic	-3064	ID=evm.model.Herato0411.131-E2;Parent=evm.model.Herato0411.131								
521	Herato1202	16486363	16486817	+	0	NA	Intergenic	Intergenic	16227	ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656								
162	Herato0701	16300574	16301187	+	0	NA	Intergenic	Intergenic	-89139	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
433	Herato1202	2260353	2260711	+	0	NA	Intergenic	Intergenic	-4596	ID=evm.model.Herato1202.79-E2;Parent=evm.model.Herato1202.79								
880	Herato1807	2597538	2597960	+	0	NA	Intergenic	Intergenic	-13744	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
647	Herato1408	1460109	1460420	+	0	NA	Intergenic	Intergenic	-14181	ID=evm.model.Herato1408.47.1-E1;Parent=evm.model.Herato1408.47.1								
334	Herato1007	4224933	4225780	+	0	NA	Intergenic	Intergenic	8692	ID=evm.model.Herato1007.172-E2;Parent=evm.model.Herato1007.172								
786	Herato1801	2675407	2676009	+	0	NA	Intergenic	Intergenic	1622	ID=evm.model.Herato1801.94-E1;Parent=evm.model.Herato1801.94								
986	Herato2001	6667994	6669141	+	0	NA	Intergenic	Intergenic	-1077	ID=evm.model.Herato2001.245-E3;Parent=evm.model.Herato2001.245								
1117	Herato0310	5769162	5769735	+	0	NA	Intergenic	Intergenic	-13177	ID=evm.model.Herato0310.133-E1;Parent=evm.model.Herato0310.133								
740	Herato1701	4179336	4179690	+	0	NA	TTS (ID=evm.model.Herato1701.95-E4;Parent=evm.model.Herato1701.95)	-TTS (ID=evm.model.Herato1701.95-E4;Parent=evm.model.Herato1701.95)	825	ID=evm.model.Herato1701.95-E4;Parent=evm.model.Herato1701.95								
1008	Herato2001	11550648	11550861	+	0	NA	Intergenic	Intergenic	10281	ID=evm.model.Herato2001.440.6.5-E1;Parent=evm.model.Herato2001.440.6.5								
1027	Herato2101	1159768	1160407	+	0	NA	Intergenic	Intergenic	2103	ID=evm.model.Herato2101.45-E2;Parent=evm.model.Herato2101.45								
103	Herato0701	4237951	4238480	+	0	NA	Intergenic	Intergenic	-2675	ID=evm.model.Herato0701.199-E1;Parent=evm.model.Herato0701.199								
201	Herato0821	1792289	1792768	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.67-E4;Parent=evm.model.Herato0821.67)	-promoter-TSS (ID=evm.model.Herato0821.67-E4;Parent=evm.model.Herato0821.67)	-736	ID=evm.model.Herato0821.67-E4;Parent=evm.model.Herato0821.67								
871	Herato1807	2484573	2484933	+	0	NA	Intergenic	Intergenic	-5474	ID=evm.model.Herato1807.48-E3;Parent=evm.model.Herato1807.48								
423	Herato1202	1693349	1694067	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.63.9-E1;Parent=evm.model.Herato1202.63.9)	-promoter-TSS (ID=evm.model.Herato1202.63.9-E1;Parent=evm.model.Herato1202.63.9)	-62	ID=evm.model.Herato1202.63.9-E1;Parent=evm.model.Herato1202.63.9								
719	Herato1603	2705297	2705763	+	0	NA	Intergenic	Intergenic	-35577	ID=evm.model.Herato1603.82-E1;Parent=evm.model.Herato1603.82								
1139	Herato0411	1042506	1043368	+	0	NA	Intergenic	Intergenic	2422	ID=evm.model.Herato0411.17-E2;Parent=evm.model.Herato0411.17								
902	Herato1904	2272055	2272571	+	0	NA	Intergenic	Intergenic	-1558	ID=evm.model.Herato1904.79-E2;Parent=evm.model.Herato1904.79								
827	Herato1805	3946431	3946660	+	0	NA	Intergenic	Intergenic	-41227	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
266	Herato1003	4260499	4261317	+	0	NA	Intergenic	Intergenic	13576	ID=evm.model.Herato1003.128-E1;Parent=evm.model.Herato1003.128								
174	Herato0701	17997349	17998068	+	0	NA	Intergenic	Intergenic	16695	ID=evm.model.Herato0701.743-E2;Parent=evm.model.Herato0701.743								
820	Herato1805	3072169	3072851	+	0	NA	Intergenic	Intergenic	-45880	ID=evm.model.Herato1805.88.1-E1;Parent=evm.model.Herato1805.88.1								
422	Herato1202	1688082	1688998	+	0	NA	Intergenic	Intergenic	-2551	ID=evm.model.Herato1202.63.10-E1;Parent=evm.model.Herato1202.63.10								
905	Herato1904	2703649	2704014	+	0	NA	Intergenic	Intergenic	-17548	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
97	Herato0701	3364150	3365564	+	0	NA	Intergenic	Intergenic	-71861	ID=evm.model.Herato0701.169-E1;Parent=evm.model.Herato0701.169								
41	Herato0606	3958365	3958823	+	0	NA	Intergenic	Intergenic	-19419	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
668	Herato1505	1011150	1012034	+	0	NA	Intergenic	Intergenic	18417	ID=evm.model.Herato1505.41.2-E1;Parent=evm.model.Herato1505.41.2								
52	Herato0606	6135039	6135575	+	0	NA	Intergenic	Intergenic	17761	ID=evm.model.Herato0606.213-E5;Parent=evm.model.Herato0606.213								
688	Herato1507	6487889	6488129	+	0	NA	Intergenic	Intergenic	-6838	ID=evm.model.Herato1507.230-E3;Parent=evm.model.Herato1507.230								
750	Herato1701	5920901	5921276	+	0	NA	Intergenic	Intergenic	10507	ID=evm.model.Herato1701.165-E1;Parent=evm.model.Herato1701.165								
302	Herato1007	144105	145142	+	0	NA	Intergenic	Intergenic	-3843	ID=evm.model.Herato1007.3.1-E1;Parent=evm.model.Herato1007.3.1								
1126	Herato0310	9339280	9340076	+	0	NA	Intergenic	Intergenic	1533	ID=evm.model.Herato0310.285.2-E1;Parent=evm.model.Herato0310.285.2								
774	Herato1703	1160117	1160384	+	0	NA	Intergenic	Intergenic	3837	ID=evm.model.Herato1703.19-E2;Parent=evm.model.Herato1703.19								
866	Herato1807	2005223	2005524	+	0	NA	Intergenic	Intergenic	-26536	ID=evm.model.Herato1807.40-E1;Parent=evm.model.Herato1807.40								
910	Herato1904	3367027	3367528	+	0	NA	Intergenic	Intergenic	-41435	ID=evm.model.Herato1904.118-E1;Parent=evm.model.Herato1904.118								
693	Herato1507	7117447	7118391	+	0	NA	Intergenic	Intergenic	-4146	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
593	Herato1301	12115966	12116227	+	0	NA	Intergenic	Intergenic	-29078	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
770	Herato1703	845771	846640	+	0	NA	Intergenic	Intergenic	-6986	ID=evm.model.Herato1703.16-E5;Parent=evm.model.Herato1703.16								
188	Herato0801	5633836	5634079	+	0	NA	Intergenic	Intergenic	-1392	ID=evm.model.Herato0801.141.2-E8;Parent=evm.model.Herato0801.141.2								
402	Herato1108	12510810	12512552	+	0	NA	Intergenic	Intergenic	10548	ID=evm.model.Herato1108.526-E1;Parent=evm.model.Herato1108.526								
1097	Herato0301	4600237	4600468	+	0	NA	Intergenic	Intergenic	-1579	ID=evm.model.Herato0301.113-E3;Parent=evm.model.Herato0301.113								
641	Herato1301	23828773	23829461	+	0	NA	TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	-TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	640	ID=evm.model.Herato1301.811-E5;Parent=evm.model.Herato1301.811								
893	Herato1901	3220626	3221225	+	0	NA	Intergenic	Intergenic	5933	ID=evm.model.Herato1901.110-E1;Parent=evm.model.Herato1901.110								
838	Herato0214	251556	252587	+	0	NA	Intergenic	Intergenic	2748	ID=evm.model.Herato0214.20-E6;Parent=evm.model.Herato0214.20								
616	Herato1301	17611924	17612189	+	0	NA	Intergenic	Intergenic	-18540	ID=evm.model.Herato1301.619-E1;Parent=evm.model.Herato1301.619								
640	Herato1301	21823900	21824583	+	0	NA	Intergenic	Intergenic	28034	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
1121	Herato0310	6120432	6121219	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158)	-promoter-TSS (ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158)	-203	ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158								
83	Herato0701	2221659	2222428	+	0	NA	Intergenic	Intergenic	-1222	ID=evm.model.Herato0701.137.1-E2;Parent=evm.model.Herato0701.137.1								
804	Herato1805	370802	371161	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.21-E19;Parent=evm.model.Herato1805.21)	-promoter-TSS (ID=evm.model.Herato1805.21-E19;Parent=evm.model.Herato1805.21)	-335	ID=evm.model.Herato1805.21-E19;Parent=evm.model.Herato1805.21								
870	Herato1807	2480262	2481405	+	0	NA	Intergenic	Intergenic	-1554	ID=evm.model.Herato1807.48-E3;Parent=evm.model.Herato1807.48								
896	Herato1904	549005	549276	+	0	NA	Intergenic	Intergenic	-10403	ID=evm.model.Herato1904.20-E2;Parent=evm.model.Herato1904.20								
962	Herato2001	2034201	2034810	+	0	NA	Intergenic	Intergenic	-4599	ID=evm.model.Herato2001.43-E2;Parent=evm.model.Herato2001.43								
1085	Herato0301	3246770	3247012	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.86-E4;Parent=evm.model.Herato0301.86)	-promoter-TSS (ID=evm.model.Herato0301.86-E4;Parent=evm.model.Herato0301.86)	569	ID=evm.model.Herato0301.86.1-E3;Parent=evm.model.Herato0301.86.1								
755	Herato1701	6220475	6221162	+	0	NA	Intergenic	Intergenic	-22412	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
777	Herato0101	2906764	2907036	+	0	NA	Intergenic	Intergenic	-4790	ID=evm.model.Herato0101.93-E2;Parent=evm.model.Herato0101.93								
143	Herato0701	12522542	12523783	+	0	NA	Intergenic	Intergenic	3872	ID=evm.model.Herato0701.591-E3;Parent=evm.model.Herato0701.591								
464	Herato1202	7408523	7409389	+	0	NA	Intergenic	Intergenic	-10530	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
1051	Herato2101	7939720	7940136	+	0	NA	TTS (ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280)	-TTS (ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280)	930	ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280								
6	Herato0601	1091316	1092934	+	0	NA	Intergenic	Intergenic	-26966	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
562	Herato1301	2953972	2954683	+	0	NA	Intergenic	Intergenic	5897	ID=evm.model.Herato1301.75-E1;Parent=evm.model.Herato1301.75								
1102	Herato0310	1917041	1917591	+	0	NA	Intergenic	Intergenic	47636	ID=evm.model.Herato0310.44.1-E17;Parent=evm.model.Herato0310.44.1								
497	Herato0101	20483567	20483897	+	0	NA	Intergenic	Intergenic	23576	ID=evm.model.Herato0101.781-E4;Parent=evm.model.Herato0101.781								
183	Herato0801	4176508	4177057	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88)	-promoter-TSS (ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88)	-116	ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88								
518	Herato0101	20808011	20809029	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.799-E1;Parent=evm.model.Herato0101.799)	-promoter-TSS (ID=evm.model.Herato0101.799-E1;Parent=evm.model.Herato0101.799)	-329	ID=evm.model.Herato0101.799-E1;Parent=evm.model.Herato0101.799								
439	Herato1202	3080607	3080878	+	0	NA	Intergenic	Intergenic	7588	ID=evm.model.Herato1202.103-E1;Parent=evm.model.Herato1202.103								
362	Herato1108	4674669	4675456	+	0	NA	Intergenic	Intergenic	4227	ID=evm.model.Herato1108.179-E5;Parent=evm.model.Herato1108.179								
411	Herato0101	18897302	18897911	+	0	NA	TTS (ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746)	-TTS (ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746)	1017	ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746								
169	Herato0701	16517479	16517955	+	0	NA	Intergenic	Intergenic	4480	ID=evm.model.Herato0701.702-E3;Parent=evm.model.Herato0701.702								
705	Herato1603	663968	664668	+	0	NA	Intergenic	Intergenic	-4182	ID=evm.model.Herato1603.10-E2;Parent=evm.model.Herato1603.10								
478	Herato1202	9332602	9333040	+	0	NA	Intergenic	Intergenic	-7629	ID=evm.model.Herato1202.381-E2;Parent=evm.model.Herato1202.381								
398	Herato1108	11504983	11505354	+	0	NA	Intergenic	Intergenic	-9106	ID=evm.model.Herato1108.494-E1;Parent=evm.model.Herato1108.494								
384	Herato1108	8291969	8293342	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	-promoter-TSS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	-532	ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360								
836	Herato1805	5905344	5905920	+	0	NA	Intergenic	Intergenic	4345	ID=evm.model.Herato1805.158-E5;Parent=evm.model.Herato1805.158								
942	Herato1908	2198283	2198570	+	0	NA	TTS (ID=evm.model.Herato1908.74-E3;Parent=evm.model.Herato1908.74)	-TTS (ID=evm.model.Herato1908.74-E3;Parent=evm.model.Herato1908.74)	119	ID=evm.model.Herato1908.74-E4;Parent=evm.model.Herato1908.74								
955	Herato2001	654604	655259	+	0	NA	Intergenic	Intergenic	-14847	ID=evm.model.Herato2001.17-E2;Parent=evm.model.Herato2001.17								
407	Herato1108	12599246	12600012	+	0	NA	Intergenic	Intergenic	1596	ID=evm.model.Herato1108.526-E5;Parent=evm.model.Herato1108.526								
18	Herato0606	1409975	1410486	+	0	NA	Intergenic	Intergenic	-94739	ID=evm.model.Herato0606.49-E1;Parent=evm.model.Herato0606.49								
376	Herato1108	6627635	6628468	+	0	NA	Intergenic	Intergenic	5322	ID=evm.model.Herato1108.289-E1;Parent=evm.model.Herato1108.289								
912	Herato1904	4818938	4819675	+	0	NA	Intergenic	Intergenic	18647	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
785	Herato1801	2117429	2117759	+	0	NA	TTS (ID=evm.model.Herato1801.88-E3;Parent=evm.model.Herato1801.88)	-TTS (ID=evm.model.Herato1801.88-E3;Parent=evm.model.Herato1801.88)	604	ID=evm.model.Herato1801.88-E3;Parent=evm.model.Herato1801.88								
599	Herato1301	13950171	13950600	+	0	NA	Intergenic	Intergenic	85394	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
1167	Herato0503	4203240	4203809	+	0	NA	Intergenic	Intergenic	-10776	ID=evm.model.Herato0503.130-E2;Parent=evm.model.Herato0503.130								
587	Herato1301	8659677	8660219	+	0	NA	Intergenic	Intergenic	-1395	ID=evm.model.Herato1301.367-E5;Parent=evm.model.Herato1301.367								
609	Herato1301	16967453	16967982	+	0	NA	Intergenic	Intergenic	3905	ID=evm.model.Herato1301.603-E1;Parent=evm.model.Herato1301.603								
190	Herato0801	5840942	5841331	+	0	NA	Intergenic	Intergenic	-23258	ID=evm.model.Herato0801.157-E3;Parent=evm.model.Herato0801.157								
298	Herato1005	4306581	4307655	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.200-E4;Parent=evm.model.Herato1005.200)	-promoter-TSS (ID=evm.model.Herato1005.200-E4;Parent=evm.model.Herato1005.200)	-708	ID=evm.model.Herato1005.200-E4;Parent=evm.model.Herato1005.200								
95	Herato0701	3173021	3173589	+	0	NA	Intergenic	Intergenic	-24100	ID=evm.model.Herato0701.167-E4;Parent=evm.model.Herato0701.167								
923	Herato1904	5905086	5905697	+	0	NA	Intergenic	Intergenic	-1123	ID=evm.model.Herato1904.212-E1;Parent=evm.model.Herato1904.212								
601	Herato1301	14078095	14078864	+	0	NA	Intergenic	Intergenic	-202576	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
822	Herato1805	3131263	3131537	+	0	NA	Intergenic	Intergenic	56565	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
