PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1410	Herato1202	13529673	13530006	+	0	NA	Intergenic	Intergenic	-4454	ID=evm.model.Herato1202.518.1-E1;Parent=evm.model.Herato1202.518.1								
2613	Herato1108	4947488	4947741	+	0	NA	Intergenic	Intergenic	7017	ID=evm.model.Herato1108.200_evm.model.Herato1108.201-E1;Parent=evm.model.Herato1108.200_evm.model.Herato1108.201								
3056	Herato1202	4048451	4049046	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.143-E4;Parent=evm.model.Herato1202.143)	-promoter-TSS (ID=evm.model.Herato1202.143-E4;Parent=evm.model.Herato1202.143)	-499	ID=evm.model.Herato1202.143-E4;Parent=evm.model.Herato1202.143								
2693	Herato0101	18252979	18254231	+	0	NA	Intergenic	Intergenic	-5656	ID=evm.model.Herato0101.722-E1;Parent=evm.model.Herato0101.722								
3789	Herato1301	10879169	10879557	+	0	NA	Intergenic	Intergenic	-1928	ID=evm.model.Herato1301.433-E2;Parent=evm.model.Herato1301.433								
4449	Herato2101	11138795	11139003	+	0	NA	Intergenic	Intergenic	33106	ID=evm.model.Herato2101.383-E6;Parent=evm.model.Herato2101.383								
1434	Herato0901	156656	156944	+	0	NA	Intergenic	Intergenic	2031	ID=evm.model.Herato0901.12-E5;Parent=evm.model.Herato0901.12								
4182	Herato0204	954550	954971	+	0	NA	Intergenic	Intergenic	11303	ID=evm.model.Herato0204.29-E2;Parent=evm.model.Herato0204.29								
2713	Herato1904	5108583	5108889	+	0	NA	Intergenic	Intergenic	-39750	ID=evm.model.Herato1904.173-E1;Parent=evm.model.Herato1904.173								
5461	Herato1805	5720241	5720590	+	0	NA	Intergenic	Intergenic	3021	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
1547	Herato1202	16475209	16475549	+	0	NA	Intergenic	Intergenic	-13488	ID=evm.model.Herato1202.656-E2;Parent=evm.model.Herato1202.656								
2471	Herato1102	404295	404620	+	0	NA	Intergenic	Intergenic	5086	ID=evm.model.Herato1102.10.5-E2;Parent=evm.model.Herato1102.10.5								
3457	Herato1701	6310467	6310821	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176)	-promoter-TSS (ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176)	-513	ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176								
1045	Herato0701	17637318	17637845	+	0	NA	Intergenic	Intergenic	-13624	ID=evm.model.Herato0701.739.1-E1;Parent=evm.model.Herato0701.739.1								
1619	Herato0901	5196446	5197269	+	0	NA	Intergenic	Intergenic	-13697	ID=evm.model.Herato0901.142-E1;Parent=evm.model.Herato0901.142								
5881	Herato0411	3608142	3608560	+	0	NA	Intergenic	Intergenic	-1482	ID=evm.model.Herato0411.75-E1;Parent=evm.model.Herato0411.75								
4265	Herato1910	2859652	2860528	+	0	NA	Intergenic	Intergenic	-1062	ID=evm.model.Herato1910.150-E1;Parent=evm.model.Herato1910.150								
5219	Herato1701	4926690	4927561	+	0	NA	Intergenic	Intergenic	-35777	ID=evm.model.Herato1701.112-E1;Parent=evm.model.Herato1701.112								
1069	Herato0701	17877266	17877930	+	0	NA	Intergenic	Intergenic	39511	ID=evm.model.Herato0701.741-E25;Parent=evm.model.Herato0701.741								
1224	Herato1202	5745677	5746012	+	0	NA	Intergenic	Intergenic	-8778	ID=evm.model.Herato1202.243-E1;Parent=evm.model.Herato1202.243								
368	Herato0606	8145063	8146104	+	0	NA	Intergenic	Intergenic	-2376	ID=evm.model.Herato0606.264-E3;Parent=evm.model.Herato0606.264								
3078	Herato1603	2248553	2248787	+	0	NA	Intergenic	Intergenic	-7820	ID=evm.model.Herato1603.63-E1;Parent=evm.model.Herato1603.63								
4007	Herato1805	4090339	4091042	+	0	NA	Intergenic	Intergenic	17713	ID=evm.model.Herato1805.106-E1;Parent=evm.model.Herato1805.106								
4705	Herato1906	652822	653168	+	0	NA	Intergenic	Intergenic	36458	ID=evm.model.Herato1906.22.1-E24;Parent=evm.model.Herato1906.22.1								
611	Herato0701	4574200	4574533	+	0	NA	Intergenic	Intergenic	-8303	ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219								
1849	Herato0101	1455049	1455290	+	0	NA	Intergenic	Intergenic	4116	ID=evm.model.Herato0101.34-E1;Parent=evm.model.Herato0101.34								
849	Herato0101	18525061	18526814	+	0	NA	Intergenic	Intergenic	-6655	ID=evm.model.Herato0101.736-E3;Parent=evm.model.Herato0101.736								
4680	Herato1701	7204737	7205067	+	0	NA	Intergenic	Intergenic	13194	ID=evm.model.Herato1701.212-E2;Parent=evm.model.Herato1701.212								
492	Herato0214	958532	958793	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.53-E3;Parent=evm.model.Herato0214.53)	-promoter-TSS (ID=evm.model.Herato0214.53-E3;Parent=evm.model.Herato0214.53)	169	ID=evm.model.Herato0214.53-E2;Parent=evm.model.Herato0214.53								
5703	Herato0503	1711463	1711925	+	0	NA	TTS (ID=evm.model.Herato0503.60-E4;Parent=evm.model.Herato0503.60)	-TTS (ID=evm.model.Herato0503.60-E4;Parent=evm.model.Herato0503.60)	234	ID=evm.model.Herato0503.60-E4;Parent=evm.model.Herato0503.60								
2740	Herato1108	8951752	8952046	+	0	NA	Intergenic	Intergenic	-7547	ID=evm.model.Herato1108.384-E3;Parent=evm.model.Herato1108.384								
208	Herato0606	1747537	1747879	+	0	NA	Intergenic	Intergenic	13503	ID=evm.model.Herato0606.54.2-E3;Parent=evm.model.Herato0606.54.2								
2271	Herato0310	9175428	9175640	+	0	NA	Intergenic	Intergenic	-2425	ID=evm.model.Herato0310.272.1-E4;Parent=evm.model.Herato0310.272.1								
3225	Herato0101	20211838	20213250	+	0	NA	Intergenic	Intergenic	-3400	ID=evm.model.Herato0101.777-E4;Parent=evm.model.Herato0101.777								
292	Herato0606	4510978	4511498	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.141-E8;Parent=evm.model.Herato0606.141)	-promoter-TSS (ID=evm.model.Herato0606.141-E8;Parent=evm.model.Herato0606.141)	-534	ID=evm.model.Herato0606.141.1-E7;Parent=evm.model.Herato0606.141.1								
2773	Herato0503	1593555	1594252	+	0	NA	Intergenic	Intergenic	7864	ID=evm.model.Herato0503.52-E7;Parent=evm.model.Herato0503.52								
2445	Herato1411	1727446	1727735	+	0	NA	TTS (ID=evm.model.Herato1411.49-E8;Parent=evm.model.Herato1411.49)	-TTS (ID=evm.model.Herato1411.49-E8;Parent=evm.model.Herato1411.49)	679	ID=evm.model.Herato1411.49-E8;Parent=evm.model.Herato1411.49								
4039	Herato1805	5431665	5431913	+	0	NA	Intergenic	Intergenic	-9963	ID=evm.model.Herato1805.146-E1;Parent=evm.model.Herato1805.146								
291	Herato0606	4492785	4493068	+	0	NA	Intergenic	Intergenic	-1638	ID=evm.model.Herato0606.141-E9;Parent=evm.model.Herato0606.141								
3071	Herato1603	1967838	1968135	+	0	NA	Intergenic	Intergenic	-48419	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
3703	Herato1807	3950256	3950917	+	0	NA	Intergenic	Intergenic	3004	ID=evm.model.Herato1807.82-E3;Parent=evm.model.Herato1807.82								
5714	Herato0411	1483789	1484294	+	0	NA	Intergenic	Intergenic	63263	ID=evm.model.Herato0411.29-E9;Parent=evm.model.Herato0411.29								
114	Herato0601	3306341	3306899	+	0	NA	Intergenic	Intergenic	-3224	ID=evm.model.Herato0601.77-E1;Parent=evm.model.Herato0601.77								
3272	Herato1301	14684560	14685162	+	0	NA	Intergenic	Intergenic	-7056	ID=evm.model.Herato1301.554-E2;Parent=evm.model.Herato1301.554								
5384	Herato0501	235521	235699	+	0	NA	Intergenic	Intergenic	-49580	ID=evm.model.Herato0501.13.1-E1;Parent=evm.model.Herato0501.13.1								
1939	Herato1301	11855507	11855827	+	0	NA	Intergenic	Intergenic	-2141	ID=evm.model.Herato1301.467-E1;Parent=evm.model.Herato1301.467								
5778	Herato0401	1905978	1906251	+	0	NA	Intergenic	Intergenic	-1652	ID=evm.model.Herato0401.48-E2;Parent=evm.model.Herato0401.48								
4879	Herato1805	7622803	7623072	+	0	NA	Intergenic	Intergenic	-19037	ID=evm.model.Herato1805.227-E1;Parent=evm.model.Herato1805.227								
5054	Herato2001	3572512	3572860	+	0	NA	TTS (ID=evm.model.Herato2001.104.1-E1;Parent=evm.model.Herato2001.104.1)	-TTS (ID=evm.model.Herato2001.104.1-E1;Parent=evm.model.Herato2001.104.1)	1018	ID=evm.model.Herato2001.104.1-E1;Parent=evm.model.Herato2001.104.1								
4894	Herato2001	13783968	13784464	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.549-E4;Parent=evm.model.Herato2001.549)	-promoter-TSS (ID=evm.model.Herato2001.549-E4;Parent=evm.model.Herato2001.549)	-503	ID=evm.model.Herato2001.549-E4;Parent=evm.model.Herato2001.549								
73	Herato1301	13621480	13621678	+	0	NA	Intergenic	Intergenic	9369	ID=evm.model.Herato1301.524.1-E1;Parent=evm.model.Herato1301.524.1								
5853	Herato0301	4086885	4087843	+	0	NA	Intergenic	Intergenic	-19706	ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1								
5784	Herato1807	2261567	2261947	+	0	NA	Intergenic	Intergenic	-7005	ID=evm.model.Herato1807.42.2-E1;Parent=evm.model.Herato1807.42.2								
5479	Herato0215	1960158	1960332	+	0	NA	Intergenic	Intergenic	1137	ID=evm.model.Herato0215.68.2-E2;Parent=evm.model.Herato0215.68.2								
67	Herato0601	965447	965806	+	0	NA	Intergenic	Intergenic	-59705	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
3335	Herato1805	2475543	2476010	+	0	NA	Intergenic	Intergenic	-135344	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
3636	Herato1301	3189923	3190144	+	0	NA	Intergenic	Intergenic	-3882	ID=evm.model.Herato1301.88-E3;Parent=evm.model.Herato1301.88								
241	Herato0606	2999910	3000303	+	0	NA	Intergenic	Intergenic	1505	ID=evm.model.Herato0606.94-E17;Parent=evm.model.Herato0606.94								
2561	Herato1108	3536097	3536323	+	0	NA	TTS (ID=evm.model.Herato1108.119-E7;Parent=evm.model.Herato1108.119)	-TTS (ID=evm.model.Herato1108.119-E7;Parent=evm.model.Herato1108.119)	1035	ID=evm.model.Herato1108.119-E7;Parent=evm.model.Herato1108.119								
3133	Herato1202	7407505	7408225	+	0	NA	Intergenic	Intergenic	-9439	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
327	Herato0606	6105834	6106030	+	0	NA	Intergenic	Intergenic	1203	ID=evm.model.Herato0606.211.2-E6;Parent=evm.model.Herato0606.211.2								
4697	Herato2001	12840834	12841252	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.499-E4;Parent=evm.model.Herato2001.499)	-promoter-TSS (ID=evm.model.Herato2001.499-E4;Parent=evm.model.Herato2001.499)	-63	ID=evm.model.Herato2001.499.1-E3;Parent=evm.model.Herato2001.499.1								
1970	Herato2101	11185478	11186556	+	0	NA	Intergenic	Intergenic	-21186	ID=evm.model.Herato2101.384-E1;Parent=evm.model.Herato2101.384								
4125	Herato1805	8239075	8239586	+	0	NA	Intergenic	Intergenic	-2626	ID=evm.model.Herato1805.244-E2;Parent=evm.model.Herato1805.244								
2391	Herato1411	234927	236453	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.2-E2;Parent=evm.model.Herato1411.2)	-promoter-TSS (ID=evm.model.Herato1411.2-E2;Parent=evm.model.Herato1411.2)	621	ID=evm.model.Herato1411.2-E1;Parent=evm.model.Herato1411.2								
4559	Herato1507	2091378	2091898	+	0	NA	Intergenic	Intergenic	2454	ID=evm.model.Herato1507.59.4-E1;Parent=evm.model.Herato1507.59.4								
1281	Herato0801	6921126	6921666	+	0	NA	TTS (ID=evm.model.Herato0801.207-E4;Parent=evm.model.Herato0801.207)	-TTS (ID=evm.model.Herato0801.207-E4;Parent=evm.model.Herato0801.207)	145	ID=evm.model.Herato0801.207-E6;Parent=evm.model.Herato0801.207								
1864	Herato1001	1801314	1801889	+	0	NA	Intergenic	Intergenic	-4300	ID=evm.model.Herato1001.64-E30;Parent=evm.model.Herato1001.64								
3214	Herato1801	3388831	3389186	+	0	NA	TTS (ID=evm.model.Herato1801.120-E6;Parent=evm.model.Herato1801.120)	-TTS (ID=evm.model.Herato1801.120-E6;Parent=evm.model.Herato1801.120)	1070	ID=evm.model.Herato1801.120-E6;Parent=evm.model.Herato1801.120								
4554	Herato0501	357238	358311	+	0	NA	Intergenic	Intergenic	-9996	ID=evm.model.Herato0501.16-E1;Parent=evm.model.Herato0501.16								
4765	Herato1601	2094542	2095018	+	0	NA	Intergenic	Intergenic	-121055	ID=novel_model_193-E1;Parent=novel_model_193								
3675	Herato0301	391753	392376	+	0	NA	Intergenic	Intergenic	25578	ID=evm.model.Herato0301.4-E3;Parent=evm.model.Herato0301.4								
3491	Herato1202	19289494	19290045	+	0	NA	Intergenic	Intergenic	16594	ID=evm.model.Herato1202.781-E2;Parent=evm.model.Herato1202.781								
1603	Herato1701	5735286	5735580	+	0	NA	Intergenic	Intergenic	4365	ID=evm.model.Herato1701.151-E2;Parent=evm.model.Herato1701.151								
1881	Herato1001	2137445	2137791	+	0	NA	Intergenic	Intergenic	-7964	ID=evm.model.Herato1001.78-E3;Parent=evm.model.Herato1001.78								
4403	Herato1411	5640443	5641243	+	0	NA	Intergenic	Intergenic	-33774	ID=evm.model.Herato1411.196-E1;Parent=evm.model.Herato1411.196								
3952	Herato1701	2333098	2333587	+	0	NA	Intergenic	Intergenic	-35942	ID=evm.model.Herato1701.60-E1;Parent=evm.model.Herato1701.60								
5833	Herato1908	634442	634657	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.26-E6;Parent=evm.model.Herato1908.26)	-promoter-TSS (ID=evm.model.Herato1908.26-E6;Parent=evm.model.Herato1908.26)	62	ID=evm.model.Herato1908.26-E6;Parent=evm.model.Herato1908.26								
24	Herato0508	1331223	1331638	+	0	NA	Intergenic	Intergenic	-10953	ID=evm.model.Herato0508.60-E1;Parent=evm.model.Herato0508.60								
2375	Herato0401	1391095	1392440	+	0	NA	Intergenic	Intergenic	-13362	ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26								
2759	Herato1507	4771691	4771998	+	0	NA	Intergenic	Intergenic	5065	ID=evm.model.Herato1507.162-E1;Parent=evm.model.Herato1507.162								
2049	Herato1301	18146620	18146900	+	0	NA	Intergenic	Intergenic	1435	ID=evm.model.Herato1301.628-E2;Parent=evm.model.Herato1301.628								
3321	Herato1202	14208049	14209066	+	0	NA	Intergenic	Intergenic	-2429	ID=evm.model.Herato1202.540-E1;Parent=evm.model.Herato1202.540								
104	Herato0601	2309694	2310379	+	0	NA	Intergenic	Intergenic	36007	ID=evm.model.Herato0601.51-E9;Parent=evm.model.Herato0601.51								
3197	Herato1801	2930037	2930627	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.104-E1;Parent=evm.model.Herato1801.104)	-promoter-TSS (ID=evm.model.Herato1801.104-E1;Parent=evm.model.Herato1801.104)	-647	ID=evm.model.Herato1801.104-E1;Parent=evm.model.Herato1801.104								
4241	Herato0401	685352	685530	+	0	NA	Intergenic	Intergenic	65454	ID=evm.model.Herato0401.8-E1;Parent=evm.model.Herato0401.8								
1558	Herato0901	3236760	3237175	+	0	NA	Intergenic	Intergenic	-134953	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
3370	Herato1701	3486534	3487614	+	0	NA	Intergenic	Intergenic	13386	ID=evm.model.Herato1701.73-E1;Parent=evm.model.Herato1701.73								
5422	Herato1801	2750050	2750879	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97)	-promoter-TSS (ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97)	-174	ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97								
5239	Herato1705	1075435	1075652	+	0	NA	Intergenic	Intergenic	-107646	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
5794	Herato0310	7276843	7277847	+	0	NA	Intergenic	Intergenic	-25678	ID=evm.model.Herato0310.180-E1;Parent=evm.model.Herato0310.180								
3493	Herato1202	19448339	19449198	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.789-E5;Parent=evm.model.Herato1202.789)	-promoter-TSS (ID=evm.model.Herato1202.789-E5;Parent=evm.model.Herato1202.789)	-288	ID=evm.model.Herato1202.789.2-E5;Parent=evm.model.Herato1202.789.2								
5782	Herato0411	614206	614521	+	0	NA	TTS (ID=evm.model.Herato0411.14-E3;Parent=evm.model.Herato0411.14)	-TTS (ID=evm.model.Herato0411.14-E3;Parent=evm.model.Herato0411.14)	1019	ID=evm.model.Herato0411.14.1-E3;Parent=evm.model.Herato0411.14.1								
4881	Herato1603	2521232	2521432	+	0	NA	Intergenic	Intergenic	3989	ID=evm.model.Herato1603.76-E1;Parent=evm.model.Herato1603.76								
4371	Herato1411	4385115	4385525	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.170-E1;Parent=evm.model.Herato1411.170)	-promoter-TSS (ID=evm.model.Herato1411.170-E1;Parent=evm.model.Herato1411.170)	-550	ID=evm.model.Herato1411.170.1-E1;Parent=evm.model.Herato1411.170.1								
1513	Herato0901	2155705	2156360	+	0	NA	Intergenic	Intergenic	-21048	ID=evm.model.Herato0901.75-E1;Parent=evm.model.Herato0901.75								
2175	Herato1301	22222856	22223200	+	0	NA	Intergenic	Intergenic	7001	ID=evm.model.Herato1301.756-E1;Parent=evm.model.Herato1301.756								
1264	Herato0101	19904885	19905102	+	0	NA	Intergenic	Intergenic	-8907	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
4468	Herato1801	4703762	4704349	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.158-E2;Parent=evm.model.Herato1801.158)	-promoter-TSS (ID=evm.model.Herato1801.158-E2;Parent=evm.model.Herato1801.158)	-471	ID=evm.model.Herato1801.158-E2;Parent=evm.model.Herato1801.158								
159	Herato1003	4816759	4817319	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.149-E2;Parent=evm.model.Herato1003.149)	-promoter-TSS (ID=evm.model.Herato1003.149-E2;Parent=evm.model.Herato1003.149)	-110	ID=evm.model.Herato1003.149-E2;Parent=evm.model.Herato1003.149								
747	Herato0701	8827624	8828009	+	0	NA	Intergenic	Intergenic	-75513	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
4905	Herato2001	14164583	14164861	+	0	NA	Intergenic	Intergenic	7085	ID=evm.model.Herato2001.562-E1;Parent=evm.model.Herato2001.562								
1633	Herato0215	3340607	3340944	+	0	NA	promoter-TSS (ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126)	-promoter-TSS (ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126)	-428	ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126								
47	Herato1001	5539530	5540228	+	0	NA	TTS (ID=evm.model.Herato1001.180-E4;Parent=evm.model.Herato1001.180)	-TTS (ID=evm.model.Herato1001.180-E4;Parent=evm.model.Herato1001.180)	707	ID=evm.model.Herato1001.180-E4;Parent=evm.model.Herato1001.180								
5332	Herato0310	6100327	6101515	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.156-E4;Parent=evm.model.Herato0310.156)	-promoter-TSS (ID=evm.model.Herato0310.156-E4;Parent=evm.model.Herato0310.156)	-910	ID=evm.model.Herato0310.156-E4;Parent=evm.model.Herato0310.156								
4540	Herato2001	8009660	8010131	+	0	NA	Intergenic	Intergenic	1200	ID=evm.model.Herato2001.335-E21;Parent=evm.model.Herato2001.335								
1942	Herato2101	9237160	9237554	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.314-E8;Parent=evm.model.Herato2101.314)	-promoter-TSS (ID=evm.model.Herato2101.314-E8;Parent=evm.model.Herato2101.314)	-669	ID=evm.model.Herato2101.314-E8;Parent=evm.model.Herato2101.314								
1427	Herato1701	1545202	1545716	+	0	NA	Intergenic	Intergenic	11458	ID=evm.model.Herato1701.53-E7;Parent=evm.model.Herato1701.53								
4217	Herato0310	10479539	10479744	+	0	NA	Intergenic	Intergenic	2314	ID=evm.model.Herato0310.325-E8;Parent=evm.model.Herato0310.325								
1484	Herato0901	1590331	1591483	+	0	NA	Intergenic	Intergenic	6764	ID=evm.model.Herato0901.58.1-E1;Parent=evm.model.Herato0901.58.1								
1017	Herato0701	16638975	16639359	+	0	NA	Intergenic	Intergenic	-7047	ID=evm.model.Herato0701.702-E5;Parent=evm.model.Herato0701.702								
3619	Herato1301	2626604	2627084	+	0	NA	Intergenic	Intergenic	-13573	ID=evm.model.Herato1301.64-E3;Parent=evm.model.Herato1301.64								
2042	Herato1003	4141827	4142339	+	0	NA	Intergenic	Intergenic	-15687	ID=evm.model.Herato1003.125-E1;Parent=evm.model.Herato1003.125								
1057	Herato0701	17803933	17804235	+	0	NA	Intergenic	Intergenic	-4951	ID=evm.model.Herato0701.741-E6;Parent=evm.model.Herato0701.741								
5375	Herato2001	15340197	15340511	+	0	NA	Intergenic	Intergenic	10822	ID=evm.model.Herato2001.602-E3;Parent=evm.model.Herato2001.602								
538	Herato0701	2372566	2372981	+	0	NA	Intergenic	Intergenic	-3561	ID=evm.model.Herato0701.143-E4;Parent=evm.model.Herato0701.143								
3748	Herato1801	1079133	1079984	+	0	NA	Intergenic	Intergenic	-1300	ID=evm.model.Herato1801.48-E1;Parent=evm.model.Herato1801.48								
4711	Herato0503	4475551	4475691	+	0	NA	Intergenic	Intergenic	-65342	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
521	Herato1102	333186	334119	+	0	NA	Intergenic	Intergenic	8867	ID=evm.model.Herato1102.8-E3;Parent=evm.model.Herato1102.8								
5815	Herato0503	6875369	6875700	+	0	NA	Intergenic	Intergenic	-4001	ID=evm.model.Herato0503.241-E3;Parent=evm.model.Herato0503.241								
1923	Herato1001	4809221	4809846	+	0	NA	Intergenic	Intergenic	-25942	ID=evm.model.Herato1001.164-E1;Parent=evm.model.Herato1001.164								
162	Herato0101	8801359	8801580	+	0	NA	Intergenic	Intergenic	20684	ID=evm.model.Herato0101.262-E3;Parent=evm.model.Herato0101.262								
433	Herato1807	1822282	1822837	+	0	NA	Intergenic	Intergenic	4415	ID=evm.model.Herato1807.38-E2;Parent=evm.model.Herato1807.38								
880	Herato0701	13687300	13687616	+	0	NA	Intergenic	Intergenic	85234	ID=evm.model.Herato0701.626.1-E23;Parent=evm.model.Herato0701.626.1								
3461	Herato1701	6458335	6458882	+	0	NA	Intergenic	Intergenic	-7263	ID=evm.model.Herato1701.183-E1;Parent=evm.model.Herato1701.183								
1912	Herato1001	4440638	4441081	+	0	NA	Intergenic	Intergenic	-1582	ID=evm.model.Herato1001.149.1-E1;Parent=evm.model.Herato1001.149.1								
2164	Herato1005	1096106	1096400	+	0	NA	Intergenic	Intergenic	-3860	ID=evm.model.Herato1005.70-E1;Parent=evm.model.Herato1005.70								
786	Herato0701	9779318	9779552	+	0	NA	Intergenic	Intergenic	1209	ID=evm.model.Herato0701.401.1.1-E3;Parent=evm.model.Herato0701.401.1.1								
986	Herato1202	45659	45826	+	0	NA	Intergenic	Intergenic	-2266	ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1								
3293	Herato1805	1164929	1166232	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.65-E2;Parent=evm.model.Herato1805.65)	-promoter-TSS (ID=evm.model.Herato1805.65-E2;Parent=evm.model.Herato1805.65)	-481	ID=evm.model.Herato1805.65-E2;Parent=evm.model.Herato1805.65								
5396	Herato2001	15865559	15866776	+	0	NA	TTS (ID=evm.model.Herato2001.616-E5;Parent=evm.model.Herato2001.616)	-TTS (ID=evm.model.Herato2001.616-E5;Parent=evm.model.Herato2001.616)	878	ID=evm.model.Herato2001.616.1-E5;Parent=evm.model.Herato2001.616.1								
1008	Herato1202	199709	200117	+	0	NA	Intergenic	Intergenic	-2233	ID=evm.model.Herato1202.15.2-E3;Parent=evm.model.Herato1202.15.2								
4530	Herato0301	3086201	3086831	+	0	NA	Intergenic	Intergenic	-3357	ID=evm.model.Herato0301.78-E3;Parent=evm.model.Herato0301.78								
4148	Herato1408	859109	859535	+	0	NA	Intergenic	Intergenic	119445	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
3022	Herato1202	3265197	3265384	+	0	NA	Intergenic	Intergenic	-19516	ID=evm.model.Herato1202.113.1-E3;Parent=evm.model.Herato1202.113.1								
201	Herato0101	8865372	8866299	+	0	NA	Intergenic	Intergenic	-9324	ID=evm.model.Herato0101.263-E1;Parent=evm.model.Herato0101.263								
4082	Herato1805	6506434	6507164	+	0	NA	Intergenic	Intergenic	25134	ID=evm.model.Herato1805.182-E1;Parent=evm.model.Herato1805.182								
4297	Herato1910	3624844	3625844	+	0	NA	Intergenic	Intergenic	-2126	ID=evm.model.Herato1910.163-E7;Parent=evm.model.Herato1910.163								
1401	Herato0821	2861028	2861262	+	0	NA	Intergenic	Intergenic	-3906	ID=evm.model.Herato0821.110.6-E1;Parent=evm.model.Herato0821.110.6								
719	Herato0701	8284447	8285101	+	0	NA	Intergenic	Intergenic	-7525	ID=evm.model.Herato0701.366.1-E6;Parent=evm.model.Herato0701.366.1								
4645	Herato0101	3603506	3603892	+	0	NA	Intergenic	Intergenic	-57720	ID=evm.model.Herato0101.116-E1;Parent=evm.model.Herato0101.116								
4305	Herato1910	3834232	3834533	+	0	NA	Intergenic	Intergenic	3512	ID=evm.model.Herato1910.175-E2;Parent=evm.model.Herato1910.175								
1529	Herato0901	2581782	2582057	+	0	NA	Intergenic	Intergenic	14558	ID=evm.model.Herato0901.77-E3;Parent=evm.model.Herato0901.77								
5163	Herato0215	2920838	2921356	+	0	NA	TTS (ID=evm.model.Herato0215.117.1-E19;Parent=evm.model.Herato0215.117.1)	-TTS (ID=evm.model.Herato0215.117.1-E19;Parent=evm.model.Herato0215.117.1)	1376	ID=evm.model.Herato0215.117.1-E19;Parent=evm.model.Herato0215.117.1								
4289	Herato1807	3040856	3041055	+	0	NA	Intergenic	Intergenic	-40194	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
902	Herato0701	14168219	14168653	+	0	NA	Intergenic	Intergenic	-25438	ID=evm.model.Herato0701.641.1-E1;Parent=evm.model.Herato0701.641.1								
827	Herato1507	4776644	4777438	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.162-E1;Parent=evm.model.Herato1507.162)	-promoter-TSS (ID=evm.model.Herato1507.162-E1;Parent=evm.model.Herato1507.162)	-132	ID=evm.model.Herato1507.162-E1;Parent=evm.model.Herato1507.162								
266	Herato0606	3789593	3790243	+	0	NA	Intergenic	Intergenic	1578	ID=evm.model.Herato0606.116-E3;Parent=evm.model.Herato0606.116								
1742	Herato0901	10826074	10826362	+	0	NA	Intergenic	Intergenic	25328	ID=evm.model.Herato0901.325-E1;Parent=evm.model.Herato0901.325								
