PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1down_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
328	Hmel210011	197226	197704	+	0	NA	promoter-TSS (ID=HMEL013312g3.t1-E1;Parent=HMEL013312g3.t1)	-promoter-TSS (ID=HMEL013312g3.t1-E1;Parent=HMEL013312g3.t1)	-309	ID=HMEL013312g3.t1-E1;Parent=HMEL013312g3.t1								
239	Hmel209007	968435	969000	+	0	NA	Intergenic	Intergenic	-1356	ID=HMEL009457g1.t1-E4;Parent=HMEL009457g1.t1								
122	Hmel207002	6637824	6638205	+	0	NA	promoter-TSS (ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1)	-promoter-TSS (ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1)	-320	ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1								
1223	Hmel205005	572570	572812	+	0	NA	Intergenic	Intergenic	34513	ID=HMEL016028g1.t1-E1;Parent=HMEL016028g1.t1								
878	Hmel218018	455058	455494	+	0	NA	Intergenic	Intergenic	31865	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
628	Hmel213071	68932	69445	+	0	NA	Intergenic	Intergenic	24190	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
158	Hmel207021	1487011	1487768	+	0	NA	Intergenic	Intergenic	-27347	ID=HMEL007926g1.t1-E1;Parent=HMEL007926g1.t1								
269	Hmel210001	1044476	1045137	+	0	NA	Intergenic	Intergenic	29338	ID=HMEL030593g1.t1-E17;Parent=HMEL030593g1.t1								
281	Hmel210004	3579347	3580404	+	0	NA	Intergenic	Intergenic	10298	ID=HMEL030660g1.t1-E2;Parent=HMEL030660g1.t1								
363	Hmel210011	3894086	3894504	+	0	NA	Intergenic	Intergenic	-2490	ID=HMEL030904g1.t1-E1;Parent=HMEL030904g1.t1								
46	Hmel206009	2542444	2543345	+	0	NA	Intergenic	Intergenic	15272	ID=HMEL005355g1.t1-E5;Parent=HMEL005355g1.t1								
733	Hmel202006	786422	787102	+	0	NA	Intergenic	Intergenic	-6419	ID=HMEL010189g2.t1-E1;Parent=HMEL010189g2.t1								
997	Hmel219012	3446	3875	+	0	NA	Intergenic	Intergenic	27272	ID=HMEL034762g1.t1-E4;Parent=HMEL034762g1.t1								
630	Hmel202004	485100	485547	+	0	NA	Intergenic	Intergenic	-9644	ID=HMEL033196g1.t1-E1;Parent=HMEL033196g1.t1								
36	Hmel206009	2009310	2009835	+	0	NA	Intergenic	Intergenic	-19559	ID=HMEL037036g1.t1-E1;Parent=HMEL037036g1.t1								
748	Hmel216011	1664895	1665059	+	0	NA	Intergenic	Intergenic	-5408	ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1								
472	Hmel212001	2968564	2968846	+	0	NA	Intergenic	Intergenic	-13284	ID=HMEL031378g1.t1-E1;Parent=HMEL031378g1.t1								
317	Hmel210009	269610	270114	+	0	NA	Intergenic	Intergenic	6768	ID=HMEL005941g1.t1-E2;Parent=HMEL005941g1.t1								
608	Hmel213065	246278	247038	+	0	NA	Intergenic	Intergenic	-11905	ID=HMEL010032g1.t1-E1;Parent=HMEL010032g1.t1								
711	Hmel215047	1195920	1196124	+	0	NA	promoter-TSS (ID=HMEL032894g1.t1-E2;Parent=HMEL032894g1.t1)	-promoter-TSS (ID=HMEL032894g1.t1-E2;Parent=HMEL032894g1.t1)	-965	ID=HMEL032894g1.t1-E2;Parent=HMEL032894g1.t1								
132	Hmel207008	224528	225671	+	0	NA	Intergenic	Intergenic	-11204	ID=HMEL037520g1.t1-E1;Parent=HMEL037520g1.t1								
1254	Hmel205013	182434	182702	+	0	NA	Intergenic	Intergenic	1664	ID=HMEL036686g1.t1-E2;Parent=HMEL036686g1.t1								
1234	Hmel205012	268054	268526	+	0	NA	Intergenic	Intergenic	11624	ID=HMEL004058g3.t1-E3;Parent=HMEL004058g3.t1								
892	Hmel218018	2595012	2595263	+	0	NA	Intergenic	Intergenic	41955	ID=HMEL034393g1.t1-E2;Parent=HMEL034393g1.t1								
546	Hmel212013	3202715	3203148	+	0	NA	Intergenic	Intergenic	12197	ID=HMEL012337g2.t1-E3;Parent=HMEL012337g2.t1								
537	Hmel212013	2363603	2363873	+	0	NA	Intergenic	Intergenic	-1262	ID=HMEL011473g1.t1-E1;Parent=HMEL011473g1.t1								
522	Hmel212011	1546962	1547341	+	0	NA	Intergenic	Intergenic	-3381	ID=HMEL012933g1.t1-E1;Parent=HMEL012933g1.t1								
125	Hmel207008	51793	52470	+	0	NA	Intergenic	Intergenic	29564	ID=HmGr15_1-E3;Parent=HmGr15_1								
1018	Hmel219016	145423	145673	+	0	NA	promoter-TSS (ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1)	-promoter-TSS (ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1)	-89	ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1								
44	Hmel206009	2512700	2513183	+	0	NA	Intergenic	Intergenic	-23515	ID=HMEL005357g1.t1-E1;Parent=HMEL005357g1.t1								
1125	Hmel221005	443413	444257	+	0	NA	promoter-TSS (ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1)	-promoter-TSS (ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1)	-278	ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1								
1007	Hmel219014	1071788	1072362	+	0	NA	Intergenic	Intergenic	2010	ID=HMEL034792g1.t1-E2;Parent=HMEL034792g1.t1								
667	Hmel214029	148792	149073	+	0	NA	Intergenic	Intergenic	-6769	ID=HMEL011060g1.t1-E1;Parent=HMEL011060g1.t1								
741	Hmel216011	757357	757589	+	0	NA	Intergenic	Intergenic	-42794	ID=HMEL011147g1.t1-E1;Parent=HMEL011147g1.t1								
1188	Hmel204001	729923	730261	+	0	NA	TTS (ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1)	-TTS (ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1)	695	ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1								
1186	Hmel203069	1945495	1946417	+	0	NA	Intergenic	Intergenic	-1310	ID=HMEL017407g1.t1-E1;Parent=HMEL017407g1.t1								
998	Hmel219012	274769	275172	+	0	NA	Intergenic	Intergenic	4875	ID=HMEL034766g1.t1-E13;Parent=HMEL034766g1.t1								
714	Hmel215047	2269091	2269523	+	0	NA	Intergenic	Intergenic	-2055	ID=HMEL003185g1.t1-E1;Parent=HMEL003185g1.t1								
313	Hmel210009	257290	257650	+	0	NA	promoter-TSS (ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1)	-promoter-TSS (ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1)	-101	ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1								
529	Hmel212013	1337808	1338376	+	0	NA	Intergenic	Intergenic	13496	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
1058	Hmel220005	677089	677302	+	0	NA	Intergenic	Intergenic	5813	ID=HMEL012263g2.t1-E2;Parent=HMEL012263g2.t1								
987	Hmel219003	6889319	6889825	+	0	NA	Intergenic	Intergenic	15326	ID=HMEL034704g1.t1-E3;Parent=HMEL034704g1.t1								
397	Hmel211004	382784	383561	+	0	NA	exon (ID=HMEL031017g1.t1-E2;Parent=HMEL031017g1.t1, exon 1 of 1)	-exon (ID=HMEL031017g1.t1-E2;Parent=HMEL031017g1.t1, exon 1 of 1)	208	ID=HMEL031017g1.t1-E2;Parent=HMEL031017g1.t1								
1150	Hmel203033	462376	462647	+	0	NA	Intergenic	Intergenic	1594	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
1096	Hmel220009	16002	16521	+	0	NA	TTS (ID=HMEL002238g3.t1-E1;Parent=HMEL002238g3.t1)	-TTS (ID=HMEL002238g3.t1-E1;Parent=HMEL002238g3.t1)	838	ID=HMEL002238g3.t1-E1;Parent=HMEL002238g3.t1								
908	Hmel218018	6561483	6561785	+	0	NA	Intergenic	Intergenic	-4135	ID=HMEL034461g1.t1-E1;Parent=HMEL034461g1.t1								
1191	Hmel204001	1352574	1352934	+	0	NA	Intergenic	Intergenic	-4084	ID=HMEL003674g1.t1-E3;Parent=HMEL003674g1.t1								
459	Hmel212001	1585384	1586162	+	0	NA	Intergenic	Intergenic	-2491	ID=HMEL031353g1.t2-E1;Parent=HMEL031353g1.t2								
284	Hmel210004	4801231	4801879	+	0	NA	Intergenic	Intergenic	-3650	ID=HMEL005881g1.t1-E3;Parent=HMEL005881g1.t1								
823	Hmel217014	531272	532239	+	0	NA	Intergenic	Intergenic	8366	ID=HMEL021836g1.t1-E5;Parent=HMEL021836g1.t1								
903	Hmel218018	6278547	6280282	+	0	NA	Intergenic	Intergenic	-1277	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
247	Hmel201009	5172719	5172995	+	0	NA	Intergenic	Intergenic	-7845	ID=HMEL030269g1.t1-E1;Parent=HMEL030269g1.t1								
165	Hmel207021	2041697	2042539	+	0	NA	Intergenic	Intergenic	-5625	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
289	Hmel210004	6499318	6499519	+	0	NA	Intergenic	Intergenic	-2027	ID=HMEL030725g1.t1-E1;Parent=HMEL030725g1.t1								
729	Hmel216009	777862	778607	+	0	NA	Intergenic	Intergenic	1251	ID=HMEL004848g1.t1-E3;Parent=HMEL004848g1.t1								
771	Hmel216013	534476	534953	+	0	NA	promoter-TSS (ID=HMEL011704g3.t1-E1;Parent=HMEL011704g3.t1)	-promoter-TSS (ID=HMEL011704g3.t1-E1;Parent=HMEL011704g3.t1)	-724	ID=HMEL011704g3.t1-E1;Parent=HMEL011704g3.t1								
2	Hmel201008	19911	20157	+	0	NA	Intergenic	Intergenic	-7639	ID=HMEL002949g1.t1-E3;Parent=HMEL002949g1.t1								
808	Hmel217004	1933660	1933881	+	0	NA	promoter-TSS (ID=HMEL016694g1.t1-E1;Parent=HMEL016694g1.t1)	-promoter-TSS (ID=HMEL016694g1.t1-E1;Parent=HMEL016694g1.t1)	-815	ID=HMEL016694g1.t1-E1;Parent=HMEL016694g1.t1								
401	Hmel201011	1744254	1744705	+	0	NA	Intergenic	Intergenic	3126	ID=HMEL011402g7.t1-E2;Parent=HMEL011402g7.t1								
845	Hmel218003	1862830	1863168	+	0	NA	Intergenic	Intergenic	-30965	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
186	Hmel201009	3384203	3384780	+	0	NA	promoter-TSS (ID=HMEL030215g1.t1-E1;Parent=HMEL030215g1.t1)	-promoter-TSS (ID=HMEL030215g1.t1-E1;Parent=HMEL030215g1.t1)	162	ID=HMEL030216g1.t1-E1;Parent=HMEL030216g1.t1								
1231	Hmel205005	1281963	1282827	+	0	NA	Intergenic	Intergenic	2420	ID=HMEL036626g1.t1-E2;Parent=HMEL036626g1.t1								
1119	Hmel221001	1375479	1375802	+	0	NA	Intergenic	Intergenic	-11804	ID=HMEL013520g1.t1-E1;Parent=HMEL013520g1.t1								
1249	Hmel205012	1267707	1268375	+	0	NA	Intergenic	Intergenic	-9744	ID=HMEL017902g2.t1-E1;Parent=HMEL017902g2.t1								
147	Hmel207021	332268	332557	+	0	NA	Intergenic	Intergenic	-1892	ID=HMEL037658g1.t1-E1;Parent=HMEL037658g1.t1								
973	Hmel219003	4667889	4668340	+	0	NA	Intergenic	Intergenic	11678	ID=HMEL034652g1.t1-E3;Parent=HMEL034652g1.t1								
1046	Hmel220003	2238375	2238871	+	0	NA	Intergenic	Intergenic	6454	ID=HMEL035019g1.t1-E2;Parent=HMEL035019g1.t1								
1142	Hmel203030	251589	251854	+	0	NA	Intergenic	Intergenic	2891	ID=HMEL036018g1.t1-E3;Parent=HMEL036018g1.t1								
915	Hmel218018	7212799	7213184	+	0	NA	Intergenic	Intergenic	-10853	ID=HMEL034476g1.t1-E1;Parent=HMEL034476g1.t1								
319	Hmel201011	607947	608716	+	0	NA	Intergenic	Intergenic	-13766	ID=HMEL012837g1.t1-E1;Parent=HMEL012837g1.t1								
1179	Hmel203069	358805	359123	+	0	NA	Intergenic	Intergenic	1376	ID=HMEL036176g1.t1-E2;Parent=HMEL036176g1.t1								
1052	Hmel220003	2774990	2775714	+	0	NA	Intergenic	Intergenic	3867	ID=HMEL012529g1.t1-E6;Parent=HMEL012529g1.t1								
735	Hmel202006	834147	834322	+	0	NA	Intergenic	Intergenic	3076	ID=HMEL010504g1.t1-E3;Parent=HMEL010504g1.t1								
404	Hmel211004	1388716	1389734	+	0	NA	promoter-TSS (ID=HMEL031058g1.t1-E1;Parent=HMEL031058g1.t1)	-promoter-TSS (ID=HMEL031058g1.t1-E1;Parent=HMEL031058g1.t1)	-789	ID=HMEL031058g1.t5-E1;Parent=HMEL031058g1.t5								
516	Hmel212011	895652	895876	+	0	NA	Intergenic	Intergenic	-7212	ID=HMEL012674g4.t1-E1;Parent=HMEL012674g4.t1								
974	Hmel219003	4869823	4871044	+	0	NA	Intergenic	Intergenic	2445	ID=HMEL034653g1.t1-E2;Parent=HMEL034653g1.t1								
1271	Hmel201007	1908032	1908365	+	0	NA	promoter-TSS (ID=HMEL004328g1.t1-E3;Parent=HMEL004328g1.t1)	-promoter-TSS (ID=HMEL004328g1.t1-E3;Parent=HMEL004328g1.t1)	-376	ID=HMEL004328g1.t1-E3;Parent=HMEL004328g1.t1								
702	Hmel215047	343238	343488	+	0	NA	Intergenic	Intergenic	-13142	ID=HMEL022250g1.t1-E1;Parent=HMEL022250g1.t1								
344	Hmel210011	2231096	2231751	+	0	NA	Intergenic	Intergenic	-10307	ID=HMEL030871g1.t1-E1;Parent=HMEL030871g1.t1								
636	Hmel214008	1695064	1695913	+	0	NA	Intergenic	Intergenic	-12597	ID=HMEL032352g1.t1-E3;Parent=HMEL032352g1.t1								
1104	Hmel220011	644042	644233	+	0	NA	Intergenic	Intergenic	-15737	ID=HMEL035286g1.t2-E1;Parent=HMEL035286g1.t2								
561	Hmel213004	1644649	1644960	+	0	NA	Intergenic	Intergenic	-36679	ID=HMEL031788g1.t1-E1;Parent=HMEL031788g1.t1								
1133	Hmel221030	64822	65653	+	0	NA	Intergenic	Intergenic	2272	ID=HMEL009822g1.t1-E1;Parent=HMEL009822g1.t1								
209	Hmel208051	580631	581241	+	0	NA	promoter-TSS (ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1)	-promoter-TSS (ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1)	-216	ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1								
1118	Hmel221001	649847	650379	+	0	NA	promoter-TSS (ID=HMEL011029g4.t1-E1;Parent=HMEL011029g4.t1)	-promoter-TSS (ID=HMEL011029g4.t1-E1;Parent=HMEL011029g4.t1)	-959	ID=HMEL011029g4.t1-E1;Parent=HMEL011029g4.t1								
357	Hmel210011	3399484	3400634	+	0	NA	TTS (ID=HMEL015990g1.t1-E5;Parent=HMEL015990g1.t1)	-TTS (ID=HMEL015990g1.t1-E5;Parent=HMEL015990g1.t1)	921	ID=HMEL015990g1.t1-E5;Parent=HMEL015990g1.t1								
117	Hmel207002	6403428	6404173	+	0	NA	TTS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	-TTS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	366	ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1								
455	Hmel201011	2612747	2613631	+	0	NA	Intergenic	Intergenic	1433	ID=HMEL033077g1.t1-E2;Parent=HMEL033077g1.t1								
600	Hmel213051	211087	211694	+	0	NA	Intergenic	Intergenic	-27038	ID=HMEL015898g1.t1-E1;Parent=HMEL015898g1.t1								
80	Hmel207002	1382223	1382782	+	0	NA	Intergenic	Intergenic	-3680	ID=HMEL011222g1.t1-E1;Parent=HMEL011222g1.t1								
336	Hmel210011	1013702	1014454	+	0	NA	TTS (ID=HMEL006942g1.t1-E3;Parent=HMEL006942g1.t1)	-TTS (ID=HMEL006942g1.t1-E3;Parent=HMEL006942g1.t1)	572	ID=HMEL006942g1.t1-E3;Parent=HMEL006942g1.t1								
457	Hmel201011	2819689	2820123	+	0	NA	TTS (ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1)	-TTS (ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1)	834	ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1								
821	Hmel217014	383384	383695	+	0	NA	Intergenic	Intergenic	-7513	ID=HMEL033905g1.t1-E1;Parent=HMEL033905g1.t1								
696	Hmel215034	374380	375192	+	0	NA	promoter-TSS (ID=HMEL016735g1.t1-E2;Parent=HMEL016735g1.t1)	-promoter-TSS (ID=HMEL016735g1.t1-E2;Parent=HMEL016735g1.t1)	-93	ID=HMEL016735g1.t1-E2;Parent=HMEL016735g1.t1								
383	Hmel211002	35972	36440	+	0	NA	Intergenic	Intergenic	22411	ID=HMEL030983g1.t1-E2;Parent=HMEL030983g1.t1								
963	Hmel219003	3580691	3581291	+	0	NA	Intergenic	Intergenic	-18622	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
297	Hmel210005	432010	432234	+	0	NA	promoter-TSS (ID=HMEL014104g1.t1-E2;Parent=HMEL014104g1.t1)	-promoter-TSS (ID=HMEL014104g1.t1-E2;Parent=HMEL014104g1.t1)	35	ID=HMEL014104g1.t1-E2;Parent=HMEL014104g1.t1								
92	Hmel207002	1599905	1600269	+	0	NA	Intergenic	Intergenic	-12648	ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1								
1212	Hmel204017	2369283	2369996	+	0	NA	Intergenic	Intergenic	-21702	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
980	Hmel219003	5813580	5813970	+	0	NA	Intergenic	Intergenic	-1151	ID=HMEL016868g1.t1-E2;Parent=HMEL016868g1.t1								
10	Hmel206006	460116	460621	+	0	NA	Intergenic	Intergenic	30393	ID=HMEL012148g1.t1-E2;Parent=HMEL012148g1.t1								
550	Hmel213004	477779	478453	+	0	NA	promoter-TSS (ID=HMEL031771g1.t1-E4;Parent=HMEL031771g1.t1)	-promoter-TSS (ID=HMEL031771g1.t1-E4;Parent=HMEL031771g1.t1)	-485	ID=HMEL031771g1.t2-E4;Parent=HMEL031771g1.t2								
1164	Hmel203045	719107	719475	+	0	NA	Intergenic	Intergenic	-16220	ID=HMEL036076g1.t2-E2;Parent=HMEL036076g1.t2								
1081	Hmel220005	3251693	3252232	+	0	NA	TTS (ID=HMEL035177g1.t1-E1;Parent=HMEL035177g1.t1)	-TTS (ID=HMEL035177g1.t1-E1;Parent=HMEL035177g1.t1)	291	ID=HMEL035177g1.t1-E1;Parent=HMEL035177g1.t1								
505	Hmel212009	229581	230223	+	0	NA	Intergenic	Intergenic	-10887	ID=HMEL003641g1.t1-E1;Parent=HMEL003641g1.t1								
670	Hmel214029	883946	885053	+	0	NA	promoter-TSS (ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2)	-promoter-TSS (ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2)	-287	ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2								
1094	Hmel220005	5694038	5694932	+	0	NA	Intergenic	Intergenic	27175	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
958	Hmel219003	3094195	3094660	+	0	NA	Intergenic	Intergenic	13397	ID=HMEL006176g1.t1-E3;Parent=HMEL006176g1.t1								
419	Hmel201011	2091337	2093203	+	0	NA	promoter-TSS (ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1)	-promoter-TSS (ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1)	-163	ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1								
995	Hmel219005	1017989	1018313	+	0	NA	Intergenic	Intergenic	-3175	ID=HMEL034724g1.t1-E1;Parent=HMEL034724g1.t1								
1225	Hmel205005	690004	690329	+	0	NA	Intergenic	Intergenic	-1375	ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1								
837	Hmel217018	2270145	2270474	+	0	NA	Intergenic	Intergenic	2096	ID=HMEL034020g1.t1-E2;Parent=HMEL034020g1.t1								
290	Hmel210004	6847516	6847855	+	0	NA	Intergenic	Intergenic	15104	ID=HMEL030728g1.t1-E4;Parent=HMEL030728g1.t1								
625	Hmel213069	569114	569328	+	0	NA	promoter-TSS (ID=HMEL012808g1.t1-E1;Parent=HMEL012808g1.t1)	-promoter-TSS (ID=HMEL012808g1.t1-E1;Parent=HMEL012808g1.t1)	-67	ID=HMEL012808g1.t1-E1;Parent=HMEL012808g1.t1								
592	Hmel213044	786308	786847	+	0	NA	promoter-TSS (ID=HMEL005640g1.t1-E1;Parent=HMEL005640g1.t1)	-promoter-TSS (ID=HMEL005640g1.t1-E1;Parent=HMEL005640g1.t1)	-285	ID=HMEL005640g1.t1-E1;Parent=HMEL005640g1.t1								
149	Hmel207021	485162	485469	+	0	NA	Intergenic	Intergenic	2295	ID=HMEL037665g1.t1-E2;Parent=HMEL037665g1.t1								
712	Hmel215047	1780305	1780539	+	0	NA	Intergenic	Intergenic	29630	ID=HMEL020832g1.t1-E3;Parent=HMEL020832g1.t1								
210	Hmel208051	667951	669031	+	0	NA	Intergenic	Intergenic	-2153	ID=HMEL008168g1.t1-E6;Parent=HMEL008168g1.t1								
406	Hmel211004	1535532	1535830	+	0	NA	promoter-TSS (ID=HMEL015191g1.t1-E8;Parent=HMEL015191g1.t1)	-promoter-TSS (ID=HMEL015191g1.t1-E8;Parent=HMEL015191g1.t1)	167	ID=HMEL015191g1.t1-E7;Parent=HMEL015191g1.t1								
173	Hmel207023	507120	507466	+	0	NA	Intergenic	Intergenic	-5562	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
530	Hmel212013	1349374	1349655	+	0	NA	Intergenic	Intergenic	2074	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
66	Hmel201009	1231369	1231807	+	0	NA	Intergenic	Intergenic	4655	ID=HMEL030144g1.t1-E1;Parent=HMEL030144g1.t1								
19	Hmel206009	449975	450714	+	0	NA	Intergenic	Intergenic	1906	ID=HMEL003893g1.t1-E1;Parent=HMEL003893g1.t1								
1030	Hmel220003	575416	575631	+	0	NA	Intergenic	Intergenic	20113	ID=HMEL034983g1.t1-E5;Parent=HMEL034983g1.t1								
365	Hmel210011	4039284	4039640	+	0	NA	Intergenic	Intergenic	2969	ID=HMEL030909g1.t1-E2;Parent=HMEL030909g1.t1								
763	Hmel216011	2680963	2681376	+	0	NA	Intergenic	Intergenic	6992	ID=HMEL033592g1.t2-E1;Parent=HMEL033592g1.t2								
470	Hmel212001	2946037	2946799	+	0	NA	Intergenic	Intergenic	1189	ID=HMEL031377g1.t1-E1;Parent=HMEL031377g1.t1								
793	Hmel217004	1035058	1035747	+	0	NA	Intergenic	Intergenic	-9953	ID=HMEL007110g2.t1-E1;Parent=HMEL007110g2.t1								
1205	Hmel201007	404671	405665	+	0	NA	Intergenic	Intergenic	-2067	ID=HMEL014545g1.t1-E2;Parent=HMEL014545g1.t1								
654	Hmel214020	11278	12130	+	0	NA	Intergenic	Intergenic	13369	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
570	Hmel213013	191341	191494	+	0	NA	Intergenic	Intergenic	-4451	ID=HMEL015354g1.t1-E3;Parent=HMEL015354g1.t1								
252	Hmel209007	3420485	3420679	+	0	NA	Intergenic	Intergenic	-2011	ID=HMEL006916g1.t1-E2;Parent=HMEL006916g1.t1								
1159	Hmel201005	476283	476518	+	0	NA	promoter-TSS (ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1)	-promoter-TSS (ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1)	-156	ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1								
883	Hmel218018	1074599	1075099	+	0	NA	Intergenic	Intergenic	25151	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
156	Hmel201009	2847385	2847586	+	0	NA	promoter-TSS (ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1)	-promoter-TSS (ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1)	-763	ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1								
283	Hmel210004	3874127	3874727	+	0	NA	Intergenic	Intergenic	7164	ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1								
655	Hmel214020	14738	15600	+	0	NA	Intergenic	Intergenic	9904	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
59	Hmel206009	4279980	4280169	+	0	NA	promoter-TSS (ID=HMEL037082g1.t1-E1;Parent=HMEL037082g1.t1)	-promoter-TSS (ID=HMEL037082g1.t1-E1;Parent=HMEL037082g1.t1)	349	ID=HMEL037083g1.t1-E1;Parent=HMEL037083g1.t1								
421	Hmel211004	3869757	3870088	+	0	NA	Intergenic	Intergenic	-2202	ID=HMEL031136g1.t3-E1;Parent=HMEL031136g1.t3								
271	Hmel210004	159340	159563	+	0	NA	Intergenic	Intergenic	3114	ID=HMEL007370g1.t1-E9;Parent=HMEL007370g1.t1								
1226	Hmel205005	707669	708102	+	0	NA	Intergenic	Intergenic	-7438	ID=HMEL016273g1.t3-E1;Parent=HMEL016273g1.t3								
1256	Hmel205013	225854	226199	+	0	NA	Intergenic	Intergenic	-3495	ID=HMEL008938g1.t1-E2;Parent=HMEL008938g1.t1								
1070	Hmel220005	1725515	1727135	+	0	NA	TTS (ID=HMEL035098g1.t1-E3;Parent=HMEL035098g1.t1)	-TTS (ID=HMEL035098g1.t1-E3;Parent=HMEL035098g1.t1)	742	ID=HMEL035098g1.t2-E2;Parent=HMEL035098g1.t2								
1024	Hmel202006	5296432	5296835	+	0	NA	Intergenic	Intergenic	4445	ID=HMEL013286g1.t1-E2;Parent=HMEL013286g1.t1								
491	Hmel212001	6003456	6004269	+	0	NA	Intergenic	Intergenic	-8936	ID=HMEL031459g1.t1-E1;Parent=HMEL031459g1.t1								
864	Hmel218011	262879	263476	+	0	NA	Intergenic	Intergenic	2981	ID=HMEL034333g1.t1-E2;Parent=HMEL034333g1.t1								
1016	Hmel202006	5070435	5070945	+	0	NA	Intergenic	Intergenic	28383	ID=HMEL033380g1.t1-E1;Parent=HMEL033380g1.t1								
219	Hmel209001	1136513	1138085	+	0	NA	Intergenic	Intergenic	-10231	ID=HMEL007020g1.t1-E1;Parent=HMEL007020g1.t1								
13	Hmel206006	788567	788792	+	0	NA	Intergenic	Intergenic	-2761	ID=HMEL036942g1.t1-E1;Parent=HMEL036942g1.t1								
1170	Hmel203048	445112	445523	+	0	NA	Intergenic	Intergenic	-7007	ID=HMEL036098g1.t1-E1;Parent=HMEL036098g1.t1								
799	Hmel217004	1738824	1739371	+	0	NA	Intergenic	Intergenic	-2820	ID=HMEL033802g1.t1-E1;Parent=HMEL033802g1.t1								
105	Hmel207002	4986335	4986798	+	0	NA	promoter-TSS (ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1)	-promoter-TSS (ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1)	-747	ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1								
