PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_eratoUnique_D2down.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_eratoUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2435	Herato1007	2055818	2055988	+	0	NA	Intergenic	Intergenic	-2247	ID=evm.model.Herato1007.86.3-E1;Parent=evm.model.Herato1007.86.3								
4837	Herato0503	5239863	5241017	+	0	NA	Intergenic	Intergenic	-6448	ID=evm.model.Herato0503.170.1-E3;Parent=evm.model.Herato0503.170.1								
370	Herato0606	8336250	8336613	+	0	NA	Intergenic	Intergenic	16487	ID=evm.model.Herato0606.267-E1;Parent=evm.model.Herato0606.267								
5456	Herato2001	15368620	15369218	+	0	NA	Intergenic	Intergenic	10829	ID=evm.model.Herato2001.603-E2;Parent=evm.model.Herato2001.603								
3398	Herato2001	7038100	7038489	+	0	NA	Intergenic	Intergenic	-18366	ID=evm.model.Herato2001.266-E1;Parent=evm.model.Herato2001.266								
567	Herato0701	3176111	3176269	+	0	NA	Intergenic	Intergenic	-26985	ID=evm.model.Herato0701.167-E4;Parent=evm.model.Herato0701.167								
5585	Herato1910	1455188	1455593	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.102-E4;Parent=evm.model.Herato1910.102)	-promoter-TSS (ID=evm.model.Herato1910.102-E4;Parent=evm.model.Herato1910.102)	-643	ID=evm.model.Herato1910.102-E4;Parent=evm.model.Herato1910.102								
4925	Herato1910	1315902	1316376	+	0	NA	Intergenic	Intergenic	-9302	ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97								
6029	Herato1910	3117038	3117333	+	0	NA	Intergenic	Intergenic	-1387	ID=evm.model.Herato1910.155-E2;Parent=evm.model.Herato1910.155								
3749	Herato1705	2359668	2359866	+	0	NA	Intergenic	Intergenic	-4660	ID=evm.model.Herato1705.75-E3;Parent=evm.model.Herato1705.75								
4897	Herato0209	675184	675757	+	0	NA	Intergenic	Intergenic	1474	ID=evm.model.Herato0209.46-E2;Parent=evm.model.Herato0209.46								
3115	Herato1202	3447514	3447797	+	0	NA	Intergenic	Intergenic	-11050	ID=evm.model.Herato1202.116.2-E2;Parent=evm.model.Herato1202.116.2								
380	Herato0606	8508627	8509068	+	0	NA	TTS (ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268)	-TTS (ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268)	697	ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268								
1279	Herato0801	3753373	3753931	+	0	NA	Intergenic	Intergenic	-37168	ID=evm.model.Herato0801.82-E1;Parent=evm.model.Herato0801.82								
965	Herato1507	8254126	8254440	+	0	NA	Intergenic	Intergenic	15749	ID=evm.model.Herato1507.297-E1;Parent=evm.model.Herato1507.297								
3206	Herato1202	6946290	6946471	+	0	NA	Intergenic	Intergenic	4566	ID=evm.model.Herato1202.278-E1;Parent=evm.model.Herato1202.278								
2079	Herato1301	14091857	14092101	+	0	NA	Intergenic	Intergenic	-189076	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
2974	Herato1906	865292	865698	+	0	NA	Intergenic	Intergenic	18256	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
1395	Herato0821	29735	30439	+	0	NA	Intergenic	Intergenic	-2991	ID=evm.model.Herato0821.1-E3;Parent=evm.model.Herato0821.1								
286	Herato1005	1280268	1280444	+	0	NA	Intergenic	Intergenic	1927	ID=evm.model.Herato1005.76-E1;Parent=evm.model.Herato1005.76								
1075	Herato0701	16510878	16511440	+	0	NA	Intergenic	Intergenic	1542	ID=evm.model.Herato0701.702-E2;Parent=evm.model.Herato0701.702								
5511	Herato2101	5700394	5700662	+	0	NA	Intergenic	Intergenic	-1275	ID=evm.model.Herato2101.195-E4;Parent=evm.model.Herato2101.195								
800	Herato0701	9225139	9225536	+	0	NA	Intergenic	Intergenic	77855	ID=evm.model.Herato0701.388-E13;Parent=evm.model.Herato0701.388								
2426	Herato1007	1969577	1969844	+	0	NA	Intergenic	Intergenic	-26924	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
3125	Herato0209	926578	926937	+	0	NA	Intergenic	Intergenic	-4156	ID=evm.model.Herato0209.62.1-E2;Parent=evm.model.Herato0209.62.1								
4469	Herato1801	1395734	1396547	+	0	NA	Intergenic	Intergenic	-31294	ID=evm.model.Herato1801.65.1-E1;Parent=evm.model.Herato1801.65.1								
1365	Herato1202	8001290	8002688	+	0	NA	Intergenic	Intergenic	1413	ID=evm.model.Herato1202.323-E3;Parent=evm.model.Herato1202.323								
3613	Herato1202	20254148	20254422	+	0	NA	Intergenic	Intergenic	-7481	ID=evm.model.Herato1202.819-E2;Parent=evm.model.Herato1202.819								
4563	Herato1904	8245199	8245554	+	0	NA	Intergenic	Intergenic	-48266	ID=evm.model.Herato1904.275-E1;Parent=evm.model.Herato1904.275								
1779	Herato0901	8810142	8811126	+	0	NA	Intergenic	Intergenic	-2501	ID=evm.model.Herato0901.281-E1;Parent=evm.model.Herato0901.281								
1568	Herato1701	3496636	3496972	+	0	NA	Intergenic	Intergenic	3656	ID=evm.model.Herato1701.73-E1;Parent=evm.model.Herato1701.73								
607	Herato1108	1144377	1144631	+	0	NA	Intergenic	Intergenic	24770	ID=evm.model.Herato1108.30-E1;Parent=evm.model.Herato1108.30								
1807	Herato1701	10788723	10789149	+	0	NA	Intergenic	Intergenic	-33279	ID=evm.model.Herato1701.379-E2;Parent=evm.model.Herato1701.379								
2902	Herato1108	11114323	11114693	+	0	NA	Intergenic	Intergenic	7690	ID=evm.model.Herato1108.480-E7;Parent=evm.model.Herato1108.480								
5472	Herato2001	6428399	6429777	+	0	NA	TTS (ID=evm.model.Herato2001.235-E10;Parent=evm.model.Herato2001.235)	-TTS (ID=evm.model.Herato2001.235-E10;Parent=evm.model.Herato2001.235)	1445	ID=evm.model.Herato2001.235-E10;Parent=evm.model.Herato2001.235								
3093	Herato1202	2819806	2820508	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.95-E3;Parent=evm.model.Herato1202.95)	-promoter-TSS (ID=evm.model.Herato1202.95-E3;Parent=evm.model.Herato1202.95)	-903	ID=evm.model.Herato1202.95-E3;Parent=evm.model.Herato1202.95								
2508	Herato0214	810543	810807	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46-E3;Parent=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46)	-promoter-TSS (ID=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46-E3;Parent=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46)	-342	ID=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46-E3;Parent=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46								
5264	Herato0101	6645126	6645684	+	0	NA	Intergenic	Intergenic	-94305	ID=evm.model.Herato0101.200.1-E1;Parent=evm.model.Herato0101.200.1								
1073	Herato1601	223014	223313	+	0	NA	Intergenic	Intergenic	-6916	ID=evm.model.Herato1601.12-E2;Parent=evm.model.Herato1601.12								
2187	Herato0304	31596	31946	+	0	NA	Intergenic	Intergenic	-73775	ID=evm.model.Herato0304.1-E1;Parent=evm.model.Herato0304.1								
5040	Herato1603	3387773	3388126	+	0	NA	Intergenic	Intergenic	-19994	ID=evm.model.Herato1603.89-E6;Parent=evm.model.Herato1603.89								
3399	Herato1301	17039448	17039695	+	0	NA	Intergenic	Intergenic	10594	ID=evm.model.Herato1301.603.1-E5;Parent=evm.model.Herato1301.603.1								
3860	Herato1801	1281975	1282696	+	0	NA	Intergenic	Intergenic	31744	ID=evm.model.Herato1801.64-E2;Parent=evm.model.Herato1801.64								
2844	Herato1507	4602437	4602818	+	0	NA	Intergenic	Intergenic	-24760	ID=evm.model.Herato1507.156.1-E1;Parent=evm.model.Herato1507.156.1								
5230	Herato2001	12402462	12403249	+	0	NA	Intergenic	Intergenic	-4862	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
3575	Herato2001	12940391	12940621	+	0	NA	Intergenic	Intergenic	-2265	ID=evm.model.Herato2001.508-E2;Parent=evm.model.Herato2001.508								
816	Herato0101	11134562	11134944	+	0	NA	Intergenic	Intergenic	29449	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
5307	Herato0501	178641	179147	+	0	NA	Intergenic	Intergenic	5102	ID=evm.model.Herato0501.13-E3;Parent=evm.model.Herato0501.13								
3031	Herato1601	218941	219565	+	0	NA	Intergenic	Intergenic	-10826	ID=evm.model.Herato1601.12-E2;Parent=evm.model.Herato1601.12								
5775	Herato0403	267116	267442	+	0	NA	Intergenic	Intergenic	-36692	ID=evm.model.Herato0403.7-E1;Parent=evm.model.Herato0403.7								
4260	Herato1908	470425	471053	+	0	NA	Intergenic	Intergenic	-3971	ID=evm.model.Herato1908.16.1-E2;Parent=evm.model.Herato1908.16.1								
4010	Herato2101	14787977	14788165	+	0	NA	Intergenic	Intergenic	10959	ID=evm.model.Herato2101.477-E4;Parent=evm.model.Herato2101.477								
1062	Herato0701	16390122	16390624	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.700-E2;Parent=evm.model.Herato0701.700)	-promoter-TSS (ID=evm.model.Herato0701.700-E2;Parent=evm.model.Herato0701.700)	-209	ID=evm.model.Herato0701.700-E2;Parent=evm.model.Herato0701.700								
3159	Herato1603	2051824	2053192	+	0	NA	Intergenic	Intergenic	11147	ID=evm.model.Herato1603.59-E3;Parent=evm.model.Herato1603.59								
3112	Herato0209	868511	868907	+	0	NA	TTS (ID=evm.model.Herato0209.60-E1;Parent=evm.model.Herato0209.60)	-TTS (ID=evm.model.Herato0209.60-E1;Parent=evm.model.Herato0209.60)	1150	ID=evm.model.Herato0209.60-E1;Parent=evm.model.Herato0209.60								
3169	Herato1603	2539133	2539665	+	0	NA	Intergenic	Intergenic	-1609	ID=evm.model.Herato1603.76-E4;Parent=evm.model.Herato1603.76								
1700	Herato0215	3340607	3340944	+	0	NA	promoter-TSS (ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126)	-promoter-TSS (ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126)	-428	ID=evm.model.Herato0215.126-E9;Parent=evm.model.Herato0215.126								
2609	Herato1901	2301437	2301796	+	0	NA	Intergenic	Intergenic	-5390	ID=evm.model.Herato1901.66-E2;Parent=evm.model.Herato1901.66								
4240	Herato1805	7919126	7919342	+	0	NA	Intergenic	Intergenic	5070	ID=evm.model.Herato1805.232-E22;Parent=evm.model.Herato1805.232								
445	Herato1408	5975778	5977679	+	0	NA	Intergenic	Intergenic	-4231	ID=evm.model.Herato1408.237-E3;Parent=evm.model.Herato1408.237								
3261	Herato1605	1089233	1089552	+	0	NA	Intergenic	Intergenic	22936	ID=evm.model.Herato1605.36-E3;Parent=evm.model.Herato1605.36								
2131	Herato0204	89060	89619	+	0	NA	Intergenic	Intergenic	3555	ID=evm.model.Herato0204.4-E6;Parent=evm.model.Herato0204.4								
5363	Herato2001	17733896	17735525	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.680-E2;Parent=evm.model.Herato2001.680)	-promoter-TSS (ID=evm.model.Herato2001.680-E2;Parent=evm.model.Herato2001.680)	205	ID=evm.model.Herato2001.679-E2;Parent=evm.model.Herato2001.679								
1339	Herato0101	19898981	19899403	+	0	NA	Intergenic	Intergenic	-14708	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
2338	Herato1005	4339565	4340040	+	0	NA	Intergenic	Intergenic	-1015	ID=evm.model.Herato1005.203-E2;Parent=evm.model.Herato1005.203								
4002	Herato1301	14686338	14686485	+	0	NA	Intergenic	Intergenic	-5506	ID=evm.model.Herato1301.554-E2;Parent=evm.model.Herato1301.554								
3866	Herato1801	1408828	1409261	+	0	NA	Intergenic	Intergenic	-18390	ID=evm.model.Herato1801.65.1-E1;Parent=evm.model.Herato1801.65.1								
4741	Herato0503	2671169	2671569	+	0	NA	Intergenic	Intergenic	-5708	ID=evm.model.Herato0503.101-E1;Parent=evm.model.Herato0503.101								
3781	Herato1411	543189	543893	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.9-E5;Parent=evm.model.Herato1411.9)	-promoter-TSS (ID=evm.model.Herato1411.9-E5;Parent=evm.model.Herato1411.9)	-33	ID=evm.model.Herato1411.9-E5;Parent=evm.model.Herato1411.9								
2120	Herato1003	3706006	3706640	+	0	NA	Intergenic	Intergenic	36289	ID=evm.model.Herato1003.112-E1;Parent=evm.model.Herato1003.112								
4603	Herato1904	2430026	2430965	+	0	NA	TTS (ID=evm.model.Herato1904.87-E9;Parent=evm.model.Herato1904.87)	-TTS (ID=evm.model.Herato1904.87-E9;Parent=evm.model.Herato1904.87)	381	ID=evm.model.Herato1904.87.1-E8;Parent=evm.model.Herato1904.87.1								
4636	Herato0211	636781	637670	+	0	NA	Intergenic	Intergenic	-11076	ID=evm.model.Herato0211.32-E21;Parent=evm.model.Herato0211.32								
1858	Herato1301	2412227	2412565	+	0	NA	Intergenic	Intergenic	13259	ID=evm.model.Herato1301.60-E4;Parent=evm.model.Herato1301.60								
718	Herato0701	7709192	7709488	+	0	NA	Intergenic	Intergenic	2337	ID=evm.model.Herato0701.353-E2;Parent=evm.model.Herato0701.353								
1581	Herato0901	1920488	1920986	+	0	NA	TTS (ID=evm.model.Herato0901.68-E1;Parent=evm.model.Herato0901.68)	-TTS (ID=evm.model.Herato0901.68-E1;Parent=evm.model.Herato0901.68)	367	ID=evm.model.Herato0901.68-E1;Parent=evm.model.Herato0901.68								
2147	Herato1003	4960184	4960464	+	0	NA	TTS (ID=evm.model.Herato1003.154.1-E1;Parent=evm.model.Herato1003.154.1)	-TTS (ID=evm.model.Herato1003.154.1-E1;Parent=evm.model.Herato1003.154.1)	1190	ID=evm.model.Herato1003.154.2-E1;Parent=evm.model.Herato1003.154.2								
4689	Herato0503	735819	736176	+	0	NA	Intergenic	Intergenic	11890	ID=evm.model.Herato0503.24-E1;Parent=evm.model.Herato0503.24								
1604	Herato0901	2566310	2566607	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.77-E2;Parent=evm.model.Herato0901.77)	-promoter-TSS (ID=evm.model.Herato0901.77-E2;Parent=evm.model.Herato0901.77)	349	ID=evm.model.Herato0901.77-E1;Parent=evm.model.Herato0901.77								
1507	Herato1701	1499396	1499613	+	0	NA	Intergenic	Intergenic	-1757	ID=evm.model.Herato1701.48-E7;Parent=evm.model.Herato1701.48								
3997	Herato2101	14005218	14005425	+	0	NA	Intergenic	Intergenic	-5339	ID=evm.model.Herato2101.444-E1;Parent=evm.model.Herato2101.444								
868	Herato1108	9181664	9181834	+	0	NA	Intergenic	Intergenic	3229	ID=evm.model.Herato1108.395-E2;Parent=evm.model.Herato1108.395								
4592	Herato1505	2184537	2184820	+	0	NA	Intergenic	Intergenic	-96837	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
4096	Herato1805	3699494	3699833	+	0	NA	Intergenic	Intergenic	-51623	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
4736	Herato1507	6434043	6434329	+	0	NA	Intergenic	Intergenic	21161	ID=evm.model.Herato1507.230-E1;Parent=evm.model.Herato1507.230								
1140	Herato1202	1732855	1733894	+	0	NA	Intergenic	Intergenic	-8620	ID=evm.model.Herato1202.63.7-E7;Parent=evm.model.Herato1202.63.7								
4922	Herato1601	4794590	4794804	+	0	NA	Intergenic	Intergenic	-15401	ID=evm.model.Herato1601.100-E1;Parent=evm.model.Herato1601.100								
3417	Herato1202	14340714	14341799	+	0	NA	Intergenic	Intergenic	-2189	ID=evm.model.Herato1202.544.1-E3;Parent=evm.model.Herato1202.544.1								
275	Herato1301	21845416	21845802	+	0	NA	Intergenic	Intergenic	6666	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
5189	Herato1705	1127107	1127484	+	0	NA	Intergenic	Intergenic	-55894	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
2035	Herato1801	2771616	2771905	+	0	NA	Intergenic	Intergenic	-20983	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
197	Herato1805	3477155	3477629	+	0	NA	Intergenic	Intergenic	36783	ID=evm.model.Herato1805.101-E5;Parent=evm.model.Herato1805.101								
4459	Herato0503	6844375	6844643	+	0	NA	Intergenic	Intergenic	4550	ID=evm.model.Herato0503.241.1-E1;Parent=evm.model.Herato0503.241.1								
2208	Herato0101	1573629	1574089	+	0	NA	Intergenic	Intergenic	-1756	ID=evm.model.Herato0101.39.3-E1;Parent=evm.model.Herato0101.39.3								
3314	Herato1605	2846594	2846925	+	0	NA	Intergenic	Intergenic	2137	ID=evm.model.Herato1605.95-E15;Parent=evm.model.Herato1605.95								
3626	Herato1701	9744127	9744502	+	0	NA	Intergenic	Intergenic	-6595	ID=evm.model.Herato1701.333-E1;Parent=evm.model.Herato1701.333								
1731	Herato1701	8091771	8092044	+	0	NA	Intergenic	Intergenic	-15630	ID=evm.model.Herato1701.247-E1;Parent=evm.model.Herato1701.247								
853	Herato0701	10859583	10860544	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.460-E1;Parent=evm.model.Herato0701.460)	-promoter-TSS (ID=evm.model.Herato0701.460-E1;Parent=evm.model.Herato0701.460)	36	ID=evm.model.Herato0701.460-E1;Parent=evm.model.Herato0701.460								
4024	Herato2101	16519799	16520207	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.509-E7;Parent=evm.model.Herato2101.509)	-promoter-TSS (ID=evm.model.Herato2101.509-E7;Parent=evm.model.Herato2101.509)	-662	ID=evm.model.Herato2101.509-E7;Parent=evm.model.Herato2101.509								
5820	Herato1910	3313502	3313982	+	0	NA	Intergenic	Intergenic	13569	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
5187	Herato2101	11071672	11072462	+	0	NA	Intergenic	Intergenic	1496	ID=evm.model.Herato2101.383-E2;Parent=evm.model.Herato2101.383								
1500	Herato0821	3209888	3210342	+	0	NA	Intergenic	Intergenic	1479	ID=evm.model.Herato0821.127-E1;Parent=evm.model.Herato0821.127								
4812	Herato1701	8141917	8142968	+	0	NA	Intergenic	Intergenic	14510	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
4275	Herato1805	9681739	9682294	+	0	NA	Intergenic	Intergenic	-17942	ID=evm.model.Herato1805.290-E1;Parent=evm.model.Herato1805.290								
4393	Herato1807	3141747	3142646	+	0	NA	Intergenic	Intergenic	-3828	ID=evm.model.Herato1807.62-E1;Parent=evm.model.Herato1807.62								
2136	Herato1301	18284294	18285338	+	0	NA	Intergenic	Intergenic	-46976	ID=evm.model.Herato1301.630-E1;Parent=evm.model.Herato1301.630								
5693	Herato1801	3266859	3267109	+	0	NA	Intergenic	Intergenic	24880	ID=evm.model.Herato1801.115-E1;Parent=evm.model.Herato1801.115								
4175	Herato2001	11766484	11766722	+	0	NA	Intergenic	Intergenic	-2889	ID=evm.model.Herato2001.443-E1;Parent=evm.model.Herato2001.443								
4103	Herato1301	19601346	19601824	+	0	NA	Intergenic	Intergenic	-59231	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
2685	Herato1202	12140332	12140644	+	0	NA	Intergenic	Intergenic	73510	ID=evm.model.Herato1202.468-E4;Parent=evm.model.Herato1202.468								
4073	Herato1805	2770914	2771204	+	0	NA	Intergenic	Intergenic	-31473	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
3410	Herato1805	2197124	2197784	+	0	NA	Intergenic	Intergenic	27715	ID=evm.model.Herato1805.84-E4;Parent=evm.model.Herato1805.84								
3517	Herato1701	5596156	5597843	+	0	NA	Intergenic	Intergenic	-34125	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
1295	Herato0801	4195708	4196677	+	0	NA	Intergenic	Intergenic	-4589	ID=evm.model.Herato0801.88-E1;Parent=evm.model.Herato0801.88								
3028	Herato1202	195115	195365	+	0	NA	Intergenic	Intergenic	-2349	ID=evm.model.Herato1202.14-E1;Parent=evm.model.Herato1202.14								
5403	Herato1807	2272383	2272647	+	0	NA	Intergenic	Intergenic	5163	ID=evm.model.Herato1807.43.18-E9;Parent=evm.model.Herato1807.43.18								
2832	Herato1507	4374065	4374217	+	0	NA	Intergenic	Intergenic	-2764	ID=evm.model.Herato1507.150-E2;Parent=evm.model.Herato1507.150								
3978	Herato1904	581574	581918	+	0	NA	Intergenic	Intergenic	-12556	ID=evm.model.Herato1904.20-E1;Parent=evm.model.Herato1904.20								
1111	Herato1202	1125190	1125464	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.51-E8;Parent=evm.model.Herato1202.51)	-promoter-TSS (ID=evm.model.Herato1202.51-E8;Parent=evm.model.Herato1202.51)	-715	ID=evm.model.Herato1202.51-E8;Parent=evm.model.Herato1202.51								
3281	Herato1202	9126950	9127987	+	0	NA	Intergenic	Intergenic	2981	ID=evm.model.Herato1202.369_evm.model.Herato1202.367.1-E16;Parent=evm.model.Herato1202.369_evm.model.Herato1202.367.1								
6018	Herato0503	3643450	3643774	+	0	NA	Intergenic	Intergenic	-3880	ID=evm.model.Herato0503.121-E3;Parent=evm.model.Herato0503.121								
3249	Herato2001	1305572	1305844	+	0	NA	Intergenic	Intergenic	14824	ID=evm.model.Herato2001.22.1-E3;Parent=evm.model.Herato2001.22.1								
3271	Herato1202	8351576	8351780	+	0	NA	Intergenic	Intergenic	22390	ID=evm.model.Herato1202.339-E4;Parent=evm.model.Herato1202.339								
4055	Herato1805	2499364	2499525	+	0	NA	Intergenic	Intergenic	-111676	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
4608	Herato0419	718093	718404	+	0	NA	promoter-TSS (ID=evm.model.Herato0419.22-E2;Parent=evm.model.Herato0419.22)	-promoter-TSS (ID=evm.model.Herato0419.22-E2;Parent=evm.model.Herato0419.22)	-345	ID=evm.model.Herato0419.22-E2;Parent=evm.model.Herato0419.22								
2238	Herato1805	5241427	5242131	+	0	NA	Intergenic	Intergenic	1582	ID=evm.model.Herato1805.135-E5;Parent=evm.model.Herato1805.135								
1878	Herato1301	2877901	2878318	+	0	NA	TTS (ID=evm.model.Herato1301.71-E2;Parent=evm.model.Herato1301.71)	-TTS (ID=evm.model.Herato1301.71-E2;Parent=evm.model.Herato1301.71)	571	ID=evm.model.Herato1301.71.1-E2;Parent=evm.model.Herato1301.71.1								
5686	Herato0503	6842954	6843297	+	0	NA	Intergenic	Intergenic	3166	ID=evm.model.Herato0503.241.1-E1;Parent=evm.model.Herato0503.241.1								
4807	Herato1906	588750	589195	+	0	NA	Intergenic	Intergenic	-4086	ID=evm.model.Herato1906.21-E2;Parent=evm.model.Herato1906.21								
2388	Herato1807	451403	451608	+	0	NA	Intergenic	Intergenic	14181	ID=evm.model.Herato1807.9-E8;Parent=evm.model.Herato1807.9								
2938	Herato1701	7245922	7246478	+	0	NA	Intergenic	Intergenic	2358	ID=evm.model.Herato1701.213-E4;Parent=evm.model.Herato1701.213								
1690	Herato1202	18194215	18194733	+	0	NA	Intergenic	Intergenic	35363	ID=evm.model.Herato1202.745-E1;Parent=evm.model.Herato1202.745								
2964	Herato1906	590870	591424	+	0	NA	Intergenic	Intergenic	-1911	ID=evm.model.Herato1906.21-E2;Parent=evm.model.Herato1906.21								
5126	Herato0411	2382384	2382657	+	0	NA	Intergenic	Intergenic	214265	ID=evm.model.Herato0411.38-E8;Parent=evm.model.Herato0411.38								
3915	Herato1301	11881810	11882120	+	0	NA	Intergenic	Intergenic	3181	ID=evm.model.Herato1301.468-E10;Parent=evm.model.Herato1301.468								
4516	Herato1605	2789226	2790540	+	0	NA	Intergenic	Intergenic	-4980	ID=evm.model.Herato1605.94-E1;Parent=evm.model.Herato1605.94								
617	Herato0701	4068348	4068753	+	0	NA	Intergenic	Intergenic	3324	ID=evm.model.Herato0701.189-E3;Parent=evm.model.Herato0701.189								
4136	Herato1904	6438616	6439397	+	0	NA	Intergenic	Intergenic	-3101	ID=evm.model.Herato1904.236-E1;Parent=evm.model.Herato1904.236								
3943	Herato1301	13068829	13069536	+	0	NA	Intergenic	Intergenic	-7336	ID=evm.model.Herato1301.495-E1;Parent=evm.model.Herato1301.495								
5151	Herato1801	3015185	3015940	+	0	NA	Intergenic	Intergenic	3429	ID=evm.model.Herato1801.109-E3;Parent=evm.model.Herato1801.109								
5244	Herato2001	5415331	5415604	+	0	NA	Intergenic	Intergenic	6673	ID=evm.model.Herato2001.187.3.1-E7;Parent=evm.model.Herato2001.187.3.1								
3801	Herato1301	6657377	6657679	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.244-E7;Parent=evm.model.Herato1301.244)	-promoter-TSS (ID=evm.model.Herato1301.244-E7;Parent=evm.model.Herato1301.244)	18	ID=evm.model.Herato1301.244-E7;Parent=evm.model.Herato1301.244								
4061	Herato1805	2619002	2619300	+	0	NA	Intergenic	Intergenic	8031	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
2918	Herato1108	11409507	11409798	+	0	NA	Intergenic	Intergenic	-3282	ID=evm.model.Herato1108.490-E2;Parent=evm.model.Herato1108.490								
5704	Herato0301	4394193	4394901	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106)	-promoter-TSS (ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106)	214	ID=evm.model.Herato0301.106-E1;Parent=evm.model.Herato0301.106								
3821	Herato1301	7425051	7425386	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.285-E2;Parent=evm.model.Herato1301.285)	-promoter-TSS (ID=evm.model.Herato1301.285-E2;Parent=evm.model.Herato1301.285)	-576	ID=evm.model.Herato1301.285-E2;Parent=evm.model.Herato1301.285								
1594	Herato1202	15942873	15943183	+	0	NA	Intergenic	Intergenic	15992	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
251	Herato1005	426168	426339	+	0	NA	Intergenic	Intergenic	-8859	ID=evm.model.Herato1005.31-E1;Parent=evm.model.Herato1005.31								
4986	Herato2101	13925817	13926180	+	0	NA	Intergenic	Intergenic	-2057	ID=evm.model.Herato2101.438-E7;Parent=evm.model.Herato2101.438								
369	Herato1805	9801557	9802151	+	0	NA	Intergenic	Intergenic	101896	ID=evm.model.Herato1805.290-E1;Parent=evm.model.Herato1805.290								
1548	Herato0901	1199838	1200061	+	0	NA	Intergenic	Intergenic	5512	ID=evm.model.Herato0901.46.7-E1;Parent=evm.model.Herato0901.46.7								
5634	Herato1805	421866	422371	+	0	NA	Intergenic	Intergenic	12968	ID=evm.model.Herato1805.23.1-E20;Parent=evm.model.Herato1805.23.1								
3900	Herato1301	11204266	11204663	+	0	NA	Intergenic	Intergenic	-39251	ID=evm.model.Herato1301.445-E1;Parent=evm.model.Herato1301.445								
5434	Herato1910	3305253	3305479	+	0	NA	Intergenic	Intergenic	5193	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
