PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3555	Herato0401	1416138	1416391	+	0	NA	promoter-TSS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	-promoter-TSS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	-734	ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26								
720	Herato0101	9750086	9750419	+	0	NA	Intergenic	Intergenic	5918	ID=evm.model.Herato0101.287-E1;Parent=evm.model.Herato0101.287								
4430	Herato1202	3228258	3228417	+	0	NA	Intergenic	Intergenic	-13007	ID=evm.model.Herato1202.113-E6;Parent=evm.model.Herato1202.113								
460	Herato1301	22179039	22179454	+	0	NA	Intergenic	Intergenic	1589	ID=evm.model.Herato1301.752.1-E4;Parent=evm.model.Herato1301.752.1								
2449	Herato0101	14451065	14451448	+	0	NA	Intergenic	Intergenic	-66360	ID=evm.model.Herato0101.514-E1;Parent=evm.model.Herato0101.514								
4627	Herato2001	1132707	1132965	+	0	NA	Intergenic	Intergenic	-26851	ID=evm.model.Herato2001.19-E1;Parent=evm.model.Herato2001.19								
244	Herato0606	1096348	1096614	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.31-E6;Parent=evm.model.Herato0606.31)	-promoter-TSS (ID=evm.model.Herato0606.31-E6;Parent=evm.model.Herato0606.31)	-1	ID=evm.model.Herato0606.31-E6;Parent=evm.model.Herato0606.31								
4107	Herato1108	9994624	9994832	+	0	NA	Intergenic	Intergenic	-2486	ID=evm.model.Herato1108.448.1-E5;Parent=evm.model.Herato1108.448.1								
7723	Herato0215	1681298	1681761	+	0	NA	Intergenic	Intergenic	13985	ID=evm.model.Herato0215.151-E1;Parent=evm.model.Herato0215.151								
8744	Herato1904	599684	599932	+	0	NA	Intergenic	Intergenic	-16508	ID=evm.model.Herato1904.21-E1;Parent=evm.model.Herato1904.21								
8411	Herato0310	3253950	3254543	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.64-E1;Parent=evm.model.Herato0310.64)	-promoter-TSS (ID=evm.model.Herato0310.64-E1;Parent=evm.model.Herato0310.64)	-927	ID=evm.model.Herato0310.64-E1;Parent=evm.model.Herato0310.64								
4838	Herato1202	12920302	12920569	+	0	NA	Intergenic	Intergenic	32039	ID=evm.model.Herato1202.478_evm.model.Herato1202.479-E10;Parent=evm.model.Herato1202.478_evm.model.Herato1202.479								
2811	Herato1301	11234888	11235505	+	0	NA	Intergenic	Intergenic	-13601	ID=evm.model.Herato1301.446-E1;Parent=evm.model.Herato1301.446								
6672	Herato1505	2254346	2254692	+	0	NA	Intergenic	Intergenic	51840	ID=evm.model.Herato1505.86-E14;Parent=evm.model.Herato1505.86								
5149	Herato1701	7533121	7533398	+	0	NA	Intergenic	Intergenic	28118	ID=evm.model.Herato1701.220-E5;Parent=evm.model.Herato1701.220								
4901	Herato1301	17605850	17606298	+	0	NA	Intergenic	Intergenic	-12558	ID=evm.model.Herato1301.619-E1;Parent=evm.model.Herato1301.619								
6348	Herato1904	1652837	1653067	+	0	NA	Intergenic	Intergenic	-2433	ID=evm.model.Herato1904.60-E2;Parent=evm.model.Herato1904.60								
1386	Herato0701	10920835	10922053	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.467-E1;Parent=evm.model.Herato0701.467)	-promoter-TSS (ID=evm.model.Herato0701.467-E1;Parent=evm.model.Herato0701.467)	-76	ID=evm.model.Herato0701.467-E1;Parent=evm.model.Herato0701.467								
1536	Herato1108	12443457	12444446	+	0	NA	Intergenic	Intergenic	-2452	ID=evm.model.Herato1108.523.5-E5;Parent=evm.model.Herato1108.523.5								
7851	Herato2001	12496710	12497627	+	0	NA	Intergenic	Intergenic	11676	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
452	Herato0606	4750628	4750978	+	0	NA	Intergenic	Intergenic	-105154	ID=evm.model.Herato0606.148-E1;Parent=evm.model.Herato0606.148								
295	Herato1805	3664116	3664632	+	0	NA	Intergenic	Intergenic	-86912	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
7051	Herato1908	1301221	1301357	+	0	NA	TTS (ID=evm.model.Herato1908.39-E1;Parent=evm.model.Herato1908.39)	-TTS (ID=evm.model.Herato1908.39-E1;Parent=evm.model.Herato1908.39)	660	ID=evm.model.Herato1908.39-E1;Parent=evm.model.Herato1908.39								
3956	Herato1202	14644203	14644406	+	0	NA	Intergenic	Intergenic	-8098	ID=evm.model.Herato1202.568-E1;Parent=evm.model.Herato1202.568								
7377	Herato1605	1019103	1019410	+	0	NA	Intergenic	Intergenic	-5790	ID=evm.model.Herato1605.34.1-E1;Parent=evm.model.Herato1605.34.1								
1618	Herato0701	16431737	16432216	+	0	NA	Intergenic	Intergenic	24004	ID=evm.model.Herato0701.701-E4;Parent=evm.model.Herato0701.701								
77	Herato1003	628127	628372	+	0	NA	Intergenic	Intergenic	12090	ID=evm.model.Herato1003.13.2-E3;Parent=evm.model.Herato1003.13.2								
541	Herato0606	6215246	6215546	+	0	NA	Intergenic	Intergenic	-36220	ID=evm.model.Herato0606.214-E1;Parent=evm.model.Herato0606.214								
8660	Herato1908	738737	739271	+	0	NA	Intergenic	Intergenic	-30122	ID=novel_model_257-E1;Parent=novel_model_257								
6873	Herato2001	11212176	11212424	+	0	NA	TTS (ID=evm.model.Herato2001.429-E2;Parent=evm.model.Herato2001.429)	-TTS (ID=evm.model.Herato2001.429-E2;Parent=evm.model.Herato2001.429)	979	ID=evm.model.Herato2001.429-E2;Parent=evm.model.Herato2001.429								
3890	Herato1108	4758196	4759402	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.183-E3;Parent=evm.model.Herato1108.183)	-promoter-TSS (ID=evm.model.Herato1108.183-E3;Parent=evm.model.Herato1108.183)	-248	ID=evm.model.Herato1108.183-E3;Parent=evm.model.Herato1108.183								
8072	Herato0214	661904	662514	+	0	NA	Intergenic	Intergenic	-4965	ID=evm.model.Herato0214.42-E4;Parent=evm.model.Herato0214.42								
897	Herato0701	2483190	2483670	+	0	NA	Intergenic	Intergenic	-8335	ID=evm.model.Herato0701.146-E1;Parent=evm.model.Herato0701.146								
7897	Herato0310	5967963	5968277	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.148-E6;Parent=evm.model.Herato0310.148)	-promoter-TSS (ID=evm.model.Herato0310.148-E6;Parent=evm.model.Herato0310.148)	157	ID=evm.model.Herato0310.148-E5;Parent=evm.model.Herato0310.148								
3671	Herato1411	2803598	2803896	+	0	NA	Intergenic	Intergenic	-43491	ID=evm.model.Herato1411.107.1-E1;Parent=evm.model.Herato1411.107.1								
3871	Herato1202	12711616	12711800	+	0	NA	Intergenic	Intergenic	1835	ID=evm.model.Herato1202.476-E4;Parent=evm.model.Herato1202.476								
3911	Herato1505	2668660	2668904	+	0	NA	Intergenic	Intergenic	-7976	ID=evm.model.Herato1505.110-E1;Parent=evm.model.Herato1505.110								
7231	Herato1708	607486	607910	+	0	NA	Intergenic	Intergenic	-7280	ID=evm.model.Herato1708.38-E1;Parent=evm.model.Herato1708.38								
2584	Herato1301	2714571	2714818	+	0	NA	Intergenic	Intergenic	-13230	ID=evm.model.Herato1301.64-E1;Parent=evm.model.Herato1301.64								
6473	Herato1411	4898043	4898550	+	0	NA	Intergenic	Intergenic	6528	ID=evm.model.Herato1411.190-E3;Parent=evm.model.Herato1411.190								
2722	Herato1301	7460579	7460744	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.289-E1;Parent=evm.model.Herato1301.289)	-promoter-TSS (ID=evm.model.Herato1301.289-E1;Parent=evm.model.Herato1301.289)	-625	ID=evm.model.Herato1301.289-E1;Parent=evm.model.Herato1301.289								
2923	Herato1003	2117794	2118326	+	0	NA	Intergenic	Intergenic	-1295	ID=evm.model.Herato1003.66-E1;Parent=evm.model.Herato1003.66								
5200	Herato1701	9161305	9161508	+	0	NA	Intergenic	Intergenic	6160	ID=evm.model.Herato1701.291-E1;Parent=evm.model.Herato1701.291								
8553	Herato2001	8287585	8288236	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.348.4-E1;Parent=evm.model.Herato2001.348.4)	-promoter-TSS (ID=evm.model.Herato2001.348.4-E1;Parent=evm.model.Herato2001.348.4)	-30	ID=evm.model.Herato2001.348.4-E1;Parent=evm.model.Herato2001.348.4								
416	Herato0101	1591184	1591507	+	0	NA	Intergenic	Intergenic	-6417	ID=evm.model.Herato0101.39.3-E2;Parent=evm.model.Herato0101.39.3								
2950	Herato1003	2385667	2386250	+	0	NA	Intergenic	Intergenic	-14020	ID=evm.model.Herato1003.74-E2;Parent=evm.model.Herato1003.74								
100	Herato0601	1128075	1128593	+	0	NA	Intergenic	Intergenic	6827	ID=evm.model.Herato0601.11-E2;Parent=evm.model.Herato0601.11								
2405	Herato0901	7402308	7402563	+	0	NA	Intergenic	Intergenic	-2070	ID=evm.model.Herato0901.246.2-E5;Parent=evm.model.Herato0901.246.2								
4710	Herato1202	9623356	9623662	+	0	NA	Intergenic	Intergenic	-22075	ID=evm.model.Herato1202.399-E1;Parent=evm.model.Herato1202.399								
2232	Herato0901	3163372	3164298	+	0	NA	Intergenic	Intergenic	-61821	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
8245	Herato0419	1803046	1803399	+	0	NA	Intergenic	Intergenic	-15486	ID=evm.model.Herato0419.67-E1;Parent=evm.model.Herato0419.67								
8751	Herato0503	8513476	8514042	+	0	NA	Intergenic	Intergenic	3893	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
3642	Herato0403	786399	786673	+	0	NA	Intergenic	Intergenic	-46686	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
5600	Herato1801	3024646	3025203	+	0	NA	Intergenic	Intergenic	-9302	ID=evm.model.Herato1801.108.2-E2;Parent=evm.model.Herato1801.108.2								
4646	Herato2001	1360779	1361037	+	0	NA	Intergenic	Intergenic	1726	ID=evm.model.Herato2001.23-E5;Parent=evm.model.Herato2001.23								
6308	Herato0401	1897947	1898170	+	0	NA	Intergenic	Intergenic	-3043	ID=evm.model.Herato0401.48-E1;Parent=evm.model.Herato0401.48								
2432	Herato1202	20218838	20219038	+	0	NA	Intergenic	Intergenic	-1428	ID=evm.model.Herato1202.819.1-E13;Parent=evm.model.Herato1202.819.1								
7947	Herato2001	14499750	14500201	+	0	NA	Intergenic	Intergenic	-64362	ID=evm.model.Herato2001.568-E1;Parent=evm.model.Herato2001.568								
5289	Herato1703	1156625	1157491	+	0	NA	TTS (ID=evm.model.Herato1703.19-E1;Parent=evm.model.Herato1703.19)	-TTS (ID=evm.model.Herato1703.19-E1;Parent=evm.model.Herato1703.19)	645	ID=evm.model.Herato1703.19-E2;Parent=evm.model.Herato1703.19								
2581	Herato1301	2668006	2668285	+	0	NA	Intergenic	Intergenic	-11440	ID=evm.model.Herato1301.64-E2;Parent=evm.model.Herato1301.64								
6166	Herato1408	1731002	1731359	+	0	NA	Intergenic	Intergenic	17838	ID=evm.model.Herato1408.55-E8;Parent=evm.model.Herato1408.55								
7355	Herato2001	15523153	15524008	+	0	NA	Intergenic	Intergenic	-11936	ID=evm.model.Herato2001.606.1-E1;Parent=evm.model.Herato2001.606.1								
4760	Herato1202	11224659	11224991	+	0	NA	Intergenic	Intergenic	-9745	ID=evm.model.Herato1202.447.2-E3;Parent=evm.model.Herato1202.447.2								
42	Herato0508	1329442	1329684	+	0	NA	Intergenic	Intergenic	-9086	ID=evm.model.Herato0508.60-E1;Parent=evm.model.Herato0508.60								
759	Herato0606	12006370	12008506	+	0	NA	Intergenic	Intergenic	5307	ID=evm.model.Herato0606.441-E4;Parent=evm.model.Herato0606.441								
5710	Herato0310	4817585	4817899	+	0	NA	Intergenic	Intergenic	73246	ID=evm.model.Herato0310.121-E3;Parent=evm.model.Herato0310.121								
4898	Herato1202	14322025	14322373	+	0	NA	TTS (ID=evm.model.Herato1202.543-E2;Parent=evm.model.Herato1202.543)	-TTS (ID=evm.model.Herato1202.543-E2;Parent=evm.model.Herato1202.543)	705	ID=evm.model.Herato1202.543-E2;Parent=evm.model.Herato1202.543								
235	Herato1003	4603952	4604505	+	0	NA	Intergenic	Intergenic	2478	ID=evm.model.Herato1003.144-E2;Parent=evm.model.Herato1003.144								
2291	Herato1202	17529868	17530315	+	0	NA	exon (ID=evm.model.Herato1202.716-E7;Parent=evm.model.Herato1202.716, exon 1 of 1)	-exon (ID=evm.model.Herato1202.716-E7;Parent=evm.model.Herato1202.716, exon 1 of 1)	273	ID=evm.model.Herato1202.716-E7;Parent=evm.model.Herato1202.716								
6106	Herato1805	8732501	8732909	+	0	NA	Intergenic	Intergenic	-12154	ID=evm.model.Herato1805.260-E1;Parent=evm.model.Herato1805.260								
1931	Herato0801	6983211	6983417	+	0	NA	Intergenic	Intergenic	-3724	ID=evm.model.Herato0801.208-E3;Parent=evm.model.Herato0801.208								
2591	Herato0101	14840755	14840963	+	0	NA	Intergenic	Intergenic	-5673	ID=evm.model.Herato0101.531-E20;Parent=evm.model.Herato0101.531								
7733	Herato1701	4620489	4620945	+	0	NA	Intergenic	Intergenic	-17765	ID=evm.model.Herato1701.107-E1;Parent=evm.model.Herato1701.107								
8339	Herato1801	2797501	2798920	+	0	NA	Intergenic	Intergenic	-47433	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
1103	Herato0701	6569176	6569387	+	0	NA	Intergenic	Intergenic	1277	ID=evm.model.Herato0701.287-E3;Parent=evm.model.Herato0701.287								
6357	Herato1411	1177314	1177990	+	0	NA	Intergenic	Intergenic	1115	ID=evm.model.Herato1411.30-E6;Parent=evm.model.Herato1411.30								
4268	Herato0101	18893543	18893940	+	0	NA	Intergenic	Intergenic	-1018	ID=evm.model.Herato0101.747-E4;Parent=evm.model.Herato0101.747								
265	Herato1003	5399583	5400045	+	0	NA	Intergenic	Intergenic	6939	ID=evm.model.Herato1003.175-E2;Parent=evm.model.Herato1003.175								
296	Herato1003	5829451	5829655	+	0	NA	Intergenic	Intergenic	-3685	ID=evm.model.Herato1003.195-E1;Parent=evm.model.Herato1003.195								
171	Herato0601	2915703	2917537	+	0	NA	Intergenic	Intergenic	-1396	ID=evm.model.Herato0601.69-E8;Parent=evm.model.Herato0601.69								
7696	Herato0503	47341	47726	+	0	NA	Intergenic	Intergenic	-90194	ID=novel_model_51-E1;Parent=novel_model_51								
5435	Herato1708	1371132	1372031	+	0	NA	Intergenic	Intergenic	-6100	ID=evm.model.Herato1708.78.3-E2;Parent=evm.model.Herato1708.78.3								
5449	Herato1301	6594157	6594480	+	0	NA	Intergenic	Intergenic	5646	ID=evm.model.Herato1301.239.2-E1;Parent=evm.model.Herato1301.239.2								
4206	Herato1108	11898179	11898453	+	0	NA	Intergenic	Intergenic	-2902	ID=evm.model.Herato1108.507-E2;Parent=evm.model.Herato1108.507								
6838	Herato1701	4896235	4896691	+	0	NA	Intergenic	Intergenic	-6429	ID=evm.model.Herato1701.111-E1;Parent=evm.model.Herato1701.111								
2687	Herato2101	2191711	2191844	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.73-E1;Parent=evm.model.Herato2101.73)	-promoter-TSS (ID=evm.model.Herato2101.73-E1;Parent=evm.model.Herato2101.73)	-18	ID=evm.model.Herato2101.73-E1;Parent=evm.model.Herato2101.73								
6382	Herato1807	4247457	4248040	+	0	NA	Intergenic	Intergenic	5550	ID=evm.model.Herato1807.90-E1;Parent=evm.model.Herato1807.90								
2012	Herato0821	1413787	1413997	+	0	NA	TTS (ID=evm.model.Herato0821.56-E6;Parent=evm.model.Herato0821.56)	-TTS (ID=evm.model.Herato0821.56-E6;Parent=evm.model.Herato0821.56)	696	ID=evm.model.Herato0821.56-E6;Parent=evm.model.Herato0821.56								
6745	Herato1507	837260	837489	+	0	NA	Intergenic	Intergenic	8438	ID=evm.model.Herato1507.35-E7;Parent=evm.model.Herato1507.35								
5111	Herato1202	18706287	18706808	+	0	NA	Intergenic	Intergenic	-4799	ID=evm.model.Herato1202.757.1-E2;Parent=evm.model.Herato1202.757.1								
8132	Herato2001	4593110	4593575	+	0	NA	Intergenic	Intergenic	2101	ID=evm.model.Herato2001.156.1-E22;Parent=evm.model.Herato2001.156.1								
582	Herato0606	7353236	7353677	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.252-E2;Parent=evm.model.Herato0606.252)	-promoter-TSS (ID=evm.model.Herato0606.252-E2;Parent=evm.model.Herato0606.252)	-185	ID=evm.model.Herato0606.252.2-E1;Parent=evm.model.Herato0606.252.2								
1884	Herato0801	5297959	5298286	+	0	NA	Intergenic	Intergenic	-3873	ID=evm.model.Herato0801.117-E2;Parent=evm.model.Herato0801.117								
5296	Herato1301	2549256	2549440	+	0	NA	Intergenic	Intergenic	-2245	ID=evm.model.Herato1301.64-E7;Parent=evm.model.Herato1301.64								
5555	Herato1301	10867824	10867992	+	0	NA	exon (ID=evm.model.Herato1301.432-E4;Parent=evm.model.Herato1301.432, exon 1 of 1)	-exon (ID=evm.model.Herato1301.432-E4;Parent=evm.model.Herato1301.432, exon 1 of 1)	640	ID=evm.model.Herato1301.432-E4;Parent=evm.model.Herato1301.432								
7639	Herato0405	1721629	1721898	+	0	NA	Intergenic	Intergenic	-76795	ID=evm.model.Herato0405.49-E1;Parent=evm.model.Herato0405.49								
4868	Herato2001	6720659	6721380	+	0	NA	Intergenic	Intergenic	1167	ID=evm.model.Herato2001.250_evm.model.Herato2001.249-E21;Parent=evm.model.Herato2001.250_evm.model.Herato2001.249								
4167	Herato1108	11272140	11272342	+	0	NA	Intergenic	Intergenic	-8299	ID=evm.model.Herato1108.484-E1;Parent=evm.model.Herato1108.484								
7952	Herato0310	7540323	7540853	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.196-E2;Parent=evm.model.Herato0310.196)	-promoter-TSS (ID=evm.model.Herato0310.196-E2;Parent=evm.model.Herato0310.196)	-854	ID=evm.model.Herato0310.196-E2;Parent=evm.model.Herato0310.196								
557	Herato0606	6524275	6524504	+	0	NA	Intergenic	Intergenic	-5139	ID=evm.model.Herato0606.231-E1;Parent=evm.model.Herato0606.231								
8612	Herato0310	9327173	9328227	+	0	NA	Intergenic	Intergenic	-7393	ID=evm.model.Herato0310.285.2-E2;Parent=evm.model.Herato0310.285.2								
6372	Herato0403	639988	640139	+	0	NA	Intergenic	Intergenic	-34781	ID=evm.model.Herato0403.10-E1;Parent=evm.model.Herato0403.10								
3325	Herato1108	12396967	12397155	+	0	NA	Intergenic	Intergenic	6609	ID=evm.model.Herato1108.520-E2;Parent=evm.model.Herato1108.520								
5653	Herato1801	4262665	4263229	+	0	NA	Intergenic	Intergenic	-7103	ID=evm.model.Herato1801.145-E2;Parent=evm.model.Herato1801.145								
8675	Herato1807	1255156	1255439	+	0	NA	Intergenic	Intergenic	11433	ID=evm.model.Herato1807.24-E3;Parent=evm.model.Herato1807.24								
983	Herato0701	4059180	4059986	+	0	NA	TTS (ID=evm.model.Herato0701.189-E1;Parent=evm.model.Herato0701.189)	-TTS (ID=evm.model.Herato0701.189-E1;Parent=evm.model.Herato0701.189)	1045	ID=evm.model.Herato0701.189-E1;Parent=evm.model.Herato0701.189								
8152	Herato1807	2983312	2984095	+	0	NA	Intergenic	Intergenic	69730	ID=evm.model.Herato1807.60-E2;Parent=evm.model.Herato1807.60								
4482	Herato1202	4007642	4008072	+	0	NA	Intergenic	Intergenic	-7017	ID=evm.model.Herato1202.143.1-E11;Parent=evm.model.Herato1202.143.1								
3496	Herato1807	1193893	1194543	+	0	NA	Intergenic	Intergenic	-6388	ID=evm.model.Herato1807.23-E1;Parent=evm.model.Herato1807.23								
5540	Herato1901	811304	811956	+	0	NA	Intergenic	Intergenic	-7387	ID=evm.model.Herato1901.23-E1;Parent=evm.model.Herato1901.23								
7132	Herato1703	2179684	2180132	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.37-E4;Parent=evm.model.Herato1703.37)	-promoter-TSS (ID=evm.model.Herato1703.37-E4;Parent=evm.model.Herato1703.37)	-896	ID=evm.model.Herato1703.37-E4;Parent=evm.model.Herato1703.37								
7251	Herato1603	2131363	2131695	+	0	NA	Intergenic	Intergenic	-20214	ID=evm.model.Herato1603.62-E2;Parent=evm.model.Herato1603.62								
8442	Herato0411	5368775	5369729	+	0	NA	Intergenic	Intergenic	9231	ID=evm.model.Herato0411.131-E5;Parent=evm.model.Herato0411.131								
2167	Herato1701	3295503	3295921	+	0	NA	Intergenic	Intergenic	-77504	ID=evm.model.Herato1701.65-E1;Parent=evm.model.Herato1701.65								
1980	Herato0821	341383	342296	+	0	NA	Intergenic	Intergenic	-6873	ID=evm.model.Herato0821.20-E1;Parent=evm.model.Herato0821.20								
8216	Herato2101	5792268	5792886	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.199-E10;Parent=evm.model.Herato2101.199)	-promoter-TSS (ID=evm.model.Herato2101.199-E10;Parent=evm.model.Herato2101.199)	95	ID=evm.model.Herato2101.199-E10;Parent=evm.model.Herato2101.199								
4004	Herato0101	18291283	18291822	+	0	NA	Intergenic	Intergenic	4302	ID=evm.model.Herato0101.723-E3;Parent=evm.model.Herato0101.723								
4890	Herato1202	14093826	14094032	+	0	NA	Intergenic	Intergenic	-12021	ID=evm.model.Herato1202.535-E1;Parent=evm.model.Herato1202.535								
5024	Herato1202	16710265	16710600	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.669-E17;Parent=evm.model.Herato1202.669)	-promoter-TSS (ID=evm.model.Herato1202.669-E17;Parent=evm.model.Herato1202.669)	173	ID=evm.model.Herato1202.669-E16;Parent=evm.model.Herato1202.669								
8538	Herato0503	5449533	5449674	+	0	NA	Intergenic	Intergenic	-6695	ID=evm.model.Herato0503.180-E1;Parent=evm.model.Herato0503.180								
677	Herato0204	1005755	1006030	+	0	NA	Intergenic	Intergenic	-38969	ID=evm.model.Herato0204.29-E1;Parent=evm.model.Herato0204.29								
7622	Herato2001	7497190	7497629	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.300-E1;Parent=evm.model.Herato2001.300)	-promoter-TSS (ID=evm.model.Herato2001.300-E1;Parent=evm.model.Herato2001.300)	-158	ID=evm.model.Herato2001.300-E1;Parent=evm.model.Herato2001.300								
1210	Herato0701	8578814	8578980	+	0	NA	Intergenic	Intergenic	82060	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
590	Herato0606	7432667	7433297	+	0	NA	Intergenic	Intergenic	3533	ID=evm.model.Herato0606.255.1-E1;Parent=evm.model.Herato0606.255.1								
5062	Herato2001	10783114	10784027	+	0	NA	Intergenic	Intergenic	4214	ID=evm.model.Herato2001.420-E8;Parent=evm.model.Herato2001.420								
7793	Herato0411	4637932	4638185	+	0	NA	Intergenic	Intergenic	164492	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
4201	Herato1108	11820714	11821107	+	0	NA	Intergenic	Intergenic	-7075	ID=evm.model.Herato1108.505-E2;Parent=evm.model.Herato1108.505								
5832	Herato1904	3910806	3911190	+	0	NA	Intergenic	Intergenic	2848	ID=evm.model.Herato1904.136-E1;Parent=evm.model.Herato1904.136								
8788	Herato2101	14502079	14502304	+	0	NA	Intergenic	Intergenic	-6111	ID=evm.model.Herato2101.471-E1;Parent=evm.model.Herato2101.471								
4363	Herato1202	1848257	1848458	+	0	NA	Intergenic	Intergenic	-34016	ID=evm.model.Herato1202.64-E1;Parent=evm.model.Herato1202.64								
79	Herato0601	841807	842152	+	0	NA	Intergenic	Intergenic	-45438	ID=evm.model.Herato0601.9-E1;Parent=evm.model.Herato0601.9								
6342	Herato1910	3826708	3827228	+	0	NA	Intergenic	Intergenic	2167	ID=evm.model.Herato1910.175-E3;Parent=evm.model.Herato1910.175								
3845	Herato1108	4091129	4091672	+	0	NA	Intergenic	Intergenic	-14620	ID=evm.model.Herato1108.155-E4;Parent=evm.model.Herato1108.155								
3295	Herato1301	22177196	22177585	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.752-E5;Parent=evm.model.Herato1301.752)	-promoter-TSS (ID=evm.model.Herato1301.752-E5;Parent=evm.model.Herato1301.752)	-883	ID=evm.model.Herato1301.752.3-E4;Parent=evm.model.Herato1301.752.3								
352	Herato1003	7006217	7006713	+	0	NA	Intergenic	Intergenic	-1130	ID=evm.model.Herato1003.255.1-E1;Parent=evm.model.Herato1003.255.1								
6606	Herato0411	5418900	5419168	+	0	NA	Intergenic	Intergenic	-1706	ID=evm.model.Herato0411.132-E1;Parent=evm.model.Herato0411.132								
3865	Herato1805	642744	643994	+	0	NA	TTS (ID=evm.model.Herato1805.43-E1;Parent=evm.model.Herato1805.43)	-TTS (ID=evm.model.Herato1805.43-E1;Parent=evm.model.Herato1805.43)	104	ID=evm.model.Herato1805.43-E1;Parent=evm.model.Herato1805.43								
1034	Herato0701	5247298	5247515	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.240-E2;Parent=evm.model.Herato0701.240)	-promoter-TSS (ID=evm.model.Herato0701.240-E2;Parent=evm.model.Herato0701.240)	-797	ID=evm.model.Herato0701.240-E2;Parent=evm.model.Herato0701.240								
2803	Herato0101	15412102	15412333	+	0	NA	TTS (ID=evm.model.Herato0101.566-E1;Parent=evm.model.Herato0101.566)	-TTS (ID=evm.model.Herato0101.566-E1;Parent=evm.model.Herato0101.566)	271	ID=evm.model.Herato0101.566.1-E1;Parent=evm.model.Herato0101.566.1								
3679	Herato0101	17341043	17343090	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.673-E2;Parent=evm.model.Herato0101.673)	-promoter-TSS (ID=evm.model.Herato0101.673-E2;Parent=evm.model.Herato0101.673)	-220	ID=evm.model.Herato0101.673-E2;Parent=evm.model.Herato0101.673								
6991	Herato1805	926522	927403	+	0	NA	Intergenic	Intergenic	50349	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
3145	Herato1805	3885552	3885742	+	0	NA	Intergenic	Intergenic	-102125	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
8103	Herato2101	364746	364971	+	0	NA	Intergenic	Intergenic	-3572	ID=evm.model.Herato2101.21-E2;Parent=evm.model.Herato2101.21								
947	Herato0701	3229435	3229752	+	0	NA	Intergenic	Intergenic	1865	ID=evm.model.Herato0701.167-E1;Parent=evm.model.Herato0701.167								
5071	Herato1202	17505387	17506467	+	0	NA	Intergenic	Intergenic	4001	ID=evm.model.Herato1202.713-E1;Parent=evm.model.Herato1202.713								
920	Herato0701	2924329	2925187	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.162-E3;Parent=evm.model.Herato0701.162)	-promoter-TSS (ID=evm.model.Herato0701.162-E3;Parent=evm.model.Herato0701.162)	41	ID=evm.model.Herato0701.162-E3;Parent=evm.model.Herato0701.162								
428	Herato0606	4467423	4467610	+	0	NA	Intergenic	Intergenic	1174	ID=evm.model.Herato0606.141.2-E18;Parent=evm.model.Herato0606.141.2								
2305	Herato0901	4928098	4928318	+	0	NA	Intergenic	Intergenic	6020	ID=evm.model.Herato0901.127-E5;Parent=evm.model.Herato0901.127								
3545	Herato1007	3015344	3015938	+	0	NA	Intergenic	Intergenic	42064	ID=evm.model.Herato1007.107-E6;Parent=evm.model.Herato1007.107								
