PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
754	Hmel203067	465281	465502	+	0	NA	TTS (ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1)	-TTS (ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1)	1017	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
3151	Hmel212004	232580	234287	+	0	NA	Intergenic	Intergenic	-8076	ID=HMEL031498g1.t1-E1;Parent=HMEL031498g1.t1								
5680	Hmel220005	2337311	2337472	+	0	NA	promoter-TSS (ID=HMEL012103g1.t1-E6;Parent=HMEL012103g1.t1)	-promoter-TSS (ID=HMEL012103g1.t1-E6;Parent=HMEL012103g1.t1)	-613	ID=HMEL012103g1.t1-E6;Parent=HMEL012103g1.t1								
3061	Hmel212001	2631881	2632209	+	0	NA	Intergenic	Intergenic	7568	ID=HMEL031370g1.t1-E2;Parent=HMEL031370g1.t1								
1563	Hmel207002	352781	353198	+	0	NA	promoter-TSS (ID=HMEL016133g1.t1-E1;Parent=HMEL016133g1.t1)	-promoter-TSS (ID=HMEL016133g1.t1-E1;Parent=HMEL016133g1.t1)	-436	ID=HMEL016133g1.t1-E1;Parent=HMEL016133g1.t1								
1003	Hmel205001	348945	349391	+	0	NA	TTS (ID=HMEL036595g1.t1-E2;Parent=HMEL036595g1.t1)	-TTS (ID=HMEL036595g1.t1-E2;Parent=HMEL036595g1.t1)	843	ID=HMEL036595g1.t1-E2;Parent=HMEL036595g1.t1								
4147	Hmel215047	391376	392574	+	0	NA	Intergenic	Intergenic	-4331	ID=HMEL032866g1.t1-E1;Parent=HMEL032866g1.t1								
6223	Hmel220009	92322	92536	+	0	NA	promoter-TSS (ID=HMEL006883g2.t1-E4;Parent=HMEL006883g2.t1)	-promoter-TSS (ID=HMEL006883g2.t1-E4;Parent=HMEL006883g2.t1)	94	ID=HMEL006883g2.t1-E4;Parent=HMEL006883g2.t1								
6055	Hmel221017	138277	138686	+	0	NA	Intergenic	Intergenic	1692	ID=HMEL035668g1.t1-E2;Parent=HMEL035668g1.t1								
5845	Hmel221001	14571	14868	+	0	NA	Intergenic	Intergenic	-1903	ID=HMEL009541-RA-E2;Parent=HMEL009541-RA								
4355	Hmel216011	53549	53751	+	0	NA	Intergenic	Intergenic	9699	ID=HMEL033532g1.t1-E1;Parent=HMEL033532g1.t1								
1800	Hmel207021	852296	852949	+	0	NA	Intergenic	Intergenic	35503	ID=HMEL037684g1.t1-E1;Parent=HMEL037684g1.t1								
4230	Hmel216001	853339	854332	+	0	NA	Intergenic	Intergenic	-2192	ID=HMEL014293g1.t1-E1;Parent=HMEL014293g1.t1								
1717	Hmel207008	658002	658303	+	0	NA	promoter-TSS (ID=HMEL008556g1.t1-E2;Parent=HMEL008556g1.t1)	-promoter-TSS (ID=HMEL008556g1.t1-E2;Parent=HMEL008556g1.t1)	-738	ID=HMEL008556g1.t1-E2;Parent=HMEL008556g1.t1								
4349	Hmel216010	137581	138669	+	0	NA	exon (ID=HMEL022654-RA-E1;Parent=HMEL022654-RA, exon 1 of 1)	-exon (ID=HMEL022654-RA-E1;Parent=HMEL022654-RA, exon 1 of 1)	254	ID=HMEL022654-RA-E1;Parent=HMEL022654-RA								
2557	Hmel210011	1194180	1195230	+	0	NA	Intergenic	Intergenic	4630	ID=HMEL006925g1.t1-E8;Parent=HMEL006925g1.t1								
698	Hmel203045	55932	56133	+	0	NA	Intergenic	Intergenic	15526	ID=HMEL036064g1.t1-E2;Parent=HMEL036064g1.t1								
1634	Hmel207002	4270901	4271345	+	0	NA	Intergenic	Intergenic	8170	ID=HMEL037449g1.t1-E5;Parent=HMEL037449g1.t1								
6226	Hmel220022	100022	100290	+	0	NA	Intergenic	Intergenic	-10571	ID=HMEL008226g1.t1-E1;Parent=HMEL008226g1.t1								
524	Hmel202006	2192032	2193065	+	0	NA	Intergenic	Intergenic	5109	ID=HMEL014365g1.t1-E8;Parent=HMEL014365g1.t1								
1848	Hmel207023	125525	126236	+	0	NA	Intergenic	Intergenic	21309	ID=HMEL037735g1.t1-E3;Parent=HMEL037735g1.t1								
2176	Hmel209006	378849	379100	+	0	NA	Intergenic	Intergenic	-4429	ID=HMEL030348g1.t1-E1;Parent=HMEL030348g1.t1								
4882	Hmel218005	275910	276122	+	0	NA	Intergenic	Intergenic	-14429	ID=HMEL034252g1.t1-E1;Parent=HMEL034252g1.t1								
2714	Hmel210012	156801	157095	+	0	NA	promoter-TSS (ID=HMEL003088g1.t1-E4;Parent=HMEL003088g1.t1)	-promoter-TSS (ID=HMEL003088g1.t1-E4;Parent=HMEL003088g1.t1)	581	ID=HMEL003088g1.t2-E3;Parent=HMEL003088g1.t2								
4380	Hmel216011	1669294	1669438	+	0	NA	Intergenic	Intergenic	-1019	ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1								
4706	Hmel217018	863347	863833	+	0	NA	Intergenic	Intergenic	8394	ID=HMEL005115g1.t1-E1;Parent=HMEL005115g1.t1								
3418	Hmel213004	1883851	1884426	+	0	NA	Intergenic	Intergenic	-6396	ID=HMEL031796g1.t1-E1;Parent=HMEL031796g1.t1								
598	Hmel203015	21822	22797	+	0	NA	Intergenic	Intergenic	-7422	ID=HMEL036005g1.t1-E1;Parent=HMEL036005g1.t1								
5793	Hmel220014	1127262	1128048	+	0	NA	Intergenic	Intergenic	-1992	ID=HMEL003742g1.t1-E1;Parent=HMEL003742g1.t1								
2486	Hmel210009	275204	276107	+	0	NA	TTS (ID=HMEL005941g1.t1-E2;Parent=HMEL005941g1.t1)	-TTS (ID=HMEL005941g1.t1-E2;Parent=HMEL005941g1.t1)	975	ID=HMEL005941g1.t1-E2;Parent=HMEL005941g1.t1								
780	Hmel203069	100946	101516	+	0	NA	Intergenic	Intergenic	-5000	ID=HMEL036171g1.t1-E1;Parent=HMEL036171g1.t1								
6015	Hmel221012	2959799	2960206	+	0	NA	Intergenic	Intergenic	-3998	ID=HMEL007235g1.t1-E7;Parent=HMEL007235g1.t1								
2317	Hmel210001	268654	269356	+	0	NA	Intergenic	Intergenic	-2254	ID=HMEL013639g1.t1-E1;Parent=HMEL013639g1.t1								
3277	Hmel212013	1443819	1444989	+	0	NA	Intergenic	Intergenic	-7199	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
3547	Hmel213030	58860	59199	+	0	NA	Intergenic	Intergenic	-33453	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
5331	Hmel219005	25969	26574	+	0	NA	Intergenic	Intergenic	1823	ID=HMEL022549g1.t1-E2;Parent=HMEL022549g1.t1								
3490	Hmel213020	1075325	1075855	+	0	NA	Intergenic	Intergenic	-16294	ID=HMEL022201g1.t1-E1;Parent=HMEL022201g1.t1								
1433	Hmel206009	2434662	2435117	+	0	NA	Intergenic	Intergenic	-1599	ID=HMEL005358g3.t2-E1;Parent=HMEL005358g3.t2								
240	Hmel201011	97755	98004	+	0	NA	promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	-promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	72	ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1								
1666	Hmel207002	5994147	5995215	+	0	NA	Intergenic	Intergenic	-5451	ID=HMEL037490g1.t1-E6;Parent=HMEL037490g1.t1								
5462	Hmel219018	1167693	1168789	+	0	NA	Intergenic	Intergenic	16764	ID=HMEL034910g1.t1-E2;Parent=HMEL034910g1.t1								
2209	Hmel209007	377651	378184	+	0	NA	TTS (ID=HMEL007479g3.t1-E7;Parent=HMEL007479g3.t1)	-TTS (ID=HMEL007479g3.t1-E7;Parent=HMEL007479g3.t1)	1008	ID=HMEL007479g3.t1-E7;Parent=HMEL007479g3.t1								
230	Hmel201009	5667561	5668067	+	0	NA	Intergenic	Intergenic	-2110	ID=HMEL011632g1.t2-E1;Parent=HMEL011632g1.t2								
115	Hmel201009	461114	461388	+	0	NA	Intergenic	Intergenic	17744	ID=HMEL030127g1.t1-E2;Parent=HMEL030127g1.t1								
2374	Hmel210004	2398856	2399199	+	0	NA	Intergenic	Intergenic	-1219	ID=HMEL017165g1.t1-E5;Parent=HMEL017165g1.t1								
5882	Hmel221001	1014122	1014885	+	0	NA	promoter-TSS (ID=HMEL011017g1.t1-E1;Parent=HMEL011017g1.t1)	-promoter-TSS (ID=HMEL011017g1.t1-E1;Parent=HMEL011017g1.t1)	-318	ID=HMEL011017g1.t1-E1;Parent=HMEL011017g1.t1								
922	Hmel204017	76030	76234	+	0	NA	Intergenic	Intergenic	-5946	ID=HMEL036415g1.t2-E1;Parent=HMEL036415g1.t2								
2319	Hmel210001	272368	272689	+	0	NA	exon (ID=HMEL013644g1.t1-E4;Parent=HMEL013644g1.t1, exon 1 of 1)	-exon (ID=HMEL013644g1.t1-E4;Parent=HMEL013644g1.t1, exon 1 of 1)	729	ID=HMEL013644g1.t1-E4;Parent=HMEL013644g1.t1								
2628	Hmel210011	3767450	3767791	+	0	NA	Intergenic	Intergenic	-24672	ID=HMEL015490g1.t1-E1;Parent=HMEL015490g1.t1								
2741	Hmel211002	74714	76050	+	0	NA	Intergenic	Intergenic	6494	ID=HMEL015339g1.t1-E2;Parent=HMEL015339g1.t1								
3740	Hmel213069	506525	506902	+	0	NA	Intergenic	Intergenic	-1938	ID=HMEL032218g1.t1-E1;Parent=HMEL032218g1.t1								
1072	Hmel205012	528312	528585	+	0	NA	Intergenic	Intergenic	-5085	ID=HMEL007212g1.t1-E3;Parent=HMEL007212g1.t1								
2470	Hmel210005	562664	562851	+	0	NA	Intergenic	Intergenic	-2450	ID=HMEL030754g1.t1-E1;Parent=HMEL030754g1.t1								
6035	Hmel221015	21696	22148	+	0	NA	promoter-TSS (ID=HMEL002170g1.t1-E2;Parent=HMEL002170g1.t1)	-promoter-TSS (ID=HMEL002170g1.t1-E2;Parent=HMEL002170g1.t1)	-288	ID=HMEL002170g1.t1-E2;Parent=HMEL002170g1.t1								
1394	Hmel206009	1387968	1388291	+	0	NA	Intergenic	Intergenic	-2238	ID=HMEL016787g1.t1-E2;Parent=HMEL016787g1.t1								
2772	Hmel211004	132083	132249	+	0	NA	promoter-TSS (ID=HMEL015222g1.t1-E3;Parent=HMEL015222g1.t1)	-promoter-TSS (ID=HMEL015222g1.t1-E3;Parent=HMEL015222g1.t1)	-893	ID=HMEL015222g1.t1-E3;Parent=HMEL015222g1.t1								
4878	Hmel218005	236719	236934	+	0	NA	Intergenic	Intergenic	6484	ID=HMEL034251g1.t1-E1;Parent=HMEL034251g1.t1								
1277	Hmel206006	397722	397871	+	0	NA	Intergenic	Intergenic	-30067	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
2251	Hmel209007	2248763	2249621	+	0	NA	Intergenic	Intergenic	11252	ID=HMEL030419g1.t1-E2;Parent=HMEL030419g1.t1								
3456	Hmel213020	105618	106820	+	0	NA	promoter-TSS (ID=HMEL007991g1.t1-E2;Parent=HMEL007991g1.t1)	-promoter-TSS (ID=HMEL007991g1.t1-E2;Parent=HMEL007991g1.t1)	174	ID=HMEL007991g1.t1-E1;Parent=HMEL007991g1.t1								
1086	Hmel205012	882851	883807	+	0	NA	Intergenic	Intergenic	7671	ID=HMEL036670g1.t1-E1;Parent=HMEL036670g1.t1								
5854	Hmel221001	281302	283856	+	0	NA	Intergenic	Intergenic	5012	ID=HMEL011045-RA-E6;Parent=HMEL011045-RA								
5839	Hmel220022	375744	376794	+	0	NA	Intergenic	Intergenic	4046	ID=HMEL010874-RA-E2;Parent=HMEL010874-RA								
564	Hmel202006	5130192	5131136	+	0	NA	Intergenic	Intergenic	-4358	ID=HMEL006133g1.t1-E2;Parent=HMEL006133g1.t1								
5889	Hmel221001	1560600	1561139	+	0	NA	Intergenic	Intergenic	3216	ID=HMEL013511g1.t1-E1;Parent=HMEL013511g1.t1								
4488	Hmel216016	180169	180622	+	0	NA	Intergenic	Intergenic	-2680	ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1								
3070	Hmel212001	2822708	2823499	+	0	NA	Intergenic	Intergenic	22872	ID=HMEL016850g1.t1-E2;Parent=HMEL016850g1.t1								
2562	Hmel210011	1264499	1265048	+	0	NA	Intergenic	Intergenic	-4270	ID=HMEL003037g1.t1-E1;Parent=HMEL003037g1.t1								
3951	Hmel214025	402277	403768	+	0	NA	Intergenic	Intergenic	-8894	ID=HMEL005529g1.t1-E1;Parent=HMEL005529g1.t1								
3094	Hmel212001	3509965	3510186	+	0	NA	Intergenic	Intergenic	-5644	ID=HMEL013206g1.t1-E3;Parent=HMEL013206g1.t1								
1967	Hmel208019	531727	531964	+	0	NA	Intergenic	Intergenic	9128	ID=HMEL017963g1.t1-E19;Parent=HMEL017963g1.t1								
2850	Hmel211004	2627843	2628822	+	0	NA	promoter-TSS (ID=HMEL011747g1.t1-E4;Parent=HMEL011747g1.t1)	-promoter-TSS (ID=HMEL011747g1.t1-E4;Parent=HMEL011747g1.t1)	-232	ID=HMEL011747g1.t1-E4;Parent=HMEL011747g1.t1								
657	Hmel203033	139135	139370	+	0	NA	Intergenic	Intergenic	-13721	ID=HMEL021515g1.t1-E1;Parent=HMEL021515g1.t1								
5616	Hmel220004	32956	33308	+	0	NA	Intergenic	Intergenic	1757	ID=HMEL015704-RA-E2;Parent=HMEL015704-RA								
1865	Hmel207023	470199	470983	+	0	NA	Intergenic	Intergenic	-42264	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
1783	Hmel207021	404173	405021	+	0	NA	TTS (ID=HMEL021999g1.t1-E1;Parent=HMEL021999g1.t1)	-TTS (ID=HMEL021999g1.t1-E1;Parent=HMEL021999g1.t1)	1843	ID=HMEL021999g1.t1-E1;Parent=HMEL021999g1.t1								
4642	Hmel217004	3056366	3057214	+	0	NA	Intergenic	Intergenic	-16973	ID=HMEL005244g1.t1-E1;Parent=HMEL005244g1.t1								
503	Hmel202006	3334571	3334931	+	0	NA	Intergenic	Intergenic	31234	ID=HMEL033334g1.t1-E2;Parent=HMEL033334g1.t1								
5383	Hmel219014	645964	646180	+	0	NA	Intergenic	Intergenic	-4013	ID=HMEL005617g1.t1-E1;Parent=HMEL005617g1.t1								
4181	Hmel215047	1201503	1202196	+	0	NA	Intergenic	Intergenic	-4090	ID=HMEL032894g1.t1-E1;Parent=HMEL032894g1.t1								
4126	Hmel215044	224367	224676	+	0	NA	Intergenic	Intergenic	-12855	ID=HMEL021429g1.t1-E1;Parent=HMEL021429g1.t1								
5769	Hmel220014	9210	9572	+	0	NA	Intergenic	Intergenic	-1790	ID=HMEL035303g1.t1-E1;Parent=HMEL035303g1.t1								
1483	Hmel206012	232195	232565	+	0	NA	Intergenic	Intergenic	-3345	ID=HMEL037101g1.t1-E1;Parent=HMEL037101g1.t1								
4069	Hmel215028	964806	965663	+	0	NA	Intergenic	Intergenic	-4241	ID=HMEL032753g1.t1-E1;Parent=HMEL032753g1.t1								
5090	Hmel218018	5607952	5608343	+	0	NA	Intergenic	Intergenic	-8534	ID=HMEL005857g1.t1-E1;Parent=HMEL005857g1.t1								
3800	Hmel214008	466721	468325	+	0	NA	Intergenic	Intergenic	-34240	ID=HMEL032316g1.t1-E1;Parent=HMEL032316g1.t1								
1996	Hmel208021	845917	846557	+	0	NA	Intergenic	Intergenic	-1557	ID=HMEL016477g1.t1-E2;Parent=HMEL016477g1.t1								
4695	Hmel217018	445188	445524	+	0	NA	Intergenic	Intergenic	4986	ID=HMEL033963g1.t1-E3;Parent=HMEL033963g1.t1								
4584	Hmel217004	764967	765573	+	0	NA	Intergenic	Intergenic	-9639	ID=HMEL006214g1.t1-E1;Parent=HMEL006214g1.t1								
1036	Hmel205005	684062	685496	+	0	NA	Intergenic	Intergenic	4012	ID=HMEL016273g1.t2-E1;Parent=HMEL016273g1.t2								
5781	Hmel220014	238863	239531	+	0	NA	TTS (ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1)	-TTS (ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1)	794	ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1								
6143	Hmel201011	2977670	2978289	+	0	NA	promoter-TSS (ID=HMEL033092g1.t1-E1;Parent=HMEL033092g1.t1)	-promoter-TSS (ID=HMEL033092g1.t1-E1;Parent=HMEL033092g1.t1)	-428	ID=HMEL033092g1.t1-E1;Parent=HMEL033092g1.t1								
3492	Hmel213020	1149835	1150508	+	0	NA	Intergenic	Intergenic	1534	ID=HMEL031905g1.t1-E4;Parent=HMEL031905g1.t1								
1265	Hmel206006	31848	32201	+	0	NA	Intergenic	Intergenic	-9128	ID=HMEL036928g1.t1-E1;Parent=HMEL036928g1.t1								
2065	Hmel208051	525232	525908	+	0	NA	Intergenic	Intergenic	-9721	ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1								
4150	Hmel215047	474106	474458	+	0	NA	Intergenic	Intergenic	15179	ID=HMEL003594g1.t1-E1;Parent=HMEL003594g1.t1								
544	Hmel202006	2610200	2610611	+	0	NA	Intergenic	Intergenic	-7150	ID=HMEL002110g1.t1-E1;Parent=HMEL002110g1.t1								
5285	Hmel219003	4301185	4302562	+	0	NA	Intergenic	Intergenic	-8140	ID=HMEL013154g1.t1-E2;Parent=HMEL013154g1.t1								
4696	Hmel217018	464520	464970	+	0	NA	Intergenic	Intergenic	-3135	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
4370	Hmel216011	795761	795978	+	0	NA	Intergenic	Intergenic	-4398	ID=HMEL011147g1.t1-E1;Parent=HMEL011147g1.t1								
4527	Hmel217001	996919	998559	+	0	NA	Intergenic	Intergenic	-11367	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
3253	Hmel212013	292633	293228	+	0	NA	Intergenic	Intergenic	5792	ID=HMEL017581g1.t1-E28;Parent=HMEL017581g1.t1								
4634	Hmel217004	2548244	2548540	+	0	NA	Intergenic	Intergenic	12488	ID=HMEL033816g1.t1-E2;Parent=HMEL033816g1.t1								
1196	Hmel205022	194098	194351	+	0	NA	Intergenic	Intergenic	4900	ID=HMEL036814g1.t1-E2;Parent=HMEL036814g1.t1								
1114	Hmel205013	163455	163801	+	0	NA	promoter-TSS (ID=HMEL008935g1.t1-E1;Parent=HMEL008935g1.t1)	-promoter-TSS (ID=HMEL008935g1.t1-E1;Parent=HMEL008935g1.t1)	-439	ID=HMEL008935g1.t1-E1;Parent=HMEL008935g1.t1								
2389	Hmel210004	3723177	3723456	+	0	NA	Intergenic	Intergenic	-4222	ID=HMEL006897g1.t1-E1;Parent=HMEL006897g1.t1								
4497	Hmel216016	251766	252200	+	0	NA	Intergenic	Intergenic	1231	ID=HMEL008072g1.t1-E1;Parent=HMEL008072g1.t1								
3657	Hmel213054	129604	129817	+	0	NA	Intergenic	Intergenic	-3920	ID=HMEL032096g1.t4-E1;Parent=HMEL032096g1.t4								
239	Hmel201011	53766	55164	+	0	NA	promoter-TSS (ID=HMEL006818g2.t1-E1;Parent=HMEL006818g2.t1)	-promoter-TSS (ID=HMEL006818g2.t1-E1;Parent=HMEL006818g2.t1)	-268	ID=HMEL006818g2.t1-E1;Parent=HMEL006818g2.t1								
5783	Hmel220014	587052	587500	+	0	NA	Intergenic	Intergenic	-13615	ID=HMEL014247-RA-E1;Parent=HMEL014247-RA								
122	Hmel201009	544949	545653	+	0	NA	Intergenic	Intergenic	-24945	ID=HMEL003948g1.t2-E1;Parent=HMEL003948g1.t2								
2635	Hmel210011	3985348	3985994	+	0	NA	Intergenic	Intergenic	-37174	ID=HMEL030907g1.t1-E1;Parent=HMEL030907g1.t1								
5421	Hmel219014	2664097	2664312	+	0	NA	promoter-TSS (ID=HMEL015726g1.t1-E2;Parent=HMEL015726g1.t1)	-promoter-TSS (ID=HMEL015726g1.t1-E2;Parent=HMEL015726g1.t1)	-299	ID=HMEL015726g1.t1-E2;Parent=HMEL015726g1.t1								
878	Hmel204003	199811	200172	+	0	NA	promoter-TSS (ID=HMEL036354g1.t1-E1;Parent=HMEL036354g1.t1)	-promoter-TSS (ID=HMEL036354g1.t1-E1;Parent=HMEL036354g1.t1)	-777	ID=HMEL036354g1.t1-E1;Parent=HMEL036354g1.t1								
269	Hmel201011	1464230	1464587	+	0	NA	Intergenic	Intergenic	-10369	ID=HMEL033046g1.t1-E1;Parent=HMEL033046g1.t1								
363	Hmel201019	109477	110057	+	0	NA	TTS (ID=HMEL033100g1.t1-E2;Parent=HMEL033100g1.t1)	-TTS (ID=HMEL033100g1.t1-E2;Parent=HMEL033100g1.t1)	-1143	ID=HMEL033100g1.t1-E3;Parent=HMEL033100g1.t1								
2277	Hmel209007	3713012	3713490	+	0	NA	Intergenic	Intergenic	17157	ID=HMEL013703g1.t1-E5;Parent=HMEL013703g1.t1								
4264	Hmel216006	5142	6033	+	0	NA	Intergenic	Intergenic	-29665	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
4573	Hmel217004	683860	684530	+	0	NA	Intergenic	Intergenic	-27422	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
2353	Hmel210004	747800	748572	+	0	NA	promoter-TSS (ID=HMEL030619g1.t1-E2;Parent=HMEL030619g1.t1)	-promoter-TSS (ID=HMEL030619g1.t1-E2;Parent=HMEL030619g1.t1)	197	ID=HMEL030619g1.t1-E1;Parent=HMEL030619g1.t1								
4140	Hmel215047	20257	20502	+	0	NA	Intergenic	Intergenic	-4371	ID=HMEL022146g1.t1-E2;Parent=HMEL022146g1.t1								
3198	Hmel212009	893240	893584	+	0	NA	Intergenic	Intergenic	12551	ID=HMEL011918g1.t1-E5;Parent=HMEL011918g1.t1								
3215	Hmel212011	421515	421911	+	0	NA	Intergenic	Intergenic	6894	ID=HMEL012707g1.t1-E6;Parent=HMEL012707g1.t1								
5834	Hmel220022	178718	179530	+	0	NA	promoter-TSS (ID=HMEL012790g1.t1-E2;Parent=HMEL012790g1.t1)	-promoter-TSS (ID=HMEL012790g1.t1-E2;Parent=HMEL012790g1.t1)	-642	ID=HMEL012790g1.t1-E2;Parent=HMEL012790g1.t1								
2159	Hmel209005	774330	774530	+	0	NA	Intergenic	Intergenic	-3025	ID=HMEL030331g1.t1-E4;Parent=HMEL030331g1.t1								
6161	Hmel205024	631286	631840	+	0	NA	promoter-TSS (ID=HMEL020116g1.t1-E3;Parent=HMEL020116g1.t1)	-promoter-TSS (ID=HMEL020116g1.t1-E3;Parent=HMEL020116g1.t1)	278	ID=HMEL020116g1.t1-E2;Parent=HMEL020116g1.t1								
3059	Hmel212001	2563490	2564987	+	0	NA	Intergenic	Intergenic	-5239	ID=HMEL016830g1.t1-E1;Parent=HMEL016830g1.t1								
5243	Hmel219003	2039925	2040555	+	0	NA	TTS (ID=HMEL010683g1.t1-E2;Parent=HMEL010683g1.t1)	-TTS (ID=HMEL010683g1.t1-E2;Parent=HMEL010683g1.t1)	140	ID=HMEL010683g1.t1-E2;Parent=HMEL010683g1.t1								
4876	Hmel218005	162069	162294	+	0	NA	Intergenic	Intergenic	-15803	ID=HmGr1_1-E1;Parent=HmGr1_1								
4834	Hmel218003	1416139	1416328	+	0	NA	Intergenic	Intergenic	21303	ID=HMEL034223g1.t1-E1;Parent=HMEL034223g1.t1								
4725	Hmel217018	1082797	1083427	+	0	NA	Intergenic	Intergenic	-1911	ID=HMEL022207g1.t1-E1;Parent=HMEL022207g1.t1								
1449	Hmel206009	3287821	3288017	+	0	NA	Intergenic	Intergenic	-25904	ID=HMEL002658g1.t1-E1;Parent=HMEL002658g1.t1								
4538	Hmel217001	1387627	1388299	+	0	NA	Intergenic	Intergenic	-30501	ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1								
2873	Hmel211004	3955364	3955829	+	0	NA	promoter-TSS (ID=HMEL015692-RA-E4;Parent=HMEL015692-RA)	-promoter-TSS (ID=HMEL015692-RA-E4;Parent=HMEL015692-RA)	78	ID=HMEL015692-RA-E4;Parent=HMEL015692-RA								
4062	Hmel215028	370338	370558	+	0	NA	Intergenic	Intergenic	8074	ID=HMEL032741g1.t1-E1;Parent=HMEL032741g1.t1								
6096	Hmel221034	91210	91531	+	0	NA	Intergenic	Intergenic	2456	ID=HMEL035737g1.t1-E2;Parent=HMEL035737g1.t1								
1314	Hmel206006	2517095	2517455	+	0	NA	Intergenic	Intergenic	-9728	ID=HMEL036982g1.t1-E1;Parent=HMEL036982g1.t1								
3591	Hmel213044	510123	510338	+	0	NA	promoter-TSS (ID=HMEL016751g1.t1-E12;Parent=HMEL016751g1.t1)	-promoter-TSS (ID=HMEL016751g1.t1-E12;Parent=HMEL016751g1.t1)	-29	ID=HMEL016751g1.t1-E12;Parent=HMEL016751g1.t1								
2748	Hmel211002	96433	96935	+	0	NA	TTS (ID=HMEL015337g1.t1-E6;Parent=HMEL015337g1.t1)	-TTS (ID=HMEL015337g1.t1-E6;Parent=HMEL015337g1.t1)	122	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
1798	Hmel207021	665798	666787	+	0	NA	Intergenic	Intergenic	-2217	ID=HMEL037679g1.t1-E3;Parent=HMEL037679g1.t1								
5102	Hmel218018	6103564	6103825	+	0	NA	Intergenic	Intergenic	9208	ID=HMEL007354g1.t1-E149;Parent=HMEL007354g1.t1								
2535	Hmel210011	337280	338788	+	0	NA	promoter-TSS (ID=HMEL013325g2.t1-E5;Parent=HMEL013325g2.t1)	-promoter-TSS (ID=HMEL013325g2.t1-E5;Parent=HMEL013325g2.t1)	-23	ID=HMEL013325g2.t1-E5;Parent=HMEL013325g2.t1								
522	Hmel202006	2133857	2134057	+	0	NA	Intergenic	Intergenic	-6210	ID=HMEL014363g1.t1-E3;Parent=HMEL014363g1.t1								
1632	Hmel207002	4078197	4079372	+	0	NA	promoter-TSS (ID=HMEL015889g1.t1-E6;Parent=HMEL015889g1.t1)	-promoter-TSS (ID=HMEL015889g1.t1-E6;Parent=HMEL015889g1.t1)	-389	ID=HMEL015889g1.t1-E6;Parent=HMEL015889g1.t1								
1423	Hmel206009	2252735	2252959	+	0	NA	Intergenic	Intergenic	13595	ID=HMEL012825g3.t1-E11;Parent=HMEL012825g3.t1								
2412	Hmel210004	5724425	5725062	+	0	NA	promoter-TSS (ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1)	-promoter-TSS (ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1)	-485	ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1								
3352	Hmel213004	594301	594566	+	0	NA	Intergenic	Intergenic	53916	ID=HMEL020366g1.t1-E10;Parent=HMEL020366g1.t1								
667	Hmel203033	350474	350913	+	0	NA	Intergenic	Intergenic	-5413	ID=HMEL036035g1.t1-E1;Parent=HMEL036035g1.t1								
1280	Hmel206006	475907	476555	+	0	NA	Intergenic	Intergenic	22010	ID=HMEL012150g1.t1-E4;Parent=HMEL012150g1.t1								
313	Hmel201011	2590186	2590394	+	0	NA	TTS (ID=HMEL011985g1.t1-E1;Parent=HMEL011985g1.t1)	-TTS (ID=HMEL011985g1.t1-E1;Parent=HMEL011985g1.t1)	103	ID=HMEL011985g1.t1-E2;Parent=HMEL011985g1.t1								
