PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
793	Herato1108	3976595	3977537	+	0	NA	Intergenic	Intergenic	30217	ID=evm.model.Herato1108.152-E10;Parent=evm.model.Herato1108.152								
1205	Herato1301	11052893	11053190	+	0	NA	Intergenic	Intergenic	30183	ID=evm.model.Herato1301.439-E4;Parent=evm.model.Herato1301.439								
1287	Herato1301	19487238	19487714	+	0	NA	Intergenic	Intergenic	-134127	ID=evm.model.Herato1301.671-E1;Parent=evm.model.Herato1301.671								
1696	Herato1703	1058287	1058784	+	0	NA	Intergenic	Intergenic	-5338	ID=evm.model.Herato1703.17-E1;Parent=evm.model.Herato1703.17								
2403	Herato2101	5859080	5859398	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.203-E2;Parent=evm.model.Herato2101.203)	-promoter-TSS (ID=evm.model.Herato2101.203-E2;Parent=evm.model.Herato2101.203)	-599	ID=evm.model.Herato2101.203-E2;Parent=evm.model.Herato2101.203								
654	Herato1005	155162	155844	+	0	NA	Intergenic	Intergenic	2839	ID=evm.model.Herato1005.14.1-E1;Parent=evm.model.Herato1005.14.1								
2261	Herato2001	6540317	6540668	+	0	NA	Intergenic	Intergenic	17496	ID=evm.model.Herato2001.239-E3;Parent=evm.model.Herato2001.239								
283	Herato0101	11272259	11272691	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.324-E1;Parent=evm.model.Herato0101.324)	-promoter-TSS (ID=evm.model.Herato0101.324-E1;Parent=evm.model.Herato0101.324)	13	ID=evm.model.Herato0101.324-E1;Parent=evm.model.Herato0101.324								
156	Herato0701	2110211	2110809	+	0	NA	Intergenic	Intergenic	3020	ID=evm.model.Herato0701.127-E2;Parent=evm.model.Herato0701.127								
59	Herato0606	2915682	2916292	+	0	NA	Intergenic	Intergenic	9232	ID=evm.model.Herato0606.89-E6;Parent=evm.model.Herato0606.89								
2091	Herato1904	6490662	6491496	+	0	NA	Intergenic	Intergenic	11253	ID=evm.model.Herato1904.237.2-E2;Parent=evm.model.Herato1904.237.2								
1971	Herato1807	3937846	3938278	+	0	NA	Intergenic	Intergenic	3608	ID=evm.model.Herato1807.83-E1;Parent=evm.model.Herato1807.83								
2358	Herato2001	12722347	12724500	+	0	NA	Intergenic	Intergenic	-3918	ID=evm.model.Herato2001.483.5-E6;Parent=evm.model.Herato2001.483.5								
1226	Herato1301	14022368	14023460	+	0	NA	Intergenic	Intergenic	157923	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
2498	Herato0310	5140385	5140724	+	0	NA	Intergenic	Intergenic	27219	ID=evm.model.Herato0310.123-E2;Parent=evm.model.Herato0310.123								
1256	Herato1301	16670593	16670832	+	0	NA	Intergenic	Intergenic	7567	ID=evm.model.Herato1301.592-E2;Parent=evm.model.Herato1301.592								
1949	Herato1807	2956957	2957204	+	0	NA	Intergenic	Intergenic	43107	ID=evm.model.Herato1807.60-E2;Parent=evm.model.Herato1807.60								
2247	Herato2001	5053438	5053589	+	0	NA	Intergenic	Intergenic	-11923	ID=evm.model.Herato2001.172-E1;Parent=evm.model.Herato2001.172								
1744	Herato1801	3816132	3816732	+	0	NA	Intergenic	Intergenic	13521	ID=evm.model.Herato1801.132-E6;Parent=evm.model.Herato1801.132								
1853	Herato1805	4359674	4360672	+	0	NA	Intergenic	Intergenic	-1295	ID=evm.model.Herato1805.117-E2;Parent=evm.model.Herato1805.117								
864	Herato1108	10140755	10141678	+	0	NA	Intergenic	Intergenic	-13453	ID=evm.model.Herato1108.452-E1;Parent=evm.model.Herato1108.452								
219	Herato0701	8283551	8284208	+	0	NA	Intergenic	Intergenic	-8420	ID=evm.model.Herato0701.366.1-E6;Parent=evm.model.Herato0701.366.1								
1016	Herato1202	10899462	10899633	+	0	NA	Intergenic	Intergenic	29222	ID=evm.model.Herato1202.438-E16;Parent=evm.model.Herato1202.438								
2480	Herato0310	2023192	2023516	+	0	NA	Intergenic	Intergenic	10177	ID=evm.model.Herato0310.45-E8;Parent=evm.model.Herato0310.45								
2300	Herato2001	9020332	9020954	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.380-E1;Parent=evm.model.Herato2001.380)	-promoter-TSS (ID=evm.model.Herato2001.380-E1;Parent=evm.model.Herato2001.380)	-324	ID=evm.model.Herato2001.380-E1;Parent=evm.model.Herato2001.380								
799	Herato1108	4578662	4579541	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.178-E13;Parent=evm.model.Herato1108.178)	-promoter-TSS (ID=evm.model.Herato1108.178-E13;Parent=evm.model.Herato1108.178)	399	ID=evm.model.Herato1108.178.1-E12;Parent=evm.model.Herato1108.178.1								
1170	Herato1301	5596553	5596820	+	0	NA	Intergenic	Intergenic	5931	ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199								
925	Herato1202	1814694	1815632	+	0	NA	Intergenic	Intergenic	-10386	ID=evm.model.Herato1202.63.8-E1;Parent=evm.model.Herato1202.63.8								
1896	Herato1807	687334	687508	+	0	NA	Intergenic	Intergenic	-4081	ID=evm.model.Herato1807.12-E2;Parent=evm.model.Herato1807.12								
390	Herato0101	12787375	12788527	+	0	NA	Intergenic	Intergenic	-4156	ID=evm.model.Herato0101.433-E4;Parent=evm.model.Herato0101.433								
2368	Herato0215	3515523	3516028	+	0	NA	Intergenic	Intergenic	-10902	ID=evm.model.Herato0215.136-E1;Parent=evm.model.Herato0215.136								
1042	Herato1202	13012559	13012720	+	0	NA	Intergenic	Intergenic	15378	ID=evm.model.Herato1202.478_evm.model.Herato1202.479-E1;Parent=evm.model.Herato1202.478_evm.model.Herato1202.479								
1515	Herato1603	2120726	2121131	+	0	NA	Intergenic	Intergenic	-9613	ID=evm.model.Herato1603.62-E2;Parent=evm.model.Herato1603.62								
1686	Herato1703	973516	973798	+	0	NA	Intergenic	Intergenic	7600	ID=evm.model.Herato1703.16-E1;Parent=evm.model.Herato1703.16								
38	Herato0101	8624140	8625265	+	0	NA	Intergenic	Intergenic	9246	ID=evm.model.Herato0101.258-E5;Parent=evm.model.Herato0101.258								
1955	Herato1807	3303812	3304605	+	0	NA	Intergenic	Intergenic	-21591	ID=evm.model.Herato1807.64-E1;Parent=evm.model.Herato1807.64								
196	Herato0701	5597833	5598108	+	0	NA	Intergenic	Intergenic	3745	ID=evm.model.Herato0701.258.2-E1;Parent=evm.model.Herato0701.258.2								
945	Herato1202	2281792	2282411	+	0	NA	TTS (ID=evm.model.Herato1202.78-E2;Parent=evm.model.Herato1202.78)	-TTS (ID=evm.model.Herato1202.78-E2;Parent=evm.model.Herato1202.78)	314	ID=evm.model.Herato1202.78.2-E2;Parent=evm.model.Herato1202.78.2								
1169	Herato1301	5585202	5585907	+	0	NA	Intergenic	Intergenic	1363	ID=evm.model.Herato1301.199.1-E2;Parent=evm.model.Herato1301.199.1								
206	Herato0701	6905955	6906372	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.308-E8;Parent=evm.model.Herato0701.308)	-promoter-TSS (ID=evm.model.Herato0701.308-E8;Parent=evm.model.Herato0701.308)	-910	ID=evm.model.Herato0701.308-E8;Parent=evm.model.Herato0701.308								
118	Herato0101	9406057	9406370	+	0	NA	Intergenic	Intergenic	6198	ID=evm.model.Herato0101.284-E3;Parent=evm.model.Herato0101.284								
959	Herato1202	3267525	3268281	+	0	NA	Intergenic	Intergenic	18183	ID=evm.model.Herato1202.114-E2;Parent=evm.model.Herato1202.114								
1674	Herato1701	10633560	10634066	+	0	NA	Intergenic	Intergenic	2590	ID=evm.model.Herato1701.366-E3;Parent=evm.model.Herato1701.366								
358	Herato0801	3300358	3301216	+	0	NA	Intergenic	Intergenic	-22972	ID=evm.model.Herato0801.63-E1;Parent=evm.model.Herato0801.63								
331	Herato0101	11922951	11923261	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.379-E2;Parent=evm.model.Herato0101.379)	-promoter-TSS (ID=evm.model.Herato0101.379-E2;Parent=evm.model.Herato0101.379)	198	ID=evm.model.Herato0101.379-E1;Parent=evm.model.Herato0101.379								
1065	Herato1202	15602243	15602687	+	0	NA	Intergenic	Intergenic	-7597	ID=evm.model.Herato1202.604-E1;Parent=evm.model.Herato1202.604								
1659	Herato1701	9517329	9517621	+	0	NA	Intergenic	Intergenic	-1200	ID=evm.model.Herato1701.314-E2;Parent=evm.model.Herato1701.314								
737	Herato1007	2372538	2372920	+	0	NA	Intergenic	Intergenic	20890	ID=novel_model_133-E1;Parent=novel_model_133								
767	Herato1007	4950025	4950435	+	0	NA	Intergenic	Intergenic	3248	ID=evm.model.Herato1007.197-E14;Parent=evm.model.Herato1007.197								
2228	Herato2001	3239810	3240474	+	0	NA	Intergenic	Intergenic	-15619	ID=evm.model.Herato2001.91-E1;Parent=evm.model.Herato2001.91								
2070	Herato1904	4933560	4933815	+	0	NA	Intergenic	Intergenic	-13752	ID=evm.model.Herato1904.170-E6;Parent=evm.model.Herato1904.170								
2173	Herato1910	3190834	3191285	+	0	NA	Intergenic	Intergenic	-11489	ID=evm.model.Herato1910.158-E1;Parent=evm.model.Herato1910.158								
1020	Herato1202	11485004	11485535	+	0	NA	Intergenic	Intergenic	-10144	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
805	Herato1108	4726538	4727799	+	0	NA	Intergenic	Intergenic	-16362	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
84	Herato0606	4542547	4542896	+	0	NA	Intergenic	Intergenic	-1808	ID=evm.model.Herato0606.142-E1;Parent=evm.model.Herato0606.142								
437	Herato0101	13475569	13475752	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469)	-promoter-TSS (ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469)	-454	ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469								
194	Herato0701	4715232	4715417	+	0	NA	Intergenic	Intergenic	-8924	ID=evm.model.Herato0701.221_evm.model.Herato0701.222-E1;Parent=evm.model.Herato0701.221_evm.model.Herato0701.222								
1768	Herato1805	151466	152168	+	0	NA	Intergenic	Intergenic	4861	ID=evm.model.Herato1805.13-E3;Parent=evm.model.Herato1805.13								
220	Herato0701	8293385	8293757	+	0	NA	Intergenic	Intergenic	1272	ID=evm.model.Herato0701.366-E8;Parent=evm.model.Herato0701.366								
1312	Herato1301	21071812	21072405	+	0	NA	Intergenic	Intergenic	2715	ID=evm.model.Herato1301.721-E1;Parent=evm.model.Herato1301.721								
2395	Herato2101	2165280	2165524	+	0	NA	Intergenic	Intergenic	3961	ID=evm.model.Herato2101.72.1-E29;Parent=evm.model.Herato2101.72.1								
2365	Herato2001	13797205	13797710	+	0	NA	Intergenic	Intergenic	-3398	ID=evm.model.Herato2001.549-E2;Parent=evm.model.Herato2001.549								
1021	Herato1202	11498674	11499027	+	0	NA	Intergenic	Intergenic	-23725	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
1263	Herato1301	17192523	17192841	+	0	NA	Intergenic	Intergenic	-8869	ID=evm.model.Herato1301.612-E2;Parent=evm.model.Herato1301.612								
934	Herato1202	2089260	2089678	+	0	NA	Intergenic	Intergenic	-1121	ID=evm.model.Herato1202.72-E3;Parent=evm.model.Herato1202.72								
1989	Herato1901	1195671	1195985	+	0	NA	Intergenic	Intergenic	-17195	ID=evm.model.Herato1901.28-E1;Parent=evm.model.Herato1901.28								
948	Herato1202	2373581	2373760	+	0	NA	Intergenic	Intergenic	-8650	ID=evm.model.Herato1202.81-E1;Parent=evm.model.Herato1202.81								
2160	Herato1908	2169490	2170385	+	0	NA	TTS (ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74)	-TTS (ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74)	739	ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74								
572	Herato1001	3615844	3616348	+	0	NA	Intergenic	Intergenic	-22856	ID=evm.model.Herato1001.118-E2;Parent=evm.model.Herato1001.118								
2450	Herato0101	368349	369605	+	0	NA	Intergenic	Intergenic	19746	ID=evm.model.Herato0101.10-E1;Parent=evm.model.Herato0101.10								
1398	Herato1411	4844161	4844357	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.186-E1;Parent=evm.model.Herato1411.186)	-promoter-TSS (ID=evm.model.Herato1411.186-E1;Parent=evm.model.Herato1411.186)	-56	ID=evm.model.Herato1411.186-E1;Parent=evm.model.Herato1411.186								
226	Herato0701	8525472	8527230	+	0	NA	Intergenic	Intergenic	29514	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
527	Herato0901	9093386	9093939	+	0	NA	Intergenic	Intergenic	-23399	ID=evm.model.Herato0901.297-E2;Parent=evm.model.Herato0901.297								
1430	Herato1505	2304281	2304714	+	0	NA	Intergenic	Intergenic	1862	ID=evm.model.Herato1505.86-E14;Parent=evm.model.Herato1505.86								
1145	Herato1301	2855837	2856229	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.71.2-E1;Parent=evm.model.Herato1301.71.2)	-promoter-TSS (ID=evm.model.Herato1301.71.2-E1;Parent=evm.model.Herato1301.71.2)	-630	ID=evm.model.Herato1301.71.2-E1;Parent=evm.model.Herato1301.71.2								
1870	Herato1805	5921033	5921211	+	0	NA	Intergenic	Intergenic	19835	ID=evm.model.Herato1805.158-E5;Parent=evm.model.Herato1805.158								
2549	Herato0401	1642816	1643636	+	0	NA	Intergenic	Intergenic	8253	ID=evm.model.Herato0401.41-E7;Parent=evm.model.Herato0401.41								
1448	Herato1507	2844565	2844840	+	0	NA	TTS (ID=evm.model.Herato1507.94.4-E1;Parent=evm.model.Herato1507.94.4)	-TTS (ID=evm.model.Herato1507.94.4-E1;Parent=evm.model.Herato1507.94.4)	150	ID=evm.model.Herato1507.94.4-E1;Parent=evm.model.Herato1507.94.4								
2466	Herato0310	378600	379278	+	0	NA	Intergenic	Intergenic	-5821	ID=evm.model.Herato0310.9-E1;Parent=evm.model.Herato0310.9								
62	Herato0606	3097755	3098256	+	0	NA	Intergenic	Intergenic	4665	ID=evm.model.Herato0606.99-E6;Parent=evm.model.Herato0606.99								
833	Herato1108	8024170	8025226	+	0	NA	Intergenic	Intergenic	-6612	ID=evm.model.Herato1108.356-E1;Parent=evm.model.Herato1108.356								
1472	Herato1507	7581250	7581542	+	0	NA	TTS (ID=evm.model.Herato1507.265-E2;Parent=evm.model.Herato1507.265)	-TTS (ID=evm.model.Herato1507.265-E2;Parent=evm.model.Herato1507.265)	114	ID=evm.model.Herato1507.265-E2;Parent=evm.model.Herato1507.265								
1573	Herato0211	453040	453618	+	0	NA	promoter-TSS (ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21)	-promoter-TSS (ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21)	-85	ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21								
548	Herato0901	11877920	11878447	+	0	NA	Intergenic	Intergenic	-4320	ID=evm.model.Herato0901.366-E4;Parent=evm.model.Herato0901.366								
2020	Herato1904	1471782	1472320	+	0	NA	Intergenic	Intergenic	-8431	ID=evm.model.Herato1904.52-E2;Parent=evm.model.Herato1904.52								
2575	Herato0101	6212035	6212342	+	0	NA	Intergenic	Intergenic	-40033	ID=evm.model.Herato0101.179-E4;Parent=evm.model.Herato0101.179								
1110	Herato1202	19177638	19178844	+	0	NA	Intergenic	Intergenic	-4688	ID=evm.model.Herato1202.776-E2;Parent=evm.model.Herato1202.776								
2622	Herato0503	2969535	2970237	+	0	NA	Intergenic	Intergenic	-2091	ID=evm.model.Herato0503.113-E3;Parent=evm.model.Herato0503.113								
2204	Herato2001	1909241	1909651	+	0	NA	Intergenic	Intergenic	-2370	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
1999	Herato1901	3025237	3026141	+	0	NA	Intergenic	Intergenic	-4263	ID=evm.model.Herato1901.101-E1;Parent=evm.model.Herato1901.101								
1772	Herato1805	229622	229830	+	0	NA	Intergenic	Intergenic	2008	ID=evm.model.Herato1805.19_evm.model.Herato1805.20.1-E3;Parent=evm.model.Herato1805.19_evm.model.Herato1805.20.1								
418	Herato0101	13340363	13340793	+	0	NA	Intergenic	Intergenic	6813	ID=evm.model.Herato0101.460-E23;Parent=evm.model.Herato0101.460								
2324	Herato2001	10543584	10543755	+	0	NA	Intergenic	Intergenic	5258	ID=evm.model.Herato2001.414-E8;Parent=evm.model.Herato2001.414								
933	Herato1202	2053344	2053801	+	0	NA	Intergenic	Intergenic	9763	ID=evm.model.Herato1202.72-E2;Parent=evm.model.Herato1202.72								
783	Herato0101	17815489	17816273	+	0	NA	Intergenic	Intergenic	-1358	ID=evm.model.Herato0101.706-E2;Parent=evm.model.Herato0101.706								
2217	Herato2001	2404318	2404977	+	0	NA	Intergenic	Intergenic	3829	ID=evm.model.Herato2001.64.4-E10;Parent=evm.model.Herato2001.64.4								
1357	Herato1408	3447982	3448367	+	0	NA	Intergenic	Intergenic	-29497	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
2333	Herato2001	11534673	11535030	+	0	NA	Intergenic	Intergenic	-12768	ID=evm.model.Herato2001.440-E1;Parent=evm.model.Herato2001.440								
348	Herato0801	231077	231527	+	0	NA	Intergenic	Intergenic	53273	ID=evm.model.Herato0801.6-E2;Parent=evm.model.Herato0801.6								
1152	Herato1301	3435305	3435937	+	0	NA	Intergenic	Intergenic	-11865	ID=evm.model.Herato1301.96.2-E1;Parent=evm.model.Herato1301.96.2								
789	Herato1108	3787336	3787582	+	0	NA	Intergenic	Intergenic	-1660	ID=evm.model.Herato1108.145-E1;Parent=evm.model.Herato1108.145								
49	Herato0606	1614007	1614593	+	0	NA	Intergenic	Intergenic	-7589	ID=evm.model.Herato0606.52-E1;Parent=evm.model.Herato0606.52								
2046	Herato1904	3184217	3184609	+	0	NA	Intergenic	Intergenic	-3651	ID=evm.model.Herato1904.112.1-E3;Parent=evm.model.Herato1904.112.1								
2052	Herato1904	4169725	4169916	+	0	NA	Intergenic	Intergenic	-2877	ID=evm.model.Herato1904.144-E1;Parent=evm.model.Herato1904.144								
993	Herato1202	7520682	7521138	+	0	NA	Intergenic	Intergenic	4460	ID=evm.model.Herato1202.302-E1;Parent=evm.model.Herato1202.302								
627	Herato1003	5327322	5328484	+	0	NA	TTS (ID=evm.model.Herato1003.173-E6;Parent=evm.model.Herato1003.173)	-TTS (ID=evm.model.Herato1003.173-E6;Parent=evm.model.Herato1003.173)	-1037	ID=evm.model.Herato1003.173.1-E5;Parent=evm.model.Herato1003.173.1								
1090	Herato0101	20890078	20891005	+	0	NA	Intergenic	Intergenic	18679	ID=evm.model.Herato0101.802-E4;Parent=evm.model.Herato0101.802								
1308	Herato1301	20955234	20955520	+	0	NA	Intergenic	Intergenic	-13189	ID=evm.model.Herato1301.715-E1;Parent=evm.model.Herato1301.715								
2117	Herato1906	860582	862131	+	0	NA	Intergenic	Intergenic	-20683	ID=evm.model.Herato1906.27-E3;Parent=evm.model.Herato1906.27								
715	Herato1007	957003	957236	+	0	NA	Intergenic	Intergenic	-4424	ID=evm.model.Herato1007.40.1-E1;Parent=evm.model.Herato1007.40.1								
1934	Herato1807	2347619	2348043	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.46.2-E1;Parent=evm.model.Herato1807.46.2)	-promoter-TSS (ID=evm.model.Herato1807.46.2-E1;Parent=evm.model.Herato1807.46.2)	26	ID=evm.model.Herato1807.46.2-E1;Parent=evm.model.Herato1807.46.2								
2503	Herato0310	5216378	5216822	+	0	NA	Intergenic	Intergenic	9344	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
2201	Herato2001	1889972	1890576	+	0	NA	Intergenic	Intergenic	16802	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
1916	Herato1807	1237333	1237723	+	0	NA	Intergenic	Intergenic	29202	ID=evm.model.Herato1807.24-E3;Parent=evm.model.Herato1807.24								
23	Herato0601	1562558	1563021	+	0	NA	Intergenic	Intergenic	2962	ID=evm.model.Herato0601.20-E1;Parent=evm.model.Herato0601.20								
1722	Herato1801	1585940	1587193	+	0	NA	Intergenic	Intergenic	12753	ID=evm.model.Herato1801.77-E3;Parent=evm.model.Herato1801.77								
388	Herato0101	12763454	12763782	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433)	-promoter-TSS (ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433)	-248	ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433								
364	Herato0801	3899417	3899687	+	0	NA	Intergenic	Intergenic	3940	ID=evm.model.Herato0801.83-E2;Parent=evm.model.Herato0801.83								
1425	Herato1505	2177243	2177759	+	0	NA	Intergenic	Intergenic	-89660	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
950	Herato1202	2807279	2807877	+	0	NA	Intergenic	Intergenic	3259	ID=evm.model.Herato1202.95-E1;Parent=evm.model.Herato1202.95								
2680	Herato0503	8502163	8502351	+	0	NA	Intergenic	Intergenic	15395	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
1445	Herato1507	339173	340597	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.16-E3;Parent=evm.model.Herato1507.16)	-promoter-TSS (ID=evm.model.Herato1507.16-E3;Parent=evm.model.Herato1507.16)	-2	ID=evm.model.Herato1507.16-E3;Parent=evm.model.Herato1507.16								
1678	Herato1703	297777	298420	+	0	NA	Intergenic	Intergenic	22025	ID=evm.model.Herato1703.2.1-E8;Parent=evm.model.Herato1703.2.1								
1845	Herato1805	3740232	3741140	+	0	NA	Intergenic	Intergenic	-10600	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
1025	Herato1202	11576954	11577366	+	0	NA	Intergenic	Intergenic	8291	ID=evm.model.Herato1202.454-E3;Parent=evm.model.Herato1202.454								
1992	Herato1901	2312876	2313279	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.66-E5;Parent=evm.model.Herato1901.66)	-promoter-TSS (ID=evm.model.Herato1901.66-E5;Parent=evm.model.Herato1901.66)	-486	ID=evm.model.Herato1901.66-E5;Parent=evm.model.Herato1901.66								
2478	Herato0310	1953850	1954198	+	0	NA	Intergenic	Intergenic	10928	ID=evm.model.Herato0310.44.1-E17;Parent=evm.model.Herato0310.44.1								
1842	Herato1805	3613668	3614012	+	0	NA	Intergenic	Intergenic	40145	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
1466	Herato1507	6994863	6996087	+	0	NA	Intergenic	Intergenic	1853	ID=evm.model.Herato1507.248-E1;Parent=evm.model.Herato1507.248								
485	Herato0101	13962018	13962424	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.501-E1;Parent=evm.model.Herato0101.501)	-promoter-TSS (ID=evm.model.Herato0101.501-E1;Parent=evm.model.Herato0101.501)	-27	ID=evm.model.Herato0101.501-E1;Parent=evm.model.Herato0101.501								
2340	Herato2001	11917699	11918598	+	0	NA	Intergenic	Intergenic	1911	ID=evm.model.Herato2001.456.7-E2;Parent=evm.model.Herato2001.456.7								
2143	Herato1908	464642	465442	+	0	NA	Intergenic	Intergenic	2469	ID=evm.model.Herato1908.16-E1;Parent=evm.model.Herato1908.16								
778	Herato1108	2709390	2710168	+	0	NA	Intergenic	Intergenic	-4059	ID=evm.model.Herato1108.79.2-E1;Parent=evm.model.Herato1108.79.2								
720	Herato1007	1268998	1269166	+	0	NA	Intergenic	Intergenic	14131	ID=evm.model.Herato1007.47-E7;Parent=evm.model.Herato1007.47								
1270	Herato1301	18146924	18147491	+	0	NA	TTS (ID=evm.model.Herato1301.628-E2;Parent=evm.model.Herato1301.628)	-TTS (ID=evm.model.Herato1301.628-E2;Parent=evm.model.Herato1301.628)	988	ID=evm.model.Herato1301.628-E2;Parent=evm.model.Herato1301.628								
2449	Herato0301	3321518	3321930	+	0	NA	Intergenic	Intergenic	34716	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
460	Herato0901	1545195	1545531	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.58-E5;Parent=evm.model.Herato0901.58)	-promoter-TSS (ID=evm.model.Herato0901.58-E5;Parent=evm.model.Herato0901.58)	-660	ID=evm.model.Herato0901.58.1-E6;Parent=evm.model.Herato0901.58.1								
1645	Herato1701	8144778	8145247	+	0	NA	Intergenic	Intergenic	17080	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
324	Herato0701	16392682	16393196	+	0	NA	Intergenic	Intergenic	2357	ID=evm.model.Herato0701.700-E2;Parent=evm.model.Herato0701.700								
1389	Herato1411	2383447	2384482	+	0	NA	Intergenic	Intergenic	3339	ID=evm.model.Herato1411.79.1-E7;Parent=evm.model.Herato1411.79.1								
244	Herato0701	8882525	8882816	+	0	NA	Intergenic	Intergenic	-130367	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
637	Herato1003	6878802	6879344	+	0	NA	Intergenic	Intergenic	-18166	ID=evm.model.Herato1003.245-E1;Parent=evm.model.Herato1003.245								
2066	Herato1904	4821008	4821270	+	0	NA	Intergenic	Intergenic	16814	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
2679	Herato0503	8500040	8500270	+	0	NA	Intergenic	Intergenic	17497	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
752	Herato0101	17053886	17054462	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.659-E1;Parent=evm.model.Herato0101.659)	-promoter-TSS (ID=evm.model.Herato0101.659-E1;Parent=evm.model.Herato0101.659)	-104	ID=evm.model.Herato0101.659-E1;Parent=evm.model.Herato0101.659								
1232	Herato1301	14219849	14220780	+	0	NA	Intergenic	Intergenic	-60741	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
379	Herato0801	5782710	5783610	+	0	NA	Intergenic	Intergenic	1424	ID=evm.model.Herato0801.157-E8;Parent=evm.model.Herato0801.157								
1607	Herato1701	5562258	5563410	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148)	-promoter-TSS (ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148)	40	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
1386	Herato1411	1674653	1675286	+	0	NA	Intergenic	Intergenic	3645	ID=evm.model.Herato1411.46-E2;Parent=evm.model.Herato1411.46								
1536	Herato1605	56878	57565	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.3-E1;Parent=evm.model.Herato1605.3)	-promoter-TSS (ID=evm.model.Herato1605.3-E1;Parent=evm.model.Herato1605.3)	-104	ID=evm.model.Herato1605.3-E1;Parent=evm.model.Herato1605.3								
1639	Herato1701	8061959	8062604	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.246-E7;Parent=evm.model.Herato1701.246)	-promoter-TSS (ID=evm.model.Herato1701.246-E7;Parent=evm.model.Herato1701.246)	-231	ID=evm.model.Herato1701.246.2-E8;Parent=evm.model.Herato1701.246.2								
