PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1989	Herato0310	6108233	6108853	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.157-E2;Parent=evm.model.Herato0310.157)	-promoter-TSS (ID=evm.model.Herato0310.157-E2;Parent=evm.model.Herato0310.157)	346	ID=evm.model.Herato0310.157-E1;Parent=evm.model.Herato0310.157								
948	Herato1301	1962009	1963274	+	0	NA	Intergenic	Intergenic	-14489	ID=evm.model.Herato1301.52-E4;Parent=evm.model.Herato1301.52								
572	Herato1007	757664	757967	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.22-E1;Parent=evm.model.Herato1007.22)	-promoter-TSS (ID=evm.model.Herato1007.22-E1;Parent=evm.model.Herato1007.22)	-97	ID=evm.model.Herato1007.22-E1;Parent=evm.model.Herato1007.22								
1398	Herato1801	2805222	2805510	+	0	NA	Intergenic	Intergenic	-53201	ID=evm.model.Herato1801.98-E1;Parent=evm.model.Herato1801.98								
226	Herato0701	9106464	9107341	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.383-E4;Parent=evm.model.Herato0701.383)	-promoter-TSS (ID=evm.model.Herato0701.383-E4;Parent=evm.model.Herato0701.383)	-355	ID=evm.model.Herato0701.383.1-E4;Parent=evm.model.Herato0701.383.1								
527	Herato1005	954743	955762	+	0	NA	Intergenic	Intergenic	-3400	ID=evm.model.Herato1005.59.1-E2;Parent=evm.model.Herato1005.59.1								
1430	Herato1805	171975	172497	+	0	NA	Intergenic	Intergenic	-5989	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
1145	Herato1411	5309431	5309787	+	0	NA	Intergenic	Intergenic	-25615	ID=evm.model.Herato1411.194-E3;Parent=evm.model.Herato1411.194								
1870	Herato2101	4621402	4621696	+	0	NA	Intergenic	Intergenic	15649	ID=evm.model.Herato2101.150-E1;Parent=evm.model.Herato2101.150								
1448	Herato1805	2358849	2359164	+	0	NA	Intergenic	Intergenic	-48930	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
62	Herato0606	2468900	2469207	+	0	NA	Intergenic	Intergenic	30949	ID=evm.model.Herato0606.78.1-E6;Parent=evm.model.Herato0606.78.1								
833	Herato1202	11255952	11256263	+	0	NA	Intergenic	Intergenic	-6087	ID=evm.model.Herato1202.447.2-E2;Parent=evm.model.Herato1202.447.2								
1472	Herato1805	3067997	3069173	+	0	NA	Intergenic	Intergenic	-41955	ID=evm.model.Herato1805.88.1-E1;Parent=evm.model.Herato1805.88.1								
1573	Herato1807	2950574	2951456	+	0	NA	Intergenic	Intergenic	37042	ID=evm.model.Herato1807.60-E2;Parent=evm.model.Herato1807.60								
548	Herato1005	3554654	3555111	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.182-E7;Parent=evm.model.Herato1005.182)	-promoter-TSS (ID=evm.model.Herato1005.182-E7;Parent=evm.model.Herato1005.182)	-790	ID=evm.model.Herato1005.182.2-E4;Parent=evm.model.Herato1005.182.2								
2020	Herato0411	1290333	1290778	+	0	NA	Intergenic	Intergenic	-8534	ID=evm.model.Herato0411.29-E2;Parent=evm.model.Herato0411.29								
1110	Herato1408	3398560	3399499	+	0	NA	Intergenic	Intergenic	15401	ID=evm.model.Herato1408.117.2-E10;Parent=evm.model.Herato1408.117.2								
1999	Herato0310	10175881	10176314	+	0	NA	Intergenic	Intergenic	-2623	ID=evm.model.Herato0310.313.2-E2;Parent=evm.model.Herato0310.313.2								
1772	Herato2001	6475744	6476578	+	0	NA	Intergenic	Intergenic	11992	ID=evm.model.Herato2001.236-E5;Parent=evm.model.Herato2001.236								
418	Herato0901	3736828	3737730	+	0	NA	Intergenic	Intergenic	-3788	ID=evm.model.Herato0901.93-E3;Parent=evm.model.Herato0901.93								
933	Herato0101	21305228	21305944	+	0	NA	exon (ID=evm.model.Herato0101.826-E2;Parent=evm.model.Herato0101.826, exon 1 of 1)	-exon (ID=evm.model.Herato0101.826-E2;Parent=evm.model.Herato0101.826, exon 1 of 1)	363	ID=evm.model.Herato0101.826-E2;Parent=evm.model.Herato0101.826								
783	Herato1202	2995846	2996312	+	0	NA	Intergenic	Intergenic	-24260	ID=evm.model.Herato1202.102-E1;Parent=evm.model.Herato1202.102								
1357	Herato1701	10803604	10804328	+	0	NA	Intergenic	Intergenic	19104	ID=evm.model.Herato1701.379-E1;Parent=evm.model.Herato1701.379								
348	Herato0801	4814575	4815105	+	0	NA	Intergenic	Intergenic	1216	ID=evm.model.Herato0801.105.3-E4;Parent=evm.model.Herato0801.105.3								
1152	Herato1411	6692876	6693484	+	0	NA	Intergenic	Intergenic	14955	ID=evm.model.Herato1411.246.3-E2;Parent=evm.model.Herato1411.246.3								
789	Herato0101	19488229	19488667	+	0	NA	Intergenic	Intergenic	32271	ID=evm.model.Herato0101.765-E6;Parent=evm.model.Herato0101.765								
49	Herato0606	1561252	1562153	+	0	NA	Intergenic	Intergenic	-4407	ID=evm.model.Herato0606.50.2-E2;Parent=evm.model.Herato0606.50.2								
2046	Herato0419	1359157	1360165	+	0	NA	Intergenic	Intergenic	26089	ID=evm.model.Herato0419.51-E1;Parent=evm.model.Herato0419.51								
2052	Herato0501	388137	388585	+	0	NA	Intergenic	Intergenic	19692	ID=evm.model.Herato0501.16-E3;Parent=evm.model.Herato0501.16								
993	Herato1301	7546145	7546659	+	0	NA	Intergenic	Intergenic	-1037	ID=evm.model.Herato1301.300-E1;Parent=evm.model.Herato1301.300								
627	Herato1007	4893487	4894607	+	0	NA	Intergenic	Intergenic	3841	ID=evm.model.Herato1007.196-E1;Parent=evm.model.Herato1007.196								
1090	Herato1301	22823894	22824201	+	0	NA	Intergenic	Intergenic	18238	ID=evm.model.Herato1301.769-E9;Parent=evm.model.Herato1301.769								
1308	Herato1701	2871342	2871696	+	0	NA	Intergenic	Intergenic	9853	ID=evm.model.Herato1701.63-E16;Parent=evm.model.Herato1701.63								
2117	Herato0101	7918687	7919123	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.239-E14;Parent=evm.model.Herato0101.239)	-promoter-TSS (ID=evm.model.Herato0101.239-E14;Parent=evm.model.Herato0101.239)	-882	ID=evm.model.Herato0101.239-E14;Parent=evm.model.Herato0101.239								
715	Herato1108	10125998	10126378	+	0	NA	Intergenic	Intergenic	-28481	ID=evm.model.Herato1108.452-E1;Parent=evm.model.Herato1108.452								
1934	Herato0301	3341651	3341908	+	0	NA	Intergenic	Intergenic	14661	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
1916	Herato2101	14591884	14592371	+	0	NA	Intergenic	Intergenic	2096	ID=evm.model.Herato2101.473-E1;Parent=evm.model.Herato2101.473								
23	Herato0601	1556800	1556997	+	0	NA	Intergenic	Intergenic	-2929	ID=evm.model.Herato0601.20-E1;Parent=evm.model.Herato0601.20								
1722	Herato2001	1489254	1489769	+	0	NA	Intergenic	Intergenic	-2514	ID=evm.model.Herato2001.28.1-E4;Parent=evm.model.Herato2001.28.1								
388	Herato0821	2941603	2942740	+	0	NA	Intergenic	Intergenic	-8879	ID=evm.model.Herato0821.116-E2;Parent=evm.model.Herato0821.116								
364	Herato0101	13220304	13220969	+	0	NA	Intergenic	Intergenic	-5678	ID=evm.model.Herato0101.456-E5;Parent=evm.model.Herato0101.456								
1425	Herato1801	4772424	4772956	+	0	NA	Intergenic	Intergenic	-2187	ID=evm.model.Herato1801.164-E1;Parent=evm.model.Herato1801.164								
950	Herato1301	2181449	2181849	+	0	NA	Intergenic	Intergenic	-3396	ID=evm.model.Herato1301.55-E1;Parent=evm.model.Herato1301.55								
1445	Herato1805	2241756	2242481	+	0	NA	Intergenic	Intergenic	67958	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
1678	Herato1908	476905	477407	+	0	NA	exon (ID=evm.model.Herato1908.16-E2;Parent=evm.model.Herato1908.16, exon 1 of 1)	-exon (ID=evm.model.Herato1908.16-E2;Parent=evm.model.Herato1908.16, exon 1 of 1)	250	ID=evm.model.Herato1908.16-E2;Parent=evm.model.Herato1908.16								
1845	Herato2001	17360184	17360792	+	0	NA	Intergenic	Intergenic	-9248	ID=evm.model.Herato2001.667-E1;Parent=evm.model.Herato2001.667								
1025	Herato1301	14051115	14051373	+	0	NA	Intergenic	Intergenic	186253	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
1992	Herato0310	7428721	7430173	+	0	NA	Intergenic	Intergenic	14269	ID=evm.model.Herato0310.191-E2;Parent=evm.model.Herato0310.191								
1842	Herato2001	16840549	16841639	+	0	NA	Intergenic	Intergenic	-10281	ID=evm.model.Herato2001.651-E1;Parent=evm.model.Herato2001.651								
1466	Herato1805	2929536	2929864	+	0	NA	Intergenic	Intergenic	41447	ID=evm.model.Herato1805.88-E39;Parent=evm.model.Herato1805.88								
485	Herato1003	947451	947828	+	0	NA	Intergenic	Intergenic	1371	ID=evm.model.Herato1003.23-E1;Parent=evm.model.Herato1003.23								
778	Herato1202	2331700	2331895	+	0	NA	Intergenic	Intergenic	-1630	ID=evm.model.Herato1202.80-E1;Parent=evm.model.Herato1202.80								
720	Herato0101	18584832	18585047	+	0	NA	Intergenic	Intergenic	4074	ID=evm.model.Herato0101.740-E2;Parent=evm.model.Herato0101.740								
1270	Herato1603	3881387	3881788	+	0	NA	Intergenic	Intergenic	-1374	ID=evm.model.Herato1603.118-E2;Parent=evm.model.Herato1603.118								
460	Herato1001	844850	845395	+	0	NA	Intergenic	Intergenic	-4604	ID=evm.model.Herato1001.40-E1;Parent=evm.model.Herato1001.40								
1645	Herato1904	4818938	4819675	+	0	NA	Intergenic	Intergenic	18647	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
324	Herato0701	18544065	18545455	+	0	NA	Intergenic	Intergenic	-11417	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
1389	Herato1801	2105665	2106412	+	0	NA	Intergenic	Intergenic	12160	ID=evm.model.Herato1801.88-E3;Parent=evm.model.Herato1801.88								
244	Herato0701	11972885	11973941	+	0	NA	TTS (ID=evm.model.Herato0701.538-E8;Parent=evm.model.Herato0701.538)	-TTS (ID=evm.model.Herato0701.538-E8;Parent=evm.model.Herato0701.538)	553	ID=evm.model.Herato0701.538.1-E7;Parent=evm.model.Herato0701.538.1								
637	Herato1102	427420	427859	+	0	NA	Intergenic	Intergenic	5464	ID=evm.model.Herato1102.11-E7;Parent=evm.model.Herato1102.11								
2066	Herato0101	7303299	7304140	+	0	NA	Intergenic	Intergenic	-11752	ID=evm.model.Herato0101.227-E2;Parent=evm.model.Herato0101.227								
752	Herato0101	19057136	19057722	+	0	NA	TTS (ID=evm.model.Herato0101.756-E3;Parent=evm.model.Herato0101.756)	-TTS (ID=evm.model.Herato0101.756-E3;Parent=evm.model.Herato0101.756)	1083	ID=evm.model.Herato0101.756-E3;Parent=evm.model.Herato0101.756								
1232	Herato1601	4941781	4943112	+	0	NA	Intergenic	Intergenic	19350	ID=evm.model.Herato1601.101-E2;Parent=evm.model.Herato1601.101								
379	Herato0821	2167399	2168823	+	0	NA	Intergenic	Intergenic	-1968	ID=evm.model.Herato0821.84-E4;Parent=evm.model.Herato0821.84								
1607	Herato1901	3130987	3131768	+	0	NA	Intergenic	Intergenic	-12206	ID=evm.model.Herato1901.105-E3;Parent=evm.model.Herato1901.105								
1386	Herato1708	2481832	2482258	+	0	NA	TTS (ID=evm.model.Herato1708.151-E1;Parent=evm.model.Herato1708.151)	-TTS (ID=evm.model.Herato1708.151-E1;Parent=evm.model.Herato1708.151)	2557	ID=evm.model.Herato1708.151-E1;Parent=evm.model.Herato1708.151								
1536	Herato1807	637564	637740	+	0	NA	Intergenic	Intergenic	-6060	ID=evm.model.Herato1807.12-E5;Parent=evm.model.Herato1807.12								
1639	Herato1904	3356007	3356804	+	0	NA	Intergenic	Intergenic	-52307	ID=evm.model.Herato1904.118-E1;Parent=evm.model.Herato1904.118								
1035	Herato1301	14604366	14604892	+	0	NA	Intergenic	Intergenic	-14568	ID=evm.model.Herato1301.553-E1;Parent=evm.model.Herato1301.553								
452	Herato0901	11792996	11793697	+	0	NA	Intergenic	Intergenic	-1006	ID=evm.model.Herato0901.358-E2;Parent=evm.model.Herato0901.358								
579	Herato1007	1043179	1043658	+	0	NA	Intergenic	Intergenic	-3631	ID=evm.model.Herato1007.41-E2;Parent=evm.model.Herato1007.41								
295	Herato0701	16324581	16325658	+	0	NA	Intergenic	Intergenic	-64900	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
1894	Herato2101	8983971	8985195	+	0	NA	Intergenic	Intergenic	-72576	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
535	Herato1005	1607045	1607709	+	0	NA	TTS (ID=evm.model.Herato1005.221-E1;Parent=evm.model.Herato1005.221)	-TTS (ID=evm.model.Herato1005.221-E1;Parent=evm.model.Herato1005.221)	110	ID=evm.model.Herato1005.221-E2;Parent=evm.model.Herato1005.221								
1618	Herato1904	1175936	1177562	+	0	NA	Intergenic	Intergenic	6107	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
77	Herato0606	3215823	3216418	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.101-E5;Parent=evm.model.Herato0606.101)	-promoter-TSS (ID=evm.model.Herato0606.101-E5;Parent=evm.model.Herato0606.101)	-254	ID=evm.model.Herato0606.101-E5;Parent=evm.model.Herato0606.101								
683	Herato1108	6196873	6197650	+	0	NA	Intergenic	Intergenic	-1054	ID=evm.model.Herato1108.263-E2;Parent=evm.model.Herato1108.263								
541	Herato1005	2384378	2384983	+	0	NA	Intergenic	Intergenic	-7302	ID=evm.model.Herato1005.116-E1;Parent=evm.model.Herato1005.116								
1215	Herato1507	7924664	7925445	+	0	NA	Intergenic	Intergenic	-5348	ID=evm.model.Herato1507.277_evm.model.Herato1507.278-E26;Parent=evm.model.Herato1507.277_evm.model.Herato1507.278								
1712	Herato2001	489981	491324	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.13-E2;Parent=evm.model.Herato2001.13)	-promoter-TSS (ID=evm.model.Herato2001.13-E2;Parent=evm.model.Herato2001.13)	92	ID=evm.model.Herato2001.13-E2;Parent=evm.model.Herato2001.13								
765	Herato1202	1762967	1763244	+	0	NA	Intergenic	Intergenic	2796	ID=evm.model.Herato1202.63.3-E4;Parent=evm.model.Herato1202.63.3								
897	Herato1202	17406699	17406957	+	0	NA	Intergenic	Intergenic	-47975	ID=evm.model.Herato1202.710-E1;Parent=evm.model.Herato1202.710								
312	Herato0701	17942077	17942522	+	0	NA	Intergenic	Intergenic	27930	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
1628	Herato1904	2665822	2666304	+	0	NA	Intergenic	Intergenic	-55316	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
1002	Herato0101	22228877	22229449	+	0	NA	Intergenic	Intergenic	-14713	ID=evm.model.Herato0101.851-E1;Parent=evm.model.Herato0101.851								
237	Herato0701	10226425	10227041	+	0	NA	Intergenic	Intergenic	-1327	ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419								
370	Herato0821	921061	921503	+	0	NA	Intergenic	Intergenic	2434	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
567	Herato1007	403201	404060	+	0	NA	TTS (ID=evm.model.Herato1007.7-E4;Parent=evm.model.Herato1007.7)	-TTS (ID=evm.model.Herato1007.7-E4;Parent=evm.model.Herato1007.7)	1446	ID=evm.model.Herato1007.7-E4;Parent=evm.model.Herato1007.7								
416	Herato0901	3694322	3694735	+	0	NA	Intergenic	Intergenic	11647	ID=evm.model.Herato0901.93-E4;Parent=evm.model.Herato0901.93								
914	Herato1202	19497587	19498494	+	0	NA	Intergenic	Intergenic	16023	ID=evm.model.Herato1202.790-E1;Parent=evm.model.Herato1202.790								
380	Herato0821	2182954	2183488	+	0	NA	Intergenic	Intergenic	13142	ID=evm.model.Herato0821.84.1-E4;Parent=evm.model.Herato0821.84.1								
100	Herato0606	5462996	5463513	+	0	NA	TTS (ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1)	-TTS (ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1)	262	ID=evm.model.Herato0606.182.2-E3;Parent=evm.model.Herato0606.182.2								
965	Herato1301	3479424	3480112	+	0	NA	Intergenic	Intergenic	23339	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
300	Herato0701	16492045	16492418	+	0	NA	Intergenic	Intergenic	-13048	ID=evm.model.Herato0701.702-E1;Parent=evm.model.Herato0701.702								
1279	Herato1605	1165986	1167199	+	0	NA	Intergenic	Intergenic	-4297	ID=evm.model.Herato1605.38-E1;Parent=evm.model.Herato1605.38								
1439	Herato1805	1983679	1984558	+	0	NA	Intergenic	Intergenic	18344	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
2079	Herato0503	4060821	4062407	+	0	NA	Intergenic	Intergenic	2762	ID=evm.model.Herato0503.128.3-E10;Parent=evm.model.Herato0503.128.3								
286	Herato0701	16201880	16202583	+	0	NA	Intergenic	Intergenic	9342	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
1395	Herato1801	2743070	2743497	+	0	NA	Intergenic	Intergenic	-1137	ID=evm.model.Herato1801.97-E3;Parent=evm.model.Herato1801.97								
1075	Herato1301	20202730	20203734	+	0	NA	Intergenic	Intergenic	3963	ID=evm.model.Herato1301.690-E4;Parent=evm.model.Herato1301.690								
800	Herato1202	4393461	4393920	+	0	NA	Intergenic	Intergenic	22253	ID=evm.model.Herato1202.156-E1;Parent=evm.model.Herato1202.156								
1365	Herato1703	1045207	1046467	+	0	NA	Intergenic	Intergenic	-2216	ID=evm.model.Herato1703.47-E1;Parent=evm.model.Herato1703.47								
1407	Herato1801	3626693	3626931	+	0	NA	Intergenic	Intergenic	43874	ID=evm.model.Herato1801.131-E9;Parent=evm.model.Herato1801.131								
496	Herato1003	5441472	5441849	+	0	NA	Intergenic	Intergenic	-20770	ID=evm.model.Herato1003.175-E1;Parent=evm.model.Herato1003.175								
605	Herato1007	2848306	2849098	+	0	NA	TTS (ID=evm.model.Herato1007.102-E4;Parent=evm.model.Herato1007.102)	-TTS (ID=evm.model.Herato1007.102-E4;Parent=evm.model.Herato1007.102)	1047	ID=evm.model.Herato1007.102-E4;Parent=evm.model.Herato1007.102								
1779	Herato2001	7257976	7258478	+	0	NA	Intergenic	Intergenic	-3658	ID=evm.model.Herato2001.278.1-E1;Parent=evm.model.Herato2001.278.1								
1568	Herato1807	2594848	2595350	+	0	NA	Intergenic	Intergenic	-16394	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
607	Herato1007	2885176	2886553	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.105-E12;Parent=evm.model.Herato1007.105)	-promoter-TSS (ID=evm.model.Herato1007.105-E12;Parent=evm.model.Herato1007.105)	-224	ID=evm.model.Herato1007.105-E12;Parent=evm.model.Herato1007.105								
1807	Herato2001	11506816	11507138	+	0	NA	Intergenic	Intergenic	-4595	ID=evm.model.Herato2001.440.6.8-E2;Parent=evm.model.Herato2001.440.6.8								
1699	Herato1910	3384674	3385176	+	0	NA	Intergenic	Intergenic	-39361	ID=evm.model.Herato1910.159.2-E1;Parent=evm.model.Herato1910.159.2								
42	Herato0101	8750376	8750964	+	0	NA	Intergenic	Intergenic	-7948	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
759	Herato1202	819354	820027	+	0	NA	Intergenic	Intergenic	-9505	ID=evm.model.Herato1202.38-E1;Parent=evm.model.Herato1202.38								
1228	Herato1601	4636659	4636967	+	0	NA	Intergenic	Intergenic	44576	ID=evm.model.Herato1601.97-E6;Parent=evm.model.Herato1601.97								
235	Herato0701	9777493	9777881	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.401-E4;Parent=evm.model.Herato0701.401)	-promoter-TSS (ID=evm.model.Herato0701.401-E4;Parent=evm.model.Herato0701.401)	-539	ID=evm.model.Herato0701.401.1-E3;Parent=evm.model.Herato0701.401.1								
1073	Herato1301	20000840	20001155	+	0	NA	Intergenic	Intergenic	12084	ID=evm.model.Herato1301.678-E1;Parent=evm.model.Herato1301.678								
1931	Herato0301	3276571	3277109	+	0	NA	Intergenic	Intergenic	-2992	ID=evm.model.Herato0301.87-E1;Parent=evm.model.Herato0301.87								
694	Herato1108	7671616	7671799	+	0	NA	Intergenic	Intergenic	4308	ID=evm.model.Herato1108.341.2-E1;Parent=evm.model.Herato1108.341.2								
816	Herato0101	19931440	19931699	+	0	NA	Intergenic	Intergenic	17669	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
1103	Herato1408	1827572	1828352	+	0	NA	TTS (ID=evm.model.Herato1408.58-E1;Parent=evm.model.Herato1408.58)	-TTS (ID=evm.model.Herato1408.58-E1;Parent=evm.model.Herato1408.58)	1154	ID=evm.model.Herato1408.58.1-E1;Parent=evm.model.Herato1408.58.1								
296	Herato0701	16327649	16327943	+	0	NA	Intergenic	Intergenic	-62223	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
265	Herato0701	14436323	14436844	+	0	NA	Intergenic	Intergenic	5045	ID=evm.model.Herato0701.662-E3;Parent=evm.model.Herato0701.662								
1062	Herato1301	19286112	19286752	+	0	NA	Intergenic	Intergenic	11374	ID=evm.model.Herato1301.671.1-E3;Parent=evm.model.Herato1301.671.1								
171	Herato0701	2533299	2535052	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.148-E2;Parent=evm.model.Herato0701.148)	-promoter-TSS (ID=evm.model.Herato0701.148-E2;Parent=evm.model.Herato0701.148)	69	ID=evm.model.Herato0701.148.2-E2;Parent=evm.model.Herato0701.148.2								
1700	Herato1910	3413249	3413724	+	0	NA	Intergenic	Intergenic	-10800	ID=evm.model.Herato1910.159.2-E1;Parent=evm.model.Herato1910.159.2								
445	Herato0101	14542353	14543483	+	0	NA	Intergenic	Intergenic	4405	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
1339	Herato1701	7806092	7806637	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.230-E11;Parent=evm.model.Herato1701.230)	-promoter-TSS (ID=evm.model.Herato1701.230-E11;Parent=evm.model.Herato1701.230)	-844	ID=evm.model.Herato1701.230.2-E9;Parent=evm.model.Herato1701.230.2								
2012	Herato0405	1427775	1428563	+	0	NA	Intergenic	Intergenic	2012	ID=evm.model.Herato0405.47.2-E5;Parent=evm.model.Herato0405.47.2								
582	Herato1007	1151572	1152841	+	0	NA	TTS (ID=evm.model.Herato1007.45-E2;Parent=evm.model.Herato1007.45)	-TTS (ID=evm.model.Herato1007.45-E2;Parent=evm.model.Herato1007.45)	628	ID=evm.model.Herato1007.45-E2;Parent=evm.model.Herato1007.45								
1884	Herato2101	7415518	7416222	+	0	NA	Intergenic	Intergenic	9603	ID=evm.model.Herato2101.265-E1;Parent=evm.model.Herato2101.265								
2120	Herato0508	243431	243747	+	0	NA	Intergenic	Intergenic	-14963	ID=evm.model.Herato0508.4-E1;Parent=evm.model.Herato0508.4								
1858	Herato2101	2114319	2114626	+	0	NA	Intergenic	Intergenic	-12172	ID=evm.model.Herato2101.71-E2;Parent=evm.model.Herato2101.71								
557	Herato1005	4551624	4551987	+	0	NA	Intergenic	Intergenic	-2535	ID=evm.model.Herato1005.219.1-E1;Parent=evm.model.Herato1005.219.1								
718	Herato0101	18541338	18541894	+	0	NA	exon (ID=evm.model.Herato0101.738-E5;Parent=evm.model.Herato0101.738, exon 1 of 1)	-exon (ID=evm.model.Herato0101.738-E5;Parent=evm.model.Herato0101.738, exon 1 of 1)	1370	ID=evm.model.Herato0101.738-E5;Parent=evm.model.Herato0101.738								
1581	Herato1807	3347009	3347484	+	0	NA	Intergenic	Intergenic	7029	ID=evm.model.Herato1807.65-E1;Parent=evm.model.Herato1807.65								
1507	Herato1805	5874921	5875726	+	0	NA	Intergenic	Intergenic	-17367	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
1604	Herato1901	3080440	3080709	+	0	NA	Intergenic	Intergenic	4103	ID=evm.model.Herato1901.104-E4;Parent=evm.model.Herato1901.104								
441	Herato0101	14461252	14462051	+	0	NA	Intergenic	Intergenic	-76755	ID=evm.model.Herato0101.514-E1;Parent=evm.model.Herato0101.514								
868	Herato0101	2023661	2024368	+	0	NA	Intergenic	Intergenic	-12671	ID=evm.model.Herato0101.51_evm.model.Herato0101.50-E3;Parent=evm.model.Herato0101.51_evm.model.Herato0101.50								
672	Herato0101	18017331	18017843	+	0	NA	Intergenic	Intergenic	14070	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
1140	Herato1411	4175286	4175791	+	0	NA	Intergenic	Intergenic	9184	ID=evm.model.Herato1411.164-E18;Parent=evm.model.Herato1411.164								
983	Herato1301	6688020	6688537	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.247-E6;Parent=evm.model.Herato1301.247)	-promoter-TSS (ID=evm.model.Herato1301.247-E6;Parent=evm.model.Herato1301.247)	-87	ID=evm.model.Herato1301.247-E6;Parent=evm.model.Herato1301.247								
275	Herato0701	14634148	14635182	+	0	NA	Intergenic	Intergenic	-17227	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
2035	Herato0411	4443580	4444114	+	0	NA	Intergenic	Intergenic	-1882	ID=evm.model.Herato0411.101-E2;Parent=evm.model.Herato0411.101								
197	Herato0701	4237951	4238480	+	0	NA	Intergenic	Intergenic	-2675	ID=evm.model.Herato0701.199-E1;Parent=evm.model.Herato0701.199								
1731	Herato2001	1852640	1853222	+	0	NA	Intergenic	Intergenic	-23398	ID=evm.model.Herato2001.37-E2;Parent=evm.model.Herato2001.37								
853	Herato1202	13203097	13203502	+	0	NA	Intergenic	Intergenic	12595	ID=evm.model.Herato1202.497.1-E4;Parent=evm.model.Herato1202.497.1								
751	Herato0101	19036269	19037340	+	0	NA	Intergenic	Intergenic	-3406	ID=evm.model.Herato0101.756-E4;Parent=evm.model.Herato0101.756								
1500	Herato1805	5748644	5748996	+	0	NA	Intergenic	Intergenic	31426	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
1746	Herato2001	2676607	2676955	+	0	NA	Intergenic	Intergenic	-3149	ID=evm.model.Herato2001.82-E2;Parent=evm.model.Herato2001.82								
1980	Herato0310	5284189	5284439	+	0	NA	Intergenic	Intergenic	77058	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
1295	Herato1605	3956215	3956627	+	0	NA	Intergenic	Intergenic	15229	ID=evm.model.Herato1605.120-E5;Parent=evm.model.Herato1605.120								
677	Herato1108	5391374	5392247	+	0	NA	Intergenic	Intergenic	-1944	ID=evm.model.Herato1108.235.1-E2;Parent=evm.model.Herato1108.235.1								
1111	Herato1408	3427122	3427563	+	0	NA	Intergenic	Intergenic	43714	ID=evm.model.Herato1408.117.2-E10;Parent=evm.model.Herato1408.117.2								
