PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2480	Hmel219002	62991	64156	+	0	NA	promoter-TSS (ID=HMEL003232g1.t1-E2;Parent=HMEL003232g1.t1)	-promoter-TSS (ID=HMEL003232g1.t1-E2;Parent=HMEL003232g1.t1)	328	ID=HMEL003232g1.t1-E1;Parent=HMEL003232g1.t1								
2300	Hmel217018	951856	952378	+	0	NA	TTS (ID=HMEL020321g1.t1-E4;Parent=HMEL020321g1.t1)	-TTS (ID=HMEL020321g1.t1-E4;Parent=HMEL020321g1.t1)	124	ID=HMEL020321g1.t1-E4;Parent=HMEL020321g1.t1								
799	Hmel207002	4942754	4942902	+	0	NA	Intergenic	Intergenic	38112	ID=HMEL037464g1.t1-E3;Parent=HMEL037464g1.t1								
1170	Hmel210004	5367925	5368162	+	0	NA	Intergenic	Intergenic	-2356	ID=HMEL010898g1.t1-E2;Parent=HMEL010898g1.t1								
925	Hmel208003	103685	103898	+	0	NA	Intergenic	Intergenic	-7515	ID=HMEL037802g1.t1-E1;Parent=HMEL037802g1.t1								
1896	Hmel214020	46741	47155	+	0	NA	Intergenic	Intergenic	-11703	ID=HMEL032474g1.t1-E1;Parent=HMEL032474g1.t1								
390	Hmel204001	31758	33313	+	0	NA	TTS (ID=HMEL036293g1.t1-E2;Parent=HMEL036293g1.t1)	-TTS (ID=HMEL036293g1.t1-E2;Parent=HMEL036293g1.t1)	406	ID=HMEL036293g1.t1-E2;Parent=HMEL036293g1.t1								
2368	Hmel218005	545477	545735	+	0	NA	Intergenic	Intergenic	3121	ID=HMEL034259g1.t1-E2;Parent=HMEL034259g1.t1								
1042	Hmel209006	471057	471840	+	0	NA	Intergenic	Intergenic	14829	ID=HMEL030350g1.t1-E2;Parent=HMEL030350g1.t1								
1515	Hmel212004	313869	314224	+	0	NA	TTS (ID=HMEL018015g1.t1-E1;Parent=HMEL018015g1.t1)	-TTS (ID=HMEL018015g1.t1-E1;Parent=HMEL018015g1.t1)	-1931	ID=HMEL018014g1.t1-E1;Parent=HMEL018014g1.t1								
1686	Hmel213020	928357	928687	+	0	NA	Intergenic	Intergenic	-8334	ID=HMEL002520g1.t1-E1;Parent=HMEL002520g1.t1								
38	Hmel201007	578265	578438	+	0	NA	Intergenic	Intergenic	-13469	ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1								
1955	Hmel215006	633726	634507	+	0	NA	Intergenic	Intergenic	-2110	ID=HMEL032668g1.t1-E1;Parent=HMEL032668g1.t1								
196	Hmel202006	771688	772472	+	0	NA	promoter-TSS (ID=HMEL033264g1.t1-E1;Parent=HMEL033264g1.t1)	-promoter-TSS (ID=HMEL033264g1.t1-E1;Parent=HMEL033264g1.t1)	-294	ID=HMEL033264g1.t1-E1;Parent=HMEL033264g1.t1								
945	Hmel208014	61262	61569	+	0	NA	Intergenic	Intergenic	7645	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
1169	Hmel210004	5147221	5147474	+	0	NA	Intergenic	Intergenic	-23785	ID=HMEL005987g1.t1-E1;Parent=HMEL005987g1.t1								
2784	Hmel220022	712867	713359	+	0	NA	Intergenic	Intergenic	-4083	ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1								
206	Hmel202006	1597323	1597585	+	0	NA	promoter-TSS (ID=HMEL033287g1.t1-E6;Parent=HMEL033287g1.t1)	-promoter-TSS (ID=HMEL033287g1.t1-E6;Parent=HMEL033287g1.t1)	35	ID=HMEL033287g1.t1-E6;Parent=HMEL033287g1.t1								
118	Hmel201011	1631285	1631535	+	0	NA	promoter-TSS (ID=HMEL033052g1.t1-E1;Parent=HMEL033052g1.t1)	-promoter-TSS (ID=HMEL033052g1.t1-E1;Parent=HMEL033052g1.t1)	88	ID=HMEL033052g1.t1-E1;Parent=HMEL033052g1.t1								
959	Hmel208019	195768	196731	+	0	NA	Intergenic	Intergenic	-8982	ID=HMEL005626g1.t1-E1;Parent=HMEL005626g1.t1								
1674	Hmel213020	163766	163962	+	0	NA	promoter-TSS (ID=HMEL031875g1.t1-E1;Parent=HMEL031875g1.t1)	-promoter-TSS (ID=HMEL031875g1.t1-E1;Parent=HMEL031875g1.t1)	-908	ID=HMEL031875g1.t1-E1;Parent=HMEL031875g1.t1								
358	Hmel203067	460522	461169	+	0	NA	Intergenic	Intergenic	5563	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
331	Hmel203045	503625	503861	+	0	NA	Intergenic	Intergenic	-16085	ID=HMEL002459g1.t1-E1;Parent=HMEL002459g1.t1								
1065	Hmel209007	709362	709530	+	0	NA	Intergenic	Intergenic	-1520	ID=HMEL009498g2.t1-E1;Parent=HMEL009498g2.t1								
1659	Hmel213013	101325	101519	+	0	NA	Intergenic	Intergenic	2008	ID=HMEL031837g1.t1-E2;Parent=HMEL031837g1.t1								
2746	Hmel220009	233281	233667	+	0	NA	Intergenic	Intergenic	-2459	ID=HMEL005832g1.t1-E1;Parent=HMEL005832g1.t1								
737	Hmel206012	928160	928526	+	0	NA	Intergenic	Intergenic	1792	ID=HMEL037123g1.t1-E8;Parent=HMEL037123g1.t1								
767	Hmel207002	1436499	1436993	+	0	NA	Intergenic	Intergenic	-1564	ID=HMEL011228g1.t1-E1;Parent=HMEL011228g1.t1								
2228	Hmel217001	2759643	2759917	+	0	NA	promoter-TSS (ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1)	-promoter-TSS (ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1)	-934	ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1								
2070	Hmel216006	27141	27441	+	0	NA	Intergenic	Intergenic	-7961	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
2173	Hmel216013	504322	505005	+	0	NA	Intergenic	Intergenic	-2549	ID=HMEL011701g3.t1-E1;Parent=HMEL011701g3.t1								
1020	Hmel209001	1086419	1086891	+	0	NA	Intergenic	Intergenic	-3848	ID=HMEL007018g1.t3-E3;Parent=HMEL007018g1.t3								
805	Hmel207002	6078376	6079078	+	0	NA	Intergenic	Intergenic	-28096	ID=HMEL017796g2.t1-E1;Parent=HMEL017796g2.t1								
84	Hmel201009	2550574	2550737	+	0	NA	TTS (ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1)	-TTS (ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1)	903	ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1								
437	Hmel204013	1238741	1239485	+	0	NA	Intergenic	Intergenic	4127	ID=HMEL036411g1.t1-E2;Parent=HMEL036411g1.t1								
194	Hmel202006	619130	619787	+	0	NA	Intergenic	Intergenic	-1039	ID=HMEL010201g1.t1-E2;Parent=HMEL010201g1.t1								
2749	Hmel220009	507726	507931	+	0	NA	Intergenic	Intergenic	24800	ID=HMEL035260g1.t1-E1;Parent=HMEL035260g1.t1								
1768	Hmel213049	172159	173149	+	0	NA	promoter-TSS (ID=HMEL032061g1.t1-E1;Parent=HMEL032061g1.t1)	-promoter-TSS (ID=HMEL032061g1.t1-E1;Parent=HMEL032061g1.t1)	-336	ID=HMEL032061g1.t1-E1;Parent=HMEL032061g1.t1								
220	Hmel202006	2975766	2976661	+	0	NA	TTS (ID=HMEL011074g1.t1-E1;Parent=HMEL011074g1.t1)	-TTS (ID=HMEL011074g1.t1-E1;Parent=HMEL011074g1.t1)	197	ID=HMEL011074g1.t1-E1;Parent=HMEL011074g1.t1								
1312	Hmel211001	53886	55276	+	0	NA	Intergenic	Intergenic	-14240	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
2395	Hmel218014	151318	151735	+	0	NA	Intergenic	Intergenic	-30101	ID=HMEL034342g1.t1-E1;Parent=HMEL034342g1.t1								
2365	Hmel218005	447690	448201	+	0	NA	Intergenic	Intergenic	-4168	ID=HMEL014928g1.t1-E2;Parent=HMEL014928g1.t1								
1021	Hmel209001	1103856	1104444	+	0	NA	Intergenic	Intergenic	5413	ID=HMEL007018g1.t2-E1;Parent=HMEL007018g1.t2								
1263	Hmel210011	3029610	3030342	+	0	NA	promoter-TSS (ID=HMEL015960g1.t1-E1;Parent=HMEL015960g1.t1)	-promoter-TSS (ID=HMEL015960g1.t1-E1;Parent=HMEL015960g1.t1)	271	ID=HMEL030885g1.t1-E1;Parent=HMEL030885g1.t1								
934	Hmel208013	144303	144690	+	0	NA	Intergenic	Intergenic	-1086	ID=HMEL010925g1.t2-E1;Parent=HMEL010925g1.t2								
1989	Hmel215034	205581	206089	+	0	NA	Intergenic	Intergenic	-43467	ID=HMEL022129g1.t1-E1;Parent=HMEL022129g1.t1								
948	Hmel208017	70444	70785	+	0	NA	promoter-TSS (ID=HMEL037876g1.t1-E4;Parent=HMEL037876g1.t1)	-promoter-TSS (ID=HMEL037876g1.t1-E4;Parent=HMEL037876g1.t1)	190	ID=HMEL037876g1.t1-E3;Parent=HMEL037876g1.t1								
2160	Hmel216012	159551	160050	+	0	NA	Intergenic	Intergenic	-17244	ID=HMEL011490g1.t1-E1;Parent=HMEL011490g1.t1								
572	Hmel205015	148120	148666	+	0	NA	Intergenic	Intergenic	-1801	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
2450	Hmel218018	7208101	7208515	+	0	NA	Intergenic	Intergenic	-6170	ID=HMEL034476g1.t1-E1;Parent=HMEL034476g1.t1								
1398	Hmel211009	453346	453952	+	0	NA	Intergenic	Intergenic	3028	ID=HMEL006554g1.t1-E1;Parent=HMEL006554g1.t1								
226	Hmel202006	2108655	2108941	+	0	NA	Intergenic	Intergenic	2177	ID=HMEL014362g2.t1-E3;Parent=HMEL014362g2.t1								
527	Hmel205012	608044	608256	+	0	NA	Intergenic	Intergenic	-1494	ID=HMEL007208g1.t1-E2;Parent=HMEL007208g1.t1								
1430	Hmel211016	208326	208478	+	0	NA	Intergenic	Intergenic	-6053	ID=HMEL008650g1.t1-E2;Parent=HMEL008650g1.t1								
1145	Hmel210004	1055326	1055909	+	0	NA	Intergenic	Intergenic	3814	ID=HMEL011109g1.t1-E10;Parent=HMEL011109g1.t1								
1870	Hmel214008	1998426	1998902	+	0	NA	Intergenic	Intergenic	6077	ID=HMEL022515-RA-E1;Parent=HMEL022515-RA								
2549	Hmel219003	5616697	5616954	+	0	NA	Intergenic	Intergenic	-15102	ID=HMEL016876g1.t1-E1;Parent=HMEL016876g1.t1								
1448	Hmel212001	1032056	1032399	+	0	NA	Intergenic	Intergenic	16605	ID=HMEL010993g1.t1-E2;Parent=HMEL010993g1.t1								
2466	Hmel218018	8247075	8247296	+	0	NA	Intergenic	Intergenic	-11043	ID=HMEL009223g1.t1-E1;Parent=HMEL009223g1.t1								
62	Hmel201009	232332	234222	+	0	NA	Intergenic	Intergenic	-5006	ID=HMEL030122g1.t1-E1;Parent=HMEL030122g1.t1								
833	Hmel207008	889808	890428	+	0	NA	Intergenic	Intergenic	2981	ID=HMEL017907g1.t1-E9;Parent=HMEL017907g1.t1								
2743	Hmel220009	8038	8942	+	0	NA	TTS (ID=HMEL002238g3.t1-E5;Parent=HMEL002238g3.t1)	-TTS (ID=HMEL002238g3.t1-E5;Parent=HMEL002238g3.t1)	169	ID=HMEL002238g3.t1-E6;Parent=HMEL002238g3.t1								
1472	Hmel212001	2780152	2780363	+	0	NA	promoter-TSS (ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1)	-promoter-TSS (ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1)	-225	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
1573	Hmel212013	1217766	1219442	+	0	NA	Intergenic	Intergenic	-4006	ID=HMEL031668g1.t1-E1;Parent=HMEL031668g1.t1								
548	Hmel205012	1320291	1320564	+	0	NA	Intergenic	Intergenic	-2665	ID=HMEL036674g1.t1-E1;Parent=HMEL036674g1.t1								
2020	Hmel215047	855422	855574	+	0	NA	promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-735	ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1								
2575	Hmel219009	218994	219540	+	0	NA	promoter-TSS (ID=HMEL034740g1.t1-E7;Parent=HMEL034740g1.t1)	-promoter-TSS (ID=HMEL034740g1.t1-E7;Parent=HMEL034740g1.t1)	317	ID=HMEL034740g1.t2-E6;Parent=HMEL034740g1.t2								
1110	Hmel209007	4255705	4255950	+	0	NA	Intergenic	Intergenic	-4579	ID=HMEL009261g4.t1-E1;Parent=HMEL009261g4.t1								
2622	Hmel219018	1275790	1275965	+	0	NA	Intergenic	Intergenic	11664	ID=HMEL034911g1.t1-E2;Parent=HMEL034911g1.t1								
2204	Hmel216016	253072	253609	+	0	NA	promoter-TSS (ID=HMEL008072g1.t1-E1;Parent=HMEL008072g1.t1)	-promoter-TSS (ID=HMEL008072g1.t1-E1;Parent=HMEL008072g1.t1)	-126	ID=HMEL008072g1.t1-E1;Parent=HMEL008072g1.t1								
1999	Hmel215044	206252	206578	+	0	NA	TTS (ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1)	-TTS (ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1)	1300	ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1								
2799	Hmel221001	1907923	1908218	+	0	NA	promoter-TSS (ID=HMEL007272g1.t1-E4;Parent=HMEL007272g1.t1)	-promoter-TSS (ID=HMEL007272g1.t1-E4;Parent=HMEL007272g1.t1)	681	ID=HMEL007272g1.t1-E3;Parent=HMEL007272g1.t1								
1772	Hmel213049	253500	253664	+	0	NA	promoter-TSS (ID=HMEL005137g1.t1-E1;Parent=HMEL005137g1.t1)	-promoter-TSS (ID=HMEL005137g1.t1-E1;Parent=HMEL005137g1.t1)	-773	ID=HMEL005137g1.t1-E1;Parent=HMEL005137g1.t1								
418	Hmel204003	419749	420162	+	0	NA	Intergenic	Intergenic	-49407	ID=HMEL036356g1.t1-E1;Parent=HMEL036356g1.t1								
2324	Hmel217020	1764549	1766296	+	0	NA	promoter-TSS (ID=HmIR8a_1-E6;Parent=HmIR8a_1)	-promoter-TSS (ID=HmIR8a_1-E6;Parent=HmIR8a_1)	-254	ID=HmIR8a_1-E6;Parent=HmIR8a_1								
933	Hmel208009	10480	11478	+	0	NA	promoter-TSS (ID=HMEL037834g1.t1-E29;Parent=HMEL037834g1.t1)	-promoter-TSS (ID=HMEL037834g1.t1-E29;Parent=HMEL037834g1.t1)	37	ID=HMEL037834g1.t2-E29;Parent=HMEL037834g1.t2								
783	Hmel207002	3315052	3315399	+	0	NA	Intergenic	Intergenic	-3993	ID=HMEL009345g1.t1-E1;Parent=HMEL009345g1.t1								
2217	Hmel217001	1243622	1245784	+	0	NA	Intergenic	Intergenic	1692	ID=HMEL033723g1.t1-E1;Parent=HMEL033723g1.t1								
1357	Hmel211004	1169631	1169836	+	0	NA	Intergenic	Intergenic	-3961	ID=HMEL003326g1.t1-E1;Parent=HMEL003326g1.t1								
2333	Hmel218003	593311	594103	+	0	NA	Intergenic	Intergenic	17407	ID=HMEL001029g1.t1-E4;Parent=HMEL001029g1.t1								
348	Hmel203048	432162	432382	+	0	NA	Intergenic	Intergenic	5277	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
1152	Hmel210004	2380096	2381521	+	0	NA	Intergenic	Intergenic	10978	ID=HMEL017165g1.t2-E1;Parent=HMEL017165g1.t2								
789	Hmel207002	3810510	3810700	+	0	NA	promoter-TSS (ID=HMEL015869g1.t1-E1;Parent=HMEL015869g1.t1)	-promoter-TSS (ID=HMEL015869g1.t1-E1;Parent=HMEL015869g1.t1)	-854	ID=HMEL015869g1.t1-E1;Parent=HMEL015869g1.t1								
49	Hmel201007	1536242	1537380	+	0	NA	Intergenic	Intergenic	-4227	ID=HMEL010942g1.t1-E3;Parent=HMEL010942g1.t1								
2046	Hmel216001	867233	867480	+	0	NA	TTS (ID=HMEL032990g1.t1-E9;Parent=HMEL032990g1.t1)	-TTS (ID=HMEL032990g1.t1-E9;Parent=HMEL032990g1.t1)	575	ID=HMEL032990g1.t1-E9;Parent=HMEL032990g1.t1								
2052	Hmel216001	164615	165040	+	0	NA	Intergenic	Intergenic	-1361	ID=HMEL032974g1.t1-E1;Parent=HMEL032974g1.t1								
2868	Hmel214002	4683	5301	+	0	NA	Intergenic	Intergenic	14402	ID=HMEL032302g1.t1-E2;Parent=HMEL032302g1.t1								
993	Hmel208051	24397	25207	+	0	NA	Intergenic	Intergenic	24136	ID=HMEL038133g1.t1-E8;Parent=HMEL038133g1.t1								
627	Hmel206006	30079	31344	+	0	NA	Intergenic	Intergenic	-7815	ID=HMEL036928g1.t1-E1;Parent=HMEL036928g1.t1								
1090	Hmel209007	2967561	2967886	+	0	NA	Intergenic	Intergenic	-5406	ID=HMEL010765g1.t1-E1;Parent=HMEL010765g1.t1								
1308	Hmel210012	30212	31267	+	0	NA	Intergenic	Intergenic	-20922	ID=HMEL010257g1.t1-E1;Parent=HMEL010257g1.t1								
2117	Hmel216010	314169	314870	+	0	NA	promoter-TSS (ID=HMEL006577g1.t1-E1;Parent=HMEL006577g1.t1)	-promoter-TSS (ID=HMEL006577g1.t1-E1;Parent=HMEL006577g1.t1)	-122	ID=HMEL006577g1.t1-E1;Parent=HMEL006577g1.t1								
715	Hmel206009	3740993	3741587	+	0	NA	TTS (ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1)	-TTS (ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1)	1106	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
1934	Hmel214029	1373134	1374163	+	0	NA	promoter-TSS (ID=HMEL016108-RA-E1;Parent=HMEL016108-RA)	-promoter-TSS (ID=HMEL016108-RA-E1;Parent=HMEL016108-RA)	-888	ID=HMEL016108-RA-E1;Parent=HMEL016108-RA								
2503	Hmel219003	1811924	1812198	+	0	NA	Intergenic	Intergenic	1499	ID=HMEL010660g1.t1-E2;Parent=HMEL010660g1.t1								
2201	Hmel216016	177492	179608	+	0	NA	Intergenic	Intergenic	-4525	ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1								
1916	Hmel214026	13784	14642	+	0	NA	Intergenic	Intergenic	-3409	ID=HMEL032575g1.t1-E4;Parent=HMEL032575g1.t1								
23	Hmel201003	42854	43015	+	0	NA	Intergenic	Intergenic	-1794	ID=HMEL005989g1.t1-E11;Parent=HMEL005989g1.t1								
1722	Hmel213030	11190	11352	+	0	NA	Intergenic	Intergenic	14305	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
388	Hmel204001	503	1684	+	0	NA	Intergenic	Intergenic	-4098	ID=HMEL003454g1.t1-E1;Parent=HMEL003454g1.t1								
364	Hmel203067	1096720	1097277	+	0	NA	promoter-TSS (ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1)	-promoter-TSS (ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1)	-782	ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1								
1425	Hmel211017	171483	171742	+	0	NA	Intergenic	Intergenic	-10067	ID=HMEL010017g1.t1-E3;Parent=HMEL010017g1.t1								
950	Hmel208017	213354	214439	+	0	NA	Intergenic	Intergenic	5477	ID=HMEL037881g1.t2-E9;Parent=HMEL037881g1.t2								
2680	Hmel220003	1743812	1744024	+	0	NA	Intergenic	Intergenic	-7161	ID=HMEL017044g1.t1-E1;Parent=HMEL017044g1.t1								
1445	Hmel212001	1016617	1017458	+	0	NA	Intergenic	Intergenic	-7320	ID=HMEL010994g1.t1-E1;Parent=HMEL010994g1.t1								
1678	Hmel213020	589272	589634	+	0	NA	Intergenic	Intergenic	-17316	ID=HMEL031887g1.t1-E1;Parent=HMEL031887g1.t1								
1845	Hmel214008	591336	591877	+	0	NA	Intergenic	Intergenic	5648	ID=HMEL032318g1.t1-E2;Parent=HMEL032318g1.t1								
1025	Hmel209001	1199004	1199832	+	0	NA	Intergenic	Intergenic	-9254	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
1992	Hmel215034	370586	370980	+	0	NA	Intergenic	Intergenic	-2043	ID=HMEL016735g1.t1-E1;Parent=HMEL016735g1.t1								
2478	Hmel219001	95416	95777	+	0	NA	promoter-TSS (ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1)	-promoter-TSS (ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1)	-11	ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1								
1842	Hmel214008	172235	172799	+	0	NA	Intergenic	Intergenic	9236	ID=HMEL032314g1.t1-E1;Parent=HMEL032314g1.t1								
1466	Hmel212001	2560541	2560951	+	0	NA	Intergenic	Intergenic	-8731	ID=HMEL016830g1.t1-E1;Parent=HMEL016830g1.t1								
485	Hmel205001	324845	325632	+	0	NA	Intergenic	Intergenic	21659	ID=HMEL036594g1.t1-E1;Parent=HMEL036594g1.t1								
2340	Hmel218003	1387000	1387634	+	0	NA	Intergenic	Intergenic	-25868	ID=HMEL003383g1.t2-E1;Parent=HMEL003383g1.t2								
2143	Hmel216011	1669294	1669438	+	0	NA	Intergenic	Intergenic	-1019	ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1								
778	Hmel207002	2244775	2245017	+	0	NA	Intergenic	Intergenic	3052	ID=HMEL037399g1.t1-E2;Parent=HMEL037399g1.t1								
720	Hmel206009	4327692	4327928	+	0	NA	promoter-TSS (ID=HMEL037084g1.t1-E19;Parent=HMEL037084g1.t1)	-promoter-TSS (ID=HMEL037084g1.t1-E19;Parent=HMEL037084g1.t1)	124	ID=HMEL037084g1.t1-E18;Parent=HMEL037084g1.t1								
1270	Hmel210011	3457710	3457935	+	0	NA	Intergenic	Intergenic	-1418	ID=HMEL015506g1.t1-E4;Parent=HMEL015506g1.t1								
2449	Hmel218018	7160405	7160673	+	0	NA	Intergenic	Intergenic	-13629	ID=HMEL034475g1.t1-E1;Parent=HMEL034475g1.t1								
460	Hmel204019	368759	369095	+	0	NA	promoter-TSS (ID=HMEL036508g1.t1-E1;Parent=HMEL036508g1.t1)	-promoter-TSS (ID=HMEL036508g1.t1-E1;Parent=HMEL036508g1.t1)	-297	ID=HMEL036508g1.t1-E1;Parent=HMEL036508g1.t1								
1645	Hmel213004	1816222	1816758	+	0	NA	Intergenic	Intergenic	1731	ID=HMEL031794g1.t1-E2;Parent=HMEL031794g1.t1								
324	Hmel203033	542360	542708	+	0	NA	Intergenic	Intergenic	-5629	ID=HMEL013807g1.t1-E1;Parent=HMEL013807g1.t1								
1389	Hmel211008	23329	23537	+	0	NA	Intergenic	Intergenic	7383	ID=HMEL007813g2.t1-E1;Parent=HMEL007813g2.t1								
244	Hmel202006	4944223	4944363	+	0	NA	Intergenic	Intergenic	5824	ID=HMEL006147g3.t1-E3;Parent=HMEL006147g3.t1								
637	Hmel206006	675656	675857	+	0	NA	Intergenic	Intergenic	-5499	ID=HMEL012157g1.t1-E1;Parent=HMEL012157g1.t1								
2066	Hmel216006	7634	9006	+	0	NA	Intergenic	Intergenic	-26932	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
2811	Hmel221012	1221470	1222067	+	0	NA	promoter-TSS (ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1)	-promoter-TSS (ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1)	72	ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1								
2679	Hmel220003	1640436	1640627	+	0	NA	Intergenic	Intergenic	-1044	ID=HMEL035002g1.t1-E1;Parent=HMEL035002g1.t1								
752	Hmel206021	66387	66774	+	0	NA	Intergenic	Intergenic	7395	ID=HMEL016081g1.t1-E10;Parent=HMEL016081g1.t1								
1232	Hmel210011	303285	304983	+	0	NA	Intergenic	Intergenic	-1388	ID=HMEL013322g2.t1-E2;Parent=HMEL013322g2.t1								
379	Hmel203069	1339722	1340501	+	0	NA	promoter-TSS (ID=HMEL036237g1.t1-E3;Parent=HMEL036237g1.t1)	-promoter-TSS (ID=HMEL036237g1.t1-E3;Parent=HMEL036237g1.t1)	-823	ID=HMEL036237g1.t1-E3;Parent=HMEL036237g1.t1								
1607	Hmel212014	311046	312150	+	0	NA	Intergenic	Intergenic	1862	ID=HMEL031716g1.t1-E2;Parent=HMEL031716g1.t1								
1386	Hmel211004	4079758	4080595	+	0	NA	Intergenic	Intergenic	4829	ID=HMEL015696g1.t1-E1;Parent=HMEL015696g1.t1								
1536	Hmel212009	812701	812835	+	0	NA	TTS (ID=HMEL031563g1.t1-E2;Parent=HMEL031563g1.t1)	-TTS (ID=HMEL031563g1.t1-E2;Parent=HMEL031563g1.t1)	1047	ID=HMEL031563g1.t1-E2;Parent=HMEL031563g1.t1								
1639	Hmel213004	1450437	1450831	+	0	NA	Intergenic	Intergenic	-27323	ID=HMEL013358g2.t1-E1;Parent=HMEL013358g2.t1								
1035	Hmel209005	596926	597161	+	0	NA	Intergenic	Intergenic	6392	ID=HMEL003117g1.t1-E2;Parent=HMEL003117g1.t1								
2617	Hmel219018	912287	913179	+	0	NA	TTS (ID=HMEL034902g1.t1-E5;Parent=HMEL034902g1.t1)	-TTS (ID=HMEL034902g1.t1-E5;Parent=HMEL034902g1.t1)	132	ID=HMEL034902g1.t1-E5;Parent=HMEL034902g1.t1								
452	Hmel204017	2728751	2728993	+	0	NA	promoter-TSS (ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1)	-promoter-TSS (ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1)	69	ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1								
579	Hmel205017	240561	241386	+	0	NA	promoter-TSS (ID=HMEL036735g1.t1-E4;Parent=HMEL036735g1.t1)	-promoter-TSS (ID=HMEL036735g1.t1-E4;Parent=HMEL036735g1.t1)	-308	ID=HMEL036735g1.t1-E4;Parent=HMEL036735g1.t1								
295	Hmel203030	203425	203680	+	0	NA	Intergenic	Intergenic	19843	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
1894	Hmel214019	975274	976033	+	0	NA	Intergenic	Intergenic	-17583	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
535	Hmel205012	907846	908417	+	0	NA	promoter-TSS (ID=HMEL036672g1.t1-E1;Parent=HMEL036672g1.t1)	-promoter-TSS (ID=HMEL036672g1.t1-E1;Parent=HMEL036672g1.t1)	-766	ID=HMEL036672g1.t1-E1;Parent=HMEL036672g1.t1								
1618	Hmel213004	795604	795755	+	0	NA	Intergenic	Intergenic	-1433	ID=HMEL031774g1.t1-E1;Parent=HMEL031774g1.t1								
77	Hmel201009	1748056	1748444	+	0	NA	Intergenic	Intergenic	25438	ID=HMEL030156g1.t1-E1;Parent=HMEL030156g1.t1								
683	Hmel206009	1485662	1485948	+	0	NA	Intergenic	Intergenic	-1631	ID=HMEL016780g2.t1-E1;Parent=HMEL016780g2.t1								
2260	Hmel217004	1889673	1889950	+	0	NA	Intergenic	Intergenic	6849	ID=HMEL033805g1.t1-E5;Parent=HMEL033805g1.t1								
