PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
150	Hmel201009	3792431	3792607	+	0	NA	Intergenic	Intergenic	1705	ID=HMEL012427g1.t2-E2;Parent=HMEL012427g1.t2								
130	Hmel207028	65441	66006	+	0	NA	Intergenic	Intergenic	-22790	ID=HMEL010451g1.t1-E1;Parent=HMEL010451g1.t1								
155	Hmel208046	67838	68084	+	0	NA	promoter-TSS (ID=HMEL038091g1.t1-E3;Parent=HMEL038091g1.t1)	-promoter-TSS (ID=HMEL038091g1.t1-E3;Parent=HMEL038091g1.t1)	381	ID=HMEL038091g1.t1-E2;Parent=HMEL038091g1.t1								
387	Hmel212013	2828266	2828541	+	0	NA	Intergenic	Intergenic	6501	ID=HMEL012642g1.t1-E19;Parent=HMEL012642g1.t1								
53	Hmel206019	1043703	1044280	+	0	NA	Intergenic	Intergenic	8669	ID=HMEL037227g1.t1-E6;Parent=HMEL037227g1.t1								
245	Hmel210005	785746	786762	+	0	NA	promoter-TSS (ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1)	-promoter-TSS (ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1)	-51	ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1								
626	Hmel217018	593950	594591	+	0	NA	Intergenic	Intergenic	-4304	ID=HMEL033970g1.t1-E1;Parent=HMEL033970g1.t1								
543	Hmel216009	582751	583219	+	0	NA	Intergenic	Intergenic	-5447	ID=HMEL033493g1.t1-E1;Parent=HMEL033493g1.t1								
267	Hmel210011	1205654	1206133	+	0	NA	Intergenic	Intergenic	2558	ID=HMEL006925g1.t1-E6;Parent=HMEL006925g1.t1								
941	Hmel205010	74020	74655	+	0	NA	Intergenic	Intergenic	-8674	ID=HMEL003422g2.t1-E2;Parent=HMEL003422g2.t1								
826	Hmel220005	5545746	5545957	+	0	NA	Intergenic	Intergenic	-4165	ID=HMEL009436g1.t1-E1;Parent=HMEL009436g1.t1								
354	Hmel212001	6433957	6434288	+	0	NA	TTS (ID=HMEL016400g2.t1-E2;Parent=HMEL016400g2.t1)	-TTS (ID=HMEL016400g2.t1-E2;Parent=HMEL016400g2.t1)	794	ID=HMEL016400g2.t1-E2;Parent=HMEL016400g2.t1								
461	Hmel213071	286091	286284	+	0	NA	Intergenic	Intergenic	3774	ID=HMEL032247g1.t1-E3;Parent=HMEL032247g1.t1								
583	Hmel216013	561770	562339	+	0	NA	Intergenic	Intergenic	7822	ID=HMEL033620g1.t1-E2;Parent=HMEL033620g1.t1								
257	Hmel210009	417957	418269	+	0	NA	Intergenic	Intergenic	-2771	ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1								
951	Hmel205012	1103054	1103284	+	0	NA	Intergenic	Intergenic	54535	ID=HMEL017894g4.t1-E10;Parent=HMEL017894g4.t1								
782	Hmel219014	1813354	1813762	+	0	NA	Intergenic	Intergenic	-14193	ID=HMEL008057g1.t1-E1;Parent=HMEL008057g1.t1								
757	Hmel219005	403858	404037	+	0	NA	Intergenic	Intergenic	-13362	ID=HMEL009298g2.t1-E1;Parent=HMEL009298g2.t1								
85	Hmel207002	5741788	5742672	+	0	NA	promoter-TSS (ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1)	-promoter-TSS (ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1)	-89	ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1								
809	Hmel220005	860032	861045	+	0	NA	promoter-TSS (ID=HMEL012268g1.t1-E7;Parent=HMEL012268g1.t1)	-promoter-TSS (ID=HMEL012268g1.t1-E7;Parent=HMEL012268g1.t1)	678	ID=HMEL012268g1.t1-E6;Parent=HMEL012268g1.t1								
332	Hmel201011	2819689	2820123	+	0	NA	TTS (ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1)	-TTS (ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1)	834	ID=HMEL033088g1.t1-E3;Parent=HMEL033088g1.t1								
9	Hmel206006	460116	460621	+	0	NA	Intergenic	Intergenic	30393	ID=HMEL012148g1.t1-E2;Parent=HMEL012148g1.t1								
425	Hmel213049	571856	572183	+	0	NA	Intergenic	Intergenic	2643	ID=HMEL032073g1.t1-E3;Parent=HMEL032073g1.t1								
591	Hmel217001	1029689	1030128	+	0	NA	promoter-TSS (ID=HMEL017724g1.t1-E1;Parent=HMEL017724g1.t1)	-promoter-TSS (ID=HMEL017724g1.t1-E1;Parent=HMEL017724g1.t1)	-644	ID=HMEL017724g1.t2-E1;Parent=HMEL017724g1.t2								
745	Hmel219003	5624960	5625528	+	0	NA	Intergenic	Intergenic	-6683	ID=HMEL016876g1.t1-E1;Parent=HMEL016876g1.t1								
34	Hmel206009	2942515	2943202	+	0	NA	promoter-TSS (ID=HMEL003208-RA-E4;Parent=HMEL003208-RA)	-promoter-TSS (ID=HMEL003208-RA-E4;Parent=HMEL003208-RA)	-115	ID=HMEL003208-RA-E4;Parent=HMEL003208-RA								
832	Hmel201005	7430	8133	+	0	NA	Intergenic	Intergenic	-125282	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
736	Hmel219003	3611641	3612047	+	0	NA	Intergenic	Intergenic	-49475	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
539	Hmel216009	354593	354909	+	0	NA	Intergenic	Intergenic	9223	ID=HMEL033487g1.t1-E1;Parent=HMEL033487g1.t1								
781	Hmel219014	1804107	1805310	+	0	NA	Intergenic	Intergenic	-23043	ID=HMEL008057g1.t1-E1;Parent=HMEL008057g1.t1								
603	Hmel217004	1001730	1002084	+	0	NA	Intergenic	Intergenic	-4044	ID=HMEL033791g1.t1-E1;Parent=HMEL033791g1.t1								
828	Hmel220005	5713790	5714017	+	0	NA	Intergenic	Intergenic	7757	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
90	Hmel207002	6245302	6245498	+	0	NA	Intergenic	Intergenic	-56211	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
276	Hmel210011	2729471	2729723	+	0	NA	Intergenic	Intergenic	-23324	ID=HMEL030880g1.t1-E1;Parent=HMEL030880g1.t1								
620	Hmel217014	215972	216214	+	0	NA	Intergenic	Intergenic	-6461	ID=HMEL003527g1.t1-E1;Parent=HMEL003527g1.t1								
565	Hmel216011	1718671	1718920	+	0	NA	Intergenic	Intergenic	8824	ID=HMEL033565g1.t1-E2;Parent=HMEL033565g1.t1								
102	Hmel207008	218789	219125	+	0	NA	Intergenic	Intergenic	-13867	ID=HMEL037519g1.t1-E1;Parent=HMEL037519g1.t1								
520	Hmel215035	91461	91762	+	0	NA	Intergenic	Intergenic	-9733	ID=HMEL032810g1.t1-E1;Parent=HMEL032810g1.t1								
850	Hmel221012	1239884	1240776	+	0	NA	promoter-TSS (ID=HMEL016654g5.t1-E14;Parent=HMEL016654g5.t1)	-promoter-TSS (ID=HMEL016654g5.t1-E14;Parent=HMEL016654g5.t1)	-389	ID=HMEL016654g5.t2-E1;Parent=HMEL016654g5.t2								
937	Hmel205005	690004	690329	+	0	NA	Intergenic	Intergenic	-1375	ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1								
891	Hmel203069	252851	253145	+	0	NA	Intergenic	Intergenic	-12529	ID=HMEL036175g1.t1-E1;Parent=HMEL036175g1.t1								
532	Hmel215047	2312749	2312917	+	0	NA	Intergenic	Intergenic	-17788	ID=HMEL032927g1.t1-E1;Parent=HMEL032927g1.t1								
730	Hmel219003	1939293	1941196	+	0	NA	promoter-TSS (ID=HMEL010670g1.t1-E1;Parent=HMEL010670g1.t1)	-promoter-TSS (ID=HMEL010670g1.t1-E1;Parent=HMEL010670g1.t1)	-28	ID=HMEL010670g1.t1-E1;Parent=HMEL010670g1.t1								
16	Hmel206009	888453	888743	+	0	NA	Intergenic	Intergenic	9240	ID=HMEL037010g1.t1-E3;Parent=HMEL037010g1.t1								
921	Hmel204017	2358765	2358961	+	0	NA	Intergenic	Intergenic	-10926	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
55	Hmel206021	58325	58829	+	0	NA	Intergenic	Intergenic	-1190	ID=HMEL016082g1.t1-E1;Parent=HMEL016082g1.t1								
233	Hmel210004	3580624	3580820	+	0	NA	Intergenic	Intergenic	11145	ID=HMEL030660g1.t1-E2;Parent=HMEL030660g1.t1								
57	Hmel201002	674303	675352	+	0	NA	Intergenic	Intergenic	1848	ID=HMEL030021g1.t1-E1;Parent=HMEL030021g1.t1								
259	Hmel210011	118759	119048	+	0	NA	TTS (ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1)	-TTS (ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1)	763	ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1								
368	Hmel212011	775488	776017	+	0	NA	Intergenic	Intergenic	-3289	ID=HMEL031609g1.t1-E1;Parent=HMEL031609g1.t1								
424	Hmel213049	439700	439938	+	0	NA	Intergenic	Intergenic	-3471	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
872	Hmel203041	121670	122219	+	0	NA	Intergenic	Intergenic	-5338	ID=HMEL036050g1.t1-E1;Parent=HMEL036050g1.t1								
316	Hmel211009	644969	645236	+	0	NA	Intergenic	Intergenic	9531	ID=HMEL031180g1.t1-E1;Parent=HMEL031180g1.t1								
163	Hmel208051	722426	722949	+	0	NA	Intergenic	Intergenic	15494	ID=HMEL038154g1.t1-E2;Parent=HMEL038154g1.t1								
395	Hmel213004	1644649	1644960	+	0	NA	Intergenic	Intergenic	-36679	ID=HMEL031788g1.t1-E1;Parent=HMEL031788g1.t1								
89	Hmel207002	6173688	6174956	+	0	NA	Intergenic	Intergenic	20855	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
611	Hmel217004	2515090	2515436	+	0	NA	Intergenic	Intergenic	1836	ID=HMEL033815g1.t1-E3;Parent=HMEL033815g1.t1								
175	Hmel209001	639641	641058	+	0	NA	Intergenic	Intergenic	7377	ID=HMEL038222g1.t1-E1;Parent=HMEL038222g1.t1								
584	Hmel216015	622611	622803	+	0	NA	promoter-TSS (ID=HMEL033637g1.t1-E10;Parent=HMEL033637g1.t1)	-promoter-TSS (ID=HMEL033637g1.t1-E10;Parent=HMEL033637g1.t1)	11	ID=HMEL033637g1.t1-E10;Parent=HMEL033637g1.t1								
849	Hmel221012	870673	870987	+	0	NA	Intergenic	Intergenic	1706	ID=HMEL016628-RA-E2;Parent=HMEL016628-RA								
35	Hmel206009	3165716	3166369	+	0	NA	Intergenic	Intergenic	4525	ID=HMEL037052g1.t1-E3;Parent=HMEL037052g1.t1								
11	Hmel206006	1885568	1885788	+	0	NA	Intergenic	Intergenic	-6571	ID=HMEL036960g1.t1-E1;Parent=HMEL036960g1.t1								
492	Hmel214025	365624	365998	+	0	NA	Intergenic	Intergenic	-1268	ID=HMEL032570g1.t1-E1;Parent=HMEL032570g1.t1								
208	Hmel201009	5213365	5213785	+	0	NA	Intergenic	Intergenic	5657	ID=HMEL030271g1.t1-E2;Parent=HMEL030271g1.t1								
347	Hmel212001	4210990	4211354	+	0	NA	Intergenic	Intergenic	-7914	ID=HMEL016567g1.t1-E1;Parent=HMEL016567g1.t1								
842	Hmel220014	239751	240099	+	0	NA	promoter-TSS (ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1)	-promoter-TSS (ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1)	66	ID=HMEL035307g1.t1-E1;Parent=HMEL035307g1.t1								
511	Hmel215006	1704970	1705508	+	0	NA	Intergenic	Intergenic	-1016	ID=HMEL000053-RA-E2;Parent=HMEL000053-RA								
665	Hmel218011	359613	359964	+	0	NA	Intergenic	Intergenic	25994	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
434	Hmel213065	56386	57203	+	0	NA	Intergenic	Intergenic	4416	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
93	Hmel207002	6318379	6318666	+	0	NA	Intergenic	Intergenic	5603	ID=HMEL037496g1.t1-E1;Parent=HMEL037496g1.t1								
899	Hmel203069	2046626	2046974	+	0	NA	Intergenic	Intergenic	3276	ID=HMEL017403g1.t1-E1;Parent=HMEL017403g1.t1								
865	Hmel203033	486001	486648	+	0	NA	promoter-TSS (ID=HMEL036038g1.t1-E5;Parent=HMEL036038g1.t1)	-promoter-TSS (ID=HMEL036038g1.t1-E5;Parent=HMEL036038g1.t1)	-695	ID=HMEL036038g1.t1-E5;Parent=HMEL036038g1.t1								
292	Hmel210011	5418985	5419211	+	0	NA	Intergenic	Intergenic	-1346	ID=HMEL009186g1.t1-E3;Parent=HMEL009186g1.t1								
291	Hmel210011	5343801	5344011	+	0	NA	Intergenic	Intergenic	-1754	ID=HMEL009189g1.t1-E1;Parent=HMEL009189g1.t1								
904	Hmel204001	1013154	1013570	+	0	NA	Intergenic	Intergenic	-17129	ID=HMEL017425g1.t1-E1;Parent=HMEL017425g1.t1								
374	Hmel212013	698427	698883	+	0	NA	TTS (ID=HMEL011957g2.t1-E1;Parent=HMEL011957g2.t1)	-TTS (ID=HMEL011957g2.t1-E1;Parent=HMEL011957g2.t1)	1229	ID=HMEL011957g2.t1-E1;Parent=HMEL011957g2.t1								
930	Hmel205001	224071	224436	+	0	NA	Intergenic	Intergenic	13322	ID=HMEL036590g1.t1-E2;Parent=HMEL036590g1.t1								
114	Hmel207021	536610	537633	+	0	NA	TTS (ID=HMEL037668g1.t1-E1;Parent=HMEL037668g1.t1)	-TTS (ID=HMEL037668g1.t1-E1;Parent=HMEL037668g1.t1)	160	ID=HMEL037668g1.t1-E2;Parent=HMEL037668g1.t1								
199	Hmel209007	968435	969000	+	0	NA	Intergenic	Intergenic	-1356	ID=HMEL009457g1.t1-E4;Parent=HMEL009457g1.t1								
442	Hmel213065	648218	648592	+	0	NA	Intergenic	Intergenic	-26355	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
429	Hmel213062	44596	44908	+	0	NA	Intergenic	Intergenic	5108	ID=HMEL008480g1.t1-E1;Parent=HMEL008480g1.t1								
649	Hmel218005	868848	869570	+	0	NA	Intergenic	Intergenic	-3412	ID=HMEL034265g1.t1-E1;Parent=HMEL034265g1.t1								
689	Hmel202006	2086896	2087454	+	0	NA	Intergenic	Intergenic	5595	ID=HMEL014361g2.t1-E3;Parent=HMEL014361g2.t1								
886	Hmel203067	491874	492262	+	0	NA	Intergenic	Intergenic	-8139	ID=HMEL025034-RB-E1;Parent=HMEL025034-RB								
648	Hmel218005	577029	578042	+	0	NA	Intergenic	Intergenic	-1279	ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1								
642	Hmel218004	40076	41051	+	0	NA	Intergenic	Intergenic	-11815	ID=HMEL014190g1.t1-E1;Parent=HMEL014190g1.t1								
73	Hmel207002	2611583	2611765	+	0	NA	Intergenic	Intergenic	3719	ID=HMEL010308g3.t1-E3;Parent=HMEL010308g3.t1								
409	Hmel201019	1624155	1624806	+	0	NA	promoter-TSS (ID=HMEL033149g1.t1-E2;Parent=HMEL033149g1.t1)	-promoter-TSS (ID=HMEL033149g1.t1-E2;Parent=HMEL033149g1.t1)	-681	ID=HMEL033149g1.t1-E2;Parent=HMEL033149g1.t1								
67	Hmel207002	1713621	1713928	+	0	NA	Intergenic	Intergenic	1464	ID=HMEL011242g1.t1-E1;Parent=HMEL011242g1.t1								
812	Hmel202006	5872373	5872947	+	0	NA	Intergenic	Intergenic	2662	ID=HMEL009603g1.t1-E3;Parent=HMEL009603g1.t1								
795	Hmel220003	1222853	1223325	+	0	NA	Intergenic	Intergenic	-51297	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
241	Hmel210004	7427019	7427674	+	0	NA	Intergenic	Intergenic	-8458	ID=HMEL004086g1.t1-E1;Parent=HMEL004086g1.t1								
198	Hmel209007	938999	939341	+	0	NA	Intergenic	Intergenic	-9143	ID=HMEL009458g1.t1-E1;Parent=HMEL009458g1.t1								
489	Hmel214022	201542	202221	+	0	NA	promoter-TSS (ID=HMEL005513g1.t1-E3;Parent=HMEL005513g1.t1)	-promoter-TSS (ID=HMEL005513g1.t1-E3;Parent=HMEL005513g1.t1)	-592	ID=HMEL005513g1.t1-E3;Parent=HMEL005513g1.t1								
794	Hmel220003	1157527	1158462	+	0	NA	promoter-TSS (ID=HMEL034995g1.t1-E1;Parent=HMEL034995g1.t1)	-promoter-TSS (ID=HMEL034995g1.t1-E1;Parent=HMEL034995g1.t1)	-568	ID=HMEL034995g1.t1-E1;Parent=HMEL034995g1.t1								
585	Hmel216015	676560	676792	+	0	NA	Intergenic	Intergenic	4691	ID=HMEL014839g1.t1-E3;Parent=HMEL014839g1.t1								
727	Hmel219003	1923548	1924140	+	0	NA	Intergenic	Intergenic	-1442	ID=HMEL010668g2.t1-E1;Parent=HMEL010668g2.t1								
327	Hmel211012	988501	988934	+	0	NA	Intergenic	Intergenic	-7304	ID=HMEL015096g1.t1-E2;Parent=HMEL015096g1.t1								
944	Hmel205012	90999	91275	+	0	NA	Intergenic	Intergenic	-19869	ID=HMEL036657g1.t1-E1;Parent=HMEL036657g1.t1								
939	Hmel205005	725277	726128	+	0	NA	TTS (ID=HMEL016273g2.t1-E1;Parent=HMEL016273g2.t1)	-TTS (ID=HMEL016273g2.t1-E1;Parent=HMEL016273g2.t1)	1230	ID=HMEL016273g2.t1-E1;Parent=HMEL016273g2.t1								
320	Hmel211010	185851	186172	+	0	NA	promoter-TSS (ID=HMEL031193g1.t1-E1;Parent=HMEL031193g1.t1)	-promoter-TSS (ID=HMEL031193g1.t1-E1;Parent=HMEL031193g1.t1)	-877	ID=HMEL031193g1.t1-E1;Parent=HMEL031193g1.t1								
732	Hmel219003	3119238	3119544	+	0	NA	Intergenic	Intergenic	10633	ID=HMEL006176g1.t1-E1;Parent=HMEL006176g1.t1								
674	Hmel218018	463438	463859	+	0	NA	Intergenic	Intergenic	23493	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
913	Hmel204013	1157628	1157985	+	0	NA	TTS (ID=HMEL007911g1.t1-E1;Parent=HMEL007911g1.t1)	-TTS (ID=HMEL007911g1.t1-E1;Parent=HMEL007911g1.t1)	580	ID=HMEL007911g1.t1-E1;Parent=HMEL007911g1.t1								
811	Hmel220005	1155997	1156303	+	0	NA	promoter-TSS (ID=HMEL016161g1.t1-E1;Parent=HMEL016161g1.t1)	-promoter-TSS (ID=HMEL016161g1.t1-E1;Parent=HMEL016161g1.t1)	-296	ID=HMEL016161g1.t1-E1;Parent=HMEL016161g1.t1								
957	Hmel205012	1232440	1233040	+	0	NA	Intergenic	Intergenic	12992	ID=HMEL017901g1.t1-E2;Parent=HMEL017901g1.t1								
280	Hmel210011	2833185	2833510	+	0	NA	Intergenic	Intergenic	13914	ID=HMEL015950g1.t1-E6;Parent=HMEL015950g1.t1								
273	Hmel210011	2256578	2257132	+	0	NA	Intergenic	Intergenic	3891	ID=HMEL003719g1.t1-E4;Parent=HMEL003719g1.t1								
471	Hmel214008	1816939	1817125	+	0	NA	Intergenic	Intergenic	-3388	ID=HMEL004781g1.t1-E1;Parent=HMEL004781g1.t1								
622	Hmel217018	249693	250456	+	0	NA	promoter-TSS (ID=HMEL033956g1.t1-E13;Parent=HMEL033956g1.t1)	-promoter-TSS (ID=HMEL033956g1.t1-E13;Parent=HMEL033956g1.t1)	-290	ID=HMEL033956g1.t1-E13;Parent=HMEL033956g1.t1								
202	Hmel209007	2127243	2127522	+	0	NA	promoter-TSS (ID=HMEL008474g1.t1-E13;Parent=HMEL008474g1.t1)	-promoter-TSS (ID=HMEL008474g1.t1-E13;Parent=HMEL008474g1.t1)	93	ID=HMEL008474g1.t2-E13;Parent=HMEL008474g1.t2								
249	Hmel210009	73105	73392	+	0	NA	exon (ID=HMEL005923g1.t1-E4;Parent=HMEL005923g1.t1, exon 1 of 1)	-exon (ID=HMEL005923g1.t1-E4;Parent=HMEL005923g1.t1, exon 1 of 1)	134	ID=HMEL005923g1.t1-E4;Parent=HMEL005923g1.t1								
361	Hmel212009	564344	564561	+	0	NA	Intergenic	Intergenic	-5530	ID=HMEL031558g1.t1-E1;Parent=HMEL031558g1.t1								
465	Hmel214008	532153	532761	+	0	NA	Intergenic	Intergenic	30318	ID=HMEL032316g1.t1-E2;Parent=HMEL032316g1.t1								
184	Hmel209001	1257108	1257571	+	0	NA	Intergenic	Intergenic	46371	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
819	Hmel220005	4079883	4080547	+	0	NA	Intergenic	Intergenic	-14775	ID=HMEL035192g1.t1-E1;Parent=HMEL035192g1.t1								
970	Hmel205020	737956	738211	+	0	NA	Intergenic	Intergenic	46887	ID=HMEL036805g1.t1-E1;Parent=HMEL036805g1.t1								
776	Hmel219014	505163	505497	+	0	NA	Intergenic	Intergenic	-8707	ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1								
894	Hmel203069	649277	649955	+	0	NA	Intergenic	Intergenic	-1176	ID=HMEL036196g1.t1-E1;Parent=HMEL036196g1.t1								
24	Hmel206009	1971069	1971752	+	0	NA	Intergenic	Intergenic	-4330	ID=HMEL004097g1.t1-E1;Parent=HMEL004097g1.t1								
858	Hmel216009	1044498	1044708	+	0	NA	Intergenic	Intergenic	-1501	ID=HMEL033506g1.t1-E1;Parent=HMEL033506g1.t1								
140	Hmel201009	3469166	3470643	+	0	NA	promoter-TSS (ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1)	-promoter-TSS (ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1)	-385	ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1								
104	Hmel207008	391563	391937	+	0	NA	Intergenic	Intergenic	-8540	ID=HMEL037528g1.t1-E1;Parent=HMEL037528g1.t1								
131	Hmel208003	78387	78712	+	0	NA	Intergenic	Intergenic	-2740	ID=HMEL037800g1.t1-E1;Parent=HMEL037800g1.t1								
181	Hmel209001	1240074	1240389	+	0	NA	Intergenic	Intergenic	-50067	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
412	Hmel213022	139378	139749	+	0	NA	Intergenic	Intergenic	-1198	ID=HMEL031910g1.t1-E13;Parent=HMEL031910g1.t1								
954	Hmel205012	1160999	1161438	+	0	NA	Intergenic	Intergenic	36574	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
385	Hmel212013	2475790	2476632	+	0	NA	Intergenic	Intergenic	14041	ID=HMEL011469g1.t1-E4;Parent=HMEL011469g1.t1								
502	Hmel215006	18543	19372	+	0	NA	Intergenic	Intergenic	3043	ID=HMEL013368g1.t1-E6;Parent=HMEL013368g1.t1								
307	Hmel201011	1969693	1969922	+	0	NA	Intergenic	Intergenic	-4167	ID=HMEL033063g1.t1-E1;Parent=HMEL033063g1.t1								
314	Hmel211009	543323	543700	+	0	NA	Intergenic	Intergenic	5602	ID=HMEL006544g1.t1-E17;Parent=HMEL006544g1.t1								
801	Hmel220003	1798642	1799141	+	0	NA	Intergenic	Intergenic	-1058	ID=HMEL035007g1.t1-E1;Parent=HMEL035007g1.t1								
971	Hmel205020	889279	889648	+	0	NA	Intergenic	Intergenic	34421	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
830	Hmel220009	156139	156325	+	0	NA	promoter-TSS (ID=HMEL035254g1.t1-E3;Parent=HMEL035254g1.t1)	-promoter-TSS (ID=HMEL035254g1.t1-E3;Parent=HMEL035254g1.t1)	-441	ID=HMEL035254g1.t3-E3;Parent=HMEL035254g1.t3								
154	Hmel201009	4004222	4005445	+	0	NA	Intergenic	Intergenic	-11753	ID=HMEL012448g1.t1-E1;Parent=HMEL012448g1.t1								
754	Hmel219003	7017781	7018183	+	0	NA	Intergenic	Intergenic	50579	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
355	Hmel212004	419713	419889	+	0	NA	Intergenic	Intergenic	3781	ID=HMEL031508g1.t1-E2;Parent=HMEL031508g1.t1								
847	Hmel221005	443413	444257	+	0	NA	promoter-TSS (ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1)	-promoter-TSS (ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1)	-278	ID=HMEL035493g1.t1-E3;Parent=HMEL035493g1.t1								
747	Hmel219003	6186274	6186558	+	0	NA	Intergenic	Intergenic	1529	ID=HMEL034683g1.t1-E1;Parent=HMEL034683g1.t1								
553	Hmel216011	612480	612985	+	0	NA	Intergenic	Intergenic	5630	ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1								
159	Hmel208046	300218	300660	+	0	NA	Intergenic	Intergenic	-8004	ID=HMEL038104g1.t1-E1;Parent=HMEL038104g1.t1								
479	Hmel214019	594920	595156	+	0	NA	TTS (ID=HMEL014216g1.t1-E1;Parent=HMEL014216g1.t1)	-TTS (ID=HMEL014216g1.t1-E1;Parent=HMEL014216g1.t1)	1921	ID=HMEL014216g1.t1-E1;Parent=HMEL014216g1.t1								
704	Hmel218018	7841931	7842400	+	0	NA	Intergenic	Intergenic	-36770	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
326	Hmel211012	987474	987941	+	0	NA	Intergenic	Intergenic	-8314	ID=HMEL015096g1.t1-E2;Parent=HMEL015096g1.t1								
555	Hmel216011	640077	640268	+	0	NA	Intergenic	Intergenic	3452	ID=HMEL011155g1.t1-E1;Parent=HMEL011155g1.t1								
681	Hmel218018	1960156	1960845	+	0	NA	Intergenic	Intergenic	-9355	ID=HMEL034384g1.t1-E1;Parent=HMEL034384g1.t1								
47	Hmel206012	207777	209168	+	0	NA	Intergenic	Intergenic	-6861	ID=HMEL037100g1.t1-E1;Parent=HMEL037100g1.t1								
619	Hmel217014	65154	65353	+	0	NA	Intergenic	Intergenic	27388	ID=HMEL012812g1.t1-E10;Parent=HMEL012812g1.t1								
37	Hmel206009	3255681	3256128	+	0	NA	Intergenic	Intergenic	49280	ID=HMEL037053g1.t1-E1;Parent=HMEL037053g1.t1								
335	Hmel212001	1725076	1725464	+	0	NA	Intergenic	Intergenic	9968	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
855	Hmel221015	721111	721724	+	0	NA	Intergenic	Intergenic	-2405	ID=HMEL008471g6.t1-E1;Parent=HMEL008471g6.t1								
270	Hmel210011	1915967	1916735	+	0	NA	Intergenic	Intergenic	-5649	ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1								
698	Hmel218018	6771424	6771692	+	0	NA	Intergenic	Intergenic	-16341	ID=HMEL034467g1.t1-E1;Parent=HMEL034467g1.t1								
5	Hmel205025	17547	18024	+	0	NA	NA	NA	NA	NA								
195	Hmel209007	525570	526692	+	0	NA	Intergenic	Intergenic	-4512	ID=HMEL030374g1.t1-E1;Parent=HMEL030374g1.t1								
621	Hmel217018	247225	249307	+	0	NA	promoter-TSS (ID=HMEL033956g1.t1-E11;Parent=HMEL033956g1.t1)	-promoter-TSS (ID=HMEL033956g1.t1-E11;Parent=HMEL033956g1.t1)	33	ID=HMEL033956g1.t1-E11;Parent=HMEL033956g1.t1								
538	Hmel216009	290122	290397	+	0	NA	Intergenic	Intergenic	-14420	ID=HMEL033486g1.t1-E1;Parent=HMEL033486g1.t1								
