PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1594	Hmel218003	479327	479485	+	0	NA	Intergenic	Intergenic	6308	ID=HMEL003857g1.t1-E13;Parent=HMEL003857g1.t1								
369	Hmel206006	2484560	2484754	+	0	NA	Intergenic	Intergenic	1383	ID=HMEL036981g1.t1-E1;Parent=HMEL036981g1.t1								
1533	Hmel217004	2853751	2854552	+	0	NA	Intergenic	Intergenic	-3214	ID=HMEL033823g1.t1-E1;Parent=HMEL033823g1.t1								
1548	Hmel217014	375909	376316	+	0	NA	promoter-TSS (ID=HMEL033905g1.t1-E1;Parent=HMEL033905g1.t1)	-promoter-TSS (ID=HMEL033905g1.t1-E1;Parent=HMEL033905g1.t1)	-86	ID=HMEL033905g1.t1-E1;Parent=HMEL033905g1.t1								
651	Hmel208051	1096859	1097031	+	0	NA	TTS (ID=HMEL008187g1.t1-E4;Parent=HMEL008187g1.t1)	-TTS (ID=HMEL008187g1.t1-E4;Parent=HMEL008187g1.t1)	1113	ID=HMEL008187g1.t1-E4;Parent=HMEL008187g1.t1								
176	Hmel203022	6138	7335	+	0	NA	TTS (ID=HMEL022269g1.t1-E2;Parent=HMEL022269g1.t1)	-TTS (ID=HMEL022269g1.t1-E2;Parent=HMEL022269g1.t1)	1063	ID=HMEL022269g1.t1-E2;Parent=HMEL022269g1.t1								
947	Hmel211009	149641	149787	+	0	NA	Intergenic	Intergenic	3296	ID=HMEL013079g1.t1-E1;Parent=HMEL013079g1.t1								
256	Hmel204017	827107	828802	+	0	NA	Intergenic	Intergenic	-4832	ID=HMEL036429g1.t1-E1;Parent=HMEL036429g1.t1								
1823	Hmel219009	297590	297842	+	0	NA	Intergenic	Intergenic	5790	ID=HMEL034747g1.t1-E1;Parent=HMEL034747g1.t1								
920	Hmel211004	1388325	1388517	+	0	NA	Intergenic	Intergenic	-1593	ID=HMEL031058g1.t5-E1;Parent=HMEL031058g1.t5								
428	Hmel206016	84709	84910	+	0	NA	Intergenic	Intergenic	-30135	ID=HMEL005606g1.t1-E1;Parent=HMEL005606g1.t1								
887	Hmel211001	23442	24120	+	0	NA	Intergenic	Intergenic	16560	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
72	Hmel201009	4191916	4192156	+	0	NA	promoter-TSS (ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1)	-promoter-TSS (ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1)	-315	ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1								
500	Hmel207002	5509115	5509895	+	0	NA	Intergenic	Intergenic	3763	ID=HMEL005504g1.t1-E1;Parent=HMEL005504g1.t1								
1221	Hmel213049	721746	721913	+	0	NA	Intergenic	Intergenic	5392	ID=HMEL032077g1.t1-E1;Parent=HMEL032077g1.t1								
1496	Hmel204003	173866	174192	+	0	NA	promoter-TSS (ID=HMEL036352g1.t1-E1;Parent=HMEL036352g1.t1)	-promoter-TSS (ID=HMEL036352g1.t1-E1;Parent=HMEL036352g1.t1)	-462	ID=HMEL036352g1.t1-E1;Parent=HMEL036352g1.t1								
1200	Hmel213028	215221	215642	+	0	NA	Intergenic	Intergenic	14808	ID=HMEL031983g1.t1-E21;Parent=HMEL031983g1.t1								
1757	Hmel218018	8120878	8121561	+	0	NA	Intergenic	Intergenic	-27407	ID=HMEL016601g1.t1-E1;Parent=HMEL016601g1.t1								
918	Hmel211004	1265220	1265398	+	0	NA	promoter-TSS (ID=HMEL003314g2.t1-E10;Parent=HMEL003314g2.t1)	-promoter-TSS (ID=HMEL003314g2.t1-E10;Parent=HMEL003314g2.t1)	-516	ID=HMEL003314g2.t1-E10;Parent=HMEL003314g2.t1								
1682	Hmel218018	1357034	1357962	+	0	NA	Intergenic	Intergenic	-1520	ID=HMEL016221g2.t1-E1;Parent=HMEL016221g2.t1								
1413	Hmel215044	266948	267614	+	0	NA	TTS (ID=HMEL032833g1.t1-E2;Parent=HMEL032833g1.t1)	-TTS (ID=HMEL032833g1.t1-E2;Parent=HMEL032833g1.t1)	1022	ID=HMEL032833g1.t1-E2;Parent=HMEL032833g1.t1								
2107	Hmel221015	824693	825128	+	0	NA	Intergenic	Intergenic	2029	ID=HMEL002096g1.t1-E2;Parent=HMEL002096g1.t1								
1108	Hmel212013	320643	321349	+	0	NA	Intergenic	Intergenic	-5828	ID=HMEL017580g1.t1-E1;Parent=HMEL017580g1.t1								
1275	Hmel213065	688442	689401	+	0	NA	Intergenic	Intergenic	-5233	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
2211	Hmel221018	31	726	+	0	NA	Intergenic	Intergenic	-11830	ID=HMEL010376-RA-E1;Parent=HMEL010376-RA								
1598	Hmel218003	728170	729137	+	0	NA	Intergenic	Intergenic	23049	ID=HMEL001028-RA-E1;Parent=HMEL001028-RA								
1014	Hmel211016	3389	4117	+	0	NA	Intergenic	Intergenic	-18135	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
843	Hmel210010	308694	308979	+	0	NA	Intergenic	Intergenic	-5725	ID=HMEL030824g1.t1-E1;Parent=HMEL030824g1.t1								
1856	Hmel219016	263138	264315	+	0	NA	Intergenic	Intergenic	1239	ID=HMEL034864g1.t1-E7;Parent=HMEL034864g1.t1								
1491	Hmel216012	457839	458116	+	0	NA	Intergenic	Intergenic	-6464	ID=HMEL033602g1.t1-E1;Parent=HMEL033602g1.t1								
1362	Hmel214025	224181	224532	+	0	NA	Intergenic	Intergenic	-2955	ID=HMEL032566g1.t1-E2;Parent=HMEL032566g1.t1								
1804	Hmel219003	6328717	6329064	+	0	NA	Intergenic	Intergenic	-12584	ID=HMEL002701g1.t1-E1;Parent=HMEL002701g1.t1								
632	Hmel208028	11830	12618	+	0	NA	Intergenic	Intergenic	-2008	ID=HMEL007649g1.t1-E3;Parent=HMEL007649g1.t1								
394	Hmel206009	2938720	2939112	+	0	NA	Intergenic	Intergenic	2723	ID=HMEL003208-RA-E5;Parent=HMEL003208-RA								
1371	Hmel215006	1001771	1001944	+	0	NA	TTS (ID=HMEL000003g1.t1-E3;Parent=HMEL000003g1.t1)	-TTS (ID=HMEL000003g1.t1-E3;Parent=HMEL000003g1.t1)	1258	ID=HMEL000003g1.t1-E3;Parent=HMEL000003g1.t1								
610	Hmel208019	418785	419158	+	0	NA	Intergenic	Intergenic	5040	ID=HMEL037914g1.t1-E2;Parent=HMEL037914g1.t1								
514	Hmel207002	6346371	6346949	+	0	NA	Intergenic	Intergenic	8277	ID=HMEL037497g1.t1-E1;Parent=HMEL037497g1.t1								
725	Hmel209007	4086995	4089257	+	0	NA	Intergenic	Intergenic	1565	ID=HMEL030471g1.t1-E2;Parent=HMEL030471g1.t1								
513	Hmel207002	6263084	6263835	+	0	NA	Intergenic	Intergenic	-38152	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
50	Hmel201009	894259	894404	+	0	NA	Intergenic	Intergenic	-2278	ID=HMEL030137g1.t1-E1;Parent=HMEL030137g1.t1								
1519	Hmel217004	1149294	1149438	+	0	NA	Intergenic	Intergenic	-29786	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
1994	Hmel221001	1986258	1986436	+	0	NA	promoter-TSS (ID=HMEL007278g1.t1-E3;Parent=HMEL007278g1.t1)	-promoter-TSS (ID=HMEL007278g1.t1-E3;Parent=HMEL007278g1.t1)	-219	ID=HMEL007278g1.t1-E3;Parent=HMEL007278g1.t1								
797	Hmel210004	7045230	7045383	+	0	NA	Intergenic	Intergenic	-2288	ID=HMEL004074g1.t1-E1;Parent=HMEL004074g1.t1								
2197	Hmel214019	54603	55319	+	0	NA	exon (ID=HMEL032428g1.t1-E1;Parent=HMEL032428g1.t1, exon 1 of 1)	-exon (ID=HMEL032428g1.t1-E1;Parent=HMEL032428g1.t1, exon 1 of 1)	124	ID=HMEL032428g1.t1-E1;Parent=HMEL032428g1.t1								
1136	Hmel212013	3408042	3408946	+	0	NA	TTS (ID=HMEL012329g1.t1-E1;Parent=HMEL012329g1.t1)	-TTS (ID=HMEL012329g1.t1-E1;Parent=HMEL012329g1.t1)	195	ID=HMEL012329g1.t2-E1;Parent=HMEL012329g1.t2								
1175	Hmel213013	142001	142353	+	0	NA	Intergenic	Intergenic	6267	ID=HMEL015354g1.t1-E7;Parent=HMEL015354g1.t1								
1236	Hmel213052	174120	174703	+	0	NA	Intergenic	Intergenic	5149	ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1								
1683	Hmel218018	1447998	1448184	+	0	NA	Intergenic	Intergenic	-2148	ID=HMEL016212g1.t1-E2;Parent=HMEL016212g1.t1								
645	Hmel208051	582359	582536	+	0	NA	Intergenic	Intergenic	-1727	ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1								
1326	Hmel214008	1035739	1036756	+	0	NA	Intergenic	Intergenic	6221	ID=HMEL004897-RA-E9;Parent=HMEL004897-RA								
1382	Hmel215006	1925416	1926247	+	0	NA	Intergenic	Intergenic	5065	ID=HMEL002915g1.t1-E2;Parent=HMEL002915g1.t1								
1176	Hmel213014	32596	32887	+	0	NA	Intergenic	Intergenic	1333	ID=HMEL005325g2.t1-E2;Parent=HMEL005325g2.t1								
1452	Hmel216001	215793	216039	+	0	NA	Intergenic	Intergenic	23101	ID=HMEL032976g1.t1-E2;Parent=HMEL032976g1.t1								
1039	Hmel212001	2808221	2809168	+	0	NA	Intergenic	Intergenic	-28662	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
1815	Hmel221038	71928	72209	+	0	NA	Intergenic	Intergenic	-1739	ID=HMEL013403g1.t1-E3;Parent=HMEL013403g1.t1								
1005	Hmel211015	343813	344055	+	0	NA	Intergenic	Intergenic	5941	ID=HMEL015405g2.t1-E3;Parent=HMEL015405g2.t1								
28	Hmel201005	128524	128872	+	0	NA	Intergenic	Intergenic	-4365	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
2089	Hmel221015	398464	399012	+	0	NA	Intergenic	Intergenic	9738	ID=HMEL008459g1.t1-E13;Parent=HMEL008459g1.t1								
589	Hmel208013	139802	140435	+	0	NA	TTS (ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1)	-TTS (ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1)	912	ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1								
2087	Hmel221015	453537	454149	+	0	NA	Intergenic	Intergenic	-2527	ID=HMEL008463g2.t1-E1;Parent=HMEL008463g2.t1								
1337	Hmel214012	170164	170380	+	0	NA	Intergenic	Intergenic	-4714	ID=HMEL032415g1.t1-E1;Parent=HMEL032415g1.t1								
215	Hmel203069	2327042	2327858	+	0	NA	Intergenic	Intergenic	19058	ID=HMEL036264g1.t1-E5;Parent=HMEL036264g1.t1								
687	Hmel209006	474577	475369	+	0	NA	Intergenic	Intergenic	18354	ID=HMEL030350g1.t1-E2;Parent=HMEL030350g1.t1								
2098	Hmel221015	212284	212537	+	0	NA	promoter-TSS (ID=HMEL002157g1.t1-E9;Parent=HMEL002157g1.t1)	-promoter-TSS (ID=HMEL002157g1.t1-E9;Parent=HMEL002157g1.t1)	74	ID=HMEL002157g1.t2-E9;Parent=HMEL002157g1.t2								
2184	Hmel208019	758433	758583	+	0	NA	Intergenic	Intergenic	-2655	ID=HMEL037926g1.t1-E1;Parent=HMEL037926g1.t1								
150	Hmel202006	2789757	2789876	+	0	NA	Intergenic	Intergenic	2037	ID=HMEL002123g4.t1-E11;Parent=HMEL002123g4.t1								
245	Hmel204013	1075376	1076675	+	0	NA	Intergenic	Intergenic	-15643	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
2190	Hmel209007	3329855	3330714	+	0	NA	Intergenic	Intergenic	4182	ID=HMEL014967g1.t1-E5;Parent=HMEL014967g1.t1								
826	Hmel210009	368868	369114	+	0	NA	Intergenic	Intergenic	-18035	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
1344	Hmel214019	578904	579415	+	0	NA	Intergenic	Intergenic	-1365	ID=HMEL014216g1.t1-E5;Parent=HMEL014216g1.t1								
332	Hmel205015	73665	74341	+	0	NA	Intergenic	Intergenic	-2914	ID=HMEL036709g1.t1-E1;Parent=HMEL036709g1.t1								
1099	Hmel212011	408279	409043	+	0	NA	TTS (ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1)	-TTS (ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1)	1079	ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1								
1965	Hmel220017	799210	799618	+	0	NA	Intergenic	Intergenic	16737	ID=HMEL035362g1.t1-E2;Parent=HMEL035362g1.t1								
745	Hmel210001	1489951	1490691	+	0	NA	Intergenic	Intergenic	-5070	ID=HMEL030603g1.t1-E1;Parent=HMEL030603g1.t1								
34	Hmel201007	221495	221784	+	0	NA	promoter-TSS (ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1)	-promoter-TSS (ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1)	-928	ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1								
2082	Hmel221014	21336	21981	+	0	NA	Intergenic	Intergenic	3247	ID=HMEL013915g4.t1-E1;Parent=HMEL013915g4.t1								
620	Hmel208021	994207	994518	+	0	NA	Intergenic	Intergenic	-3535	ID=HMEL004812g1.t1-E1;Parent=HMEL004812g1.t1								
1410	Hmel215035	94025	94446	+	0	NA	Intergenic	Intergenic	-12357	ID=HMEL032810g1.t1-E1;Parent=HMEL032810g1.t1								
1434	Hmel215047	2280033	2280367	+	0	NA	Intergenic	Intergenic	3048	ID=HMEL032927g1.t1-E6;Parent=HMEL032927g1.t1								
1547	Hmel217014	127500	127822	+	0	NA	Intergenic	Intergenic	-23069	ID=HMEL012812g1.t1-E1;Parent=HMEL012812g1.t1								
937	Hmel211004	3563353	3563558	+	0	NA	Intergenic	Intergenic	-3769	ID=HMEL006268g1.t2-E3;Parent=HMEL006268g1.t2								
1045	Hmel212001	3197194	3197771	+	0	NA	Intergenic	Intergenic	1535	ID=HMEL004113g2.t1-E1;Parent=HMEL004113g2.t1								
1619	Hmel218005	547656	547902	+	0	NA	Intergenic	Intergenic	3314	ID=HMEL034260g1.t1-E2;Parent=HMEL034260g1.t1								
730	Hmel209007	4548817	4549384	+	0	NA	Intergenic	Intergenic	7290	ID=HMEL003866g1.t1-E3;Parent=HMEL003866g1.t1								
16	Hmel201002	1729185	1730255	+	0	NA	Intergenic	Intergenic	-6781	ID=HMEL011274g1.t1-E1;Parent=HMEL011274g1.t1								
921	Hmel211004	1463952	1464545	+	0	NA	promoter-TSS (ID=HMEL015193g1.t1-E11;Parent=HMEL015193g1.t1)	-promoter-TSS (ID=HMEL015193g1.t1-E11;Parent=HMEL015193g1.t1)	93	ID=HMEL015193g1.t1-E11;Parent=HMEL015193g1.t1								
1069	Hmel212001	6323178	6323386	+	0	NA	Intergenic	Intergenic	7824	ID=HMEL016395g2.t1-E2;Parent=HMEL016395g2.t1								
1224	Hmel213051	193314	194665	+	0	NA	Intergenic	Intergenic	-24253	ID=HMEL032087g1.t1-E1;Parent=HMEL032087g1.t1								
368	Hmel206006	1920191	1920518	+	0	NA	Intergenic	Intergenic	3234	ID=HMEL036962g1.t1-E3;Parent=HMEL036962g1.t1								
994	Hmel211014	108419	108602	+	0	NA	Intergenic	Intergenic	-1998	ID=HMEL004192g1.t1-E1;Parent=HMEL004192g1.t1								
611	Hmel208019	614987	615162	+	0	NA	Intergenic	Intergenic	11008	ID=HMEL037921g1.t1-E2;Parent=HMEL037921g1.t1								
1786	Hmel219003	3209383	3210049	+	0	NA	Intergenic	Intergenic	18363	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
1849	Hmel219014	2544129	2544361	+	0	NA	Intergenic	Intergenic	2816	ID=HMEL016421g1.t1-E3;Parent=HMEL016421g1.t1								
849	Hmel210011	687790	688038	+	0	NA	Intergenic	Intergenic	-9139	ID=HMEL030836g1.t1-E1;Parent=HMEL030836g1.t1								
492	Hmel207002	4514832	4515677	+	0	NA	Intergenic	Intergenic	-13659	ID=HMEL007265g1.t1-E1;Parent=HMEL007265g1.t1								
208	Hmel203069	676541	676811	+	0	NA	Intergenic	Intergenic	2879	ID=HMEL008207g1.t1-E2;Parent=HMEL008207g1.t1								
2140	Hmel221033	21955	22138	+	0	NA	Intergenic	Intergenic	-3475	ID=HMEL035733g1.t1-E1;Parent=HMEL035733g1.t1								
1523	Hmel217004	1255292	1255529	+	0	NA	Intergenic	Intergenic	-8030	ID=HMEL006592g1.t1-E1;Parent=HMEL006592g1.t1								
93	Hmel201011	1331257	1331444	+	0	NA	promoter-TSS (ID=HMEL011375g1.t1-E5;Parent=HMEL011375g1.t1)	-promoter-TSS (ID=HMEL011375g1.t1-E5;Parent=HMEL011375g1.t1)	-510	ID=HMEL011375g1.t1-E5;Parent=HMEL011375g1.t1								
292	Hmel205005	472587	472968	+	0	NA	TTS (ID=HMEL016024g1.t1-E1;Parent=HMEL016024g1.t1)	-TTS (ID=HMEL016024g1.t1-E1;Parent=HMEL016024g1.t1)	219	ID=HMEL016024g1.t1-E2;Parent=HMEL016024g1.t1								
291	Hmel205005	470329	470475	+	0	NA	TTS (ID=HMEL016024g1.t1-E4;Parent=HMEL016024g1.t1)	-TTS (ID=HMEL016024g1.t1-E4;Parent=HMEL016024g1.t1)	843	ID=HMEL016024g1.t1-E4;Parent=HMEL016024g1.t1								
374	Hmel206007	282782	283297	+	0	NA	Intergenic	Intergenic	-3850	ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1								
114	Hmel201019	333995	334260	+	0	NA	Intergenic	Intergenic	16987	ID=HMEL006322g1.t1-E14;Parent=HMEL006322g1.t1								
429	Hmel206019	365534	366512	+	0	NA	Intergenic	Intergenic	-2505	ID=HMEL037190g1.t1-E1;Parent=HMEL037190g1.t1								
1306	Hmel213069	1327136	1327638	+	0	NA	Intergenic	Intergenic	-13538	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
1939	Hmel220009	244026	244341	+	0	NA	Intergenic	Intergenic	-6354	ID=HMEL005832g1.t1-E2;Parent=HMEL005832g1.t1								
1328	Hmel214008	1096221	1096373	+	0	NA	Intergenic	Intergenic	-8421	ID=HMEL022199g1.t1-E1;Parent=HMEL022199g1.t1								
73	Hmel201009	4196603	4196926	+	0	NA	Intergenic	Intergenic	2531	ID=HMEL030239g1.t1-E5;Parent=HMEL030239g1.t1								
409	Hmel206009	4399056	4399400	+	0	NA	Intergenic	Intergenic	3624	ID=HMEL008007g1.t1-E1;Parent=HMEL008007g1.t1								
1091	Hmel212009	164989	165471	+	0	NA	Intergenic	Intergenic	-27874	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
67	Hmel201009	3925211	3925368	+	0	NA	promoter-TSS (ID=HMEL012438g1.t1-E3;Parent=HMEL012438g1.t1)	-promoter-TSS (ID=HMEL012438g1.t1-E3;Parent=HMEL012438g1.t1)	713	ID=HMEL012438g1.t1-E2;Parent=HMEL012438g1.t1								
812	Hmel210005	334209	334958	+	0	NA	Intergenic	Intergenic	4067	ID=HMEL014115g1.t1-E1;Parent=HMEL014115g1.t1								
241	Hmel204013	529863	530399	+	0	NA	Intergenic	Intergenic	9456	ID=HMEL036397g1.t1-E2;Parent=HMEL036397g1.t1								
1958	Hmel220014	907852	908823	+	0	NA	Intergenic	Intergenic	-3487	ID=HMEL035328g1.t1-E2;Parent=HMEL035328g1.t1								
1962	Hmel220014	1145111	1145523	+	0	NA	promoter-TSS (ID=HMEL003742g2.t1-E1;Parent=HMEL003742g2.t1)	-promoter-TSS (ID=HMEL003742g2.t1-E1;Parent=HMEL003742g2.t1)	-840	ID=HMEL003742g2.t1-E1;Parent=HMEL003742g2.t1								
489	Hmel207002	3993323	3993520	+	0	NA	Intergenic	Intergenic	-1513	ID=HMEL037445g1.t1-E3;Parent=HMEL037445g1.t1								
585	Hmel208003	209621	209893	+	0	NA	Intergenic	Intergenic	14913	ID=HMEL020285g1.t1-E1;Parent=HMEL020285g1.t1								
327	Hmel205015	138305	139187	+	0	NA	Intergenic	Intergenic	-11448	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
1392	Hmel215029	167205	168317	+	0	NA	Intergenic	Intergenic	-7465	ID=HMEL032772g1.t1-E1;Parent=HMEL032772g1.t1								
1970	Hmel220022	391771	391963	+	0	NA	Intergenic	Intergenic	-11231	ID=HMEL010874-RA-E1;Parent=HMEL010874-RA								
1080	Hmel212005	63346	64279	+	0	NA	Intergenic	Intergenic	-36337	ID=HMEL004608g2.t1-E1;Parent=HMEL004608g2.t1								
1281	Hmel213067	621235	622227	+	0	NA	Intergenic	Intergenic	52971	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
732	Hmel209007	4569185	4569590	+	0	NA	Intergenic	Intergenic	27577	ID=HMEL003866g1.t1-E3;Parent=HMEL003866g1.t1								
1864	Hmel219018	753643	754507	+	0	NA	Intergenic	Intergenic	4267	ID=HMEL034894g1.t1-E4;Parent=HMEL034894g1.t1								
1603	Hmel218003	1000506	1001494	+	0	NA	Intergenic	Intergenic	6851	ID=HMEL001000g2.t1-E2;Parent=HMEL001000g2.t1								
622	Hmel208021	1002633	1003386	+	0	NA	promoter-TSS (ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1)	-promoter-TSS (ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1)	-638	ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1								
1881	Hmel220003	1119568	1120212	+	0	NA	Intergenic	Intergenic	1706	ID=HMEL017014g1.t2-E3;Parent=HMEL017014g1.t2								
970	Hmel211012	563908	564115	+	0	NA	Intergenic	Intergenic	2790	ID=HMEL010323g2.t1-E4;Parent=HMEL010323g2.t1								
24	Hmel201003	26432	26904	+	0	NA	Intergenic	Intergenic	8388	ID=HMEL005989g1.t1-E19;Parent=HMEL005989g1.t1								
1416	Hmel215045	47305	47581	+	0	NA	NA	NA	NA	NA								
2049	Hmel221012	1203605	1204149	+	0	NA	promoter-TSS (ID=HMEL016654g1.t1-E2;Parent=HMEL016654g1.t1)	-promoter-TSS (ID=HMEL016654g1.t1-E2;Parent=HMEL016654g1.t1)	-140	ID=HMEL016654g1.t1-E2;Parent=HMEL016654g1.t1								
1658	Hmel218014	146154	146907	+	0	NA	Intergenic	Intergenic	-31468	ID=HMEL034341g1.t1-E1;Parent=HMEL034341g1.t1								
104	Hmel201011	2519788	2520139	+	0	NA	Intergenic	Intergenic	4922	ID=HMEL033075g1.t1-E4;Parent=HMEL033075g1.t1								
2057	Hmel221012	1918833	1919064	+	0	NA	Intergenic	Intergenic	-5345	ID=HMEL035594g1.t1-E1;Parent=HMEL035594g1.t1								
1558	Hmel217018	434015	434457	+	0	NA	Intergenic	Intergenic	-2629	ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1								
1237	Hmel213052	177900	178651	+	0	NA	Intergenic	Intergenic	9013	ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1								
1635	Hmel218007	471106	471824	+	0	NA	Intergenic	Intergenic	19676	ID=HMEL034296g1.t2-E3;Parent=HMEL034296g1.t2								
2175	Hmel203064	1	1118	+	0	NA	NA	NA	NA	NA								
1513	Hmel217004	496772	497109	+	0	NA	Intergenic	Intergenic	-14667	ID=HMEL033775g1.t1-E1;Parent=HMEL033775g1.t1								
1264	Hmel213062	1098285	1098962	+	0	NA	Intergenic	Intergenic	-5119	ID=HMEL032129g1.t1-E1;Parent=HMEL032129g1.t1								
747	Hmel210004	168287	169015	+	0	NA	Intergenic	Intergenic	12314	ID=HMEL007370g1.t1-E9;Parent=HMEL007370g1.t1								
159	Hmel202006	5409370	5409817	+	0	NA	Intergenic	Intergenic	6538	ID=HMEL013280g1.t1-E2;Parent=HMEL013280g1.t1								
1633	Hmel218007	430220	430675	+	0	NA	Intergenic	Intergenic	-2043	ID=HMEL006505g1.t1-E1;Parent=HMEL006505g1.t1								
47	Hmel201009	586948	587401	+	0	NA	Intergenic	Intergenic	36138	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
1427	Hmel215047	998013	998310	+	0	NA	Intergenic	Intergenic	-15382	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
1942	Hmel220009	486667	487008	+	0	NA	Intergenic	Intergenic	-6055	ID=HMEL035259g1.t1-E1;Parent=HMEL035259g1.t1								
1484	Hmel216011	1700675	1700968	+	0	NA	Intergenic	Intergenic	-6560	ID=HMEL033565g1.t1-E1;Parent=HMEL033565g1.t1								
1017	Hmel211016	54531	55257	+	0	NA	Intergenic	Intergenic	2692	ID=HMEL031257g1.t1-E3;Parent=HMEL031257g1.t1								
270	Hmel204017	2759028	2759465	+	0	NA	Intergenic	Intergenic	-13071	ID=HMEL022324g1.t1-E1;Parent=HMEL022324g1.t1								
1057	Hmel212001	4060343	4060627	+	0	NA	Intergenic	Intergenic	-2154	ID=HMEL016578g1.t1-E2;Parent=HMEL016578g1.t1								
2042	Hmel221012	888907	889878	+	0	NA	Intergenic	Intergenic	15422	ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1								
538	Hmel207008	940967	941228	+	0	NA	Intergenic	Intergenic	-5327	ID=HMEL003095g1.t1-E1;Parent=HMEL003095g1.t1								
1602	Hmel218003	924110	924477	+	0	NA	Intergenic	Intergenic	-6469	ID=HMEL001009g4.t1-E3;Parent=HMEL001009g4.t1								
521	Hmel207003	51956	52241	+	0	NA	TTS (ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1)	-TTS (ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1)	253	ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1								
2007	Hmel221005	653934	654089	+	0	NA	Intergenic	Intergenic	-7145	ID=HMEL035503g1.t1-E1;Parent=HMEL035503g1.t1								
1332	Hmel214008	2339471	2339795	+	0	NA	promoter-TSS (ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1)	-promoter-TSS (ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1)	-62	ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1								
162	Hmel202006	5425299	5425685	+	0	NA	Intergenic	Intergenic	-2188	ID=HMEL013278g1.t1-E1;Parent=HMEL013278g1.t1								
1923	Hmel220005	4265175	4266001	+	0	NA	Intergenic	Intergenic	-10092	ID=HMEL035202g1.t1-E1;Parent=HMEL035202g1.t1								
880	Hmel210011	4770765	4771012	+	0	NA	Intergenic	Intergenic	-1652	ID=HMEL030926g1.t1-E1;Parent=HMEL030926g1.t1								
433	Hmel206019	1498555	1499079	+	0	NA	Intergenic	Intergenic	-4931	ID=HMEL037238g1.t1-E1;Parent=HMEL037238g1.t1								
2164	Hmel221045	17434	17959	+	0	NA	TTS (ID=HMEL035804g1.t1-E2;Parent=HMEL035804g1.t1)	-TTS (ID=HMEL035804g1.t1-E2;Parent=HMEL035804g1.t1)	598	ID=HMEL035804g1.t1-E2;Parent=HMEL035804g1.t1								
