PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thdown.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4689	Hmel219009	300546	300696	+	0	NA	Intergenic	Intergenic	2885	ID=HMEL034747g1.t1-E1;Parent=HMEL034747g1.t1								
1604	Hmel208009	10480	11478	+	0	NA	promoter-TSS (ID=HMEL037834g1.t1-E29;Parent=HMEL037834g1.t1)	-promoter-TSS (ID=HMEL037834g1.t1-E29;Parent=HMEL037834g1.t1)	37	ID=HMEL037834g1.t2-E29;Parent=HMEL037834g1.t2								
1507	Hmel207015	80905	82023	+	0	NA	Intergenic	Intergenic	-26453	ID=HMEL037636g1.t1-E1;Parent=HMEL037636g1.t1								
3997	Hmel217014	372419	372608	+	0	NA	Intergenic	Intergenic	1656	ID=HMEL033905g1.t1-E2;Parent=HMEL033905g1.t1								
868	Hmel205009	183617	183943	+	0	NA	TTS (ID=HMEL036636g1.t1-E8;Parent=HMEL036636g1.t1)	-TTS (ID=HMEL036636g1.t1-E8;Parent=HMEL036636g1.t1)	166	ID=HMEL036636g1.t1-E8;Parent=HMEL036636g1.t1								
4592	Hmel219003	4681620	4681836	+	0	NA	Intergenic	Intergenic	-24829	ID=HMEL013138g1.t1-E1;Parent=HMEL013138g1.t1								
4096	Hmel218003	444626	444987	+	0	NA	Intergenic	Intergenic	1595	ID=HMEL034211g1.t1-E2;Parent=HMEL034211g1.t1								
4736	Hmel219014	1387487	1388016	+	0	NA	promoter-TSS (ID=HMEL012207g1.t1-E3;Parent=HMEL012207g1.t1)	-promoter-TSS (ID=HMEL012207g1.t1-E3;Parent=HMEL012207g1.t1)	-514	ID=HMEL012207g1.t1-E3;Parent=HMEL012207g1.t1								
1140	Hmel206009	3102359	3102685	+	0	NA	Intergenic	Intergenic	7706	ID=HMEL003215g1.t1-E5;Parent=HMEL003215g1.t1								
4922	Hmel220005	2433067	2433607	+	0	NA	Intergenic	Intergenic	-4937	ID=HMEL012110g1.t1-E2;Parent=HMEL012110g1.t1								
3417	Hmel214019	622236	622525	+	0	NA	TTS (ID=HMEL032461g1.t1-E3;Parent=HMEL032461g1.t1)	-TTS (ID=HMEL032461g1.t1-E3;Parent=HMEL032461g1.t1)	181	ID=HMEL032461g1.t1-E3;Parent=HMEL032461g1.t1								
275	Hmel201011	2519788	2520139	+	0	NA	Intergenic	Intergenic	4922	ID=HMEL033075g1.t1-E4;Parent=HMEL033075g1.t1								
5189	Hmel221012	3163945	3164318	+	0	NA	Intergenic	Intergenic	-1968	ID=HMEL035625g1.t1-E1;Parent=HMEL035625g1.t1								
2035	Hmel210004	3718616	3718814	+	0	NA	Intergenic	Intergenic	-3447	ID=HMEL003283g1.t1-E1;Parent=HMEL003283g1.t1								
197	Hmel201009	3733553	3733683	+	0	NA	Intergenic	Intergenic	-8435	ID=HMEL012426g2.t1-E4;Parent=HMEL012426g2.t1								
4459	Hmel218018	7710935	7711727	+	0	NA	Intergenic	Intergenic	-4156	ID=HMEL016588g3.t1-E1;Parent=HMEL016588g3.t1								
2208	Hmel210011	1852612	1853524	+	0	NA	Intergenic	Intergenic	-2948	ID=HMEL006690g2.t1-E1;Parent=HMEL006690g2.t1								
3314	Hmel213071	720843	720980	+	0	NA	promoter-TSS (ID=HMEL032255g1.t1-E4;Parent=HMEL032255g1.t1)	-promoter-TSS (ID=HMEL032255g1.t1-E4;Parent=HMEL032255g1.t1)	175	ID=HMEL032255g1.t1-E3;Parent=HMEL032255g1.t1								
3626	Hmel215047	1449286	1449880	+	0	NA	promoter-TSS (ID=HMEL032906g1.t1-E3;Parent=HMEL032906g1.t1)	-promoter-TSS (ID=HMEL032906g1.t1-E3;Parent=HMEL032906g1.t1)	-777	ID=HMEL032906g1.t1-E3;Parent=HMEL032906g1.t1								
1731	Hmel208051	582359	582536	+	0	NA	Intergenic	Intergenic	-1727	ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1								
853	Hmel205005	1154023	1154504	+	0	NA	Intergenic	Intergenic	2235	ID=HMEL016248g1.t1-E2;Parent=HMEL016248g1.t1								
4024	Hmel217018	434015	434457	+	0	NA	Intergenic	Intergenic	-2629	ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1								
5187	Hmel221012	3046462	3046839	+	0	NA	Intergenic	Intergenic	-1089	ID=HMEL007231g1.t1-E1;Parent=HMEL007231g1.t1								
1500	Hmel207014	137116	137538	+	0	NA	promoter-TSS (ID=HMEL009951g1.t1-E1;Parent=HMEL009951g1.t1)	-promoter-TSS (ID=HMEL009951g1.t1-E1;Parent=HMEL009951g1.t1)	-109	ID=HMEL009951g1.t1-E1;Parent=HMEL009951g1.t1								
4812	Hmel220001	106225	106761	+	0	NA	promoter-TSS (ID=HMEL034960g1.t2-E4;Parent=HMEL034960g1.t2)	-promoter-TSS (ID=HMEL034960g1.t2-E4;Parent=HMEL034960g1.t2)	-936	ID=HMEL034960g1.t2-E4;Parent=HMEL034960g1.t2								
4275	Hmel218018	611070	611308	+	0	NA	Intergenic	Intergenic	12239	ID=HMEL017479-RA-E1;Parent=HMEL017479-RA								
4393	Hmel218018	5336397	5336768	+	0	NA	Intergenic	Intergenic	-1842	ID=HMEL034443g1.t1-E1;Parent=HMEL034443g1.t1								
2136	Hmel210005	797907	798243	+	0	NA	TTS (ID=HMEL008542g2.t1-E3;Parent=HMEL008542g2.t1)	-TTS (ID=HMEL008542g2.t1-E3;Parent=HMEL008542g2.t1)	1096	ID=HMEL008542g2.t1-E3;Parent=HMEL008542g2.t1								
4175	Hmel218005	301146	301447	+	0	NA	Intergenic	Intergenic	-1052	ID=HMEL014924g1.t1-E3;Parent=HMEL014924g1.t1								
4103	Hmel218003	473552	474058	+	0	NA	Intergenic	Intergenic	11909	ID=HMEL003857g1.t1-E13;Parent=HMEL003857g1.t1								
2685	Hmel212001	6493041	6494476	+	0	NA	Intergenic	Intergenic	4113	ID=HMEL005761g2.t2-E2;Parent=HMEL005761g2.t2								
4073	Hmel217019	77123	77380	+	0	NA	promoter-TSS (ID=HMEL034027g1.t1-E1;Parent=HMEL034027g1.t1)	-promoter-TSS (ID=HMEL034027g1.t1-E1;Parent=HMEL034027g1.t1)	-15	ID=HMEL034027g1.t1-E1;Parent=HMEL034027g1.t1								
3410	Hmel214019	181886	182733	+	0	NA	Intergenic	Intergenic	-1590	ID=HMEL020809g1.t1-E1;Parent=HMEL020809g1.t1								
3517	Hmel215006	1262612	1263341	+	0	NA	Intergenic	Intergenic	-19537	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
1295	Hmel207002	1064417	1064694	+	0	NA	Intergenic	Intergenic	-8856	ID=HMEL011192g1.t1-E1;Parent=HMEL011192g1.t1								
3028	Hmel213035	443335	443585	+	0	NA	Intergenic	Intergenic	-1572	ID=HMEL009730g1.t1-E6;Parent=HMEL009730g1.t1								
2832	Hmel212013	2598840	2599104	+	0	NA	promoter-TSS (ID=HMEL012629g1.t1-E11;Parent=HMEL012629g1.t1)	-promoter-TSS (ID=HMEL012629g1.t1-E11;Parent=HMEL012629g1.t1)	-163	ID=HMEL012629g1.t1-E11;Parent=HMEL012629g1.t1								
3978	Hmel217004	3672758	3673069	+	0	NA	Intergenic	Intergenic	1798	ID=HMEL010416g1.t1-E6;Parent=HMEL010416g1.t1								
1111	Hmel206009	1265155	1266933	+	0	NA	Intergenic	Intergenic	-3847	ID=HMEL016793g1.t1-E1;Parent=HMEL016793g1.t1								
3281	Hmel213069	936088	936420	+	0	NA	Intergenic	Intergenic	-5473	ID=HMEL007467g2.t1-E1;Parent=HMEL007467g2.t1								
3249	Hmel213067	662191	662883	+	0	NA	Intergenic	Intergenic	-83705	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
3271	Hmel213069	513374	514067	+	0	NA	Intergenic	Intergenic	-2919	ID=HMEL032219g1.t1-E1;Parent=HMEL032219g1.t1								
4055	Hmel217019	708870	709025	+	0	NA	Intergenic	Intergenic	2633	ID=HMEL010148g2.t1-E4;Parent=HMEL010148g2.t1								
4608	Hmel219003	5725038	5725321	+	0	NA	TTS (ID=HMEL016872g1.t1-E2;Parent=HMEL016872g1.t1)	-TTS (ID=HMEL016872g1.t1-E2;Parent=HMEL016872g1.t1)	683	ID=HMEL016872g1.t1-E2;Parent=HMEL016872g1.t1								
2238	Hmel210011	3236832	3237244	+	0	NA	promoter-TSS (ID=HMEL015980g1.t1-E1;Parent=HMEL015980g1.t1)	-promoter-TSS (ID=HMEL015980g1.t1-E1;Parent=HMEL015980g1.t1)	-67	ID=HMEL015980g1.t1-E1;Parent=HMEL015980g1.t1								
1878	Hmel206020	83811	84282	+	0	NA	exon (ID=HMEL037270g1.t1-E1;Parent=HMEL037270g1.t1, exon 1 of 1)	-exon (ID=HMEL037270g1.t1-E1;Parent=HMEL037270g1.t1, exon 1 of 1)	470	ID=HMEL037270g1.t1-E1;Parent=HMEL037270g1.t1								
4807	Hmel219019	327605	328676	+	0	NA	Intergenic	Intergenic	-25619	ID=HMEL034941g1.t1-E1;Parent=HMEL034941g1.t1								
2388	Hmel211004	4179806	4179976	+	0	NA	TTS (ID=HMEL014689g1.t1-E16;Parent=HMEL014689g1.t1)	-TTS (ID=HMEL014689g1.t1-E16;Parent=HMEL014689g1.t1)	829	ID=HMEL014689g1.t2-E16;Parent=HMEL014689g1.t2								
2938	Hmel213020	189696	190385	+	0	NA	Intergenic	Intergenic	-1990	ID=HMEL031879g1.t1-E1;Parent=HMEL031879g1.t1								
1690	Hmel208026	15052	15183	+	0	NA	Intergenic	Intergenic	-13919	ID=HMEL037994g1.t1-E1;Parent=HMEL037994g1.t1								
2964	Hmel213025	26790	26987	+	0	NA	Intergenic	Intergenic	1821	ID=HMEL031921g1.t1-E3;Parent=HMEL031921g1.t1								
5126	Hmel221001	1791296	1791741	+	0	NA	Intergenic	Intergenic	3402	ID=HMEL035456g1.t1-E1;Parent=HMEL035456g1.t1								
3915	Hmel217004	496772	497109	+	0	NA	Intergenic	Intergenic	-14667	ID=HMEL033775g1.t1-E1;Parent=HMEL033775g1.t1								
4516	Hmel219001	146190	146630	+	0	NA	Intergenic	Intergenic	-4964	ID=HMEL008688g1.t1-E1;Parent=HMEL008688g1.t1								
617	Hmel203069	676541	676811	+	0	NA	Intergenic	Intergenic	2879	ID=HMEL008207g1.t1-E2;Parent=HMEL008207g1.t1								
4136	Hmel218003	1140847	1142104	+	0	NA	Intergenic	Intergenic	19223	ID=HMEL034217g1.t1-E2;Parent=HMEL034217g1.t1								
3943	Hmel217004	1760610	1760904	+	0	NA	Intergenic	Intergenic	-1124	ID=HMEL016705-RA-E5;Parent=HMEL016705-RA								
5151	Hmel221012	429821	430287	+	0	NA	Intergenic	Intergenic	-5744	ID=HMEL012076g1.t1-E1;Parent=HMEL012076g1.t1								
5244	Hmel221046	107642	108706	+	0	NA	promoter-TSS (ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1)	-promoter-TSS (ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1)	-365	ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1								
3801	Hmel216011	1616308	1616512	+	0	NA	Intergenic	Intergenic	15086	ID=HMEL010254g1.t1-E2;Parent=HMEL010254g1.t1								
4061	Hmel217019	268611	269093	+	0	NA	Intergenic	Intergenic	9952	ID=HMEL014829g1.t1-E2;Parent=HMEL014829g1.t1								
2918	Hmel213014	20258	20433	+	0	NA	promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-848	ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1								
3821	Hmel216011	1980906	1981354	+	0	NA	TTS (ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1)	-TTS (ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1)	888	ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1								
1594	Hmel208003	203830	206026	+	0	NA	Intergenic	Intergenic	10084	ID=HMEL020285g1.t1-E1;Parent=HMEL020285g1.t1								
251	Hmel201011	1113782	1114610	+	0	NA	Intergenic	Intergenic	-16282	ID=HMEL002506g1.t1-E1;Parent=HMEL002506g1.t1								
4986	Hmel220005	5123306	5124968	+	0	NA	TTS (ID=HMEL035227g1.t1-E4;Parent=HMEL035227g1.t1)	-TTS (ID=HMEL035227g1.t1-E4;Parent=HMEL035227g1.t1)	346	ID=HMEL035227g1.t1-E4;Parent=HMEL035227g1.t1								
369	Hmel202006	1140113	1140609	+	0	NA	Intergenic	Intergenic	3454	ID=HMEL006871g1.t2-E6;Parent=HMEL006871g1.t2								
1548	Hmel207021	2019138	2019339	+	0	NA	Intergenic	Intergenic	3177	ID=HMEL037714g1.t1-E1;Parent=HMEL037714g1.t1								
3900	Hmel217001	1013684	1014300	+	0	NA	Intergenic	Intergenic	4657	ID=HMEL033715g1.t1-E2;Parent=HMEL033715g1.t1								
4053	Hmel217018	2242778	2243244	+	0	NA	Intergenic	Intergenic	-16588	ID=HMEL034020g1.t1-E1;Parent=HMEL034020g1.t1								
1823	Hmel209005	1045572	1045898	+	0	NA	Intergenic	Intergenic	-25399	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
5026	Hmel220009	389067	389773	+	0	NA	Intergenic	Intergenic	1332	ID=HMEL035258g1.t1-E4;Parent=HMEL035258g1.t1								
2267	Hmel210011	4365677	4366333	+	0	NA	Intergenic	Intergenic	33199	ID=HMEL009080g1.t1-E3;Parent=HMEL009080g1.t1								
2537	Hmel211016	32097	32405	+	0	NA	Intergenic	Intergenic	10363	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
887	Hmel205012	91762	92016	+	0	NA	Intergenic	Intergenic	-20621	ID=HMEL036657g1.t1-E1;Parent=HMEL036657g1.t1								
72	Hmel201005	379945	380155	+	0	NA	Intergenic	Intergenic	1548	ID=HMEL030070g1.t1-E1;Parent=HMEL030070g1.t1								
3371	Hmel214010	250585	251291	+	0	NA	Intergenic	Intergenic	-3572	ID=HMEL032397g1.t1-E1;Parent=HMEL032397g1.t1								
1496	Hmel207011	678865	679164	+	0	NA	Intergenic	Intergenic	1526	ID=HMEL037583g1.t1-E2;Parent=HMEL037583g1.t1								
1682	Hmel208021	1013162	1013416	+	0	NA	promoter-TSS (ID=HMEL004812g4.t1-E2;Parent=HMEL004812g4.t1)	-promoter-TSS (ID=HMEL004812g4.t1-E2;Parent=HMEL004812g4.t1)	158	ID=HMEL004812g4.t1-E1;Parent=HMEL004812g4.t1								
2781	Hmel212013	900554	901202	+	0	NA	promoter-TSS (ID=HMEL011976g1.t1-E1;Parent=HMEL011976g1.t1)	-promoter-TSS (ID=HMEL011976g1.t1-E1;Parent=HMEL011976g1.t1)	-426	ID=HMEL011976g1.t1-E1;Parent=HMEL011976g1.t1								
1108	Hmel206009	1239225	1239918	+	0	NA	Intergenic	Intergenic	6746	ID=HMEL016794g1.t1-E1;Parent=HMEL016794g1.t1								
1014	Hmel205024	720284	722208	+	0	NA	promoter-TSS (ID=HMEL036868g1.t3-E9;Parent=HMEL036868g1.t3)	-promoter-TSS (ID=HMEL036868g1.t3-E9;Parent=HMEL036868g1.t3)	-236	ID=HMEL036868g1.t3-E9;Parent=HMEL036868g1.t3								
2282	Hmel210011	4770765	4771012	+	0	NA	Intergenic	Intergenic	-1652	ID=HMEL030926g1.t1-E1;Parent=HMEL030926g1.t1								
843	Hmel205005	675068	675630	+	0	NA	Intergenic	Intergenic	-1055	ID=HMEL016273g1.t2-E4;Parent=HMEL016273g1.t2								
2760	Hmel212011	1467299	1467439	+	0	NA	Intergenic	Intergenic	-4628	ID=HMEL012939g1.t1-E1;Parent=HMEL012939g1.t1								
2529	Hmel211017	121701	123057	+	0	NA	Intergenic	Intergenic	2402	ID=HMEL031272g1.t1-E2;Parent=HMEL031272g1.t1								
4677	Hmel219007	142515	143322	+	0	NA	Intergenic	Intergenic	-13931	ID=HMEL013417g1.t1-E1;Parent=HMEL013417g1.t1								
2315	Hmel211002	1419300	1419539	+	0	NA	promoter-TSS (ID=HMEL003689g1.t1-E5;Parent=HMEL003689g1.t1)	-promoter-TSS (ID=HMEL003689g1.t1-E5;Parent=HMEL003689g1.t1)	-323	ID=HMEL003689g1.t1-E5;Parent=HMEL003689g1.t1								
2257	Hmel210011	3979715	3981134	+	0	NA	Intergenic	Intergenic	-42421	ID=HMEL030907g1.t1-E1;Parent=HMEL030907g1.t1								
514	Hmel203009	23730	24329	+	0	NA	Intergenic	Intergenic	-13163	ID=HMEL035975g1.t1-E1;Parent=HMEL035975g1.t1								
610	Hmel203067	1096720	1097277	+	0	NA	promoter-TSS (ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1)	-promoter-TSS (ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1)	-782	ID=HMEL036157g1.t1-E3;Parent=HMEL036157g1.t1								
3973	Hmel217004	3245433	3246742	+	0	NA	promoter-TSS (ID=HMEL004818g1.t1-E10;Parent=HMEL004818g1.t1)	-promoter-TSS (ID=HMEL004818g1.t1-E10;Parent=HMEL004818g1.t1)	-67	ID=HMEL004818g1.t1-E9;Parent=HMEL004818g1.t1								
2444	Hmel211012	541773	542362	+	0	NA	Intergenic	Intergenic	8032	ID=HMEL010323g1.t1-E2;Parent=HMEL010323g1.t1								
725	Hmel204013	1102250	1102520	+	0	NA	TTS (ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1)	-TTS (ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1)	1540	ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1								
3921	Hmel217004	634328	634878	+	0	NA	Intergenic	Intergenic	-3251	ID=HMEL033778g1.t1-E1;Parent=HMEL033778g1.t1								
4088	Hmel217020	1816320	1817755	+	0	NA	Intergenic	Intergenic	5645	ID=HMEL004571g1.t1-E1;Parent=HMEL004571g1.t1								
4290	Hmel218018	771612	772412	+	0	NA	Intergenic	Intergenic	-12344	ID=HMEL016235-RA-E1;Parent=HMEL016235-RA								
1994	Hmel210004	811726	812307	+	0	NA	Intergenic	Intergenic	-10511	ID=HMEL011097g1.t1-E1;Parent=HMEL011097g1.t1								
3252	Hmel213067	726971	727279	+	0	NA	Intergenic	Intergenic	-19117	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
3907	Hmel217004	14579	15368	+	0	NA	Intergenic	Intergenic	-7003	ID=HMEL003098g1.t1-E1;Parent=HMEL003098g1.t1								
3857	Hmel216013	337497	338646	+	0	NA	Intergenic	Intergenic	-8394	ID=HMEL017538g1.t2-E1;Parent=HMEL017538g1.t2								
1136	Hmel206009	2624599	2625404	+	0	NA	Intergenic	Intergenic	-33089	ID=HMEL037042g1.t1-E1;Parent=HMEL037042g1.t1								
4048	Hmel217018	1523096	1523621	+	0	NA	Intergenic	Intergenic	5228	ID=HMEL033990g1.t1-E2;Parent=HMEL033990g1.t1								
4183	Hmel218005	547656	547902	+	0	NA	Intergenic	Intergenic	3314	ID=HMEL034260g1.t1-E2;Parent=HMEL034260g1.t1								
1175	Hmel206009	4280745	4281241	+	0	NA	TTS (ID=HMEL037083g1.t1-E2;Parent=HMEL037083g1.t1)	-TTS (ID=HMEL037083g1.t1-E2;Parent=HMEL037083g1.t1)	197	ID=HMEL037083g1.t1-E2;Parent=HMEL037083g1.t1								
4011	Hmel217014	987396	988334	+	0	NA	Intergenic	Intergenic	6509	ID=HMEL010521g1.t1-E2;Parent=HMEL010521g1.t1								
1683	Hmel208021	1019052	1019415	+	0	NA	promoter-TSS (ID=HMEL004812g6.t1-E1;Parent=HMEL004812g6.t1)	-promoter-TSS (ID=HMEL004812g6.t1-E1;Parent=HMEL004812g6.t1)	-533	ID=HMEL004812g6.t1-E1;Parent=HMEL004812g6.t1								
1326	Hmel207002	2195538	2196096	+	0	NA	Intergenic	Intergenic	1973	ID=HMEL037397g1.t1-E2;Parent=HMEL037397g1.t1								
3714	Hmel216009	161688	162414	+	0	NA	Intergenic	Intergenic	4301	ID=HMEL010213g1.t1-E9;Parent=HMEL010213g1.t1								
1382	Hmel207002	4726786	4727071	+	0	NA	Intergenic	Intergenic	43253	ID=HMEL037457g1.t1-E2;Parent=HMEL037457g1.t1								
1452	Hmel207008	110089	111222	+	0	NA	Intergenic	Intergenic	-1845	ID=HMEL011586g1.t1-E1;Parent=HMEL011586g1.t1								
2384	Hmel211004	4044888	4045228	+	0	NA	Intergenic	Intergenic	-9390	ID=HMEL015695g1.t1-E1;Parent=HMEL015695g1.t1								
2637	Hmel212001	3511905	3512063	+	0	NA	Intergenic	Intergenic	-3735	ID=HMEL013206g1.t1-E3;Parent=HMEL013206g1.t1								
589	Hmel203067	451457	451921	+	0	NA	Intergenic	Intergenic	14719	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
1337	Hmel207002	2543637	2543852	+	0	NA	Intergenic	Intergenic	12500	ID=HMEL010310g1.t1-E1;Parent=HMEL010310g1.t1								
2098	Hmel210004	6729289	6731375	+	0	NA	Intergenic	Intergenic	-19185	ID=HMEL009658g1.t1-E1;Parent=HMEL009658g1.t1								
3101	Hmel213052	58183	58888	+	0	NA	Intergenic	Intergenic	13403	ID=HMEL010907g1.t3-E36;Parent=HMEL010907g1.t3								
3837	Hmel216011	2639001	2639270	+	0	NA	Intergenic	Intergenic	3760	ID=HMEL033590g1.t1-E4;Parent=HMEL033590g1.t1								
150	Hmel201009	1748056	1748444	+	0	NA	Intergenic	Intergenic	25438	ID=HMEL030156g1.t1-E1;Parent=HMEL030156g1.t1								
3018	Hmel213030	2097	2324	+	0	NA	Intergenic	Intergenic	23366	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
245	Hmel201011	893710	893970	+	0	NA	Intergenic	Intergenic	5407	ID=HMEL033027g1.t1-E3;Parent=HMEL033027g1.t1								
2511	Hmel211015	492201	492383	+	0	NA	Intergenic	Intergenic	11874	ID=HMEL015397g1.t1-E1;Parent=HMEL015397g1.t1								
2604	Hmel212001	2109731	2109880	+	0	NA	Intergenic	Intergenic	-6428	ID=HMEL016809g1.t1-E1;Parent=HMEL016809g1.t1								
4974	Hmel220005	4790563	4791163	+	0	NA	Intergenic	Intergenic	-11346	ID=HMEL035218g1.t1-E1;Parent=HMEL035218g1.t1								
2546	Hmel211016	203365	203677	+	0	NA	Intergenic	Intergenic	-1172	ID=HMEL008650g1.t1-E2;Parent=HMEL008650g1.t1								
4994	Hmel220005	5349767	5350009	+	0	NA	Intergenic	Intergenic	2975	ID=HMEL035235g1.t1-E1;Parent=HMEL035235g1.t1								
2666	Hmel212001	5025125	5025318	+	0	NA	promoter-TSS (ID=HMEL012749g1.t1-E4;Parent=HMEL012749g1.t1)	-promoter-TSS (ID=HMEL012749g1.t1-E4;Parent=HMEL012749g1.t1)	-974	ID=HMEL012749g1.t1-E4;Parent=HMEL012749g1.t1								
3012	Hmel213027	15306	15772	+	0	NA	Intergenic	Intergenic	54740	ID=HMEL031963g1.t1-E2;Parent=HMEL031963g1.t1								
332	Hmel202004	573949	574096	+	0	NA	Intergenic	Intergenic	-39892	ID=HMEL033197g1.t1-E1;Parent=HMEL033197g1.t1								
1099	Hmel206009	818889	819156	+	0	NA	Intergenic	Intergenic	-2758	ID=HMEL017103g1.t1-E1;Parent=HMEL017103g1.t1								
3599	Hmel215047	345228	345442	+	0	NA	Intergenic	Intergenic	-15114	ID=HMEL022250g1.t1-E1;Parent=HMEL022250g1.t1								
1965	Hmel210001	1043198	1043744	+	0	NA	Intergenic	Intergenic	28003	ID=HMEL030593g1.t1-E17;Parent=HMEL030593g1.t1								
5311	Hmel215044	83051	83426	+	0	NA	Intergenic	Intergenic	-1399	ID=HMEL032828g1.t1-E1;Parent=HMEL032828g1.t1								
5083	Hmel220017	701360	702672	+	0	NA	Intergenic	Intergenic	-10614	ID=HMEL035361g1.t1-E1;Parent=HMEL035361g1.t1								
4962	Hmel220005	4299771	4299965	+	0	NA	Intergenic	Intergenic	2349	ID=HMEL035204g1.t1-E3;Parent=HMEL035204g1.t1								
34	Hmel201002	1913634	1913874	+	0	NA	Intergenic	Intergenic	28298	ID=HMEL030044g1.t1-E3;Parent=HMEL030044g1.t1								
745	Hmel204017	1084816	1085325	+	0	NA	Intergenic	Intergenic	14047	ID=HMEL036459g1.t1-E2;Parent=HMEL036459g1.t1								
3691	Hmel216001	493425	494280	+	0	NA	Intergenic	Intergenic	4108	ID=HMEL014314g1.t1-E4;Parent=HMEL014314g1.t1								
2656	Hmel212001	4226833	4227240	+	0	NA	Intergenic	Intergenic	-1724	ID=HMEL016567g1.t1-E2;Parent=HMEL016567g1.t1								
3650	Hmel215048	181492	182161	+	0	NA	Intergenic	Intergenic	-5842	ID=HMEL032963g1.t1-E2;Parent=HMEL032963g1.t1								
2082	Hmel210004	6435620	6435824	+	0	NA	Intergenic	Intergenic	-6869	ID=HMEL009641g1.t1-E1;Parent=HMEL009641g1.t1								
1410	Hmel207002	6099526	6099781	+	0	NA	Intergenic	Intergenic	-25680	ID=HMEL005780g1.t1-E1;Parent=HMEL005780g1.t1								
2613	Hmel212001	2563061	2563390	+	0	NA	Intergenic	Intergenic	-6252	ID=HMEL016830g1.t1-E1;Parent=HMEL016830g1.t1								
3056	Hmel213045	151406	152498	+	0	NA	Intergenic	Intergenic	-40115	ID=HMEL032047g1.t1-E1;Parent=HMEL032047g1.t1								
2693	Hmel212004	553284	553716	+	0	NA	Intergenic	Intergenic	1277	ID=HMEL017125g1.t1-E1;Parent=HMEL017125g1.t1								
3789	Hmel216011	1322920	1323165	+	0	NA	Intergenic	Intergenic	6838	ID=HMEL033557g1.t1-E2;Parent=HMEL033557g1.t1								
4449	Hmel218018	7406696	7408057	+	0	NA	Intergenic	Intergenic	-33525	ID=HMEL034479g1.t1-E1;Parent=HMEL034479g1.t1								
1434	Hmel207002	6665779	6666424	+	0	NA	promoter-TSS (ID=HMEL037510g1.t1-E2;Parent=HMEL037510g1.t1)	-promoter-TSS (ID=HMEL037510g1.t1-E2;Parent=HMEL037510g1.t1)	19	ID=HMEL037510g1.t1-E2;Parent=HMEL037510g1.t1								
4182	Hmel218005	509784	509968	+	0	NA	TTS (ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1)	-TTS (ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1)	832	ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1								
2713	Hmel212006	145662	145842	+	0	NA	Intergenic	Intergenic	4105	ID=HMEL002719g1.t1-E2;Parent=HMEL002719g1.t1								
1547	Hmel207021	1981331	1982116	+	0	NA	Intergenic	Intergenic	31962	ID=HMEL037713g1.t1-E1;Parent=HMEL037713g1.t1								
2471	Hmel211014	209149	209608	+	0	NA	Intergenic	Intergenic	2634	ID=HMEL011834g1.t1-E4;Parent=HMEL011834g1.t1								
3457	Hmel214024	939618	940109	+	0	NA	TTS (ID=HMEL032542g1.t1-E1;Parent=HMEL032542g1.t1)	-TTS (ID=HMEL032542g1.t1-E1;Parent=HMEL032542g1.t1)	937	ID=HMEL032542g1.t1-E1;Parent=HMEL032542g1.t1								
