PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
128	Herato0701	17949614	17950059	+	0	NA	Intergenic	Intergenic	20393	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
28	Herato0606	3416750	3417330	+	0	NA	TTS (ID=evm.model.Herato0606.104-E4;Parent=evm.model.Herato0606.104)	-TTS (ID=evm.model.Herato0606.104-E4;Parent=evm.model.Herato0606.104)	132	ID=evm.model.Herato0606.104.2-E4;Parent=evm.model.Herato0606.104.2								
310	Herato1108	7651379	7652025	+	0	NA	Intergenic	Intergenic	-17865	ID=evm.model.Herato1108.341-E2;Parent=evm.model.Herato1108.341								
40	Herato0606	5466096	5466969	+	0	NA	Intergenic	Intergenic	-3016	ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1								
589	Herato1701	801429	801875	+	0	NA	Intergenic	Intergenic	47187	ID=evm.model.Herato1701.34-E2;Parent=evm.model.Herato1701.34								
303	Herato1108	5296165	5296471	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.230-E7;Parent=evm.model.Herato1108.230)	-promoter-TSS (ID=evm.model.Herato1108.230-E7;Parent=evm.model.Herato1108.230)	-515	ID=evm.model.Herato1108.230-E7;Parent=evm.model.Herato1108.230								
192	Herato0901	5270888	5271159	+	0	NA	Intergenic	Intergenic	12650	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
250	Herato0101	16350740	16351446	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.630-E4;Parent=evm.model.Herato0101.630)	-promoter-TSS (ID=evm.model.Herato0101.630-E4;Parent=evm.model.Herato0101.630)	-793	ID=evm.model.Herato0101.630.2-E4;Parent=evm.model.Herato0101.630.2								
614	Herato1701	7506450	7506613	+	0	NA	Intergenic	Intergenic	54846	ID=evm.model.Herato1701.220-E5;Parent=evm.model.Herato1701.220								
699	Herato1807	1778180	1778322	+	0	NA	Intergenic	Intergenic	48723	ID=evm.model.Herato1807.38-E2;Parent=evm.model.Herato1807.38								
501	Herato1411	6919200	6919774	+	0	NA	Intergenic	Intergenic	-6315	ID=evm.model.Herato1411.255-E1;Parent=evm.model.Herato1411.255								
215	Herato0901	11235853	11236300	+	0	NA	Intergenic	Intergenic	5425	ID=evm.model.Herato0901.333-E6;Parent=evm.model.Herato0901.333								
687	Herato1805	6262409	6263017	+	0	NA	Intergenic	Intergenic	-20223	ID=evm.model.Herato1805.172.3-E1;Parent=evm.model.Herato1805.172.3								
960	Herato0503	4596109	4596245	+	0	NA	Intergenic	Intergenic	1927	ID=evm.model.Herato0503.132.2-E4;Parent=evm.model.Herato0503.132.2								
278	Herato1007	1026071	1026310	+	0	NA	Intergenic	Intergenic	-3259	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
818	Herato2001	9159685	9159851	+	0	NA	Intergenic	Intergenic	-52947	ID=evm.model.Herato2001.384-E1;Parent=evm.model.Herato2001.384								
490	Herato1411	1946422	1947159	+	0	NA	Intergenic	Intergenic	-20407	ID=evm.model.Herato1411.56-E1;Parent=evm.model.Herato1411.56								
150	Herato0101	12846003	12846194	+	0	NA	Intergenic	Intergenic	1798	ID=evm.model.Herato0101.435.2-E4;Parent=evm.model.Herato0101.435.2								
130	Herato0701	18279208	18279973	+	0	NA	Intergenic	Intergenic	-23586	ID=evm.model.Herato0701.744-E2;Parent=evm.model.Herato0701.744								
155	Herato0821	95815	96085	+	0	NA	Intergenic	Intergenic	-1116	ID=evm.model.Herato0821.2-E4;Parent=evm.model.Herato0821.2								
387	Herato1202	19210289	19210712	+	0	NA	Intergenic	Intergenic	6405	ID=evm.model.Herato1202.776-E18;Parent=evm.model.Herato1202.776								
53	Herato0606	11328153	11328518	+	0	NA	Intergenic	Intergenic	-9579	ID=evm.model.Herato0606.402-E8;Parent=evm.model.Herato0606.402								
245	Herato1005	136420	138462	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.13-E5;Parent=evm.model.Herato1005.13)	-promoter-TSS (ID=evm.model.Herato1005.13-E5;Parent=evm.model.Herato1005.13)	260	ID=evm.model.Herato1005.13-E4;Parent=evm.model.Herato1005.13								
626	Herato1703	1081107	1081933	+	0	NA	Intergenic	Intergenic	-4256	ID=evm.model.Herato1703.48-E1;Parent=evm.model.Herato1703.48								
543	Herato1601	5024109	5024767	+	0	NA	Intergenic	Intergenic	-6321	ID=evm.model.Herato1601.106-E1;Parent=evm.model.Herato1601.106								
267	Herato1005	3650692	3651017	+	0	NA	Intergenic	Intergenic	2779	ID=evm.model.Herato1005.183-E7;Parent=evm.model.Herato1005.183								
941	Herato0503	2509645	2510369	+	0	NA	Intergenic	Intergenic	-11958	ID=evm.model.Herato0503.97.1-E2;Parent=evm.model.Herato0503.97.1								
826	Herato2001	11424545	11424905	+	0	NA	Intergenic	Intergenic	-9327	ID=evm.model.Herato2001.440.10-E15;Parent=evm.model.Herato2001.440.10								
354	Herato1202	7963541	7963848	+	0	NA	Intergenic	Intergenic	-13729	ID=evm.model.Herato1202.319-E2;Parent=evm.model.Herato1202.319								
461	Herato1301	22075424	22075737	+	0	NA	Intergenic	Intergenic	4278	ID=evm.model.Herato1301.745-E2;Parent=evm.model.Herato1301.745								
583	Herato1605	2445773	2446104	+	0	NA	Intergenic	Intergenic	-31655	ID=evm.model.Herato1605.84-E1;Parent=evm.model.Herato1605.84								
257	Herato1005	1265877	1266142	+	0	NA	Intergenic	Intergenic	-3365	ID=evm.model.Herato1005.76.1-E2;Parent=evm.model.Herato1005.76.1								
951	Herato0503	4376678	4376849	+	0	NA	Intergenic	Intergenic	71128	ID=evm.model.Herato0503.130-E12;Parent=evm.model.Herato0503.130								
782	Herato1908	2179722	2180192	+	0	NA	Intergenic	Intergenic	-1245	ID=evm.model.Herato1908.111-E1;Parent=evm.model.Herato1908.111								
757	Herato1904	6946225	6946415	+	0	NA	Intergenic	Intergenic	-16662	ID=evm.model.Herato1904.251-E2;Parent=evm.model.Herato1904.251								
85	Herato0701	7973770	7974719	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361)	-promoter-TSS (ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361)	-55	ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361								
809	Herato2001	5294319	5295322	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.177-E10;Parent=evm.model.Herato2001.177)	-promoter-TSS (ID=evm.model.Herato2001.177-E10;Parent=evm.model.Herato2001.177)	737	ID=evm.model.Herato2001.177.1-E7;Parent=evm.model.Herato2001.177.1								
332	Herato0101	19216414	19216883	+	0	NA	TTS (ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759)	-TTS (ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759)	1067	ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759								
9	Herato0601	1159069	1159492	+	0	NA	Intergenic	Intergenic	37773	ID=evm.model.Herato0601.11-E2;Parent=evm.model.Herato0601.11								
425	Herato1301	14164706	14165099	+	0	NA	Intergenic	Intergenic	-116153	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
591	Herato1701	1361956	1362453	+	0	NA	Intergenic	Intergenic	-1989	ID=evm.model.Herato1701.36-E2;Parent=evm.model.Herato1701.36								
745	Herato1904	3970476	3971462	+	0	NA	Intergenic	Intergenic	-8639	ID=evm.model.Herato1904.139-E4;Parent=evm.model.Herato1904.139								
34	Herato0606	4408210	4409546	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.138-E4;Parent=evm.model.Herato0606.138)	-promoter-TSS (ID=evm.model.Herato0606.138-E4;Parent=evm.model.Herato0606.138)	25	ID=evm.model.Herato0606.138-E4;Parent=evm.model.Herato0606.138								
832	Herato0101	3523620	3524255	+	0	NA	Intergenic	Intergenic	51708	ID=evm.model.Herato0101.115-E21;Parent=evm.model.Herato0101.115								
736	Herato1904	1181547	1181915	+	0	NA	TTS (ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42)	-TTS (ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42)	1125	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
539	Herato1601	4707877	4708487	+	0	NA	Intergenic	Intergenic	24085	ID=evm.model.Herato1601.98.1-E2;Parent=evm.model.Herato1601.98.1								
781	Herato1908	2169490	2170385	+	0	NA	TTS (ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74)	-TTS (ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74)	739	ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74								
603	Herato1701	5302645	5302968	+	0	NA	Intergenic	Intergenic	2696	ID=evm.model.Herato1701.140-E1;Parent=evm.model.Herato1701.140								
828	Herato2001	11620832	11621158	+	0	NA	Intergenic	Intergenic	7496	ID=evm.model.Herato2001.441-E4;Parent=evm.model.Herato2001.441								
90	Herato0701	8613312	8613664	+	0	NA	Intergenic	Intergenic	116651	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
276	Herato1007	961443	961725	+	0	NA	Intergenic	Intergenic	-8889	ID=evm.model.Herato1007.40.1-E1;Parent=evm.model.Herato1007.40.1								
620	Herato1701	10421647	10421898	+	0	NA	Intergenic	Intergenic	-9033	ID=evm.model.Herato1701.357.1-E1;Parent=evm.model.Herato1701.357.1								
565	Herato1603	3470135	3470287	+	0	NA	Intergenic	Intergenic	-17992	ID=evm.model.Herato1603.91-E1;Parent=evm.model.Herato1603.91								
102	Herato0701	9742987	9743289	+	0	NA	Intergenic	Intergenic	-14378	ID=evm.model.Herato0701.401.2-E1;Parent=evm.model.Herato0701.401.2								
520	Herato1507	5282858	5283383	+	0	NA	Intergenic	Intergenic	13064	ID=evm.model.Herato1507.181-E5;Parent=evm.model.Herato1507.181								
850	Herato2101	7066305	7067026	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.253-E14;Parent=evm.model.Herato2101.253)	-promoter-TSS (ID=evm.model.Herato2101.253-E14;Parent=evm.model.Herato2101.253)	-726	ID=evm.model.Herato2101.253-E14;Parent=evm.model.Herato2101.253								
937	Herato0503	961449	961845	+	0	NA	Intergenic	Intergenic	-2034	ID=evm.model.Herato0503.28.2-E1;Parent=evm.model.Herato0503.28.2								
891	Herato0310	7286691	7287071	+	0	NA	Intergenic	Intergenic	-16142	ID=evm.model.Herato0310.180-E1;Parent=evm.model.Herato0310.180								
532	Herato1507	9684244	9684468	+	0	NA	Intergenic	Intergenic	-22865	ID=evm.model.Herato1507.324-E1;Parent=evm.model.Herato1507.324								
730	Herato1901	3020443	3022036	+	0	NA	exon (ID=evm.model.Herato1901.101-E1;Parent=evm.model.Herato1901.101, exon 1 of 1)	-exon (ID=evm.model.Herato1901.101-E1;Parent=evm.model.Herato1901.101, exon 1 of 1)	187	ID=evm.model.Herato1901.101-E1;Parent=evm.model.Herato1901.101								
16	Herato0606	1717326	1717629	+	0	NA	Intergenic	Intergenic	-4010	ID=evm.model.Herato0606.54.1-E5;Parent=evm.model.Herato0606.54.1								
921	Herato0411	4672296	4672526	+	0	NA	Intergenic	Intergenic	130139	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
55	Herato0609	75724	76473	+	0	NA	promoter-TSS (ID=evm.model.Herato0609.8-E2;Parent=evm.model.Herato0609.8)	-promoter-TSS (ID=evm.model.Herato0609.8-E2;Parent=evm.model.Herato0609.8)	-760	ID=evm.model.Herato0609.8-E2;Parent=evm.model.Herato0609.8								
233	Herato1003	958334	958527	+	0	NA	Intergenic	Intergenic	-8425	ID=evm.model.Herato1003.22-E1;Parent=evm.model.Herato1003.22								
57	Herato0101	971741	973026	+	0	NA	Intergenic	Intergenic	20033	ID=evm.model.Herato0101.19-E3;Parent=evm.model.Herato0101.19								
259	Herato1005	2290194	2290598	+	0	NA	TTS (ID=evm.model.Herato1005.114-E5;Parent=evm.model.Herato1005.114)	-TTS (ID=evm.model.Herato1005.114-E5;Parent=evm.model.Herato1005.114)	723	ID=evm.model.Herato1005.114.1-E5;Parent=evm.model.Herato1005.114.1								
368	Herato1202	14696830	14697586	+	0	NA	Intergenic	Intergenic	-11419	ID=evm.model.Herato1202.567.2.3-E1;Parent=evm.model.Herato1202.567.2.3								
424	Herato1301	13960541	13960818	+	0	NA	Intergenic	Intergenic	95688	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
872	Herato0310	378600	379278	+	0	NA	Intergenic	Intergenic	-5821	ID=evm.model.Herato0310.9-E1;Parent=evm.model.Herato0310.9								
316	Herato1108	9659146	9659683	+	0	NA	Intergenic	Intergenic	-11497	ID=evm.model.Herato1108.424-E1;Parent=evm.model.Herato1108.424								
163	Herato0821	2223993	2224870	+	0	NA	Intergenic	Intergenic	16591	ID=evm.model.Herato0821.84-E5;Parent=evm.model.Herato0821.84								
395	Herato1301	2655979	2656353	+	0	NA	TTS (ID=evm.model.Herato1301.64-E2;Parent=evm.model.Herato1301.64)	-TTS (ID=evm.model.Herato1301.64-E2;Parent=evm.model.Herato1301.64)	539	ID=evm.model.Herato1301.64-E2;Parent=evm.model.Herato1301.64								
89	Herato0701	8525472	8527230	+	0	NA	Intergenic	Intergenic	29514	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
611	Herato1701	7411351	7411666	+	0	NA	Intergenic	Intergenic	-1652	ID=evm.model.Herato1701.219.1-E1;Parent=evm.model.Herato1701.219.1								
175	Herato0901	904279	905516	+	0	NA	Intergenic	Intergenic	17843	ID=evm.model.Herato0901.36.5-E2;Parent=evm.model.Herato0901.36.5								
584	Herato1605	3849938	3850112	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118)	-promoter-TSS (ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118)	25	ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118								
849	Herato2101	6635258	6635632	+	0	NA	TTS (ID=evm.model.Herato2101.231-E3;Parent=evm.model.Herato2101.231)	-TTS (ID=evm.model.Herato2101.231-E3;Parent=evm.model.Herato2101.231)	997	ID=evm.model.Herato2101.231-E3;Parent=evm.model.Herato2101.231								
35	Herato0606	4707587	4708246	+	0	NA	Intergenic	Intergenic	-62267	ID=evm.model.Herato0606.148-E1;Parent=evm.model.Herato0606.148								
11	Herato0601	3046166	3046545	+	0	NA	Intergenic	Intergenic	-80823	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
492	Herato1411	4341910	4342221	+	0	NA	Intergenic	Intergenic	-1332	ID=evm.model.Herato1411.166_evm.model.Herato1411.168-E1;Parent=evm.model.Herato1411.166_evm.model.Herato1411.168								
208	Herato0101	14567289	14567767	+	0	NA	Intergenic	Intergenic	-7870	ID=evm.model.Herato0101.517-E1;Parent=evm.model.Herato0101.517								
347	Herato1202	5030475	5030794	+	0	NA	Intergenic	Intergenic	-2715	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
842	Herato2001	14577324	14577708	+	0	NA	Intergenic	Intergenic	22047	ID=evm.model.Herato2001.569-E2;Parent=evm.model.Herato2001.569								
511	Herato1505	2709139	2709514	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.111-E4;Parent=evm.model.Herato1505.111)	-promoter-TSS (ID=evm.model.Herato1505.111-E4;Parent=evm.model.Herato1505.111)	-921	ID=evm.model.Herato1505.111-E4;Parent=evm.model.Herato1505.111								
665	Herato1805	2088137	2088379	+	0	NA	Intergenic	Intergenic	-30248	ID=evm.model.Herato1805.82-E1;Parent=evm.model.Herato1805.82								
434	Herato1301	17341915	17342737	+	0	NA	Intergenic	Intergenic	7609	ID=evm.model.Herato1301.615-E1;Parent=evm.model.Herato1301.615								
93	Herato0701	8700580	8701060	+	0	NA	Intergenic	Intergenic	49081	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
899	Herato0310	9677339	9677605	+	0	NA	Intergenic	Intergenic	4427	ID=evm.model.Herato0310.296-E8;Parent=evm.model.Herato0310.296								
865	Herato0301	4591920	4592619	+	0	NA	Intergenic	Intergenic	-1137	ID=evm.model.Herato0301.113-E4;Parent=evm.model.Herato0301.113								
292	Herato1007	4290269	4290703	+	0	NA	Intergenic	Intergenic	-2700	ID=evm.model.Herato1007.175-E6;Parent=evm.model.Herato1007.175								
291	Herato1007	4192349	4192589	+	0	NA	Intergenic	Intergenic	-2158	ID=evm.model.Herato1007.172-E1;Parent=evm.model.Herato1007.172								
904	Herato0401	1382319	1382848	+	0	NA	Intergenic	Intergenic	-4178	ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26								
374	Herato1202	16501309	16501901	+	0	NA	TTS (ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656)	-TTS (ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656)	1212	ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656								
930	Herato0501	308190	308759	+	0	NA	Intergenic	Intergenic	-7876	ID=evm.model.Herato0501.14-E1;Parent=evm.model.Herato0501.14								
114	Herato0701	14283460	14284367	+	0	NA	exon (ID=evm.model.Herato0701.645-E1;Parent=evm.model.Herato0701.645, exon 1 of 1)	-exon (ID=evm.model.Herato0701.645-E1;Parent=evm.model.Herato0701.645, exon 1 of 1)	428	ID=evm.model.Herato0701.645.2-E1;Parent=evm.model.Herato0701.645.2								
199	Herato0901	6058805	6059344	+	0	NA	Intergenic	Intergenic	-2082	ID=evm.model.Herato0901.200.1-E5;Parent=evm.model.Herato0901.200.1								
442	Herato1301	18253399	18253829	+	0	NA	Intergenic	Intergenic	-15774	ID=evm.model.Herato1301.630-E1;Parent=evm.model.Herato1301.630								
429	Herato1301	16139743	16139912	+	0	NA	Intergenic	Intergenic	6143	ID=evm.model.Herato1301.584-E1;Parent=evm.model.Herato1301.584								
649	Herato1801	4592527	4594030	+	0	NA	Intergenic	Intergenic	-10843	ID=evm.model.Herato1801.154-E31;Parent=evm.model.Herato1801.154								
689	Herato0214	186786	187244	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.19-E1;Parent=evm.model.Herato0214.19)	-promoter-TSS (ID=evm.model.Herato0214.19-E1;Parent=evm.model.Herato0214.19)	26	ID=evm.model.Herato0214.19-E1;Parent=evm.model.Herato0214.19								
886	Herato0310	5216378	5216822	+	0	NA	Intergenic	Intergenic	9344	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
648	Herato1801	4244144	4245111	+	0	NA	Intergenic	Intergenic	-1539	ID=evm.model.Herato1801.145-E4;Parent=evm.model.Herato1801.145								
642	Herato1801	2842875	2844546	+	0	NA	Intergenic	Intergenic	-14857	ID=evm.model.Herato1801.98-E1;Parent=evm.model.Herato1801.98								
73	Herato0701	3815725	3815980	+	0	NA	Intergenic	Intergenic	4391	ID=evm.model.Herato0701.182-E17;Parent=evm.model.Herato0701.182								
409	Herato0101	21867946	21868751	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.846-E1;Parent=evm.model.Herato0101.846)	-promoter-TSS (ID=evm.model.Herato0101.846-E1;Parent=evm.model.Herato0101.846)	-664	ID=evm.model.Herato0101.846-E1;Parent=evm.model.Herato0101.846								
67	Herato0701	2690962	2691210	+	0	NA	Intergenic	Intergenic	2443	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E2;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
812	Herato0215	2762443	2763146	+	0	NA	Intergenic	Intergenic	3448	ID=evm.model.Herato0215.106-E2;Parent=evm.model.Herato0215.106								
795	Herato2001	1839601	1839967	+	0	NA	Intergenic	Intergenic	-10251	ID=evm.model.Herato2001.37-E2;Parent=evm.model.Herato2001.37								
241	Herato1003	6194379	6195385	+	0	NA	Intergenic	Intergenic	-2177	ID=evm.model.Herato1003.204.1-E1;Parent=evm.model.Herato1003.204.1								
198	Herato0901	6019499	6019871	+	0	NA	Intergenic	Intergenic	1654	ID=evm.model.Herato0901.200.1-E1;Parent=evm.model.Herato0901.200.1								
489	Herato1411	1695551	1696146	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.46-E5;Parent=evm.model.Herato1411.46)	-promoter-TSS (ID=evm.model.Herato1411.46-E5;Parent=evm.model.Herato1411.46)	-688	ID=evm.model.Herato1411.46-E5;Parent=evm.model.Herato1411.46								
794	Herato2001	1746866	1747499	+	0	NA	Intergenic	Intergenic	3631	ID=evm.model.Herato2001.35.1-E1;Parent=evm.model.Herato2001.35.1								
585	Herato1605	3921476	3921627	+	0	NA	Intergenic	Intergenic	6134	ID=evm.model.Herato1605.120-E3;Parent=evm.model.Herato1605.120								
727	Herato1901	3003478	3004040	+	0	NA	Intergenic	Intergenic	-1101	ID=evm.model.Herato1901.99-E1;Parent=evm.model.Herato1901.99								
327	Herato1108	11974153	11974657	+	0	NA	Intergenic	Intergenic	-9103	ID=evm.model.Herato1108.512-E2;Parent=evm.model.Herato1108.512								
944	Herato0503	3017225	3017737	+	0	NA	Intergenic	Intergenic	-14359	ID=evm.model.Herato0503.113-E1;Parent=evm.model.Herato0503.113								
939	Herato0503	1006415	1007246	+	0	NA	TTS (ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28)	-TTS (ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28)	1449	ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28								
320	Herato1108	10139913	10140229	+	0	NA	Intergenic	Intergenic	-14598	ID=evm.model.Herato1108.452-E1;Parent=evm.model.Herato1108.452								
732	Herato1904	553927	554203	+	0	NA	Intergenic	Intergenic	15125	ID=evm.model.Herato1904.20-E1;Parent=evm.model.Herato1904.20								
674	Herato1805	3163935	3164366	+	0	NA	Intergenic	Intergenic	23815	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
913	Herato0411	1086096	1086561	+	0	NA	Intergenic	Intergenic	-3580	ID=evm.model.Herato0411.19-E4;Parent=evm.model.Herato0411.19								
811	Herato2001	5713591	5714078	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.199-E1;Parent=evm.model.Herato2001.199)	-promoter-TSS (ID=evm.model.Herato2001.199-E1;Parent=evm.model.Herato2001.199)	-185	ID=evm.model.Herato2001.199-E1;Parent=evm.model.Herato2001.199								
957	Herato0503	4538413	4539322	+	0	NA	Intergenic	Intergenic	-2096	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
280	Herato1007	1087235	1087715	+	0	NA	Intergenic	Intergenic	15639	ID=evm.model.Herato1007.44-E6;Parent=evm.model.Herato1007.44								
273	Herato1007	406665	407336	+	0	NA	Intergenic	Intergenic	4816	ID=evm.model.Herato1007.7-E4;Parent=evm.model.Herato1007.7								
471	Herato1408	2795530	2795729	+	0	NA	Intergenic	Intergenic	-7042	ID=evm.model.Herato1408.80-E2;Parent=evm.model.Herato1408.80								
622	Herato1703	670052	670929	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.5-E11;Parent=evm.model.Herato1703.5)	-promoter-TSS (ID=evm.model.Herato1703.5-E11;Parent=evm.model.Herato1703.5)	-314	ID=evm.model.Herato1703.5-E11;Parent=evm.model.Herato1703.5								
202	Herato0901	8030931	8031462	+	0	NA	TTS (ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260)	-TTS (ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260)	137	ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260								
249	Herato1005	829244	829410	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.54-E4;Parent=evm.model.Herato1005.54)	-promoter-TSS (ID=evm.model.Herato1005.54-E4;Parent=evm.model.Herato1005.54)	98	ID=evm.model.Herato1005.54-E4;Parent=evm.model.Herato1005.54								
361	Herato1202	12767927	12768257	+	0	NA	Intergenic	Intergenic	47400	ID=evm.model.Herato1202.477-E6;Parent=evm.model.Herato1202.477								
465	Herato1408	930232	930696	+	0	NA	Intergenic	Intergenic	190587	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
184	Herato0901	1791241	1792037	+	0	NA	Intergenic	Intergenic	-36464	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
819	Herato2001	9544257	9544970	+	0	NA	Intergenic	Intergenic	45051	ID=evm.model.Herato2001.384-E13;Parent=evm.model.Herato2001.384								
970	Herato0503	8502163	8502351	+	0	NA	Intergenic	Intergenic	15395	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
776	Herato1908	311582	312115	+	0	NA	Intergenic	Intergenic	2945	ID=evm.model.Herato1908.15.3-E2;Parent=evm.model.Herato1908.15.3								
894	Herato0310	7779815	7780527	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.207.30-E5;Parent=evm.model.Herato0310.207.30)	-promoter-TSS (ID=evm.model.Herato0310.207.30-E5;Parent=evm.model.Herato0310.207.30)	-187	ID=evm.model.Herato0310.207.30-E5;Parent=evm.model.Herato0310.207.30								
24	Herato0606	3073195	3074324	+	0	NA	Intergenic	Intergenic	4787	ID=evm.model.Herato0606.98-E2;Parent=evm.model.Herato0606.98								
858	Herato2101	14260888	14261154	+	0	NA	Intergenic	Intergenic	1273	ID=evm.model.Herato2101.461.1.1-E1;Parent=evm.model.Herato2101.461.1.1								
140	Herato0101	12451764	12453047	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.412-E1;Parent=evm.model.Herato0101.412)	-promoter-TSS (ID=evm.model.Herato0101.412-E1;Parent=evm.model.Herato0101.412)	-146	ID=evm.model.Herato0101.412-E1;Parent=evm.model.Herato0101.412								
104	Herato0701	9984314	9984807	+	0	NA	Intergenic	Intergenic	-3201	ID=evm.model.Herato0701.408-E1;Parent=evm.model.Herato0701.408								
131	Herato0801	114035	114399	+	0	NA	Intergenic	Intergenic	22396	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
181	Herato0901	1767282	1767613	+	0	NA	Intergenic	Intergenic	-12272	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
412	Herato1301	6906729	6907527	+	0	NA	Intergenic	Intergenic	-1901	ID=evm.model.Herato1301.255-E11;Parent=evm.model.Herato1301.255								
954	Herato0503	4451611	4452202	+	0	NA	Intergenic	Intergenic	-89057	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
385	Herato1202	18836116	18837043	+	0	NA	Intergenic	Intergenic	13168	ID=evm.model.Herato1202.761-E4;Parent=evm.model.Herato1202.761								
502	Herato1505	249065	249819	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.160-E1;Parent=evm.model.Herato1505.160)	-promoter-TSS (ID=evm.model.Herato1505.160-E1;Parent=evm.model.Herato1505.160)	-657	ID=evm.model.Herato1505.160-E1;Parent=evm.model.Herato1505.160								
307	Herato0101	18117920	18118389	+	0	NA	Intergenic	Intergenic	-56129	ID=evm.model.Herato0101.720-E1;Parent=evm.model.Herato0101.720								
