PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
424	Herato1408	3468656	3469002	+	0	NA	Intergenic	Intergenic	-8842	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
872	Herato0503	7853214	7853634	+	0	NA	Intergenic	Intergenic	-1036	ID=evm.model.Herato0503.297-E3;Parent=evm.model.Herato0503.297								
316	Herato1202	11508134	11508749	+	0	NA	Intergenic	Intergenic	-33316	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
163	Herato1001	5502612	5503138	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3)	-promoter-TSS (ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3)	-89	ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3								
395	Herato1301	18150975	18151458	+	0	NA	Intergenic	Intergenic	-1848	ID=evm.model.Herato1301.628.1-E1;Parent=evm.model.Herato1301.628.1								
89	Herato0701	11482027	11482857	+	0	NA	Intergenic	Intergenic	-10133	ID=evm.model.Herato0701.495-E1;Parent=evm.model.Herato0701.495								
611	Herato1807	393642	394938	+	0	NA	Intergenic	Intergenic	-2054	ID=evm.model.Herato1807.7-E4;Parent=evm.model.Herato1807.7								
175	Herato1003	5759556	5760040	+	0	NA	Intergenic	Intergenic	6522	ID=evm.model.Herato1003.190-E2;Parent=evm.model.Herato1003.190								
584	Herato1805	3179744	3180118	+	0	NA	Intergenic	Intergenic	8034	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
849	Herato0411	4606154	4606577	+	0	NA	Intergenic	Intergenic	-151344	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
35	Herato0606	9497547	9497951	+	0	NA	Intergenic	Intergenic	86793	ID=evm.model.Herato0606.305-E5;Parent=evm.model.Herato0606.305								
11	Herato0101	8698829	8699745	+	0	NA	Intergenic	Intergenic	-7644	ID=evm.model.Herato0101.259.1-E3;Parent=evm.model.Herato0101.259.1								
492	Herato1605	1215216	1216010	+	0	NA	Intergenic	Intergenic	2093	ID=evm.model.Herato1605.171-E3;Parent=evm.model.Herato1605.171								
208	Herato1007	1989211	1989654	+	0	NA	Intergenic	Intergenic	-7202	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
347	Herato1202	19853561	19853948	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.802-E4;Parent=evm.model.Herato1202.802)	-promoter-TSS (ID=evm.model.Herato1202.802-E4;Parent=evm.model.Herato1202.802)	-903	ID=evm.model.Herato1202.802-E4;Parent=evm.model.Herato1202.802								
842	Herato0101	5780439	5780653	+	0	NA	Intergenic	Intergenic	2956	ID=evm.model.Herato0101.159-E2;Parent=evm.model.Herato0101.159								
511	Herato1701	5231990	5232285	+	0	NA	Intergenic	Intergenic	-2935	ID=evm.model.Herato1701.132-E4;Parent=evm.model.Herato1701.132								
665	Herato1904	4933560	4933815	+	0	NA	Intergenic	Intergenic	-13752	ID=evm.model.Herato1904.170-E6;Parent=evm.model.Herato1904.170								
434	Herato1411	4586586	4587610	+	0	NA	Intergenic	Intergenic	2031	ID=evm.model.Herato1411.176-E1;Parent=evm.model.Herato1411.176								
93	Herato0701	12511478	12511694	+	0	NA	Intergenic	Intergenic	3701	ID=evm.model.Herato0701.592-E1;Parent=evm.model.Herato0701.592								
865	Herato0503	4235322	4236244	+	0	NA	Intergenic	Intergenic	-18432	ID=evm.model.Herato0503.130-E3;Parent=evm.model.Herato0503.130								
292	Herato1202	3610276	3610744	+	0	NA	Intergenic	Intergenic	1742	ID=evm.model.Herato1202.123-E1;Parent=evm.model.Herato1202.123								
291	Herato1202	3606224	3607256	+	0	NA	Intergenic	Intergenic	5512	ID=evm.model.Herato1202.123-E1;Parent=evm.model.Herato1202.123								
374	Herato1301	11182889	11183295	+	0	NA	Intergenic	Intergenic	-17879	ID=evm.model.Herato1301.445-E1;Parent=evm.model.Herato1301.445								
114	Herato0801	4176508	4177057	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88)	-promoter-TSS (ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88)	-116	ID=evm.model.Herato0801.88-E4;Parent=evm.model.Herato0801.88								
199	Herato1007	1178774	1179006	+	0	NA	Intergenic	Intergenic	-6775	ID=evm.model.Herato1007.44-E1;Parent=evm.model.Herato1007.44								
442	Herato1505	2119666	2120514	+	0	NA	Intergenic	Intergenic	-32249	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
429	Herato1411	2383447	2384482	+	0	NA	Intergenic	Intergenic	3339	ID=evm.model.Herato1411.79.1-E7;Parent=evm.model.Herato1411.79.1								
649	Herato1904	1153101	1153378	+	0	NA	Intergenic	Intergenic	29617	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
689	Herato1908	627488	628249	+	0	NA	Intergenic	Intergenic	-1852	ID=evm.model.Herato1908.26-E3;Parent=evm.model.Herato1908.26								
648	Herato1904	902831	903123	+	0	NA	Intergenic	Intergenic	-11961	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E2;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
642	Herato1901	2408766	2409397	+	0	NA	Intergenic	Intergenic	-1615	ID=evm.model.Herato1901.73-E3;Parent=evm.model.Herato1901.73								
73	Herato0701	8665940	8666264	+	0	NA	Intergenic	Intergenic	83799	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
409	Herato1301	20278036	20278897	+	0	NA	Intergenic	Intergenic	8618	ID=evm.model.Herato1301.693.1-E1;Parent=evm.model.Herato1301.693.1								
67	Herato0701	8119561	8119826	+	0	NA	Intergenic	Intergenic	9067	ID=novel_model_77.1-E1;Parent=novel_model_77.1								
812	Herato0310	4571626	4572352	+	0	NA	Intergenic	Intergenic	-7791	ID=evm.model.Herato0310.116-E1;Parent=evm.model.Herato0310.116								
795	Herato2101	11161735	11162277	+	0	NA	Intergenic	Intergenic	-45197	ID=evm.model.Herato2101.384-E1;Parent=evm.model.Herato2101.384								
241	Herato1108	6627635	6628468	+	0	NA	Intergenic	Intergenic	5322	ID=evm.model.Herato1108.289-E1;Parent=evm.model.Herato1108.289								
198	Herato1007	1012164	1012596	+	0	NA	Intergenic	Intergenic	-17069	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
489	Herato1605	893334	893485	+	0	NA	Intergenic	Intergenic	59827	ID=evm.model.Herato1605.32-E18;Parent=evm.model.Herato1605.32								
794	Herato2101	11099897	11100336	+	0	NA	Intergenic	Intergenic	1803	ID=evm.model.Herato2101.383-E4;Parent=evm.model.Herato2101.383								
585	Herato1805	3181501	3182177	+	0	NA	Intergenic	Intergenic	6126	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
727	Herato2001	7215822	7216347	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.273-E1;Parent=evm.model.Herato2001.273)	-promoter-TSS (ID=evm.model.Herato2001.273-E1;Parent=evm.model.Herato2001.273)	497	ID=evm.model.Herato2001.274.1-E1;Parent=evm.model.Herato2001.274.1								
327	Herato1202	13557891	13558185	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.519-E8;Parent=evm.model.Herato1202.519)	-promoter-TSS (ID=evm.model.Herato1202.519-E8;Parent=evm.model.Herato1202.519)	-41	ID=evm.model.Herato1202.519-E8;Parent=evm.model.Herato1202.519								
320	Herato1202	11731009	11731299	+	0	NA	Intergenic	Intergenic	-36133	ID=evm.model.Herato1202.458_evm.model.Herato1202.459-E1;Parent=evm.model.Herato1202.458_evm.model.Herato1202.459								
732	Herato0215	2962673	2963925	+	0	NA	Intergenic	Intergenic	-19369	ID=evm.model.Herato0215.118-E1;Parent=evm.model.Herato0215.118								
674	Herato1904	6710643	6710889	+	0	NA	Intergenic	Intergenic	-1421	ID=evm.model.Herato1904.242-E1;Parent=evm.model.Herato1904.242								
811	Herato0310	3729369	3730330	+	0	NA	Intergenic	Intergenic	2113	ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90								
280	Herato1202	2034418	2034858	+	0	NA	Intergenic	Intergenic	-9171	ID=evm.model.Herato1202.72-E2;Parent=evm.model.Herato1202.72								
273	Herato1108	14010881	14011307	+	0	NA	Intergenic	Intergenic	-4874	ID=evm.model.Herato1108.594-E1;Parent=evm.model.Herato1108.594								
471	Herato1601	2830214	2830647	+	0	NA	Intergenic	Intergenic	-4618	ID=evm.model.Herato1601.65-E1;Parent=evm.model.Herato1601.65								
622	Herato1807	2190755	2191306	+	0	NA	Intergenic	Intergenic	-21858	ID=evm.model.Herato1807.41.4-E1;Parent=evm.model.Herato1807.41.4								
202	Herato1007	1461963	1462284	+	0	NA	Intergenic	Intergenic	-1200	ID=evm.model.Herato1007.60.1-E1;Parent=evm.model.Herato1007.60.1								
249	Herato1108	9301616	9302327	+	0	NA	Intergenic	Intergenic	-1288	ID=evm.model.Herato1108.400-E4;Parent=evm.model.Herato1108.400								
361	Herato1301	4160938	4161327	+	0	NA	Intergenic	Intergenic	3719	ID=evm.model.Herato1301.114-E1;Parent=evm.model.Herato1301.114								
465	Herato1507	7117447	7118391	+	0	NA	Intergenic	Intergenic	-4146	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
184	Herato1005	646492	647116	+	0	NA	TTS (ID=evm.model.Herato1005.38-E1;Parent=evm.model.Herato1005.38)	-TTS (ID=evm.model.Herato1005.38-E1;Parent=evm.model.Herato1005.38)	393	ID=evm.model.Herato1005.38.1-E1;Parent=evm.model.Herato1005.38.1								
819	Herato0310	5364180	5364498	+	0	NA	Intergenic	Intergenic	-79573	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
776	Herato2101	7955205	7955728	+	0	NA	Intergenic	Intergenic	-14608	ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280								
24	Herato0606	5465057	5465607	+	0	NA	Intergenic	Intergenic	-1816	ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1								
858	Herato0503	1438248	1438671	+	0	NA	Intergenic	Intergenic	-2366	ID=evm.model.Herato0503.47-E6;Parent=evm.model.Herato0503.47								
140	Herato0901	2994150	2994521	+	0	NA	Intergenic	Intergenic	18255	ID=evm.model.Herato0901.87-E2;Parent=evm.model.Herato0901.87								
104	Herato0701	16481434	16481679	+	0	NA	Intergenic	Intergenic	-23723	ID=evm.model.Herato0701.702-E1;Parent=evm.model.Herato0701.702								
131	Herato0821	2037415	2037639	+	0	NA	Intergenic	Intergenic	-3447	ID=evm.model.Herato0821.137-E2;Parent=evm.model.Herato0821.137								
181	Herato1005	191787	192608	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.16-E4;Parent=evm.model.Herato1005.16)	-promoter-TSS (ID=evm.model.Herato1005.16-E4;Parent=evm.model.Herato1005.16)	-339	ID=evm.model.Herato1005.16-E4;Parent=evm.model.Herato1005.16								
412	Herato1301	21477378	21478035	+	0	NA	Intergenic	Intergenic	3771	ID=evm.model.Herato1301.728-E2;Parent=evm.model.Herato1301.728								
385	Herato1301	14550733	14550971	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.551-E2;Parent=evm.model.Herato1301.551)	-promoter-TSS (ID=evm.model.Herato1301.551-E2;Parent=evm.model.Herato1301.551)	60	ID=evm.model.Herato1301.551.1-E3;Parent=evm.model.Herato1301.551.1								
502	Herato1701	1233937	1234237	+	0	NA	Intergenic	Intergenic	-86280	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
307	Herato0101	19892052	19893157	+	0	NA	Intergenic	Intergenic	-21296	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
314	Herato1202	11498674	11499027	+	0	NA	Intergenic	Intergenic	-23725	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
801	Herato2101	14777606	14778346	+	0	NA	Intergenic	Intergenic	21054	ID=evm.model.Herato2101.477-E4;Parent=evm.model.Herato2101.477								
830	Herato0401	1414048	1414676	+	0	NA	TTS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	-TTS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	1168	ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26								
154	Herato1001	2476685	2477798	+	0	NA	Intergenic	Intergenic	4350	ID=evm.model.Herato1001.92-E2;Parent=evm.model.Herato1001.92								
754	Herato2001	14286244	14287387	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563)	-promoter-TSS (ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563)	-534	ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563								
355	Herato1301	2451036	2451370	+	0	NA	Intergenic	Intergenic	2431	ID=evm.model.Herato1301.60.1-E3;Parent=evm.model.Herato1301.60.1								
847	Herato0411	1414451	1415218	+	0	NA	TTS (ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29)	-TTS (ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29)	1047	ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29								
747	Herato2001	11429376	11430602	+	0	NA	Intergenic	Intergenic	-14591	ID=evm.model.Herato2001.440.10-E15;Parent=evm.model.Herato2001.440.10								
553	Herato1801	2224643	2224992	+	0	NA	Intergenic	Intergenic	-1883	ID=evm.model.Herato1801.88.1-E1;Parent=evm.model.Herato1801.88.1								
159	Herato1001	4694035	4694800	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160)	-promoter-TSS (ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160)	-33	ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160								
479	Herato1603	2028485	2030005	+	0	NA	Intergenic	Intergenic	-5280	ID=evm.model.Herato1603.59-E2;Parent=evm.model.Herato1603.59								
704	Herato2001	1762791	1763453	+	0	NA	Intergenic	Intergenic	-3244	ID=evm.model.Herato2001.36-E1;Parent=evm.model.Herato2001.36								
326	Herato1202	13398260	13398608	+	0	NA	Intergenic	Intergenic	13657	ID=evm.model.Herato1202.511-E6;Parent=evm.model.Herato1202.511								
555	Herato1801	3008352	3009643	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.109-E1;Parent=evm.model.Herato1801.109)	-promoter-TSS (ID=evm.model.Herato1801.109-E1;Parent=evm.model.Herato1801.109)	-16	ID=evm.model.Herato1801.109-E1;Parent=evm.model.Herato1801.109								
681	Herato1906	545025	545259	+	0	NA	Intergenic	Intergenic	-1951	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
47	Herato0101	10379309	10379566	+	0	NA	Intergenic	Intergenic	-24427	ID=evm.model.Herato0101.300-E1;Parent=evm.model.Herato0101.300								
619	Herato0214	652385	653614	+	0	NA	Intergenic	Intergenic	4245	ID=evm.model.Herato0214.42-E4;Parent=evm.model.Herato0214.42								
37	Herato0606	11982835	11984130	+	0	NA	Intergenic	Intergenic	8086	ID=evm.model.Herato0606.440-E12;Parent=evm.model.Herato0606.440								
335	Herato1202	16072971	16073224	+	0	NA	Intergenic	Intergenic	4678	ID=evm.model.Herato1202.620.1-E1;Parent=evm.model.Herato1202.620.1								
855	Herato0503	1061992	1062190	+	0	NA	TTS (ID=evm.model.Herato0503.37-E2;Parent=evm.model.Herato0503.37)	-TTS (ID=evm.model.Herato0503.37-E2;Parent=evm.model.Herato0503.37)	1162	ID=evm.model.Herato0503.37.1-E2;Parent=evm.model.Herato0503.37.1								
270	Herato0101	18829390	18829653	+	0	NA	TTS (ID=evm.model.Herato0101.746-E1;Parent=evm.model.Herato0101.746)	-TTS (ID=evm.model.Herato0101.746-E1;Parent=evm.model.Herato0101.746)	908	ID=evm.model.Herato0101.746-E1;Parent=evm.model.Herato0101.746								
698	Herato1910	3225276	3225824	+	0	NA	Intergenic	Intergenic	12816	ID=evm.model.Herato1910.158-E3;Parent=evm.model.Herato1910.158								
5	Herato0601	2794314	2794650	+	0	NA	Intergenic	Intergenic	11136	ID=evm.model.Herato0601.62-E1;Parent=evm.model.Herato0601.62								
195	Herato1005	3074012	3074316	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	-promoter-TSS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	-32	ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156								
621	Herato1807	1927082	1928211	+	0	NA	Intergenic	Intergenic	18035	ID=evm.model.Herato1807.39.1-E2;Parent=evm.model.Herato1807.39.1								
538	Herato1701	9735971	9736753	+	0	NA	Intergenic	Intergenic	-14547	ID=evm.model.Herato1701.333-E1;Parent=evm.model.Herato1701.333								
524	Herato1701	6195840	6196057	+	0	NA	Intergenic	Intergenic	2458	ID=evm.model.Herato1701.174-E1;Parent=evm.model.Herato1701.174								
554	Herato1801	3000557	3001313	+	0	NA	Intergenic	Intergenic	-2399	ID=evm.model.Herato1801.108.2-E1;Parent=evm.model.Herato1801.108.2								
680	Herato1906	542781	543118	+	0	NA	Intergenic	Intergenic	-4144	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
679	Herato1906	540239	540550	+	0	NA	Intergenic	Intergenic	-6699	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
831	Herato0401	1467167	1467635	+	0	NA	Intergenic	Intergenic	-2044	ID=evm.model.Herato0401.28-E2;Parent=evm.model.Herato0401.28								
552	Herato1801	2112606	2113316	+	0	NA	Intergenic	Intergenic	5237	ID=evm.model.Herato1801.88-E3;Parent=evm.model.Herato1801.88								
521	Herato1701	5654030	5655183	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.149-E1;Parent=evm.model.Herato1701.149)	-promoter-TSS (ID=evm.model.Herato1701.149-E1;Parent=evm.model.Herato1701.149)	23	ID=evm.model.Herato1701.149-E1;Parent=evm.model.Herato1701.149								
598	Herato1805	5218295	5218861	+	0	NA	TTS (ID=evm.model.Herato1805.135-E8;Parent=evm.model.Herato1805.135)	-TTS (ID=evm.model.Herato1805.135-E8;Parent=evm.model.Herato1805.135)	1008	ID=evm.model.Herato1805.135-E8;Parent=evm.model.Herato1805.135								
162	Herato1001	5499436	5500357	+	0	NA	Intergenic	Intergenic	-3068	ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3								
780	Herato2101	8878299	8878760	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307)	-promoter-TSS (ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307)	-500	ID=evm.model.Herato2101.307-E4;Parent=evm.model.Herato2101.307								
433	Herato0206	98482	100011	+	0	NA	Intergenic	Intergenic	-8317	ID=evm.model.Herato0206.4.2-E1;Parent=evm.model.Herato0206.4.2								
647	Herato1904	900913	901654	+	0	NA	Intergenic	Intergenic	-13655	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E2;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
74	Herato0701	8714372	8714729	+	0	NA	Intergenic	Intergenic	35351	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
240	Herato1108	6227004	6228057	+	0	NA	Intergenic	Intergenic	1738	ID=evm.model.Herato1108.263.1-E1;Parent=evm.model.Herato1108.263.1								
334	Herato1202	15635504	15635730	+	0	NA	Intergenic	Intergenic	-11766	ID=evm.model.Herato1202.605.1-E1;Parent=evm.model.Herato1202.605.1								
786	Herato2101	10143360	10143596	+	0	NA	Intergenic	Intergenic	-2989	ID=evm.model.Herato2101.351-E2;Parent=evm.model.Herato2101.351								
440	Herato1505	2079858	2080233	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.85-E4;Parent=evm.model.Herato1505.85)	-promoter-TSS (ID=evm.model.Herato1505.85-E4;Parent=evm.model.Herato1505.85)	-410	ID=evm.model.Herato1505.85-E4;Parent=evm.model.Herato1505.85								
740	Herato2001	9761079	9761337	+	0	NA	Intergenic	Intergenic	-74677	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
230	Herato1108	3787336	3787582	+	0	NA	Intergenic	Intergenic	-1660	ID=evm.model.Herato1108.145-E1;Parent=evm.model.Herato1108.145								
115	Herato0801	4190340	4191344	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88)	-promoter-TSS (ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88)	-80	ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88								
299	Herato1202	4414458	4414749	+	0	NA	TTS (ID=evm.model.Herato1202.156-E1;Parent=evm.model.Herato1202.156)	-TTS (ID=evm.model.Herato1202.156-E1;Parent=evm.model.Herato1202.156)	1340	ID=evm.model.Herato1202.156-E1;Parent=evm.model.Herato1202.156								
377	Herato1301	13950171	13950600	+	0	NA	Intergenic	Intergenic	85394	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
103	Herato0701	16280484	16281091	+	0	NA	Intergenic	Intergenic	87898	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
602	Herato1805	5905344	5905920	+	0	NA	Intergenic	Intergenic	4345	ID=evm.model.Herato1805.158-E5;Parent=evm.model.Herato1805.158								
201	Herato1007	1228493	1229185	+	0	NA	Intergenic	Intergenic	12748	ID=evm.model.Herato1007.46-E2;Parent=evm.model.Herato1007.46								
871	Herato0503	7838572	7841026	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.296-E3;Parent=evm.model.Herato0503.296)	-promoter-TSS (ID=evm.model.Herato0503.296-E3;Parent=evm.model.Herato0503.296)	-24	ID=evm.model.Herato0503.296-E3;Parent=evm.model.Herato0503.296								
841	Herato0401	1782517	1783128	+	0	NA	Intergenic	Intergenic	-8421	ID=evm.model.Herato0401.43-E1;Parent=evm.model.Herato0401.43								
423	Herato1408	3446916	3447431	+	0	NA	Intergenic	Intergenic	-30498	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
719	Herato2001	5159302	5160148	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.171-E5;Parent=evm.model.Herato2001.171)	-promoter-TSS (ID=evm.model.Herato2001.171-E5;Parent=evm.model.Herato2001.171)	-638	ID=evm.model.Herato2001.171-E5;Parent=evm.model.Herato2001.171								
612	Herato1807	434953	436534	+	0	NA	Intergenic	Intergenic	-3276	ID=evm.model.Herato1807.7-E1;Parent=evm.model.Herato1807.7								
827	Herato0310	10074728	10075184	+	0	NA	Intergenic	Intergenic	23247	ID=evm.model.Herato0310.308-E3;Parent=evm.model.Herato0310.308								
91	Herato0701	12318776	12319245	+	0	NA	Intergenic	Intergenic	1665	ID=evm.model.Herato0701.572-E2;Parent=evm.model.Herato0701.572								
266	Herato1108	11792306	11792731	+	0	NA	Intergenic	Intergenic	2916	ID=evm.model.Herato1108.504-E6;Parent=evm.model.Herato1108.504								
701	Herato2001	831694	832149	+	0	NA	Intergenic	Intergenic	-100801	ID=evm.model.Herato2001.18.1.1-E1;Parent=evm.model.Herato2001.18.1.1								
467	Herato1507	8185340	8185645	+	0	NA	TTS (ID=evm.model.Herato1507.292-E1;Parent=evm.model.Herato1507.292)	-TTS (ID=evm.model.Herato1507.292-E1;Parent=evm.model.Herato1507.292)	748	ID=evm.model.Herato1507.292-E1;Parent=evm.model.Herato1507.292								
820	Herato0310	5383516	5384241	+	0	NA	Intergenic	Intergenic	-60034	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
174	Herato1003	5673057	5673535	+	0	NA	Intergenic	Intergenic	-4566	ID=evm.model.Herato1003.187-E1;Parent=evm.model.Herato1003.187								
474	Herato1601	4806291	4806649	+	0	NA	Intergenic	Intergenic	-27174	ID=evm.model.Herato1601.100-E1;Parent=evm.model.Herato1601.100								
481	Herato1603	2418563	2419518	+	0	NA	Intergenic	Intergenic	-11250	ID=evm.model.Herato1603.66-E3;Parent=evm.model.Herato1603.66								
867	Herato0503	6670671	6671601	+	0	NA	Intergenic	Intergenic	2842	ID=evm.model.Herato0503.230.1-E1;Parent=evm.model.Herato0503.230.1								
214	Herato1007	2670129	2670595	+	0	NA	Intergenic	Intergenic	12350	ID=evm.model.Herato1007.96-E1;Parent=evm.model.Herato1007.96								
422	Herato1408	3433064	3433833	+	0	NA	Intergenic	Intergenic	-44223	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
564	Herato1801	4243657	4243870	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.145-E4;Parent=evm.model.Herato1801.145)	-promoter-TSS (ID=evm.model.Herato1801.145-E4;Parent=evm.model.Herato1801.145)	-675	ID=evm.model.Herato1801.145-E4;Parent=evm.model.Herato1801.145								
817	Herato0310	5188192	5188448	+	0	NA	Intergenic	Intergenic	8076	ID=evm.model.Herato0310.126-E4;Parent=evm.model.Herato0310.126								
563	Herato1801	4183163	4183931	+	0	NA	TTS (ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146)	-TTS (ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146)	1116	ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146								
97	Herato0701	14609802	14610787	+	0	NA	Intergenic	Intergenic	7144	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
731	Herato2001	8282219	8282857	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.348.15-E1;Parent=evm.model.Herato2001.348.15)	-promoter-TSS (ID=evm.model.Herato2001.348.15-E1;Parent=evm.model.Herato2001.348.15)	-996	ID=evm.model.Herato2001.348.15-E1;Parent=evm.model.Herato2001.348.15								
41	Herato0701	1064626	1065357	+	0	NA	Intergenic	Intergenic	16794	ID=evm.model.Herato0701.39-E4;Parent=evm.model.Herato0701.39								
668	Herato1904	5048573	5049183	+	0	NA	Intergenic	Intergenic	16039	ID=evm.model.Herato1904.172-E4;Parent=evm.model.Herato1904.172								
52	Herato0701	3442592	3443773	+	0	NA	Intergenic	Intergenic	2514	ID=evm.model.Herato0701.170-E1;Parent=evm.model.Herato0701.170								
750	Herato2001	12487076	12487453	+	0	NA	Intergenic	Intergenic	21580	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
688	Herato1908	326821	328093	+	0	NA	Intergenic	Intergenic	-9889	ID=evm.model.Herato1908.15.5-E2;Parent=evm.model.Herato1908.15.5								
657	Herato1904	3135738	3136825	+	0	NA	Intergenic	Intergenic	5230	ID=evm.model.Herato1904.108-E1;Parent=evm.model.Herato1904.108								
302	Herato1202	4946057	4946755	+	0	NA	Intergenic	Intergenic	-24423	ID=evm.model.Herato1202.190-E1;Parent=evm.model.Herato1202.190								
774	Herato2101	7753626	7753972	+	0	NA	Intergenic	Intergenic	-1619	ID=evm.model.Herato2101.272.1-E6;Parent=evm.model.Herato2101.272.1								
