PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1113	Herato2001	15729275	15730919	+	0	NA	Intergenic	Intergenic	8665	ID=evm.model.Herato2001.613-E5;Parent=evm.model.Herato2001.613								
674	Herato1411	6919200	6919774	+	0	NA	Intergenic	Intergenic	-6315	ID=evm.model.Herato1411.255-E1;Parent=evm.model.Herato1411.255								
732	Herato0209	890956	891943	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.61-E5;Parent=evm.model.Herato0209.61)	-promoter-TSS (ID=evm.model.Herato0209.61-E5;Parent=evm.model.Herato0209.61)	260	ID=evm.model.Herato0209.61-E4;Parent=evm.model.Herato0209.61								
280	Herato1003	412028	412588	+	0	NA	Intergenic	Intergenic	-17327	ID=evm.model.Herato1003.12-E1;Parent=evm.model.Herato1003.12								
957	Herato1901	3152358	3152887	+	0	NA	Intergenic	Intergenic	-4912	ID=evm.model.Herato1901.105-E4;Parent=evm.model.Herato1901.105								
273	Herato1001	2504906	2505040	+	0	NA	Intergenic	Intergenic	-2400	ID=evm.model.Herato1001.94-E1;Parent=evm.model.Herato1001.94								
471	Herato1202	3444407	3445509	+	0	NA	Intergenic	Intergenic	-8353	ID=evm.model.Herato1202.116.2-E2;Parent=evm.model.Herato1202.116.2								
622	Herato1301	20300182	20301121	+	0	NA	Intergenic	Intergenic	-6372	ID=evm.model.Herato1301.693.1-E2;Parent=evm.model.Herato1301.693.1								
970	Herato1904	1661762	1662006	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.60-E3;Parent=evm.model.Herato1904.60)	-promoter-TSS (ID=evm.model.Herato1904.60-E3;Parent=evm.model.Herato1904.60)	-750	ID=evm.model.Herato1904.60-E3;Parent=evm.model.Herato1904.60								
24	Herato0101	8899354	8899765	+	0	NA	TTS (ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264)	-TTS (ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264)	976	ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264								
104	Herato0701	6275305	6276293	+	0	NA	Intergenic	Intergenic	-19847	ID=evm.model.Herato0701.281-E1;Parent=evm.model.Herato0701.281								
131	Herato0701	9748914	9749653	+	0	NA	Intergenic	Intergenic	-8233	ID=evm.model.Herato0701.401.2-E1;Parent=evm.model.Herato0701.401.2								
502	Herato1202	11303134	11303540	+	0	NA	Intergenic	Intergenic	2313	ID=evm.model.Herato1202.449-E1;Parent=evm.model.Herato1202.449								
314	Herato1005	1077113	1077730	+	0	NA	Intergenic	Intergenic	-3129	ID=evm.model.Herato1005.69.1-E1;Parent=evm.model.Herato1005.69.1								
1237	Herato0503	3981499	3981989	+	0	NA	Intergenic	Intergenic	3259	ID=evm.model.Herato0503.128.2-E2;Parent=evm.model.Herato0503.128.2								
1264	Herato0503	6903111	6903657	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.242-E3;Parent=evm.model.Herato0503.242)	-promoter-TSS (ID=evm.model.Herato0503.242-E3;Parent=evm.model.Herato0503.242)	97	ID=evm.model.Herato0503.242-E3;Parent=evm.model.Herato0503.242								
355	Herato1007	1165946	1167476	+	0	NA	Intergenic	Intergenic	5404	ID=evm.model.Herato1007.44-E1;Parent=evm.model.Herato1007.44								
159	Herato0101	11769076	11769824	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.365-E7;Parent=evm.model.Herato0101.365)	-promoter-TSS (ID=evm.model.Herato0101.365-E7;Parent=evm.model.Herato0101.365)	46	ID=evm.model.Herato0101.365-E7;Parent=evm.model.Herato0101.365								
553	Herato1301	1960396	1960697	+	0	NA	Intergenic	Intergenic	-12394	ID=evm.model.Herato1301.52-E4;Parent=evm.model.Herato1301.52								
747	Herato1603	2968510	2969349	+	0	NA	Intergenic	Intergenic	12884	ID=evm.model.Herato1603.84-E1;Parent=evm.model.Herato1603.84								
1252	Herato0503	4871444	4872271	+	0	NA	Intergenic	Intergenic	-27293	ID=evm.model.Herato0503.141-E1;Parent=evm.model.Herato0503.141								
555	Herato1301	2202117	2202319	+	0	NA	Intergenic	Intergenic	7850	ID=evm.model.Herato1301.53-E8;Parent=evm.model.Herato1301.53								
1037	Herato2001	1746866	1747499	+	0	NA	Intergenic	Intergenic	3631	ID=evm.model.Herato2001.35.1-E1;Parent=evm.model.Herato2001.35.1								
47	Herato0606	3958365	3958823	+	0	NA	Intergenic	Intergenic	-19419	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
37	Herato0606	3127613	3128246	+	0	NA	Intergenic	Intergenic	-25807	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
1017	Herato1910	820196	821043	+	0	NA	TTS (ID=evm.model.Herato1910.61-E1;Parent=evm.model.Herato1910.61)	-TTS (ID=evm.model.Herato1910.61-E1;Parent=evm.model.Herato1910.61)	1103	ID=evm.model.Herato1910.61.5-E1;Parent=evm.model.Herato1910.61.5								
855	Herato1801	4772424	4772956	+	0	NA	Intergenic	Intergenic	-2187	ID=evm.model.Herato1801.164-E1;Parent=evm.model.Herato1801.164								
270	Herato1001	1758925	1759740	+	0	NA	Intergenic	Intergenic	-2823	ID=evm.model.Herato1001.64-E25;Parent=evm.model.Herato1001.64								
195	Herato0801	6929619	6930327	+	0	NA	Intergenic	Intergenic	-1862	ID=evm.model.Herato0801.206-E8;Parent=evm.model.Herato0801.206								
1057	Herato2001	5059845	5060824	+	0	NA	Intergenic	Intergenic	-5102	ID=evm.model.Herato2001.172-E1;Parent=evm.model.Herato2001.172								
538	Herato1202	18828422	18829146	+	0	NA	Intergenic	Intergenic	5373	ID=evm.model.Herato1202.761-E4;Parent=evm.model.Herato1202.761								
679	Herato1505	1011150	1012034	+	0	NA	Intergenic	Intergenic	18417	ID=evm.model.Herato1505.41.2-E1;Parent=evm.model.Herato1505.41.2								
680	Herato1505	1091450	1092148	+	0	NA	Intergenic	Intergenic	-3664	ID=evm.model.Herato1505.43.1-E1;Parent=evm.model.Herato1505.43.1								
831	Herato1703	994836	995473	+	0	NA	Intergenic	Intergenic	-13897	ID=evm.model.Herato1703.16-E1;Parent=evm.model.Herato1703.16								
1147	Herato0301	4534812	4535538	+	0	NA	Intergenic	Intergenic	-6660	ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112								
521	Herato1202	15521079	15521977	+	0	NA	Intergenic	Intergenic	7836	ID=evm.model.Herato1202.598-E3;Parent=evm.model.Herato1202.598								
162	Herato0701	16260745	16261070	+	0	NA	Intergenic	Intergenic	68018	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
1241	Herato0503	4301890	4302173	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.130-E8;Parent=evm.model.Herato0503.130)	-promoter-TSS (ID=evm.model.Herato0503.130-E8;Parent=evm.model.Herato0503.130)	-464	ID=evm.model.Herato0503.130-E8;Parent=evm.model.Herato0503.130								
433	Herato1108	10045430	10045582	+	0	NA	Intergenic	Intergenic	-21663	ID=evm.model.Herato1108.450-E1;Parent=evm.model.Herato1108.450								
880	Herato1805	3393597	3393942	+	0	NA	Intergenic	Intergenic	42733	ID=evm.model.Herato1805.100-E5;Parent=evm.model.Herato1805.100								
647	Herato1408	5670521	5670957	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.216-E2;Parent=evm.model.Herato1408.216)	-promoter-TSS (ID=evm.model.Herato1408.216-E2;Parent=evm.model.Herato1408.216)	324	ID=evm.model.Herato1408.216-E1;Parent=evm.model.Herato1408.216								
1206	Herato0411	1355251	1355517	+	0	NA	Intergenic	Intergenic	-33398	ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29								
334	Herato1005	3397269	3397488	+	0	NA	Intergenic	Intergenic	8014	ID=evm.model.Herato1005.171-E3;Parent=evm.model.Herato1005.171								
786	Herato1701	4164821	4164987	+	0	NA	Intergenic	Intergenic	-8982	ID=evm.model.Herato1701.95.1-E2;Parent=evm.model.Herato1701.95.1								
986	Herato1904	5364534	5365003	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.193-E10;Parent=evm.model.Herato1904.193)	-promoter-TSS (ID=evm.model.Herato1904.193-E10;Parent=evm.model.Herato1904.193)	-48	ID=evm.model.Herato1904.193-E9;Parent=evm.model.Herato1904.193								
1117	Herato2101	1150287	1150805	+	0	NA	Intergenic	Intergenic	-3315	ID=evm.model.Herato2101.44-E3;Parent=evm.model.Herato2101.44								
740	Herato1603	2167018	2167173	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.62-E1;Parent=evm.model.Herato1603.62)	-promoter-TSS (ID=evm.model.Herato1603.62-E1;Parent=evm.model.Herato1603.62)	-583	ID=evm.model.Herato1603.62-E1;Parent=evm.model.Herato1603.62								
1008	Herato1908	1378860	1380223	+	0	NA	Intergenic	Intergenic	8031	ID=evm.model.Herato1908.44-E4;Parent=evm.model.Herato1908.44								
1027	Herato2001	601235	601573	+	0	NA	Intergenic	Intergenic	-8147	ID=evm.model.Herato2001.16-E2;Parent=evm.model.Herato2001.16								
103	Herato0701	5289432	5290498	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.242-E2;Parent=evm.model.Herato0701.242)	-promoter-TSS (ID=evm.model.Herato0701.242-E2;Parent=evm.model.Herato0701.242)	-757	ID=evm.model.Herato0701.242-E2;Parent=evm.model.Herato0701.242								
201	Herato0821	259323	260107	+	0	NA	Intergenic	Intergenic	-6809	ID=evm.model.Herato0821.15-E3;Parent=evm.model.Herato0821.15								
871	Herato1805	2490939	2491455	+	0	NA	Intergenic	Intergenic	-119923	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
423	Herato1108	8016111	8016877	+	0	NA	Intergenic	Intergenic	-13371	ID=evm.model.Herato1108.355-E1;Parent=evm.model.Herato1108.355								
719	Herato1601	1516616	1516772	+	0	NA	Intergenic	Intergenic	-4933	ID=evm.model.Herato1601.50-E2;Parent=evm.model.Herato1601.50								
1139	Herato0301	3246770	3247012	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.86-E4;Parent=evm.model.Herato0301.86)	-promoter-TSS (ID=evm.model.Herato0301.86-E4;Parent=evm.model.Herato0301.86)	569	ID=evm.model.Herato0301.86.1-E3;Parent=evm.model.Herato0301.86.1								
902	Herato1807	637564	637740	+	0	NA	Intergenic	Intergenic	-6060	ID=evm.model.Herato1807.12-E5;Parent=evm.model.Herato1807.12								
1222	Herato0501	360804	361394	+	0	NA	Intergenic	Intergenic	-6671	ID=evm.model.Herato0501.16-E1;Parent=evm.model.Herato0501.16								
827	Herato1703	693228	693355	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.6-E1;Parent=evm.model.Herato1703.6)	-promoter-TSS (ID=evm.model.Herato1703.6-E1;Parent=evm.model.Herato1703.6)	14	ID=evm.model.Herato1703.6-E1;Parent=evm.model.Herato1703.6								
266	Herato1001	485820	486306	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.25-E1;Parent=evm.model.Herato1001.25)	-promoter-TSS (ID=evm.model.Herato1001.25-E1;Parent=evm.model.Herato1001.25)	-659	ID=evm.model.Herato1001.25-E1;Parent=evm.model.Herato1001.25								
174	Herato0701	17990667	17991164	+	0	NA	Intergenic	Intergenic	-20686	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
820	Herato1701	10590781	10591006	+	0	NA	Intergenic	Intergenic	-16845	ID=evm.model.Herato1701.364-E1;Parent=evm.model.Herato1701.364								
422	Herato1108	7896515	7897493	+	0	NA	Intergenic	Intergenic	-3628	ID=evm.model.Herato1108.345-E1;Parent=evm.model.Herato1108.345								
1219	Herato0101	6555192	6555981	+	0	NA	Intergenic	Intergenic	4564	ID=evm.model.Herato0101.199-E4;Parent=evm.model.Herato0101.199								
905	Herato1807	737656	738311	+	0	NA	Intergenic	Intergenic	-25099	ID=evm.model.Herato1807.12-E1;Parent=evm.model.Herato1807.12								
1194	Herato0101	5577709	5577942	+	0	NA	Intergenic	Intergenic	-2148	ID=evm.model.Herato0101.152-E1;Parent=evm.model.Herato0101.152								
97	Herato0701	2978189	2978655	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163)	-promoter-TSS (ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163)	-635	ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163								
41	Herato0606	3678096	3678778	+	0	NA	TTS (ID=evm.model.Herato0606.111-E2;Parent=evm.model.Herato0606.111)	-TTS (ID=evm.model.Herato0606.111-E2;Parent=evm.model.Herato0606.111)	137	ID=evm.model.Herato0606.111-E2;Parent=evm.model.Herato0606.111								
668	Herato1411	4767832	4767996	+	0	NA	Intergenic	Intergenic	2933	ID=evm.model.Herato1411.183-E5;Parent=evm.model.Herato1411.183								
52	Herato0606	4157925	4158441	+	0	NA	Intergenic	Intergenic	-2125	ID=evm.model.Herato0606.128-E1;Parent=evm.model.Herato0606.128								
688	Herato1505	2942764	2945251	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.127-E1;Parent=evm.model.Herato1505.127)	-promoter-TSS (ID=evm.model.Herato1505.127-E1;Parent=evm.model.Herato1505.127)	-75	ID=evm.model.Herato1505.127-E1;Parent=evm.model.Herato1505.127								
750	Herato1603	3402914	3403536	+	0	NA	Intergenic	Intergenic	8137	ID=evm.model.Herato1603.89-E5;Parent=evm.model.Herato1603.89								
302	Herato1005	336625	337023	+	0	NA	exon (ID=evm.model.Herato1005.30-E1;Parent=evm.model.Herato1005.30, exon 1 of 1)	-exon (ID=evm.model.Herato1005.30-E1;Parent=evm.model.Herato1005.30, exon 1 of 1)	180	ID=evm.model.Herato1005.30-E1;Parent=evm.model.Herato1005.30								
1126	Herato2101	4642534	4643156	+	0	NA	Intergenic	Intergenic	-2109	ID=evm.model.Herato2101.150.1-E1;Parent=evm.model.Herato2101.150.1								
774	Herato1605	3849938	3850112	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118)	-promoter-TSS (ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118)	25	ID=evm.model.Herato1605.118-E2;Parent=evm.model.Herato1605.118								
866	Herato1805	2048394	2049215	+	0	NA	Intergenic	Intergenic	-46342	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
910	Herato1807	1175876	1176480	+	0	NA	Intergenic	Intergenic	-9584	ID=evm.model.Herato1807.22-E1;Parent=evm.model.Herato1807.22								
693	Herato1507	3308115	3308536	+	0	NA	TTS (ID=evm.model.Herato1507.126-E4;Parent=evm.model.Herato1507.126)	-TTS (ID=evm.model.Herato1507.126-E4;Parent=evm.model.Herato1507.126)	1000	ID=evm.model.Herato1507.126-E4;Parent=evm.model.Herato1507.126								
593	Herato1301	12444189	12444890	+	0	NA	Intergenic	Intergenic	-4235	ID=evm.model.Herato1301.486.1-E1;Parent=evm.model.Herato1301.486.1								
770	Herato1605	2145657	2147054	+	0	NA	Intergenic	Intergenic	-6982	ID=evm.model.Herato1605.65.3-E2;Parent=evm.model.Herato1605.65.3								
188	Herato0801	3590923	3591817	+	0	NA	Intergenic	Intergenic	-23546	ID=evm.model.Herato0801.75.1-E1;Parent=evm.model.Herato0801.75.1								
402	Herato1108	4015907	4016383	+	0	NA	Intergenic	Intergenic	9730	ID=evm.model.Herato1108.153.1-E12;Parent=evm.model.Herato1108.153.1								
1097	Herato2001	11920929	11921240	+	0	NA	Intergenic	Intergenic	4847	ID=evm.model.Herato2001.456.7-E2;Parent=evm.model.Herato2001.456.7								
641	Herato0204	1089594	1090150	+	0	NA	Intergenic	Intergenic	-9796	ID=evm.model.Herato0204.31_evm.model.Herato0204.30-E1;Parent=evm.model.Herato0204.31_evm.model.Herato0204.30								
893	Herato1805	5871726	5872708	+	0	NA	Intergenic	Intergenic	-20473	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
838	Herato1705	2392333	2393082	+	0	NA	Intergenic	Intergenic	-1015	ID=evm.model.Herato1705.79-E2;Parent=evm.model.Herato1705.79								
616	Herato1301	19541218	19541705	+	0	NA	Intergenic	Intergenic	-119355	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
640	Herato1408	2795530	2795729	+	0	NA	Intergenic	Intergenic	-7042	ID=evm.model.Herato1408.80-E2;Parent=evm.model.Herato1408.80								
1121	Herato2101	2933110	2933664	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110)	-promoter-TSS (ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110)	55	ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110								
83	Herato0701	2413277	2413501	+	0	NA	Intergenic	Intergenic	-7632	ID=evm.model.Herato0701.144-E2;Parent=evm.model.Herato0701.144								
804	Herato1701	6471793	6472808	+	0	NA	Intergenic	Intergenic	4770	ID=evm.model.Herato1701.184-E3;Parent=evm.model.Herato1701.184								
870	Herato1805	2442389	2442699	+	0	NA	Intergenic	Intergenic	-132468	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
896	Herato0214	263176	263720	+	0	NA	Intergenic	Intergenic	-7426	ID=evm.model.Herato0214.20.2-E3;Parent=evm.model.Herato0214.20.2								
962	Herato1904	1136248	1137245	+	0	NA	Intergenic	Intergenic	-23281	ID=evm.model.Herato1904.42-E2;Parent=evm.model.Herato1904.42								
1085	Herato2001	9561773	9562193	+	0	NA	Intergenic	Intergenic	32294	ID=evm.model.Herato2001.386-E23;Parent=evm.model.Herato2001.386								
755	Herato1603	3576075	3577381	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.95-E5;Parent=evm.model.Herato1603.95)	-promoter-TSS (ID=evm.model.Herato1603.95-E5;Parent=evm.model.Herato1603.95)	-208	ID=evm.model.Herato1603.95-E5;Parent=evm.model.Herato1603.95								
777	Herato1701	434842	435504	+	0	NA	TTS (ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21)	-TTS (ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21)	1548	ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21								
143	Herato0701	12522542	12523783	+	0	NA	Intergenic	Intergenic	3872	ID=evm.model.Herato0701.591-E3;Parent=evm.model.Herato0701.591								
464	Herato1202	2937601	2938172	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	-promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	26	ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1								
1051	Herato2001	3652176	3652922	+	0	NA	Intergenic	Intergenic	1686	ID=evm.model.Herato2001.114-E1;Parent=evm.model.Herato2001.114								
6	Herato0101	8033837	8034239	+	0	NA	Intergenic	Intergenic	1966	ID=evm.model.Herato0101.241-E1;Parent=evm.model.Herato0101.241								
562	Herato1301	3053283	3054280	+	0	NA	Intergenic	Intergenic	5306	ID=evm.model.Herato1301.82.1-E1;Parent=evm.model.Herato1301.82.1								
1102	Herato2001	12737866	12739183	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.483-E13;Parent=evm.model.Herato2001.483)	-promoter-TSS (ID=evm.model.Herato2001.483-E13;Parent=evm.model.Herato2001.483)	-857	ID=evm.model.Herato2001.483.2-E12;Parent=evm.model.Herato2001.483.2								
497	Herato1202	9635836	9636209	+	0	NA	Intergenic	Intergenic	-11679	ID=evm.model.Herato1202.400-E2;Parent=evm.model.Herato1202.400								
183	Herato0101	12224516	12225299	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.393-E1;Parent=evm.model.Herato0101.393)	-promoter-TSS (ID=evm.model.Herato0101.393-E1;Parent=evm.model.Herato0101.393)	-487	ID=evm.model.Herato0101.393-E1;Parent=evm.model.Herato0101.393								
518	Herato1202	14908300	14908792	+	0	NA	Intergenic	Intergenic	-43238	ID=evm.model.Herato1202.575.1-E1;Parent=evm.model.Herato1202.575.1								
1211	Herato0411	4554716	4555138	+	0	NA	Intergenic	Intergenic	-99906	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
439	Herato1108	10180410	10180899	+	0	NA	Intergenic	Intergenic	1245	ID=evm.model.Herato1108.452.1-E2;Parent=evm.model.Herato1108.452.1								
362	Herato1007	2203497	2204200	+	0	NA	Intergenic	Intergenic	-30544	ID=evm.model.Herato1007.88-E1;Parent=evm.model.Herato1007.88								
411	Herato1108	5391374	5392247	+	0	NA	Intergenic	Intergenic	-1944	ID=evm.model.Herato1108.235.1-E2;Parent=evm.model.Herato1108.235.1								
169	Herato0701	16516713	16517154	+	0	NA	Intergenic	Intergenic	3696	ID=evm.model.Herato0701.702-E3;Parent=evm.model.Herato0701.702								
705	Herato1507	7112095	7112824	+	0	NA	Intergenic	Intergenic	-9606	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
478	Herato1202	4073002	4073939	+	0	NA	Intergenic	Intergenic	-17549	ID=evm.model.Herato1202.143-E2;Parent=evm.model.Herato1202.143								
398	Herato1108	3238541	3238767	+	0	NA	Intergenic	Intergenic	10056	ID=evm.model.Herato1108.106-E9;Parent=evm.model.Herato1108.106								
384	Herato1102	395097	395997	+	0	NA	Intergenic	Intergenic	2002	ID=evm.model.Herato1102.10.4-E1;Parent=evm.model.Herato1102.10.4								
836	Herato1705	1144659	1145234	+	0	NA	Intergenic	Intergenic	-38243	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
942	Herato1901	2889014	2889590	+	0	NA	Intergenic	Intergenic	6278	ID=evm.model.Herato1901.91-E3;Parent=evm.model.Herato1901.91								
955	Herato1901	3088298	3089086	+	0	NA	Intergenic	Intergenic	-9366	ID=evm.model.Herato1901.105-E1;Parent=evm.model.Herato1901.105								
407	Herato1108	4716667	4717550	+	0	NA	Intergenic	Intergenic	-6302	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
18	Herato0101	8750376	8750964	+	0	NA	Intergenic	Intergenic	-7948	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
376	Herato1007	4229003	4229281	+	0	NA	Intergenic	Intergenic	12478	ID=evm.model.Herato1007.172-E2;Parent=evm.model.Herato1007.172								
912	Herato1807	1282527	1283132	+	0	NA	Intergenic	Intergenic	3045	ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24								
785	Herato1701	4146085	4146229	+	0	NA	Intergenic	Intergenic	-1951	ID=evm.model.Herato1701.95.3-E1;Parent=evm.model.Herato1701.95.3								
599	Herato1301	14186963	14187640	+	0	NA	Intergenic	Intergenic	-93754	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
1167	Herato0310	3325020	3326160	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.68-E10;Parent=evm.model.Herato0310.68)	-promoter-TSS (ID=evm.model.Herato0310.68-E10;Parent=evm.model.Herato0310.68)	-719	ID=evm.model.Herato0310.68-E10;Parent=evm.model.Herato0310.68								
587	Herato1301	11860673	11861190	+	0	NA	Intergenic	Intergenic	-7405	ID=evm.model.Herato1301.467-E1;Parent=evm.model.Herato1301.467								
609	Herato1301	17627506	17627756	+	0	NA	Intergenic	Intergenic	3066	ID=evm.model.Herato1301.621-E16;Parent=evm.model.Herato1301.621								
1235	Herato0503	3565830	3566049	+	0	NA	Intergenic	Intergenic	26603	ID=evm.model.Herato0503.119-E2;Parent=evm.model.Herato0503.119								
190	Herato0801	4555340	4555641	+	0	NA	Intergenic	Intergenic	11021	ID=evm.model.Herato0801.101-E21;Parent=evm.model.Herato0801.101								
298	Herato1003	7180343	7181636	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262)	-promoter-TSS (ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262)	-137	ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262								
95	Herato0701	2644162	2644786	+	0	NA	Intergenic	Intergenic	-17271	ID=evm.model.Herato0701.149-E1;Parent=evm.model.Herato0701.149								
923	Herato1807	3063070	3063457	+	0	NA	Intergenic	Intergenic	-17886	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
601	Herato1301	16967453	16967982	+	0	NA	Intergenic	Intergenic	3905	ID=evm.model.Herato1301.603-E1;Parent=evm.model.Herato1301.603								
822	Herato1701	10771781	10772287	+	0	NA	Intergenic	Intergenic	-16377	ID=evm.model.Herato1701.379-E2;Parent=evm.model.Herato1701.379								
231	Herato0901	3866696	3866890	+	0	NA	Intergenic	Intergenic	-1947	ID=evm.model.Herato0901.96-E4;Parent=evm.model.Herato0901.96								
243	Herato0901	7910233	7910946	+	0	NA	Intergenic	Intergenic	57596	ID=evm.model.Herato0901.259-E6;Parent=evm.model.Herato0901.259								
779	Herato1701	451932	453357	+	0	NA	Intergenic	Intergenic	-15923	ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21								
551	Herato1301	1490694	1491244	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37)	-promoter-TSS (ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37)	-88	ID=evm.model.Herato1301.37-E5;Parent=evm.model.Herato1301.37								
148	Herato0701	14201034	14201917	+	0	NA	Intergenic	Intergenic	-6698	ID=evm.model.Herato0701.643-E1;Parent=evm.model.Herato0701.643								
504	Herato1202	11313419	11314587	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.450-E2;Parent=evm.model.Herato1202.450)	-promoter-TSS (ID=evm.model.Herato1202.450-E2;Parent=evm.model.Herato1202.450)	76	ID=evm.model.Herato1202.450-E2;Parent=evm.model.Herato1202.450								
343	Herato0101	16755667	16755940	+	0	NA	Intergenic	Intergenic	-16374	ID=evm.model.Herato0101.645-E1;Parent=evm.model.Herato0101.645								
753	Herato1603	3572554	3573151	+	0	NA	Intergenic	Intergenic	2328	ID=evm.model.Herato1603.95.1-E1;Parent=evm.model.Herato1603.95.1								
697	Herato1507	4824432	4824826	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163)	-promoter-TSS (ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163)	-311	ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163								
981	Herato1904	4602475	4602804	+	0	NA	Intergenic	Intergenic	1631	ID=evm.model.Herato1904.155_evm.model.Herato1904.156-E3;Parent=evm.model.Herato1904.155_evm.model.Herato1904.156								
726	Herato1601	4999255	4999685	+	0	NA	Intergenic	Intergenic	1296	ID=evm.model.Herato1601.107-E1;Parent=evm.model.Herato1601.107								
857	Herato1805	167639	168177	+	0	NA	Intergenic	Intergenic	-10317	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
106	Herato0701	7023158	7023720	+	0	NA	Intergenic	Intergenic	-1244	ID=evm.model.Herato0701.314.1-E2;Parent=evm.model.Herato0701.314.1								
