PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1573	Hmel213049	563196	563647	+	0	NA	Intergenic	Intergenic	-3692	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
548	Hmel206009	3753108	3753740	+	0	NA	Intergenic	Intergenic	-11028	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
2020	Hmel217019	225889	226149	+	0	NA	Intergenic	Intergenic	12568	ID=HMEL014828g2.t1-E3;Parent=HMEL014828g2.t1								
2575	Hmel221009	226270	226638	+	0	NA	TTS (ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1)	-TTS (ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1)	1057	ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1								
1110	Hmel211001	4005	4700	+	0	NA	Intergenic	Intergenic	35989	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
2622	Hmel221012	587044	587312	+	0	NA	Intergenic	Intergenic	11127	ID=HMEL035563g1.t1-E1;Parent=HMEL035563g1.t1								
2204	Hmel219002	9163	10008	+	0	NA	Intergenic	Intergenic	2620	ID=HMEL003577g1.t1-E1;Parent=HMEL003577g1.t1								
1999	Hmel217018	478379	479825	+	0	NA	Intergenic	Intergenic	-17492	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
2799	Hmel221020	43075	43249	+	0	NA	Intergenic	Intergenic	-8471	ID=HMEL003497g3.t1-E2;Parent=HMEL003497g3.t1								
1772	Hmel215034	380213	381205	+	0	NA	promoter-TSS (ID=HMEL016735g1.t1-E8;Parent=HMEL016735g1.t1)	-promoter-TSS (ID=HMEL016735g1.t1-E8;Parent=HMEL016735g1.t1)	632	ID=HMEL016735g1.t1-E7;Parent=HMEL016735g1.t1								
418	Hmel205012	1030427	1031054	+	0	NA	TTS (ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1)	-TTS (ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1)	1008	ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1								
2324	Hmel220003	751155	751584	+	0	NA	Intergenic	Intergenic	11278	ID=HMEL034987g1.t1-E2;Parent=HMEL034987g1.t1								
933	Hmel210004	2380096	2381521	+	0	NA	Intergenic	Intergenic	10978	ID=HMEL017165g1.t2-E1;Parent=HMEL017165g1.t2								
783	Hmel208021	846786	847302	+	0	NA	Intergenic	Intergenic	-2364	ID=HMEL016477g1.t1-E2;Parent=HMEL016477g1.t1								
2217	Hmel219003	1671184	1671824	+	0	NA	Intergenic	Intergenic	-3983	ID=HMEL008612-RA-E1;Parent=HMEL008612-RA								
1357	Hmel212001	5873169	5873517	+	0	NA	Intergenic	Intergenic	-9903	ID=HMEL031454g1.t1-E1;Parent=HMEL031454g1.t1								
2333	Hmel220003	1276855	1277286	+	0	NA	Intergenic	Intergenic	-22673	ID=HMEL017017g1.t1-E1;Parent=HMEL017017g1.t1								
348	Hmel204017	1069942	1070278	+	0	NA	promoter-TSS (ID=HMEL036459g1.t1-E1;Parent=HMEL036459g1.t1)	-promoter-TSS (ID=HMEL036459g1.t1-E1;Parent=HMEL036459g1.t1)	-607	ID=HMEL036459g1.t1-E1;Parent=HMEL036459g1.t1								
1152	Hmel211004	530265	530757	+	0	NA	Intergenic	Intergenic	2163	ID=HMEL015252g1.t1-E1;Parent=HMEL015252g1.t1								
789	Hmel208028	62839	63491	+	0	NA	promoter-TSS (ID=HMEL007637g1.t1-E1;Parent=HMEL007637g1.t1)	-promoter-TSS (ID=HMEL007637g1.t1-E1;Parent=HMEL007637g1.t1)	-53	ID=HMEL007637g1.t1-E1;Parent=HMEL007637g1.t1								
49	Hmel201007	618435	618717	+	0	NA	promoter-TSS (ID=HMEL030095g1.t1-E8;Parent=HMEL030095g1.t1)	-promoter-TSS (ID=HMEL030095g1.t1-E8;Parent=HMEL030095g1.t1)	-318	ID=HMEL030095g1.t1-E8;Parent=HMEL030095g1.t1								
2046	Hmel218003	1380147	1380545	+	0	NA	Intergenic	Intergenic	-18897	ID=HMEL003383g1.t2-E1;Parent=HMEL003383g1.t2								
2052	Hmel218003	1521451	1521739	+	0	NA	Intergenic	Intergenic	15739	ID=HMEL003382g2.t1-E1;Parent=HMEL003382g2.t1								
2868	Hmel221045	13229	13683	+	0	NA	Intergenic	Intergenic	-2468	ID=HMEL035804g1.t1-E1;Parent=HMEL035804g1.t1								
993	Hmel210005	1017512	1017813	+	0	NA	Intergenic	Intergenic	2591	ID=HMEL008526g1.t1-E9;Parent=HMEL008526g1.t1								
627	Hmel207002	4517199	4518077	+	0	NA	Intergenic	Intergenic	-11275	ID=HMEL007265g1.t1-E1;Parent=HMEL007265g1.t1								
1090	Hmel210011	5069707	5069870	+	0	NA	Intergenic	Intergenic	-50591	ID=HMEL030933g1.t1-E1;Parent=HMEL030933g1.t1								
1308	Hmel212001	774865	775113	+	0	NA	Intergenic	Intergenic	12657	ID=HMEL021973g1.t1-E7;Parent=HMEL021973g1.t1								
2117	Hmel218018	612713	613688	+	0	NA	Intergenic	Intergenic	14250	ID=HMEL017479-RA-E1;Parent=HMEL017479-RA								
715	Hmel207021	1251655	1252656	+	0	NA	Intergenic	Intergenic	12360	ID=HMEL037693g1.t1-E1;Parent=HMEL037693g1.t1								
1934	Hmel217001	2598150	2598891	+	0	NA	Intergenic	Intergenic	14233	ID=HMEL033752g1.t1-E1;Parent=HMEL033752g1.t1								
2503	Hmel221001	1557702	1558198	+	0	NA	TTS (ID=HMEL013511g1.t1-E1;Parent=HMEL013511g1.t1)	-TTS (ID=HMEL013511g1.t1-E1;Parent=HMEL013511g1.t1)	297	ID=HMEL013511g1.t1-E1;Parent=HMEL013511g1.t1								
2201	Hmel218018	8979280	8980433	+	0	NA	Intergenic	Intergenic	2241	ID=HMEL013935g1.t1-E3;Parent=HMEL013935g1.t1								
1916	Hmel216015	774779	775488	+	0	NA	TTS (ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1)	-TTS (ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1)	216	ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1								
23	Hmel201002	2202058	2202321	+	0	NA	Intergenic	Intergenic	-14677	ID=HMEL014993g1.t1-E1;Parent=HMEL014993g1.t1								
1722	Hmel214026	10066	10671	+	0	NA	Intergenic	Intergenic	2625	ID=HMEL032575g1.t1-E3;Parent=HMEL032575g1.t1								
388	Hmel205005	1086107	1086416	+	0	NA	Intergenic	Intergenic	3902	ID=HMEL016251g1.t1-E7;Parent=HMEL016251g1.t1								
364	Hmel205001	144866	145088	+	0	NA	TTS (ID=HMEL036588g1.t1-E2;Parent=HMEL036588g1.t1)	-TTS (ID=HMEL036588g1.t1-E2;Parent=HMEL036588g1.t1)	713	ID=HMEL036588g1.t1-E2;Parent=HMEL036588g1.t1								
1425	Hmel212013	1414223	1415756	+	0	NA	Intergenic	Intergenic	-36614	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
950	Hmel210004	5838018	5838238	+	0	NA	Intergenic	Intergenic	-12708	ID=HMEL009010g1.t1-E1;Parent=HMEL009010g1.t1								
2680	Hmel221012	1992352	1993765	+	0	NA	TTS (ID=HMEL017925g1.t1-E2;Parent=HMEL017925g1.t1)	-TTS (ID=HMEL017925g1.t1-E2;Parent=HMEL017925g1.t1)	491	ID=HMEL017925g1.t1-E3;Parent=HMEL017925g1.t1								
1445	Hmel212013	3484881	3485495	+	0	NA	Intergenic	Intergenic	-8517	ID=HMEL012324g1.t1-E7;Parent=HMEL012324g1.t1								
1678	Hmel214008	903010	903610	+	0	NA	Intergenic	Intergenic	-14743	ID=HMEL032330g1.t1-E1;Parent=HMEL032330g1.t1								
1845	Hmel216009	539133	540164	+	0	NA	Intergenic	Intergenic	10311	ID=HMEL033490g1.t1-E2;Parent=HMEL033490g1.t1								
1025	Hmel210011	332994	333284	+	0	NA	Intergenic	Intergenic	1922	ID=HMEL013325g2.t1-E1;Parent=HMEL013325g2.t1								
1992	Hmel217014	483299	484397	+	0	NA	Intergenic	Intergenic	-4078	ID=HMEL033910g1.t1-E2;Parent=HMEL033910g1.t1								
2478	Hmel221001	561252	561624	+	0	NA	Intergenic	Intergenic	-1233	ID=HMEL011033g1.t1-E1;Parent=HMEL011033g1.t1								
1842	Hmel216009	462934	463115	+	0	NA	Intergenic	Intergenic	2347	ID=HMEL033488g1.t1-E2;Parent=HMEL033488g1.t1								
1466	Hmel213004	1117849	1118066	+	0	NA	Intergenic	Intergenic	-6684	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
485	Hmel206006	639410	639596	+	0	NA	Intergenic	Intergenic	-5835	ID=HMEL012156g1.t1-E1;Parent=HMEL012156g1.t1								
2340	Hmel220003	1575207	1576110	+	0	NA	Intergenic	Intergenic	6539	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
2143	Hmel218018	3654224	3655574	+	0	NA	Intergenic	Intergenic	5387	ID=HMEL003247g1.t1-E1;Parent=HMEL003247g1.t1								
778	Hmel208021	1002633	1003386	+	0	NA	promoter-TSS (ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1)	-promoter-TSS (ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1)	-638	ID=HMEL004812g2.t1-E1;Parent=HMEL004812g2.t1								
720	Hmel207021	2053543	2054638	+	0	NA	Intergenic	Intergenic	6347	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
1270	Hmel211014	279067	279832	+	0	NA	Intergenic	Intergenic	7817	ID=HMEL031242g1.t1-E1;Parent=HMEL031242g1.t1								
2449	Hmel220017	806717	807177	+	0	NA	Intergenic	Intergenic	9204	ID=HMEL035362g1.t1-E2;Parent=HMEL035362g1.t1								
460	Hmel205022	261617	261846	+	0	NA	Intergenic	Intergenic	6017	ID=HMEL021529g1.t1-E1;Parent=HMEL021529g1.t1								
1645	Hmel213069	72245	72832	+	0	NA	Intergenic	Intergenic	7442	ID=HMEL005532g1.t1-E3;Parent=HMEL005532g1.t1								
324	Hmel204001	1904223	1904666	+	0	NA	Intergenic	Intergenic	-1983	ID=HMEL036347g1.t1-E11;Parent=HMEL036347g1.t1								
1389	Hmel212009	167802	168931	+	0	NA	Intergenic	Intergenic	-24738	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
244	Hmel203011	58924	59544	+	0	NA	Intergenic	Intergenic	-5750	ID=HMEL035985g1.t1-E1;Parent=HMEL035985g1.t1								
637	Hmel207002	6178832	6179452	+	0	NA	Intergenic	Intergenic	25675	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
2066	Hmel218004	432745	433660	+	0	NA	Intergenic	Intergenic	-1838	ID=HMEL006662g1.t1-E1;Parent=HMEL006662g1.t1								
2811	Hmel221028	181469	181776	+	0	NA	Intergenic	Intergenic	-3985	ID=HMEL007714g3.t1-E4;Parent=HMEL007714g3.t1								
2679	Hmel221012	1981267	1981973	+	0	NA	TTS (ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1)	-TTS (ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1)	1014	ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1								
752	Hmel208014	257547	258535	+	0	NA	TTS (ID=HMEL037856g1.t1-E1;Parent=HMEL037856g1.t1)	-TTS (ID=HMEL037856g1.t1-E1;Parent=HMEL037856g1.t1)	321	ID=HMEL037856g1.t1-E1;Parent=HMEL037856g1.t1								
1232	Hmel211010	13154	13884	+	0	NA	Intergenic	Intergenic	-9150	ID=HMEL031189g1.t1-E1;Parent=HMEL031189g1.t1								
2899	Hmel206019	1534155	1535266	+	0	NA	Intergenic	Intergenic	1353	ID=HMEL022534g1.t1-E4;Parent=HMEL022534g1.t1								
2941	Hmel221045	3704	4650	+	0	NA	Intergenic	Intergenic	-11747	ID=HMEL035804g1.t1-E1;Parent=HMEL035804g1.t1								
379	Hmel205005	300332	300508	+	0	NA	Intergenic	Intergenic	1795	ID=HMEL016011g1.t1-E13;Parent=HMEL016011g1.t1								
1607	Hmel213062	434867	435231	+	0	NA	Intergenic	Intergenic	25886	ID=HMEL032111g1.t1-E1;Parent=HMEL032111g1.t1								
1386	Hmel212009	145029	145494	+	0	NA	Intergenic	Intergenic	39251	ID=HMEL002552g1.t1-E3;Parent=HMEL002552g1.t1								
1536	Hmel213030	99278	99628	+	0	NA	Intergenic	Intergenic	-73877	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
1639	Hmel213067	719199	719623	+	0	NA	Intergenic	Intergenic	-26831	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
1035	Hmel210011	1911534	1911758	+	0	NA	promoter-TSS (ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1)	-promoter-TSS (ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1)	-944	ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1								
2617	Hmel221012	451506	452616	+	0	NA	Intergenic	Intergenic	-7641	ID=HMEL007773g2.t1-E1;Parent=HMEL007773g2.t1								
452	Hmel205020	806002	806144	+	0	NA	Intergenic	Intergenic	-5261	ID=HMEL036806g1.t1-E1;Parent=HMEL036806g1.t1								
579	Hmel206019	1720322	1721203	+	0	NA	Intergenic	Intergenic	-2564	ID=HMEL010808g1.t1-E1;Parent=HMEL010808g1.t1								
295	Hmel203067	1113673	1113876	+	0	NA	Intergenic	Intergenic	-7062	ID=HMEL036157g1.t1-E1;Parent=HMEL036157g1.t1								
1894	Hmel216012	244372	244785	+	0	NA	Intergenic	Intergenic	3287	ID=HMEL011495g3.t1-E5;Parent=HMEL011495g3.t1								
535	Hmel206009	2570158	2571067	+	0	NA	Intergenic	Intergenic	-7286	ID=HMEL005355g1.t1-E1;Parent=HMEL005355g1.t1								
1618	Hmel213062	1040555	1041327	+	0	NA	exon (ID=HMEL032127g1.t1-E1;Parent=HMEL032127g1.t1, exon 1 of 1)	-exon (ID=HMEL032127g1.t1-E1;Parent=HMEL032127g1.t1, exon 1 of 1)	191	ID=HMEL032127g1.t1-E1;Parent=HMEL032127g1.t1								
77	Hmel201009	2778097	2778277	+	0	NA	Intergenic	Intergenic	-1491	ID=HMEL017215g1.t1-E1;Parent=HMEL017215g1.t1								
683	Hmel207015	26771	27098	+	0	NA	Intergenic	Intergenic	-80983	ID=HMEL037636g1.t1-E1;Parent=HMEL037636g1.t1								
2260	Hmel219003	7045149	7045555	+	0	NA	Intergenic	Intergenic	-40076	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
541	Hmel206009	2739760	2740215	+	0	NA	promoter-TSS (ID=HMEL005347g1.t1-E3;Parent=HMEL005347g1.t1)	-promoter-TSS (ID=HMEL005347g1.t1-E3;Parent=HMEL005347g1.t1)	-713	ID=HMEL005347g1.t1-E3;Parent=HMEL005347g1.t1								
1215	Hmel211004	4130544	4132258	+	0	NA	Intergenic	Intergenic	-7455	ID=HMEL015696g3.t1-E1;Parent=HMEL015696g3.t1								
1712	Hmel214022	158990	159353	+	0	NA	promoter-TSS (ID=HMEL032486g1.t1-E1;Parent=HMEL032486g1.t1)	-promoter-TSS (ID=HMEL032486g1.t1-E1;Parent=HMEL032486g1.t1)	-622	ID=HMEL032486g1.t1-E1;Parent=HMEL032486g1.t1								
2344	Hmel220003	1867114	1867673	+	0	NA	promoter-TSS (ID=HMEL017058g1.t1-E1;Parent=HMEL017058g1.t1)	-promoter-TSS (ID=HMEL017058g1.t1-E1;Parent=HMEL017058g1.t1)	-3	ID=HMEL017058g1.t1-E1;Parent=HMEL017058g1.t1								
765	Hmel208019	78249	78770	+	0	NA	Intergenic	Intergenic	12543	ID=HMEL037903g1.t1-E2;Parent=HMEL037903g1.t1								
2552	Hmel221005	657041	657376	+	0	NA	Intergenic	Intergenic	-10342	ID=HMEL035503g1.t1-E1;Parent=HMEL035503g1.t1								
2521	Hmel221001	2130244	2131124	+	0	NA	promoter-TSS (ID=HMEL035466g1.t1-E1;Parent=HMEL035466g1.t1)	-promoter-TSS (ID=HMEL035466g1.t1-E1;Parent=HMEL035466g1.t1)	-975	ID=HMEL035466g1.t1-E1;Parent=HMEL035466g1.t1								
897	Hmel209007	3447569	3447941	+	0	NA	Intergenic	Intergenic	-7636	ID=HMEL030450g1.t1-E1;Parent=HMEL030450g1.t1								
312	Hmel204001	766319	766590	+	0	NA	TTS (ID=HMEL017434g1.t1-E1;Parent=HMEL017434g1.t1)	-TTS (ID=HMEL017434g1.t1-E1;Parent=HMEL017434g1.t1)	1691	ID=HMEL017434g1.t1-E1;Parent=HMEL017434g1.t1								
1628	Hmel213065	673599	675357	+	0	NA	Intergenic	Intergenic	9210	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
2435	Hmel220014	96247	96842	+	0	NA	Intergenic	Intergenic	-1842	ID=HMEL012756g1.t1-E1;Parent=HMEL012756g1.t1								
1002	Hmel210009	393296	394015	+	0	NA	Intergenic	Intergenic	17646	ID=HMEL005949g1.t1-E5;Parent=HMEL005949g1.t1								
237	Hmel203012	23298	23731	+	0	NA	Intergenic	Intergenic	-6930	ID=HMEL035994g1.t1-E1;Parent=HMEL035994g1.t1								
2584	Hmel221009	407901	408690	+	0	NA	promoter-TSS (ID=HMEL035526g1.t2-E1;Parent=HMEL035526g1.t2)	-promoter-TSS (ID=HMEL035526g1.t2-E1;Parent=HMEL035526g1.t2)	-166	ID=HMEL035526g1.t2-E1;Parent=HMEL035526g1.t2								
370	Hmel205001	468362	468519	+	0	NA	Intergenic	Intergenic	12927	ID=HMEL010302g1.t1-E3;Parent=HMEL010302g1.t1								
2722	Hmel221012	3154725	3154968	+	0	NA	Intergenic	Intergenic	7317	ID=HMEL035625g1.t1-E1;Parent=HMEL035625g1.t1								
2371	Hmel220005	1478857	1479146	+	0	NA	Intergenic	Intergenic	-3575	ID=HMEL035086g1.t1-E1;Parent=HMEL035086g1.t1								
2519	Hmel221001	2073100	2073500	+	0	NA	Intergenic	Intergenic	4135	ID=HMEL007285g1.t1-E2;Parent=HMEL007285g1.t1								
2923	Hmel216011	1721390	1722115	+	0	NA	Intergenic	Intergenic	11781	ID=HMEL033565g1.t1-E2;Parent=HMEL033565g1.t1								
2610	Hmel221012	361032	362744	+	0	NA	TTS (ID=HMEL035551g1.t1-E1;Parent=HMEL035551g1.t1)	-TTS (ID=HMEL035551g1.t1-E1;Parent=HMEL035551g1.t1)	1133	ID=HMEL035551g1.t1-E1;Parent=HMEL035551g1.t1								
567	Hmel206012	1250643	1251433	+	0	NA	Intergenic	Intergenic	28996	ID=HMEL037128g1.t1-E2;Parent=HMEL037128g1.t1								
416	Hmel205012	953377	953977	+	0	NA	Intergenic	Intergenic	22862	ID=HMEL036672g1.t2-E13;Parent=HMEL036672g1.t2								
914	Hmel210001	228175	228799	+	0	NA	Intergenic	Intergenic	-25585	ID=HMEL030577g1.t1-E1;Parent=HMEL030577g1.t1								
380	Hmel205005	313715	314166	+	0	NA	promoter-TSS (ID=HMEL016013g1.t1-E2;Parent=HMEL016013g1.t1)	-promoter-TSS (ID=HMEL016013g1.t1-E2;Parent=HMEL016013g1.t1)	-261	ID=HMEL016013g1.t1-E2;Parent=HMEL016013g1.t1								
100	Hmel201009	5146963	5147243	+	0	NA	Intergenic	Intergenic	12373	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
965	Hmel210004	6802093	6802362	+	0	NA	Intergenic	Intergenic	-2329	ID=HMEL022548g2.t1-E1;Parent=HMEL022548g2.t1								
300	Hmel203069	164515	164822	+	0	NA	Intergenic	Intergenic	-10043	ID=HmGr36_1-E1;Parent=HmGr36_1								
1279	Hmel211014	129688	130871	+	0	NA	Intergenic	Intergenic	18604	ID=HMEL004192g1.t1-E2;Parent=HMEL004192g1.t1								
1439	Hmel212013	3056800	3057091	+	0	NA	Intergenic	Intergenic	-2470	ID=HMEL031703g1.t1-E2;Parent=HMEL031703g1.t1								
2079	Hmel218005	547656	547902	+	0	NA	Intergenic	Intergenic	3314	ID=HMEL034260g1.t1-E2;Parent=HMEL034260g1.t1								
286	Hmel203049	296706	296987	+	0	NA	promoter-TSS (ID=HMEL036108g1.t1-E3;Parent=HMEL036108g1.t1)	-promoter-TSS (ID=HMEL036108g1.t1-E3;Parent=HMEL036108g1.t1)	-631	ID=HMEL036108g1.t1-E3;Parent=HMEL036108g1.t1								
1395	Hmel212009	1060714	1060929	+	0	NA	Intergenic	Intergenic	9167	ID=HMEL011931g1.t1-E1;Parent=HMEL011931g1.t1								
2405	Hmel220005	5533076	5533401	+	0	NA	promoter-TSS (ID=HMEL009436g1.t1-E9;Parent=HMEL009436g1.t1)	-promoter-TSS (ID=HMEL009436g1.t1-E9;Parent=HMEL009436g1.t1)	155	ID=HMEL009436g1.t1-E8;Parent=HMEL009436g1.t1								
1075	Hmel210011	4209323	4209655	+	0	NA	Intergenic	Intergenic	1686	ID=HMEL030916g1.t1-E1;Parent=HMEL030916g1.t1								
2426	Hmel220011	131006	131313	+	0	NA	Intergenic	Intergenic	1924	ID=HMEL035267g1.t3-E2;Parent=HMEL035267g1.t3								
800	Hmel208048	409830	410577	+	0	NA	Intergenic	Intergenic	-4572	ID=HMEL038128g1.t1-E1;Parent=HMEL038128g1.t1								
2232	Hmel219003	3588534	3588778	+	0	NA	Intergenic	Intergenic	-26287	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
1365	Hmel212001	6576775	6577114	+	0	NA	Intergenic	Intergenic	-2384	ID=HMEL008586g1.t1-E1;Parent=HMEL008586g1.t1								
2432	Hmel220012	189382	189625	+	0	NA	promoter-TSS (ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1)	-promoter-TSS (ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1)	-11	ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1								
1407	Hmel212011	1279311	1279606	+	0	NA	Intergenic	Intergenic	-7883	ID=HMEL031615g1.t1-E5;Parent=HMEL031615g1.t1								
496	Hmel206008	38688	39276	+	0	NA	Intergenic	Intergenic	-3034	ID=HMEL036992g1.t1-E1;Parent=HMEL036992g1.t1								
2829	Hmel221034	52862	53299	+	0	NA	Intergenic	Intergenic	11630	ID=HMEL012735g2.t1-E1;Parent=HMEL012735g2.t1								
605	Hmel207002	2066549	2068729	+	0	NA	Intergenic	Intergenic	-9477	ID=HMEL037395g1.t2-E4;Parent=HMEL037395g1.t2								
1779	Hmel215044	206252	206578	+	0	NA	TTS (ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1)	-TTS (ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1)	1300	ID=HMEL021429g1.t1-E5;Parent=HMEL021429g1.t1								
2581	Hmel221009	267452	267707	+	0	NA	promoter-TSS (ID=HMEL035523g1.t1-E1;Parent=HMEL035523g1.t1)	-promoter-TSS (ID=HMEL035523g1.t1-E1;Parent=HMEL035523g1.t1)	-595	ID=HMEL035523g1.t1-E1;Parent=HMEL035523g1.t1								
1568	Hmel213049	243500	244208	+	0	NA	promoter-TSS (ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1)	-promoter-TSS (ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1)	-293	ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1								
607	Hmel207002	2175518	2175987	+	0	NA	Intergenic	Intergenic	-1546	ID=HMEL008497g1.t1-E3;Parent=HMEL008497g1.t1								
1807	Hmel215047	1347877	1348061	+	0	NA	promoter-TSS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	-promoter-TSS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	-800	ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1								
2902	Hmel208003	171645	172443	+	0	NA	TTS (ID=HMEL037808g1.t1-E1;Parent=HMEL037808g1.t1)	-TTS (ID=HMEL037808g1.t1-E1;Parent=HMEL037808g1.t1)	1243	ID=HMEL037808g1.t1-E1;Parent=HMEL037808g1.t1								
1699	Hmel214019	137833	138234	+	0	NA	promoter-TSS (ID=HMEL005596-RA-E1;Parent=HMEL005596-RA)	-promoter-TSS (ID=HMEL005596-RA-E1;Parent=HMEL005596-RA)	-529	ID=HMEL005596-RA-E1;Parent=HMEL005596-RA								
42	Hmel201007	494856	495914	+	0	NA	Intergenic	Intergenic	-19874	ID=HMEL014541g1.t1-E1;Parent=HMEL014541g1.t1								
759	Hmel208017	161156	161331	+	0	NA	Intergenic	Intergenic	-15057	ID=HMEL006975g1.t1-E1;Parent=HMEL006975g1.t1								
2508	Hmel221001	1920336	1920954	+	0	NA	Intergenic	Intergenic	1338	ID=HMEL035462g1.t1-E2;Parent=HMEL035462g1.t1								
1228	Hmel211009	381905	382099	+	0	NA	Intergenic	Intergenic	14926	ID=HMEL006560g2.t1-E3;Parent=HMEL006560g2.t1								
235	Hmel202006	6175218	6175591	+	0	NA	Intergenic	Intergenic	-8232	ID=HMEL033407g1.t1-E1;Parent=HMEL033407g1.t1								
1073	Hmel210011	4074458	4074694	+	0	NA	Intergenic	Intergenic	-2540	ID=HMEL030910g1.t1-E1;Parent=HMEL030910g1.t1								
2291	Hmel219014	1820036	1821060	+	0	NA	Intergenic	Intergenic	-7203	ID=HMEL008057g1.t1-E1;Parent=HMEL008057g1.t1								
2591	Hmel221012	71221	71626	+	0	NA	Intergenic	Intergenic	3288	ID=HMEL035544g1.t1-E1;Parent=HMEL035544g1.t1								
2187	Hmel218018	7852740	7853326	+	0	NA	Intergenic	Intergenic	-25902	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
1931	Hmel217001	1569628	1570935	+	0	NA	Intergenic	Intergenic	-11330	ID=HMEL033730g1.t1-E1;Parent=HMEL033730g1.t1								
694	Hmel207015	167886	168115	+	0	NA	Intergenic	Intergenic	4338	ID=HMEL037638g1.t1-E3;Parent=HMEL037638g1.t1								
2844	Hmel221038	154780	155114	+	0	NA	TTS (ID=HMEL035770g1.t1-E6;Parent=HMEL035770g1.t1)	-TTS (ID=HMEL035770g1.t1-E6;Parent=HMEL035770g1.t1)	141	ID=HMEL035770g1.t1-E7;Parent=HMEL035770g1.t1								
816	Hmel209001	1111022	1111191	+	0	NA	Intergenic	Intergenic	-1543	ID=HMEL007018g1.t4-E1;Parent=HMEL007018g1.t4								
1103	Hmel210012	65801	67265	+	0	NA	Intergenic	Intergenic	6310	ID=HMEL030953g1.t1-E4;Parent=HMEL030953g1.t1								
2244	Hmel219003	4575481	4575665	+	0	NA	Intergenic	Intergenic	-60556	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
296	Hmel203067	1164905	1165520	+	0	NA	TTS (ID=HMEL036160g1.t1-E1;Parent=HMEL036160g1.t1)	-TTS (ID=HMEL036160g1.t1-E1;Parent=HMEL036160g1.t1)	245	ID=HMEL036160g1.t2-E2;Parent=HMEL036160g1.t2								
265	Hmel203033	347920	348668	+	0	NA	Intergenic	Intergenic	-7812	ID=HMEL036035g1.t1-E1;Parent=HMEL036035g1.t1								
