PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_eratoUnique_D1up.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_eratoUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3703	Herato0419	355422	355698	+	0	NA	Intergenic	Intergenic	11927	ID=evm.model.Herato0419.4-E5;Parent=evm.model.Herato0419.4								
3071	Herato1805	10027310	10027733	+	0	NA	Intergenic	Intergenic	105217	ID=evm.model.Herato1805.291-E2;Parent=evm.model.Herato1805.291								
3040	Herato1906	590524	590715	+	0	NA	Intergenic	Intergenic	-2439	ID=evm.model.Herato1906.21-E2;Parent=evm.model.Herato1906.21								
2429	Herato0101	6187944	6188154	+	0	NA	Intergenic	Intergenic	43456	ID=evm.model.Herato0101.179-E3;Parent=evm.model.Herato0101.179								
374	Herato0701	3229435	3229752	+	0	NA	Intergenic	Intergenic	1865	ID=evm.model.Herato0701.167-E1;Parent=evm.model.Herato0701.167								
3272	Herato1901	2982242	2982545	+	0	NA	Intergenic	Intergenic	-2968	ID=evm.model.Herato1901.98-E1;Parent=evm.model.Herato1901.98								
2790	Herato1411	2551097	2551451	+	0	NA	Intergenic	Intergenic	-4218	ID=evm.model.Herato1411.93-E1;Parent=evm.model.Herato1411.93								
114	Herato0606	1781512	1782106	+	0	NA	Intergenic	Intergenic	-12350	ID=evm.model.Herato0606.54-E3;Parent=evm.model.Herato0606.54								
429	Herato0701	5594442	5594799	+	0	NA	Intergenic	Intergenic	-4215	ID=evm.model.Herato0701.258.7-E2;Parent=evm.model.Herato0701.258.7								
1306	Herato1003	2264657	2265349	+	0	NA	Intergenic	Intergenic	-1410	ID=evm.model.Herato1003.69-E1;Parent=evm.model.Herato1003.69								
1939	Herato1301	5595546	5596217	+	0	NA	Intergenic	Intergenic	6736	ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199								
3688	Herato0101	3389818	3390010	+	0	NA	Intergenic	Intergenic	-2855	ID=evm.model.Herato0101.115-E1;Parent=evm.model.Herato0101.115								
3767	Herato2001	7770660	7770973	+	0	NA	Intergenic	Intergenic	-1921	ID=evm.model.Herato2001.315-E2;Parent=evm.model.Herato2001.315								
3097	Herato0503	8876583	8876916	+	0	NA	Intergenic	Intergenic	2898	ID=evm.model.Herato0503.337.1-E5;Parent=evm.model.Herato0503.337.1								
1328	Herato1003	4131554	4132326	+	0	NA	Intergenic	Intergenic	-6782	ID=evm.model.Herato1003.124-E1;Parent=evm.model.Herato1003.124								
73	Herato0601	3066710	3067587	+	0	NA	Intergenic	Intergenic	-60030	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
409	Herato0701	4074746	4075444	+	0	NA	Intergenic	Intergenic	-6658	ID=evm.model.Herato0701.190-E1;Parent=evm.model.Herato0701.190								
1091	Herato1701	8893327	8893647	+	0	NA	Intergenic	Intergenic	-4795	ID=evm.model.Herato1701.272-E5;Parent=evm.model.Herato1701.272								
3335	Herato2001	6974837	6975173	+	0	NA	Intergenic	Intergenic	-1168	ID=evm.model.Herato2001.261-E2;Parent=evm.model.Herato2001.261								
67	Herato0601	3000809	3001170	+	0	NA	Intergenic	Intergenic	43355	ID=evm.model.Herato0601.73-E9;Parent=evm.model.Herato0601.73								
3636	Herato1805	4243884	4244700	+	0	NA	Intergenic	Intergenic	-4146	ID=evm.model.Herato1805.108-E2;Parent=evm.model.Herato1805.108								
812	Herato1202	7199592	7200146	+	0	NA	Intergenic	Intergenic	7514	ID=evm.model.Herato1202.286-E1;Parent=evm.model.Herato1202.286								
241	Herato0606	8533660	8534028	+	0	NA	Intergenic	Intergenic	-24300	ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268								
1958	Herato1603	3005482	3005762	+	0	NA	Intergenic	Intergenic	13303	ID=evm.model.Herato1603.85-E4;Parent=evm.model.Herato1603.85								
1962	Herato1603	3039434	3039932	+	0	NA	Intergenic	Intergenic	-9040	ID=evm.model.Herato1603.85-E1;Parent=evm.model.Herato1603.85								
3133	Herato1910	2672093	2672386	+	0	NA	Intergenic	Intergenic	4145	ID=evm.model.Herato1910.142-E1;Parent=evm.model.Herato1910.142								
2561	Herato0503	339388	339985	+	0	NA	Intergenic	Intergenic	-1955	ID=evm.model.Herato0503.10-E1;Parent=evm.model.Herato0503.10								
489	Herato0701	8566287	8566508	+	0	NA	Intergenic	Intergenic	69560	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
585	Herato0701	12412320	12412922	+	0	NA	Intergenic	Intergenic	-8526	ID=evm.model.Herato0701.584-E1;Parent=evm.model.Herato0701.584								
3711	Herato1908	62590	63316	+	0	NA	Intergenic	Intergenic	-3081	ID=evm.model.Herato1908.105-E2;Parent=evm.model.Herato1908.105								
327	Herato0101	10259801	10259990	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298)	-promoter-TSS (ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298)	-359	ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298								
1392	Herato1003	6040148	6040501	+	0	NA	Intergenic	Intergenic	1623	ID=evm.model.Herato1003.199-E1;Parent=evm.model.Herato1003.199								
1970	Herato1603	3434289	3434462	+	0	NA	Intergenic	Intergenic	2842	ID=evm.model.Herato1603.89-E2;Parent=evm.model.Herato1603.89								
2391	Herato1301	8783731	8784699	+	0	NA	Intergenic	Intergenic	3077	ID=evm.model.Herato1301.373.1-E10;Parent=evm.model.Herato1301.373.1								
1080	Herato0901	7876830	7877814	+	0	NA	Intergenic	Intergenic	24329	ID=evm.model.Herato0901.259-E6;Parent=evm.model.Herato0901.259								
1281	Herato1301	13582392	13582579	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.522-E2;Parent=evm.model.Herato1301.522)	-promoter-TSS (ID=evm.model.Herato1301.522-E2;Parent=evm.model.Herato1301.522)	-391	ID=evm.model.Herato1301.522-E2;Parent=evm.model.Herato1301.522								
2819	Herato1411	4935532	4936094	+	0	NA	Intergenic	Intergenic	21048	ID=evm.model.Herato1411.191-E10;Parent=evm.model.Herato1411.191								
732	Herato0801	209783	210406	+	0	NA	Intergenic	Intergenic	74481	ID=evm.model.Herato0801.6-E2;Parent=evm.model.Herato0801.6								
1864	Herato1202	229228	229963	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.16-E3;Parent=evm.model.Herato1202.16)	-promoter-TSS (ID=evm.model.Herato1202.16-E3;Parent=evm.model.Herato1202.16)	2	ID=evm.model.Herato1202.16-E3;Parent=evm.model.Herato1202.16								
3214	Herato2101	6674387	6674626	+	0	NA	Intergenic	Intergenic	6837	ID=evm.model.Herato2101.231-E1;Parent=evm.model.Herato2101.231								
3675	Herato2101	13610672	13611509	+	0	NA	Intergenic	Intergenic	-17287	ID=evm.model.Herato2101.431-E1;Parent=evm.model.Herato2101.431								
3491	Herato2001	16290484	16291217	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.641-E9;Parent=evm.model.Herato2001.641)	-promoter-TSS (ID=evm.model.Herato2001.641-E9;Parent=evm.model.Herato2001.641)	-588	ID=evm.model.Herato2001.641-E9;Parent=evm.model.Herato2001.641								
2233	Herato1701	8140869	8141782	+	0	NA	Intergenic	Intergenic	13393	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
1603	Herato1411	923241	923616	+	0	NA	Intergenic	Intergenic	-7790	ID=evm.model.Herato1411.25-E1;Parent=evm.model.Herato1411.25								
622	Herato1108	12224470	12224778	+	0	NA	Intergenic	Intergenic	7112	ID=evm.model.Herato1108.518-E2;Parent=evm.model.Herato1108.518								
1881	Herato1910	643468	643719	+	0	NA	Intergenic	Intergenic	-1168	ID=evm.model.Herato1910.53-E12;Parent=evm.model.Herato1910.53								
970	Herato0901	1582209	1582832	+	0	NA	Intergenic	Intergenic	-4731	ID=evm.model.Herato0901.58-E2;Parent=evm.model.Herato0901.58								
2381	Herato1301	7611143	7612279	+	0	NA	Intergenic	Intergenic	6030	ID=evm.model.Herato1301.307-E3;Parent=evm.model.Herato1301.307								
2771	Herato1807	3979473	3980621	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.82-E18;Parent=evm.model.Herato1807.82)	-promoter-TSS (ID=evm.model.Herato1807.82-E18;Parent=evm.model.Herato1807.82)	404	ID=evm.model.Herato1807.82-E17;Parent=evm.model.Herato1807.82								
2375	Herato1301	7490091	7491439	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.293-E2;Parent=evm.model.Herato1301.293)	-promoter-TSS (ID=evm.model.Herato1301.293-E2;Parent=evm.model.Herato1301.293)	215	ID=evm.model.Herato1301.293-E1;Parent=evm.model.Herato1301.293								
24	Herato0101	1502879	1503130	+	0	NA	Intergenic	Intergenic	-2007	ID=evm.model.Herato0101.35-E2;Parent=evm.model.Herato0101.35								
1416	Herato1301	20916085	20916481	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.714-E1;Parent=evm.model.Herato1301.714)	-promoter-TSS (ID=evm.model.Herato1301.714-E1;Parent=evm.model.Herato1301.714)	-25	ID=evm.model.Herato1301.714-E1;Parent=evm.model.Herato1301.714								
2759	Herato1603	2026932	2028106	+	0	NA	Intergenic	Intergenic	-7006	ID=evm.model.Herato1603.59-E2;Parent=evm.model.Herato1603.59								
2256	Herato1301	760597	761149	+	0	NA	Intergenic	Intergenic	2311	ID=evm.model.Herato1301.23-E3;Parent=evm.model.Herato1301.23								
3321	Herato1807	3507448	3508537	+	0	NA	Intergenic	Intergenic	-1505	ID=evm.model.Herato1807.66.1-E5;Parent=evm.model.Herato1807.66.1								
2049	Herato1605	2590574	2591047	+	0	NA	Intergenic	Intergenic	-9899	ID=evm.model.Herato1605.90-E1;Parent=evm.model.Herato1605.90								
1658	Herato1411	6579339	6579558	+	0	NA	Intergenic	Intergenic	15232	ID=evm.model.Herato1411.244-E3;Parent=evm.model.Herato1411.244								
3197	Herato1805	2274776	2275494	+	0	NA	Intergenic	Intergenic	34941	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
104	Herato1301	19080786	19081265	+	0	NA	exon (ID=evm.model.Herato1301.665-E1;Parent=evm.model.Herato1301.665, exon 1 of 1)	-exon (ID=evm.model.Herato1301.665-E1;Parent=evm.model.Herato1301.665, exon 1 of 1)	490	ID=evm.model.Herato1301.665-E1;Parent=evm.model.Herato1301.665								
2057	Herato1202	10681182	10681581	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.426-E1;Parent=evm.model.Herato1202.426)	-promoter-TSS (ID=evm.model.Herato1202.426-E1;Parent=evm.model.Herato1202.426)	-122	ID=evm.model.Herato1202.426-E1;Parent=evm.model.Herato1202.426								
1558	Herato1007	2852874	2853199	+	0	NA	Intergenic	Intergenic	-2833	ID=evm.model.Herato1007.102-E5;Parent=evm.model.Herato1007.102								
3370	Herato1904	4882191	4882594	+	0	NA	Intergenic	Intergenic	-7052	ID=evm.model.Herato1904.167-E2;Parent=evm.model.Herato1904.167								
3493	Herato1703	587059	587749	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.4-E11;Parent=evm.model.Herato1703.4)	-promoter-TSS (ID=evm.model.Herato1703.4-E11;Parent=evm.model.Herato1703.4)	-326	ID=evm.model.Herato1703.4-E11;Parent=evm.model.Herato1703.4								
1237	Herato2101	7255482	7255975	+	0	NA	Intergenic	Intergenic	7920	ID=evm.model.Herato2101.261-E5;Parent=evm.model.Herato2101.261								
1635	Herato0206	119326	119928	+	0	NA	Intergenic	Intergenic	-28698	ID=evm.model.Herato0206.4.2-E1;Parent=evm.model.Herato0206.4.2								
2361	Herato1708	2006644	2007452	+	0	NA	Intergenic	Intergenic	-3940	ID=evm.model.Herato1708.116-E1;Parent=evm.model.Herato1708.116								
2175	Herato1202	16833789	16834071	+	0	NA	Intergenic	Intergenic	3109	ID=evm.model.Herato1202.679-E1;Parent=evm.model.Herato1202.679								
1513	Herato1805	10087328	10087761	+	0	NA	Intergenic	Intergenic	-77792	ID=evm.model.Herato1805.292-E1;Parent=evm.model.Herato1805.292								
1264	Herato1001	5511009	5511740	+	0	NA	Intergenic	Intergenic	3983	ID=evm.model.Herato1001.179.4-E4;Parent=evm.model.Herato1001.179.4								
2490	Herato1301	15148474	15149374	+	0	NA	Intergenic	Intergenic	-3400	ID=evm.model.Herato1301.561.5-E1;Parent=evm.model.Herato1301.561.5								
747	Herato0801	1021159	1021392	+	0	NA	Intergenic	Intergenic	-7255	ID=evm.model.Herato0801.18-E1;Parent=evm.model.Herato0801.18								
159	Herato1005	663982	664270	+	0	NA	TTS (ID=evm.model.Herato1005.39-E2;Parent=evm.model.Herato1005.39)	-TTS (ID=evm.model.Herato1005.39-E2;Parent=evm.model.Herato1005.39)	529	ID=evm.model.Herato1005.39-E2;Parent=evm.model.Herato1005.39								
2563	Herato1805	3927360	3927939	+	0	NA	Intergenic	Intergenic	-60123	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
3086	Herato0503	8564364	8564706	+	0	NA	Intergenic	Intergenic	-44016	ID=evm.model.Herato0503.332-E1;Parent=evm.model.Herato0503.332								
1633	Herato1411	3965691	3967200	+	0	NA	TTS (ID=evm.model.Herato1411.154_evm.model.Herato1411.155-E4;Parent=evm.model.Herato1411.154_evm.model.Herato1411.155)	-TTS (ID=evm.model.Herato1411.154_evm.model.Herato1411.155-E4;Parent=evm.model.Herato1411.154_evm.model.Herato1411.155)	754	ID=evm.model.Herato1411.154_evm.model.Herato1411.155-E4;Parent=evm.model.Herato1411.154_evm.model.Herato1411.155								
47	Herato0601	1511908	1512522	+	0	NA	Intergenic	Intergenic	-47612	ID=evm.model.Herato0601.20-E1;Parent=evm.model.Herato0601.20								
1427	Herato0310	2062426	2062603	+	0	NA	Intergenic	Intergenic	2406	ID=evm.model.Herato0310.46.3-E2;Parent=evm.model.Herato0310.46.3								
1942	Herato1202	4836477	4836717	+	0	NA	Intergenic	Intergenic	-1425	ID=evm.model.Herato1202.181-E5;Parent=evm.model.Herato1202.181								
1484	Herato1005	4008266	4008502	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.187-E14;Parent=evm.model.Herato1005.187)	-promoter-TSS (ID=evm.model.Herato1005.187-E14;Parent=evm.model.Herato1005.187)	443	ID=evm.model.Herato1005.187-E13;Parent=evm.model.Herato1005.187								
3619	Herato0215	3138881	3139331	+	0	NA	Intergenic	Intergenic	6018	ID=evm.model.Herato0215.153-E3;Parent=evm.model.Herato0215.153								
1017	Herato0901	3530606	3530939	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2)	-promoter-TSS (ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2)	-149	ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2								
270	Herato1007	1902299	1903024	+	0	NA	Intergenic	Intergenic	6158	ID=evm.model.Herato1007.83-E1;Parent=evm.model.Herato1007.83								
1057	Herato0901	6118792	6119041	+	0	NA	Intergenic	Intergenic	-6203	ID=evm.model.Herato0901.203-E2;Parent=evm.model.Herato0901.203								
2042	Herato1202	9616399	9616978	+	0	NA	Intergenic	Intergenic	-15254	ID=evm.model.Herato1202.399-E1;Parent=evm.model.Herato1202.399								
3748	Herato2001	4518848	4519835	+	0	NA	TTS (ID=evm.model.Herato2001.151-E15;Parent=evm.model.Herato2001.151)	-TTS (ID=evm.model.Herato2001.151-E15;Parent=evm.model.Herato2001.151)	554	ID=evm.model.Herato2001.151-E15;Parent=evm.model.Herato2001.151								
538	Herato0701	10315116	10315566	+	0	NA	Intergenic	Intergenic	-4997	ID=evm.model.Herato0701.426-E2;Parent=evm.model.Herato0701.426								
2840	Herato1411	6674423	6674840	+	0	NA	Intergenic	Intergenic	1772	ID=evm.model.Herato1411.246-E3;Parent=evm.model.Herato1411.246								
1602	Herato1807	3413660	3414666	+	0	NA	Intergenic	Intergenic	24736	ID=evm.model.Herato1807.65-E6;Parent=evm.model.Herato1807.65								
521	Herato0101	11127815	11128301	+	0	NA	Intergenic	Intergenic	36144	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
2007	Herato1202	7990809	7991351	+	0	NA	Intergenic	Intergenic	-2602	ID=evm.model.Herato1202.322-E1;Parent=evm.model.Herato1202.322								
1332	Herato1003	4351827	4352073	+	0	NA	TTS (ID=evm.model.Herato1003.134-E6;Parent=evm.model.Herato1003.134)	-TTS (ID=evm.model.Herato1003.134-E6;Parent=evm.model.Herato1003.134)	618	ID=evm.model.Herato1003.134.1-E6;Parent=evm.model.Herato1003.134.1								
162	Herato0606	3977753	3978345	+	0	NA	Intergenic	Intergenic	-38874	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
1923	Herato1202	4007642	4008072	+	0	NA	Intergenic	Intergenic	-7017	ID=evm.model.Herato1202.143.1-E11;Parent=evm.model.Herato1202.143.1								
880	Herato0821	835269	835558	+	0	NA	Intergenic	Intergenic	-3991	ID=evm.model.Herato0821.45-E4;Parent=evm.model.Herato0821.45								
433	Herato1108	3345895	3346810	+	0	NA	Intergenic	Intergenic	-1851	ID=evm.model.Herato1108.114-E1;Parent=evm.model.Herato1108.114								
3461	Herato2101	4504507	4504765	+	0	NA	Intergenic	Intergenic	-1202	ID=evm.model.Herato2101.143-E4;Parent=evm.model.Herato2101.143								
2164	Herato1202	16660650	16661088	+	0	NA	Intergenic	Intergenic	-5000	ID=evm.model.Herato1202.665-E2;Parent=evm.model.Herato1202.665								
1399	Herato1805	4083171	4083923	+	0	NA	Intergenic	Intergenic	10570	ID=evm.model.Herato1805.106-E1;Parent=evm.model.Herato1805.106								
1912	Herato1202	3668884	3669332	+	0	NA	Intergenic	Intergenic	-10700	ID=evm.model.Herato1202.124-E1;Parent=evm.model.Herato1202.124								
3293	Herato0211	272283	272684	+	0	NA	Intergenic	Intergenic	2411	ID=evm.model.Herato0211.4-E1;Parent=evm.model.Herato0211.4								
986	Herato0901	2145206	2145445	+	0	NA	Intergenic	Intergenic	-31755	ID=evm.model.Herato0901.75-E1;Parent=evm.model.Herato0901.75								
786	Herato0801	4273534	4273720	+	0	NA	Intergenic	Intergenic	-43177	ID=evm.model.Herato0801.87-E1;Parent=evm.model.Herato0801.87								
740	Herato0801	836100	836323	+	0	NA	Intergenic	Intergenic	112664	ID=evm.model.Herato0801.17-E17;Parent=evm.model.Herato0801.17								
1117	Herato0101	1412262	1412819	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.33-E2;Parent=evm.model.Herato0101.33)	-promoter-TSS (ID=evm.model.Herato0101.33-E2;Parent=evm.model.Herato0101.33)	-932	ID=evm.model.Herato0101.33-E2;Parent=evm.model.Herato0101.33								
1008	Herato0901	3164593	3165695	+	0	NA	Intergenic	Intergenic	-63130	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
3022	Herato2001	12411371	12412185	+	0	NA	Intergenic	Intergenic	-13785	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
103	Herato0101	8849759	8849969	+	0	NA	Intergenic	Intergenic	2645	ID=evm.model.Herato0101.263-E2;Parent=evm.model.Herato0101.263								
3434	Herato2001	12389988	12390385	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.472-E2;Parent=evm.model.Herato2001.472)	-promoter-TSS (ID=evm.model.Herato2001.472-E2;Parent=evm.model.Herato2001.472)	-38	ID=evm.model.Herato2001.472-E2;Parent=evm.model.Herato2001.472								
201	Herato0606	6160951	6161557	+	0	NA	TTS (ID=evm.model.Herato0606.214-E29;Parent=evm.model.Herato0606.214)	-TTS (ID=evm.model.Herato0606.214-E29;Parent=evm.model.Herato0606.214)	308	ID=evm.model.Herato0606.214-E31;Parent=evm.model.Herato0606.214								
871	Herato0101	20215152	20215423	+	0	NA	Intergenic	Intergenic	1591	ID=evm.model.Herato0101.777-E3;Parent=evm.model.Herato0101.777								
1401	Herato1301	20051873	20052086	+	0	NA	Intergenic	Intergenic	-5188	ID=evm.model.Herato1301.681-E1;Parent=evm.model.Herato1301.681								
719	Herato0209	729755	730592	+	0	NA	Intergenic	Intergenic	4899	ID=evm.model.Herato0209.49-E7;Parent=evm.model.Herato0209.49								
3393	Herato0310	10449796	10450364	+	0	NA	Intergenic	Intergenic	3088	ID=evm.model.Herato0310.324.1-E1;Parent=evm.model.Herato0310.324.1								
1529	Herato1007	1247554	1248085	+	0	NA	Intergenic	Intergenic	31728	ID=evm.model.Herato1007.46-E2;Parent=evm.model.Herato1007.46								
902	Herato0821	1786747	1787271	+	0	NA	Intergenic	Intergenic	4185	ID=evm.model.Herato0821.67-E5;Parent=evm.model.Herato0821.67								
827	Herato2001	1032881	1033237	+	0	NA	Intergenic	Intergenic	44343	ID=evm.model.Herato2001.18-E2;Parent=evm.model.Herato2001.18								
266	Herato0606	10443207	10443370	+	0	NA	TTS (ID=evm.model.Herato0606.335-E22;Parent=evm.model.Herato0606.335)	-TTS (ID=evm.model.Herato0606.335-E22;Parent=evm.model.Herato0606.335)	316	ID=evm.model.Herato0606.335-E23;Parent=evm.model.Herato0606.335								
2039	Herato1605	2325669	2326067	+	0	NA	Intergenic	Intergenic	-3699	ID=evm.model.Herato1605.77-E3;Parent=evm.model.Herato1605.77								
1353	Herato1003	5215918	5216312	+	0	NA	Intergenic	Intergenic	-15885	ID=evm.model.Herato1003.170-E3;Parent=evm.model.Herato1003.170								
1742	Herato1507	2638229	2638848	+	0	NA	Intergenic	Intergenic	-21680	ID=evm.model.Herato1507.76-E1;Parent=evm.model.Herato1507.76								
3128	Herato1603	517459	517751	+	0	NA	Intergenic	Intergenic	10220	ID=evm.model.Herato1603.5-E3;Parent=evm.model.Herato1603.5								
2585	Herato2001	10726014	10726454	+	0	NA	Intergenic	Intergenic	-36231	ID=evm.model.Herato2001.419-E1;Parent=evm.model.Herato2001.419								
1624	Herato1411	2529396	2531150	+	0	NA	TTS (ID=evm.model.Herato1411.93-E3;Parent=evm.model.Herato1411.93)	-TTS (ID=evm.model.Herato1411.93-E3;Parent=evm.model.Herato1411.93)	1582	ID=evm.model.Herato1411.93-E3;Parent=evm.model.Herato1411.93								
2892	Herato1904	2107986	2108190	+	0	NA	Intergenic	Intergenic	17812	ID=evm.model.Herato1904.76-E1;Parent=evm.model.Herato1904.76								
3363	Herato1908	1797697	1798008	+	0	NA	Intergenic	Intergenic	1444	ID=evm.model.Herato1908.62-E2;Parent=evm.model.Herato1908.62								
1219	Herato1301	7487249	7487598	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.292-E1;Parent=evm.model.Herato1301.292)	-promoter-TSS (ID=evm.model.Herato1301.292-E1;Parent=evm.model.Herato1301.292)	-112	ID=evm.model.Herato1301.292-E1;Parent=evm.model.Herato1301.292								
1695	Herato1505	2196659	2197143	+	0	NA	Intergenic	Intergenic	-109060	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
3774	Herato1805	10229747	10230200	+	0	NA	Intergenic	Intergenic	15496	ID=evm.model.Herato1805.295-E1;Parent=evm.model.Herato1805.295								
2534	Herato1805	2619002	2619300	+	0	NA	Intergenic	Intergenic	8031	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
97	Herato0101	8815734	8816272	+	0	NA	Intergenic	Intergenic	6150	ID=evm.model.Herato0101.262-E3;Parent=evm.model.Herato0101.262								
2983	Herato2001	10943225	10943946	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.424-E13;Parent=evm.model.Herato2001.424)	-promoter-TSS (ID=evm.model.Herato2001.424-E13;Parent=evm.model.Herato2001.424)	82	ID=evm.model.Herato2001.424-E13;Parent=evm.model.Herato2001.424								
2378	Herato1301	7526114	7526650	+	0	NA	Intergenic	Intergenic	-2935	ID=evm.model.Herato1301.298-E6;Parent=evm.model.Herato1301.298								
3645	Herato0403	267116	267442	+	0	NA	Intergenic	Intergenic	-36692	ID=evm.model.Herato0403.7-E1;Parent=evm.model.Herato0403.7								
1704	Herato0419	733849	734408	+	0	NA	Intergenic	Intergenic	3047	ID=evm.model.Herato0419.23-E3;Parent=evm.model.Herato0419.23								
668	Herato0101	11819743	11820271	+	0	NA	TTS (ID=evm.model.Herato0101.368-E1;Parent=evm.model.Herato0101.368)	-TTS (ID=evm.model.Herato0101.368-E1;Parent=evm.model.Herato0101.368)	107	ID=evm.model.Herato0101.368-E2;Parent=evm.model.Herato0101.368								
750	Herato0801	1186669	1187386	+	0	NA	Intergenic	Intergenic	-115288	ID=evm.model.Herato0801.20-E1;Parent=evm.model.Herato0801.20								
688	Herato0701	17530070	17531175	+	0	NA	Intergenic	Intergenic	-14437	ID=evm.model.Herato0701.735.1-E1;Parent=evm.model.Herato0701.735.1								
1749	Herato1108	8298913	8299444	+	0	NA	Intergenic	Intergenic	1291	ID=evm.model.Herato1108.359.2-E18;Parent=evm.model.Herato1108.359.2								
774	Herato0801	3740895	3741232	+	0	NA	Intergenic	Intergenic	-24579	ID=evm.model.Herato0801.82-E1;Parent=evm.model.Herato0801.82								
1126	Herato0901	11074227	11074594	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.330-E1;Parent=evm.model.Herato0901.330)	-promoter-TSS (ID=evm.model.Herato0901.330-E1;Parent=evm.model.Herato0901.330)	-852	ID=evm.model.Herato0901.330-E1;Parent=evm.model.Herato0901.330								
3463	Herato0215	3506910	3507361	+	0	NA	Intergenic	Intergenic	-2262	ID=evm.model.Herato0215.136-E1;Parent=evm.model.Herato0215.136								
2128	Herato1202	14867279	14867439	+	0	NA	Intergenic	Intergenic	-2051	ID=evm.model.Herato1202.575.1-E1;Parent=evm.model.Herato1202.575.1								
910	Herato0821	2197763	2198182	+	0	NA	Intergenic	Intergenic	-9868	ID=evm.model.Herato0821.84.1-E5;Parent=evm.model.Herato0821.84.1								
2701	Herato1601	4430424	4431694	+	0	NA	TTS (ID=evm.model.Herato1601.84-E2;Parent=evm.model.Herato1601.84)	-TTS (ID=evm.model.Herato1601.84-E2;Parent=evm.model.Herato1601.84)	650	ID=evm.model.Herato1601.84-E2;Parent=evm.model.Herato1601.84								
693	Herato0701	17770307	17770755	+	0	NA	Intergenic	Intergenic	-1514	ID=evm.model.Herato0701.742.1-E2;Parent=evm.model.Herato0701.742.1								
1341	Herato1003	4838132	4838621	+	0	NA	Intergenic	Intergenic	-2547	ID=evm.model.Herato1003.150.2-E2;Parent=evm.model.Herato1003.150.2								
2684	Herato0310	9485048	9485697	+	0	NA	Intergenic	Intergenic	-2494	ID=evm.model.Herato0310.290-E1;Parent=evm.model.Herato0310.290								
3424	Herato2001	12063201	12063664	+	0	NA	Intergenic	Intergenic	-6194	ID=evm.model.Herato2001.463.1-E2;Parent=evm.model.Herato2001.463.1								
1534	Herato1007	1675494	1675674	+	0	NA	TTS (ID=evm.model.Herato1007.74-E6;Parent=evm.model.Herato1007.74)	-TTS (ID=evm.model.Herato1007.74-E6;Parent=evm.model.Herato1007.74)	2281	ID=evm.model.Herato1007.74-E6;Parent=evm.model.Herato1007.74								
2570	Herato1904	5786704	5788201	+	0	NA	Intergenic	Intergenic	76976	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
893	Herato1202	11236656	11236843	+	0	NA	Intergenic	Intergenic	13268	ID=evm.model.Herato1202.447.1-E2;Parent=evm.model.Herato1202.447.1								
