PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1217	Hmel214008	1987835	1988050	+	0	NA	Intergenic	Intergenic	-4645	ID=HMEL022515-RA-E1;Parent=HMEL022515-RA								
1740	Hmel220003	1201692	1202646	+	0	NA	Intergenic	Intergenic	-30377	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
1600	Hmel218018	9213909	9214724	+	0	NA	Intergenic	Intergenic	12333	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
34	Hmel201007	894685	894981	+	0	NA	Intergenic	Intergenic	-17897	ID=HMEL030099g1.t1-E1;Parent=HMEL030099g1.t1								
745	Hmel210001	337748	338267	+	0	NA	Intergenic	Intergenic	-1171	ID=HMEL013657g1.t1-E1;Parent=HMEL013657g1.t1								
603	Hmel208003	21667	21977	+	0	NA	TTS (ID=HMEL037789g1.t1-E1;Parent=HMEL037789g1.t1)	-TTS (ID=HMEL037789g1.t1-E1;Parent=HMEL037789g1.t1)	1285	ID=HMEL037789g1.t1-E1;Parent=HMEL037789g1.t1								
90	Hmel201011	1788493	1788929	+	0	NA	Intergenic	Intergenic	-1412	ID=HMEL011409g1.t1-E1;Parent=HMEL011409g1.t1								
1850	Hmel221044	93732	93939	+	0	NA	Intergenic	Intergenic	4091	ID=HMEL035793g1.t1-E1;Parent=HMEL035793g1.t1								
1410	Hmel216013	373682	374855	+	0	NA	Intergenic	Intergenic	-12071	ID=HMEL017540g1.t1-E1;Parent=HMEL017540g1.t1								
565	Hmel207011	423626	424427	+	0	NA	promoter-TSS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	-promoter-TSS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	-369	ID=HMEL037572g1.t2-E1;Parent=HMEL037572g1.t2								
620	Hmel208013	257132	257377	+	0	NA	Intergenic	Intergenic	-35247	ID=HMEL037847g1.t1-E1;Parent=HMEL037847g1.t1								
1346	Hmel216006	14470	14957	+	0	NA	Intergenic	Intergenic	-20539	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
1434	Hmel217001	1291469	1291781	+	0	NA	Intergenic	Intergenic	14067	ID=HMEL017701g1.t1-E4;Parent=HMEL017701g1.t1								
850	Hmel210011	4490780	4491133	+	0	NA	Intergenic	Intergenic	-21344	ID=HMEL030920g1.t1-E1;Parent=HMEL030920g1.t1								
1547	Hmel218014	151318	151735	+	0	NA	Intergenic	Intergenic	-30101	ID=HMEL034342g1.t1-E1;Parent=HMEL034342g1.t1								
1045	Hmel213004	1582986	1583398	+	0	NA	Intergenic	Intergenic	-2662	ID=HMEL031787g1.t1-E3;Parent=HMEL031787g1.t1								
891	Hmel211009	570929	571248	+	0	NA	Intergenic	Intergenic	4292	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
937	Hmel212001	2563061	2563390	+	0	NA	Intergenic	Intergenic	-6252	ID=HMEL016830g1.t1-E1;Parent=HMEL016830g1.t1								
1004	Hmel212013	886350	886853	+	0	NA	exon (ID=HMEL011973g2.t1-E5;Parent=HMEL011973g2.t1, exon 1 of 1)	-exon (ID=HMEL011973g2.t1-E5;Parent=HMEL011973g2.t1, exon 1 of 1)	1392	ID=HMEL011973g2.t2-E5;Parent=HMEL011973g2.t2								
1619	Hmel219003	1846600	1846767	+	0	NA	Intergenic	Intergenic	-3207	ID=HMEL010663g1.t1-E1;Parent=HMEL010663g1.t1								
16	Hmel201002	2250279	2250709	+	0	NA	promoter-TSS (ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1)	-promoter-TSS (ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1)	-894	ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1								
730	Hmel209007	3931362	3933241	+	0	NA	promoter-TSS (ID=HMEL010281g1.t1-E3;Parent=HMEL010281g1.t1)	-promoter-TSS (ID=HMEL010281g1.t1-E3;Parent=HMEL010281g1.t1)	-864	ID=HMEL010281g1.t1-E3;Parent=HMEL010281g1.t1								
1360	Hmel216007	75539	75761	+	0	NA	Intergenic	Intergenic	-23947	ID=HMEL033478g1.t1-E1;Parent=HMEL033478g1.t1								
921	Hmel212001	94514	94950	+	0	NA	Intergenic	Intergenic	-8040	ID=HMEL031318g1.t1-E1;Parent=HMEL031318g1.t1								
1069	Hmel213014	20258	20433	+	0	NA	promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-848	ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1								
233	Hmel203067	1039047	1039341	+	0	NA	Intergenic	Intergenic	-1648	ID=HMEL025032-RA-E1;Parent=HMEL025032-RA								
1013	Hmel212013	1423334	1423770	+	0	NA	Intergenic	Intergenic	-28051	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
1490	Hmel217019	327029	327494	+	0	NA	Intergenic	Intergenic	-3808	ID=HMEL014831g1.t2-E1;Parent=HMEL014831g1.t2								
1224	Hmel214012	185013	185814	+	0	NA	Intergenic	Intergenic	12390	ID=HMEL014331g1.t1-E3;Parent=HMEL014331g1.t1								
368	Hmel205012	609062	609254	+	0	NA	promoter-TSS (ID=HMEL007208g1.t1-E2;Parent=HMEL007208g1.t1)	-promoter-TSS (ID=HMEL007208g1.t1-E2;Parent=HMEL007208g1.t1)	-486	ID=HMEL007208g1.t1-E2;Parent=HMEL007208g1.t1								
1693	Hmel219014	950800	951154	+	0	NA	Intergenic	Intergenic	2331	ID=HMEL014338g2.t1-E3;Parent=HMEL014338g2.t1								
316	Hmel204019	458438	458637	+	0	NA	Intergenic	Intergenic	-7207	ID=HMEL036512g1.t1-E1;Parent=HMEL036512g1.t1								
1806	Hmel220011	576193	576402	+	0	NA	Intergenic	Intergenic	8884	ID=HMEL035286g1.t2-E6;Parent=HMEL035286g1.t2								
994	Hmel212011	1258832	1259591	+	0	NA	Intergenic	Intergenic	4787	ID=HMEL031615g1.t1-E17;Parent=HMEL031615g1.t1								
1738	Hmel220003	1120934	1121988	+	0	NA	TTS (ID=HMEL017014g1.t1-E3;Parent=HMEL017014g1.t1)	-TTS (ID=HMEL017014g1.t1-E3;Parent=HMEL017014g1.t1)	135	ID=HMEL017014g1.t2-E3;Parent=HMEL017014g1.t2								
1786	Hmel220005	4959195	4959477	+	0	NA	Intergenic	Intergenic	-9660	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
611	Hmel208008	41838	42363	+	0	NA	Intergenic	Intergenic	3269	ID=HMEL007408g1.t1-E5;Parent=HMEL007408g1.t1								
1849	Hmel221039	20510	20869	+	0	NA	Intergenic	Intergenic	-7263	ID=HMEL035783g1.t1-E2;Parent=HMEL035783g1.t1								
1370	Hmel216009	771761	772156	+	0	NA	promoter-TSS (ID=HMEL004848g1.t1-E7;Parent=HMEL004848g1.t1)	-promoter-TSS (ID=HMEL004848g1.t1-E7;Parent=HMEL004848g1.t1)	-563	ID=HMEL004848g1.t1-E7;Parent=HMEL004848g1.t1								
849	Hmel210011	4299578	4299747	+	0	NA	TTS (ID=HMEL009082g1.t1-E9;Parent=HMEL009082g1.t1)	-TTS (ID=HMEL009082g1.t1-E9;Parent=HMEL009082g1.t1)	-1024	ID=HMEL009082g1.t1-E10;Parent=HMEL009082g1.t1								
11	Hmel201002	1655284	1655442	+	0	NA	promoter-TSS (ID=HMEL011281g1.t1-E4;Parent=HMEL011281g1.t1)	-promoter-TSS (ID=HMEL011281g1.t1-E4;Parent=HMEL011281g1.t1)	123	ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1								
492	Hmel206019	22607	22776	+	0	NA	Intergenic	Intergenic	22242	ID=HMEL006318-RA-E9;Parent=HMEL006318-RA								
208	Hmel203033	151241	151622	+	0	NA	Intergenic	Intergenic	-1542	ID=HMEL021515g1.t1-E1;Parent=HMEL021515g1.t1								
511	Hmel207002	1530162	1530326	+	0	NA	Intergenic	Intergenic	1443	ID=HMEL011234g1.t1-E1;Parent=HMEL011234g1.t1								
842	Hmel210011	3378369	3378559	+	0	NA	Intergenic	Intergenic	-9443	ID=HMEL030896g1.t1-E1;Parent=HMEL030896g1.t1								
1523	Hmel218005	205465	205835	+	0	NA	promoter-TSS (ID=HMEL014920g1.t1-E5;Parent=HMEL014920g1.t1)	-promoter-TSS (ID=HMEL014920g1.t1-E5;Parent=HMEL014920g1.t1)	-542	ID=HMEL014920g1.t1-E5;Parent=HMEL014920g1.t1								
93	Hmel201011	2620303	2621046	+	0	NA	Intergenic	Intergenic	5360	ID=HMEL011986g1.t1-E5;Parent=HMEL011986g1.t1								
899	Hmel211012	923968	924607	+	0	NA	Intergenic	Intergenic	-3002	ID=HMEL015092g1.t1-E1;Parent=HMEL015092g1.t1								
292	Hmel204017	1136466	1136898	+	0	NA	TTS (ID=HMEL007450g3.t1-E3;Parent=HMEL007450g3.t1)	-TTS (ID=HMEL007450g3.t1-E3;Parent=HMEL007450g3.t1)	513	ID=HMEL007450g3.t1-E4;Parent=HMEL007450g3.t1								
291	Hmel204017	1135821	1136119	+	0	NA	TTS (ID=HMEL007450g2.t1-E4;Parent=HMEL007450g2.t1)	-TTS (ID=HMEL007450g2.t1-E4;Parent=HMEL007450g2.t1)	735	ID=HMEL007450g2.t1-E4;Parent=HMEL007450g2.t1								
374	Hmel205012	1237710	1237892	+	0	NA	Intergenic	Intergenic	9088	ID=HMEL017902g1.t1-E1;Parent=HMEL017902g1.t1								
199	Hmel203030	203425	203680	+	0	NA	Intergenic	Intergenic	19843	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
114	Hmel202004	332002	332772	+	0	NA	Intergenic	Intergenic	11420	ID=HMEL014167g1.t1-E1;Parent=HMEL014167g1.t1								
1306	Hmel215032	86159	86488	+	0	NA	Intergenic	Intergenic	2623	ID=HMEL016290g1.t1-E2;Parent=HMEL016290g1.t1								
429	Hmel206006	416641	416804	+	0	NA	Intergenic	Intergenic	-11141	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
1328	Hmel215048	297120	297462	+	0	NA	promoter-TSS (ID=HMEL013739-RA-E3;Parent=HMEL013739-RA)	-promoter-TSS (ID=HMEL013739-RA-E3;Parent=HMEL013739-RA)	181	ID=HMEL013739-RA-E2;Parent=HMEL013739-RA								
1899	Hmel218008	227749	228153	+	0	NA	Intergenic	Intergenic	3010	ID=HMEL017517g1.t1-E4;Parent=HMEL017517g1.t1								
1091	Hmel213027	195501	195867	+	0	NA	Intergenic	Intergenic	2626	ID=HMEL031967g1.t1-E7;Parent=HMEL031967g1.t1								
409	Hmel205022	413777	414240	+	0	NA	Intergenic	Intergenic	-10397	ID=HMEL036819g1.t1-E1;Parent=HMEL036819g1.t1								
73	Hmel201009	4043245	4043967	+	0	NA	TTS (ID=HMEL030237g1.t1-E2;Parent=HMEL030237g1.t1)	-TTS (ID=HMEL030237g1.t1-E2;Parent=HMEL030237g1.t1)	817	ID=HMEL030237g1.t1-E2;Parent=HMEL030237g1.t1								
1737	Hmel220003	1112538	1113348	+	0	NA	Intergenic	Intergenic	2186	ID=HMEL017014g1.t2-E5;Parent=HMEL017014g1.t2								
67	Hmel201009	2878732	2879173	+	0	NA	promoter-TSS (ID=HMEL017209g1.t1-E6;Parent=HMEL017209g1.t1)	-promoter-TSS (ID=HMEL017209g1.t1-E6;Parent=HMEL017209g1.t1)	272	ID=HMEL017209g1.t2-E4;Parent=HMEL017209g1.t2								
241	Hmel203069	1989022	1989287	+	0	NA	Intergenic	Intergenic	-6265	ID=HMEL017405g1.t1-E1;Parent=HMEL017405g1.t1								
795	Hmel210004	6555999	6556273	+	0	NA	promoter-TSS (ID=HMEL009647g1.t1-E5;Parent=HMEL009647g1.t1)	-promoter-TSS (ID=HMEL009647g1.t1-E5;Parent=HMEL009647g1.t1)	-110	ID=HMEL009647g1.t1-E5;Parent=HMEL009647g1.t1								
812	Hmel210005	1081450	1081940	+	0	NA	Intergenic	Intergenic	6536	ID=HMEL008524g1.t1-E5;Parent=HMEL008524g1.t1								
489	Hmel206015	126083	126323	+	0	NA	Intergenic	Intergenic	8921	ID=HMEL037167g1.t1-E2;Parent=HMEL037167g1.t1								
1609	Hmel219003	251664	251838	+	0	NA	Intergenic	Intergenic	-4861	ID=HMEL002355g1.t1-E4;Parent=HMEL002355g1.t1								
585	Hmel207021	2329645	2330143	+	0	NA	Intergenic	Intergenic	-3941	ID=HMEL037719g1.t1-E3;Parent=HMEL037719g1.t1								
794	Hmel210004	6553640	6553969	+	0	NA	promoter-TSS (ID=HMEL009647g1.t1-E3;Parent=HMEL009647g1.t1)	-promoter-TSS (ID=HMEL009647g1.t1-E3;Parent=HMEL009647g1.t1)	180	ID=HMEL009647g1.t1-E2;Parent=HMEL009647g1.t1								
327	Hmel204036	503979	504154	+	0	NA	TTS (ID=HMEL036564g1.t1-E2;Parent=HMEL036564g1.t1)	-TTS (ID=HMEL036564g1.t1-E2;Parent=HMEL036564g1.t1)	1119	ID=HMEL036564g1.t1-E2;Parent=HMEL036564g1.t1								
1392	Hmel216011	1727807	1728669	+	0	NA	Intergenic	Intergenic	7882	ID=HMEL010250g1.t1-E5;Parent=HMEL010250g1.t1								
1080	Hmel213022	308779	309292	+	0	NA	promoter-TSS (ID=HMEL007072g3.t1-E1;Parent=HMEL007072g3.t1)	-promoter-TSS (ID=HMEL007072g3.t1-E1;Parent=HMEL007072g3.t1)	57	ID=HMEL007072g3.t1-E1;Parent=HMEL007072g3.t1								
944	Hmel212001	3153691	3153985	+	0	NA	Intergenic	Intergenic	2213	ID=HMEL031381g1.t1-E3;Parent=HMEL031381g1.t1								
1780	Hmel220005	3717054	3717563	+	0	NA	Intergenic	Intergenic	-17979	ID=HMEL035187g1.t1-E1;Parent=HMEL035187g1.t1								
1281	Hmel215006	574110	574707	+	0	NA	Intergenic	Intergenic	-8804	ID=HMEL005803g2.t1-E4;Parent=HMEL005803g2.t1								
1113	Hmel213044	769118	769628	+	0	NA	promoter-TSS (ID=HMEL005640g1.t1-E7;Parent=HMEL005640g1.t1)	-promoter-TSS (ID=HMEL005640g1.t1-E7;Parent=HMEL005640g1.t1)	-6	ID=HMEL005640g1.t1-E7;Parent=HMEL005640g1.t1								
674	Hmel209001	1094594	1095072	+	0	NA	promoter-TSS (ID=HMEL007018g1.t1-E3;Parent=HMEL007018g1.t1)	-promoter-TSS (ID=HMEL007018g1.t1-E3;Parent=HMEL007018g1.t1)	-611	ID=HMEL007018g1.t1-E3;Parent=HMEL007018g1.t1								
732	Hmel209007	4095005	4095230	+	0	NA	TTS (ID=HMEL030472g1.t1-E2;Parent=HMEL030472g1.t1)	-TTS (ID=HMEL030472g1.t1-E2;Parent=HMEL030472g1.t1)	787	ID=HMEL030472g1.t1-E3;Parent=HMEL030472g1.t1								
1864	Hmel204026	1286	2021	+	0	NA	TTS (ID=HMEL022328g1.t1-E6;Parent=HMEL022328g1.t1)	-TTS (ID=HMEL022328g1.t1-E6;Parent=HMEL022328g1.t1)	324	ID=HMEL022328g1.t1-E7;Parent=HMEL022328g1.t1								
1317	Hmel215047	855422	855574	+	0	NA	promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-735	ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1								
280	Hmel204013	1071939	1072188	+	0	NA	Intergenic	Intergenic	-11681	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
957	Hmel212001	4831910	4832193	+	0	NA	promoter-TSS (ID=HMEL031434g1.t2-E3;Parent=HMEL031434g1.t2)	-promoter-TSS (ID=HMEL031434g1.t2-E3;Parent=HMEL031434g1.t2)	58	ID=HMEL031434g1.t2-E3;Parent=HMEL031434g1.t2								
273	Hmel204013	65641	65892	+	0	NA	Intergenic	Intergenic	7954	ID=HMEL021679g1.t1-E4;Parent=HMEL021679g1.t1								
1603	Hmel218019	472941	473338	+	0	NA	promoter-TSS (ID=HMEL034532g1.t1-E1;Parent=HMEL034532g1.t1)	-promoter-TSS (ID=HMEL034532g1.t1-E1;Parent=HMEL034532g1.t1)	59	ID=HMEL034532g1.t1-E1;Parent=HMEL034532g1.t1								
471	Hmel206012	387908	388341	+	0	NA	Intergenic	Intergenic	-2569	ID=HMEL037110g1.t1-E1;Parent=HMEL037110g1.t1								
1881	Hmel211005	993	1284	+	0	NA	Intergenic	Intergenic	-10300	ID=HMEL031144g1.t1-E1;Parent=HMEL031144g1.t1								
622	Hmel208015	40253	40497	+	0	NA	Intergenic	Intergenic	35426	ID=HMEL037865g1.t1-E2;Parent=HMEL037865g1.t1								
1503	Hmel218003	474387	475045	+	0	NA	Intergenic	Intergenic	10998	ID=HMEL003857g1.t1-E13;Parent=HMEL003857g1.t1								
970	Hmel212004	582229	582523	+	0	NA	Intergenic	Intergenic	8518	ID=HMEL017123g1.t1-E1;Parent=HMEL017123g1.t1								
1509	Hmel218003	1060536	1060766	+	0	NA	Intergenic	Intergenic	-48268	ID=HMEL001000g4.t1-E1;Parent=HMEL001000g4.t1								
1416	Hmel216015	256259	256901	+	0	NA	Intergenic	Intergenic	-7181	ID=HMEL033630g1.t1-E1;Parent=HMEL033630g1.t1								
24	Hmel201005	841237	841389	+	0	NA	Intergenic	Intergenic	-10742	ID=HMEL030076g1.t1-E1;Parent=HMEL030076g1.t1								
1658	Hmel219003	6877630	6878454	+	0	NA	Intergenic	Intergenic	-14204	ID=HMEL034703g1.t1-E1;Parent=HMEL034703g1.t1								
1325	Hmel215047	2364829	2365188	+	0	NA	Intergenic	Intergenic	-2190	ID=HMEL032928g1.t1-E2;Parent=HMEL032928g1.t1								
104	Hmel201019	1649572	1649991	+	0	NA	Intergenic	Intergenic	-1152	ID=HMEL033150g1.t1-E1;Parent=HMEL033150g1.t1								
1643	Hmel219003	5109351	5109556	+	0	NA	promoter-TSS (ID=HMEL016897g1.t1-E1;Parent=HMEL016897g1.t1)	-promoter-TSS (ID=HMEL016897g1.t1-E1;Parent=HMEL016897g1.t1)	-979	ID=HMEL016897g1.t1-E1;Parent=HMEL016897g1.t1								
131	Hmel202006	1462007	1462642	+	0	NA	promoter-TSS (ID=HMEL009410g1.t1-E1;Parent=HMEL009410g1.t1)	-promoter-TSS (ID=HMEL009410g1.t1-E1;Parent=HMEL009410g1.t1)	-860	ID=HMEL009410g1.t1-E1;Parent=HMEL009410g1.t1								
1565	Hmel218018	3594764	3594966	+	0	NA	promoter-TSS (ID=HMEL003253g2.t1-E2;Parent=HMEL003253g2.t1)	-promoter-TSS (ID=HMEL003253g2.t1-E2;Parent=HMEL003253g2.t1)	100	ID=HMEL003253g2.t1-E2;Parent=HMEL003253g2.t1								
1558	Hmel218018	2102592	2102956	+	0	NA	Intergenic	Intergenic	-21455	ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1								
502	Hmel207001	140618	141106	+	0	NA	Intergenic	Intergenic	2698	ID=HMEL037342g1.t1-E4;Parent=HMEL037342g1.t1								
1286	Hmel215006	672527	672803	+	0	NA	Intergenic	Intergenic	-6750	ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1								
314	Hmel204019	406888	407065	+	0	NA	promoter-TSS (ID=HMEL009987g1.t1-E1;Parent=HMEL009987g1.t1)	-promoter-TSS (ID=HMEL009987g1.t1-E1;Parent=HMEL009987g1.t1)	15	ID=HMEL009987g1.t1-E1;Parent=HMEL009987g1.t1								
1796	Hmel220009	383317	383866	+	0	NA	Intergenic	Intergenic	7161	ID=HMEL035258g1.t1-E4;Parent=HMEL035258g1.t1								
1635	Hmel219003	3984615	3985111	+	0	NA	Intergenic	Intergenic	-2491	ID=HMEL013178g1.t1-E3;Parent=HMEL013178g1.t1								
1237	Hmel214019	906270	906463	+	0	NA	Intergenic	Intergenic	-9114	ID=HMEL032470g1.t1-E3;Parent=HMEL032470g1.t1								
1513	Hmel218003	1356107	1357141	+	0	NA	Intergenic	Intergenic	2289	ID=HMEL003383g2.t1-E1;Parent=HMEL003383g2.t1								
1502	Hmel218003	306292	306451	+	0	NA	Intergenic	Intergenic	5308	ID=HMEL034203g1.t1-E2;Parent=HMEL034203g1.t1								
1264	Hmel214029	264186	264626	+	0	NA	Intergenic	Intergenic	5229	ID=HMEL032593g1.t1-E3;Parent=HMEL032593g1.t1								
1872	Hmel206020	78309	78660	+	0	NA	TTS (ID=HMEL017865g1.t1-E2;Parent=HMEL017865g1.t1)	-TTS (ID=HMEL017865g1.t1-E2;Parent=HMEL017865g1.t1)	860	ID=HMEL017865g1.t1-E2;Parent=HMEL017865g1.t1								
355	Hmel205009	193179	193417	+	0	NA	Intergenic	Intergenic	3397	ID=HMEL008360g1.t1-E5;Parent=HMEL008360g1.t1								
159	Hmel202006	4379987	4380933	+	0	NA	Intergenic	Intergenic	-52914	ID=HMEL014031g1.t1-E1;Parent=HMEL014031g1.t1								
553	Hmel207008	483158	483764	+	0	NA	Intergenic	Intergenic	-5970	ID=HMEL007118g1.t1-E2;Parent=HMEL007118g1.t1								
747	Hmel210001	785002	785389	+	0	NA	Intergenic	Intergenic	-39272	ID=HMEL030586g1.t1-E1;Parent=HMEL030586g1.t1								
1252	Hmel214024	410296	410648	+	0	NA	promoter-TSS (ID=HMEL032518g1.t1-E1;Parent=HMEL032518g1.t1)	-promoter-TSS (ID=HMEL032518g1.t1-E1;Parent=HMEL032518g1.t1)	-252	ID=HMEL032518g1.t1-E1;Parent=HMEL032518g1.t1								
1633	Hmel219003	3974370	3974613	+	0	NA	Intergenic	Intergenic	-6556	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
555	Hmel207008	638153	638991	+	0	NA	Intergenic	Intergenic	-5418	ID=HMEL037541g1.t1-E1;Parent=HMEL037541g1.t1								
1037	Hmel213001	180571	181417	+	0	NA	Intergenic	Intergenic	-11591	ID=HMEL006600g5.t1-E1;Parent=HMEL006600g5.t1								
47	Hmel201008	62291	62657	+	0	NA	Intergenic	Intergenic	-29610	ID=HMEL002949g1.t1-E1;Parent=HMEL002949g1.t1								
1427	Hmel217001	493996	495072	+	0	NA	Intergenic	Intergenic	21713	ID=HMEL033710g1.t1-E8;Parent=HMEL033710g1.t1								
1484	Hmel217018	930415	930695	+	0	NA	Intergenic	Intergenic	-12611	ID=HMEL033980g1.t1-E1;Parent=HMEL033980g1.t1								
37	Hmel201007	1281887	1282068	+	0	NA	Intergenic	Intergenic	12600	ID=HMEL004272g1.t1-E2;Parent=HMEL004272g1.t1								
1017	Hmel212013	1585756	1586032	+	0	NA	Intergenic	Intergenic	-3594	ID=HMEL015328g2.t1-E2;Parent=HMEL015328g2.t1								
855	Hmel210011	5387734	5388106	+	0	NA	TTS (ID=HMEL009189g1.t1-E3;Parent=HMEL009189g1.t1)	-TTS (ID=HMEL009189g1.t1-E3;Parent=HMEL009189g1.t1)	203	ID=HMEL009189g1.t1-E3;Parent=HMEL009189g1.t1								
270	Hmel204003	461630	461770	+	0	NA	Intergenic	Intergenic	-80299	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
195	Hmel203001	237734	238061	+	0	NA	Intergenic	Intergenic	-6149	ID=HMEL020200g1.t1-E1;Parent=HMEL020200g1.t1								
1057	Hmel213008	4303	4511	+	0	NA	NA	NA	NA	NA								
1706	Hmel219018	54757	54969	+	0	NA	Intergenic	Intergenic	-22431	ID=HMEL010755g1.t1-E1;Parent=HMEL010755g1.t1								
538	Hmel207002	5402716	5402880	+	0	NA	Intergenic	Intergenic	3665	ID=HMEL005127g2.t1-E1;Parent=HMEL005127g2.t1								
1839	Hmel221012	2621403	2621863	+	0	NA	promoter-TSS (ID=HMEL008791g1.t1-E1;Parent=HMEL008791g1.t1)	-promoter-TSS (ID=HMEL008791g1.t1-E1;Parent=HMEL008791g1.t1)	-769	ID=HMEL008791g1.t1-E1;Parent=HMEL008791g1.t1								
1788	Hmel220005	5027846	5028011	+	0	NA	TTS (ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1)	-TTS (ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1)	579	ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1								
679	Hmel209001	1296615	1297486	+	0	NA	Intergenic	Intergenic	6660	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
680	Hmel209001	1478094	1479162	+	0	NA	Intergenic	Intergenic	-12532	ID=HMEL004103g1.t1-E1;Parent=HMEL004103g1.t1								
831	Hmel210011	1723469	1723599	+	0	NA	Intergenic	Intergenic	-2029	ID=HMEL006705g1.t1-E1;Parent=HMEL006705g1.t1								
1602	Hmel218018	9219574	9219820	+	0	NA	Intergenic	Intergenic	6952	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
1147	Hmel213059	15039	16436	+	0	NA	NA	NA	NA	NA								
521	Hmel207002	3220049	3220318	+	0	NA	TTS (ID=HMEL009342g1.t1-E1;Parent=HMEL009342g1.t1)	-TTS (ID=HMEL009342g1.t1-E1;Parent=HMEL009342g1.t1)	1726	ID=HMEL009342g1.t1-E1;Parent=HMEL009342g1.t1								
1332	Hmel216001	685368	686467	+	0	NA	Intergenic	Intergenic	7655	ID=HMEL014302g1.t1-E3;Parent=HMEL014302g1.t1								
162	Hmel202006	4946632	4946978	+	0	NA	Intergenic	Intergenic	3312	ID=HMEL006147g3.t1-E3;Parent=HMEL006147g3.t1								
1241	Hmel214019	975274	976033	+	0	NA	Intergenic	Intergenic	-17583	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
433	Hmel206006	891527	891876	+	0	NA	promoter-TSS (ID=HMEL012162g1.t1-E1;Parent=HMEL012162g1.t1)	-promoter-TSS (ID=HMEL012162g1.t1-E1;Parent=HMEL012162g1.t1)	-445	ID=HMEL012162g1.t1-E1;Parent=HMEL012162g1.t1								
880	Hmel211004	4044888	4045228	+	0	NA	Intergenic	Intergenic	-9390	ID=HMEL015695g1.t1-E1;Parent=HMEL015695g1.t1								
1441	Hmel217004	14579	15368	+	0	NA	Intergenic	Intergenic	-7003	ID=HMEL003098g1.t1-E1;Parent=HMEL003098g1.t1								
647	Hmel208046	21897	22351	+	0	NA	Intergenic	Intergenic	-7363	ID=HMEL038090g1.t1-E1;Parent=HMEL038090g1.t1								
1399	Hmel216011	2262399	2262644	+	0	NA	Intergenic	Intergenic	4195	ID=HMEL002784g1.t1-E1;Parent=HMEL002784g1.t1								
1206	Hmel214008	623878	624203	+	0	NA	Intergenic	Intergenic	38082	ID=HMEL032318g1.t1-E2;Parent=HMEL032318g1.t1								
334	Hmel205001	324845	325632	+	0	NA	Intergenic	Intergenic	21659	ID=HMEL036594g1.t1-E1;Parent=HMEL036594g1.t1								
786	Hmel210004	5582246	5582465	+	0	NA	Intergenic	Intergenic	11334	ID=HMEL010482g1.t1-E1;Parent=HMEL010482g1.t1								
986	Hmel212011	262537	262734	+	0	NA	Intergenic	Intergenic	-28875	ID=HMEL031591g1.t1-E1;Parent=HMEL031591g1.t1								
1117	Hmel213045	130870	131411	+	0	NA	Intergenic	Intergenic	-20907	ID=HMEL017501g1.t1-E1;Parent=HMEL017501g1.t1								
